翼型实验数据

实验日期：2015年05月25日10:15:22
大气压(kPa)：100.1400  温度(℃)：25.30  密度： 1.16911kg/m^3
来流风速: 20.53m/s  攻角：5.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3649kPa 来流静压：100.1186kPa 来流动压：246.3Pa
升力系数：1.1752 -0.0007 -0.0007   阻力系数： 0.0077

力矩系数：-0.0717 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.05380     -0.13654    001   0.00000
001     -0.17840     -0.64240    002   0.00050
002     -0.23390     -0.86773    003   0.00125
003     -0.29880     -1.13122    004   0.00250
004     -0.38640     -1.48687    005   0.00500
005     -0.41290     -1.59445    006   0.00750
006     -0.44930     -1.74224    007   0.01000
007     -0.49010     -1.90788    008   0.01500
008     -0.45710     -1.77390    009   0.02500
009     -0.44780     -1.73615    010   0.05000
010     -0.42450     -1.64155    012   0.10000
011     -0.41910     -1.61963    013   0.12500
012     -0.41580     -1.60623    014   0.15000
013     -0.41960     -1.62166    015   0.17500
014     -0.38880     -1.49661    016   0.20000
015     -0.41980     -1.62247    017   0.22500
016     -0.41950     -1.62125    019   0.27500
017     -0.40720     -1.57131    021   0.32500
018     -0.39990     -1.54168    022   0.35000
019     -0.38790     -1.49296    023   0.37500
020     -0.38330     -1.47428    024   0.40000
021     -0.36680     -1.40729    025   0.42500
022     -0.35550     -1.36141    026   0.45000
023     -0.34810     -1.33137    027   0.47500
024     -0.30210     -1.14461    028   0.50000
025     -0.26020     -0.97450    029   0.52500
026     -0.24430     -0.90995    030   0.55000
027     -0.23090     -0.85555    031   0.57500
028     -0.21400     -0.78694    032   0.60000
029     -0.19520     -0.71061    033   0.62500
030     -0.18240     -0.65864    034   0.65000
031     -0.16630     -0.59328    035   0.67500
032     -0.14880     -0.52223    036   0.70000
033     -0.11970     -0.40408    038   0.75000
034     -0.09180     -0.29081    040   0.80000
035     -0.07880     -0.23803    041   0.82500
036     -0.07170     -0.20921    042   0.85000
037     -0.05600     -0.14547    043   0.87500
038     -0.04750     -0.11096    044   0.90000
039     -0.03400     -0.05615    045   0.92500
040     -0.02290     -0.01108    046   0.95000
041     0.00630     0.10747    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.03550     0.22602    096    0.00000
001     0.13860     0.64459    095    0.00050
002     0.18710     0.84150    094    0.00125
003     0.21480     0.95396    093    0.00250
004     0.22980     1.01486    092    0.00500
005     0.23200     1.02379    091    0.00750
006     0.21960     0.97345    090    0.01000
007     0.19640     0.87926    089    0.01500
008     0.16670     0.75868    088    0.02500
009     0.13160     0.61617    087    0.05000
010     0.09150     0.45337    086    0.07500
011     0.03310     0.21627    084    0.12500
012     0.01410     0.13913    083    0.15000
013     -0.00080     0.07864    082    0.17500
014     -0.01210     0.03276    081    0.20000
015     -0.03140     -0.04559    080    0.22500
016     -0.03500     -0.06021    079    0.25000
017     -0.04620     -0.10568    078    0.27500
018     -0.04640     -0.10649    077    0.30000
019     -0.04930     -0.11827    076    0.32500
020     -0.06850     -0.19622    075    0.35000
021     -0.05930     -0.15886    074    0.37500
022     -0.05150     -0.12720    073    0.40000
023     -0.04740     -0.11055    072    0.42500
024     -0.04460     -0.09918    071    0.45000
025     -0.03980     -0.07970    070    0.47500
026     -0.03000     -0.03991    069    0.50000
027     -0.02300     -0.01149    068    0.52500
028     -0.02650     -0.02570    067    0.55000
029     -0.01450     0.02302    066    0.57500
030     0.02220     0.17202    065    0.60000
031     0.02710     0.19191    064    0.62500
032     0.02660     0.18988    063    0.65000
033     0.03790     0.23576    062    0.67500
034     0.04910     0.28123    061    0.70000
035     0.05760     0.31574    060    0.72500
036     0.06520     0.34660    059    0.75000
037     0.07670     0.39328    056    0.82500
038     0.08280     0.41805    055    0.85000
039     0.07840     0.40019    054    0.87500
040     0.07840     0.40019    053    0.90000
041     0.07350     0.38029    052    0.92500
042     0.05820     0.31818    051    0.95000
043     0.05050     0.28691    050    0.97500
044     0.01370     0.13751    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.22890     1.01121     129    0.06250
001     0.23070     1.01851     130    0.08750
002     0.22870     1.01039     131    0.11250
