翼型实验数据

实验日期：2015年05月25日10:27:07
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16754kg/m^3
来流风速: 20.51m/s  攻角：24.00  雷诺数：1.00E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3891kPa 来流静压：100.1436kPa 来流动压：245.5Pa
升力系数：1.3798 -0.1192 -0.1192   阻力系数： 0.2677

力矩系数：-0.0594 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.19390     -4.89939    001   0.00000
001     -1.36080     -5.58228    002   0.00050
002     -1.36700     -5.60765    003   0.00125
003     -1.37590     -5.64407    004   0.00250
004     -1.36820     -5.61256    005   0.00500
005     -1.32330     -5.42885    006   0.00750
006     -1.23080     -5.05037    007   0.01000
007     -1.23370     -5.06223    008   0.01500
008     -1.16520     -4.78196    009   0.02500
009     -0.76650     -3.15061    010   0.05000
010     -0.50360     -2.07492    012   0.10000
011     -0.39190     -1.61788    013   0.12500
012     -0.28700     -1.18867    014   0.15000
013     -0.21530     -0.89529    015   0.17500
014     -0.16740     -0.69930    016   0.20000
015     -0.17240     -0.71976    017   0.22500
016     -0.16940     -0.70749    019   0.27500
017     -0.16950     -0.70790    021   0.32500
018     -0.16700     -0.69767    022   0.35000
019     -0.16910     -0.70626    023   0.37500
020     -0.17570     -0.73327    024   0.40000
021     -0.17030     -0.71117    025   0.42500
022     -0.17090     -0.71363    026   0.45000
023     -0.17310     -0.72263    027   0.47500
024     -0.17360     -0.72467    028   0.50000
025     -0.17280     -0.72140    029   0.52500
026     -0.17630     -0.73572    030   0.55000
027     -0.17760     -0.74104    031   0.57500
028     -0.17980     -0.75004    032   0.60000
029     -0.18480     -0.77050    033   0.62500
030     -0.18430     -0.76845    034   0.65000
031     -0.18710     -0.77991    035   0.67500
032     -0.18700     -0.77950    036   0.70000
033     -0.18770     -0.78237    038   0.75000
034     -0.18470     -0.77009    040   0.80000
035     -0.18370     -0.76600    041   0.82500
036     -0.18920     -0.78850    042   0.85000
037     -0.18460     -0.76968    043   0.87500
038     -0.18420     -0.76804    044   0.90000
039     -0.18270     -0.76191    045   0.92500
040     -0.18250     -0.76109    046   0.95000
041     -0.17740     -0.74022    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.02300     -4.20012    096    0.00000
001     -0.71210     -2.92803    095    0.00050
002     -0.48310     -1.99104    094    0.00125
003     -0.31470     -1.30200    093    0.00250
004     -0.19360     -0.80651    092    0.00500
005     -0.05710     -0.24800    091    0.00750
006     0.04530     0.17099    090    0.01000
007     0.18380     0.73768    089    0.01500
008     0.22910     0.92304    088    0.02500
009     0.25360     1.02328    087    0.05000
010     0.25400     1.02492    086    0.07500
011     0.21190     0.85266    084    0.12500
012     0.19080     0.76633    083    0.15000
013     0.17380     0.69677    082    0.17500
014     0.15610     0.62435    081    0.20000
015     0.13160     0.52410    080    0.22500
016     0.12190     0.48441    079    0.25000
017     0.09960     0.39317    078    0.27500
018     0.08800     0.34570    077    0.30000
019     0.07560     0.29497    076    0.32500
020     0.04590     0.17345    075    0.35000
021     0.04600     0.17385    074    0.37500
022     0.04370     0.16444    073    0.40000
023     0.03790     0.14071    072    0.42500
024     0.02960     0.10675    071    0.45000
025     0.02440     0.08547    070    0.47500
026     0.02640     0.09366    069    0.50000
027     0.03350     0.12271    068    0.52500
028     0.02890     0.10389    067    0.55000
029     0.03190     0.11616    066    0.57500
030     0.03740     0.13867    065    0.60000
031     0.03870     0.14399    064    0.62500
032     0.03580     0.13212    063    0.65000
033     0.04400     0.16567    062    0.67500
034     0.04830     0.18327    061    0.70000
035     0.05320     0.20331    060    0.72500
036     0.05680     0.21804    059    0.75000
037     0.05940     0.22868    056    0.82500
038     0.06000     0.23114    055    0.85000
039     0.05140     0.19595    054    0.87500
040     0.04180     0.15667    053    0.90000
041     0.02490     0.08752    052    0.92500
042     -0.01140     -0.06101    051    0.95000
043     -0.04880     -0.21403    050    0.97500
044     -0.18390     -0.76682    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.25080     1.01182     129    0.06250
001     0.25320     1.02164     130    0.08750
002     0.25180     1.01592     131    0.11250
003     0.25550     1.03106     132    0.13750
004     0.25270     1.01960     133    0.16250
