翼型实验数据

实验日期：2015年05月25日09:59:09
大气压(kPa)：100.1600  温度(℃)：24.80  密度： 1.17130kg/m^3
来流风速: 20.48m/s  攻角：-7.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3898kPa 来流静压：100.1441kPa 来流动压：245.7Pa
升力系数：-0.3179 0.0009 0.0009   阻力系数： 0.0074

力矩系数：-0.1353 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.03970     0.22626    001   0.00000
001     0.13610     0.61857    002   0.00050
002     0.18190     0.80495    003   0.00125
003     0.21540     0.94128    004   0.00250
004     0.23290     1.01249    005   0.00500
005     0.23410     1.01738    006   0.00750
006     0.22560     0.98279    007   0.01000
007     0.17300     0.76873    008   0.01500
008     0.17780     0.78826    009   0.02500
009     0.14050     0.63647    010   0.05000
010     0.05480     0.28771    012   0.10000
011     0.01440     0.12331    013   0.12500
012     -0.01540     0.00203    014   0.15000
013     -0.04410     -0.11476    015   0.17500
014     -0.06310     -0.19208    016   0.20000
015     -0.08850     -0.29545    017   0.22500
016     -0.12340     -0.43747    019   0.27500
017     -0.14690     -0.53311    021   0.32500
018     -0.15450     -0.56403    022   0.35000
019     -0.15740     -0.57584    023   0.37500
020     -0.16960     -0.62548    024   0.40000
021     -0.16510     -0.60717    025   0.42500
022     -0.15960     -0.58479    026   0.45000
023     -0.15760     -0.57665    027   0.47500
024     -0.14920     -0.54247    028   0.50000
025     -0.13910     -0.50136    029   0.52500
026     -0.13260     -0.47491    030   0.55000
027     -0.12450     -0.44195    031   0.57500
028     -0.12020     -0.42445    032   0.60000
029     -0.11790     -0.41509    033   0.62500
030     -0.10860     -0.37724    034   0.65000
031     -0.08820     -0.29423    035   0.67500
032     -0.07520     -0.24132    036   0.70000
033     -0.06310     -0.19208    038   0.75000
034     -0.04910     -0.13511    040   0.80000
035     -0.04210     -0.10662    041   0.82500
036     -0.04140     -0.10377    042   0.85000
037     -0.03030     -0.05860    043   0.87500
038     -0.02800     -0.04924    044   0.90000
039     -0.02080     -0.01994    045   0.92500
040     -0.01430     0.00651    046   0.95000
041     0.01080     0.10866    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.03080     -0.06064    096    0.00000
001     -0.17030     -0.62833    095    0.00050
002     -0.24060     -0.91442    094    0.00125
003     -0.30450     -1.17446    093    0.00250
004     -0.34940     -1.35718    092    0.00500
005     -0.40730     -1.59281    091    0.00750
006     -0.42510     -1.66524    090    0.01000
007     -0.41440     -1.62170    089    0.01500
008     -0.40370     -1.57815    088    0.02500
009     -0.37890     -1.47723    087    0.05000
010     -0.35710     -1.38852    086    0.07500
011     -0.32770     -1.26887    084    0.12500
012     -0.31890     -1.23306    083    0.15000
013     -0.30740     -1.18626    082    0.17500
014     -0.30290     -1.16795    081    0.20000
015     -0.29950     -1.15411    080    0.22500
016     -0.28780     -1.10650    079    0.25000
017     -0.28240     -1.08452    078    0.27500
018     -0.26870     -1.02877    077    0.30000
019     -0.25820     -0.98604    076    0.32500
020     -0.25720     -0.98197    075    0.35000
021     -0.22570     -0.85378    074    0.37500
022     -0.20440     -0.76710    073    0.40000
023     -0.19010     -0.70891    072    0.42500
024     -0.17760     -0.65804    071    0.45000
025     -0.15970     -0.58520    070    0.47500
026     -0.13770     -0.49567    069    0.50000
027     -0.11040     -0.38457    068    0.52500
028     -0.09640     -0.32760    067    0.55000
029     -0.07680     -0.24783    066    0.57500
030     -0.05660     -0.16563    065    0.60000
031     -0.04090     -0.10174    064    0.62500
032     -0.03260     -0.06796    063    0.65000
033     -0.01500     0.00366    062    0.67500
034     0.00040     0.06633    061    0.70000
035     0.01340     0.11924    060    0.72500
036     0.02350     0.16034    059    0.75000
037     0.04080     0.23074    056    0.82500
038     0.04750     0.25801    055    0.85000
039     0.04870     0.26289    054    0.87500
040     0.05120     0.27306    053    0.90000
041     0.05110     0.27266    052    0.92500
042     0.04340     0.24132    051    0.95000
043     0.04130     0.23278    050    0.97500
044     0.02800     0.17865    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23060     1.00313     129    0.06250
001     0.23200     1.00883     130    0.08750
002     0.23130     1.00598     131    0.11250
003     0.23530     1.02226     132    0.13750
004     0.23250     1.01087     133    0.16250
005     0.22840     0.99418     134    0.18750
006     0.23390     1.01656     135    0.21250
007     0.23190     1.00842     136    0.23750
008     0.23170     1.00761     137    0.26250
009     0.23320     1.01371     138    0.28750
010     0.23100     1.00476     139    0.31250
011     0.23290     1.01249     140    0.33750
012     0.23260     1.01127     141    0.36250
013     0.23540     1.02267     142    0.38750
014     0.23490     1.02063     143    0.41250
015     0.23140     1.00639     144    0.43750
016     0.23400     1.01697     145    0.45250
017     0.23170     1.00761     146    0.46750
018     0.23180     1.00802     147    0.48250
019     0.23560     1.02348     148    0.49750
020     0.23130     1.00598     149    0.51250
021     0.23180     1.00802     150    0.52750
022     0.21870     0.95471     151    0.54250
023     0.23590     1.02470     152    0.55750
024     0.23320     1.01371     153    0.57250
025     0.23520     1.02185     154    0.58750
026     0.23230     1.01005     155    0.60250
027     0.23560     1.02348     156    0.61750
028     0.23450     1.01900     157    0.63250
029     0.23160     1.00720     158    0.64750
030     0.23310     1.01331     159    0.66250
031     0.23250     1.01087     160    0.67750
032     0.23390     1.01656     161    0.69250
033     0.22680     0.98767     162    0.70750
034     0.23140     1.00639     163    0.72250
035     0.23150     1.00680     164    0.73750
036     0.21910     0.95633     165    0.74750
037     0.23030     1.00191     166    0.75750
038     0.23070     1.00354     167    0.76750
039     0.22580     0.98360     168    0.77750
040     0.23150     1.00680     169    0.78750
041     0.23000     1.00069     170    0.79750
042     0.23600     1.02511     171    0.80750
043     0.23440     1.01860     172    0.81750
044     0.22780     0.99174     173    0.82750
045     0.23000     1.00069     174    0.83750
046     0.23450     1.01900     175    0.84750
047     0.23110     1.00517     176    0.85750
048     0.23090     1.00435     177    0.86750
049     0.23200     1.00883     178    0.87750
050     0.23330     1.01412     179    0.88750
051     0.23040     1.00232     180    0.89750
052     0.23250     1.01087     181    0.90750
053     0.23210     1.00924     182    0.91750
054     0.22890     0.99622     183    0.92750
055     0.22960     0.99906     184    0.93750
056     0.23060     1.00313     185    0.94750
057     0.24220     1.05034     186    0.95750
058     0.23520     1.02185     187    0.96750
059     0.23060     1.00313     188    0.97750
060     0.23150     1.00680     189    0.98750
061     0.22660     0.98686     190    0.99750
062     0.23180     1.00802     191    1.00750
063     0.23310     1.01331     192    1.01750
064     0.23100     1.00476     193    1.02750
065     0.22760     0.99092     194    1.03750
066     0.23230     1.01005     195    1.04750
067     0.22990     1.00028     196    1.05750
068     0.23280     1.01209     197    1.06750
069     0.22970     0.99947     198    1.07750
070     0.23020     1.00151     199    1.08750
071     0.21760     0.95023     200    1.09750
072     0.20200     0.88675     201    1.10750
073     0.19190     0.84564     202    1.11750
074     0.18610     0.82204     203    1.12750
075     0.19030     0.83913     204    1.13750
076     0.21160     0.92581     205    1.15250
077     0.22710     0.98889     206    1.16750
078     0.23170     1.00761     207    1.18250
079     0.22960     0.99906     208    1.19750
080     0.22870     0.99540     209    1.21250
081     0.23160     1.00720     210    1.22750
082     0.23260     1.01127     211    1.24250
083     0.23180     1.00802     212    1.25750
084     0.23400     1.01697     213    1.27250
085     0.23060     1.00313     214    1.28750
086     0.23200     1.00883     215    1.30250
087     0.23360     1.01534     216    1.31750
088     0.23160     1.00720     217    1.33250
089     0.23330     1.01412     218    1.34750
090     0.23270     1.01168     219    1.36250
091     0.22800     0.99255     220    1.37750
092     0.23200     1.00883     221    1.39250
093     0.23190     1.00842     222    1.40750
094     0.23200     1.00883     223    1.42250
095     0.23270     1.01168     224    1.43750
096     0.23000     1.00069     225    1.46250
097     0.23430     1.01819     226    1.48750
098     0.23300     1.01290     227    1.51250
099     0.22910     0.99703     228    1.53750
100     0.22950     0.99866     229    1.56250
101     0.22980     0.99988     230    1.58750
102     0.23500     1.02104     231    1.61250
103     0.22300     0.97221     232    1.63750
104     0.23180     1.00802     233    1.66250
105     0.23530     1.02226     234    1.68750
106     0.22870     0.99540     235    1.71250
107     0.23130     1.00598     236    1.73750
108     0.22810     0.99296     237    1.76250
109     0.23220     1.00964     238    1.78750
110     0.23430     1.01819     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02480     -0.03622      241    0.62500
001     -0.02700     -0.04517      242    0.93750
002     -0.02660     -0.04354      243    1.25000
003     -0.00990     0.02442      244    1.56250
