翼型实验数据

实验日期：2015年05月25日10:01:10
大气压(kPa)：100.1600  温度(℃)：24.90  密度： 1.17091kg/m^3
来流风速: 20.56m/s  攻角：-3.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3899kPa 来流静压：100.1423kPa 来流动压：247.6Pa
升力系数：0.1803 0.0004 0.0004   阻力系数： 0.0070

力矩系数：-0.1195 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.22270     0.97063    001   0.00000
001     0.23520     1.02113    002   0.00050
002     0.22660     0.98639    003   0.00125
003     0.21300     0.93145    004   0.00250
004     0.18110     0.80260    005   0.00500
005     0.16140     0.72303    006   0.00750
006     0.11960     0.55419    007   0.01000
007     0.05890     0.30900    008   0.01500
008     0.04350     0.24680    009   0.02500
009     0.00140     0.07675    010   0.05000
010     -0.07510     -0.23226    012   0.10000
011     -0.10810     -0.36555    013   0.12500
012     -0.13280     -0.46532    014   0.15000
013     -0.15610     -0.55944    015   0.17500
014     -0.16070     -0.57802    016   0.20000
015     -0.19230     -0.70566    017   0.22500
016     -0.21830     -0.81068    019   0.27500
017     -0.23300     -0.87006    021   0.32500
018     -0.23610     -0.88258    022   0.35000
019     -0.23370     -0.87288    023   0.37500
020     -0.24230     -0.90762    024   0.40000
021     -0.23220     -0.86683    025   0.42500
022     -0.22310     -0.83007    026   0.45000
023     -0.21560     -0.79977    027   0.47500
024     -0.20330     -0.75009    028   0.50000
025     -0.19270     -0.70727    029   0.52500
026     -0.18960     -0.69475    030   0.55000
027     -0.18510     -0.67658    031   0.57500
028     -0.15560     -0.55742    032   0.60000
029     -0.12690     -0.44149    033   0.62500
030     -0.12500     -0.43382    034   0.65000
031     -0.11670     -0.40029    035   0.67500
032     -0.10660     -0.35949    036   0.70000
033     -0.08680     -0.27952    038   0.75000
034     -0.06780     -0.20277    040   0.80000
035     -0.05810     -0.16359    041   0.82500
036     -0.05540     -0.15268    042   0.85000
037     -0.04260     -0.10098    043   0.87500
038     -0.03720     -0.07917    044   0.90000
039     -0.02800     -0.04201    045   0.92500
040     -0.01960     -0.00808    046   0.95000
041     0.00780     0.10260    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.19910     0.87531    096    0.00000
001     0.13600     0.62043    095    0.00050
002     0.08640     0.42008    094    0.00125
003     0.03600     0.21650    093    0.00250
004     -0.00280     0.05978    092    0.00500
005     -0.05790     -0.16278    091    0.00750
006     -0.09270     -0.30335    090    0.01000
007     -0.13000     -0.45401    089    0.01500
008     -0.15130     -0.54005    088    0.02500
009     -0.16380     -0.59054    087    0.05000
010     -0.17780     -0.64709    086    0.07500
011     -0.19170     -0.70324    084    0.12500
012     -0.19550     -0.71858    083    0.15000
013     -0.19630     -0.72182    082    0.17500
014     -0.19860     -0.73111    081    0.20000
015     -0.20560     -0.75938    080    0.22500
016     -0.19930     -0.73393    079    0.25000
017     -0.19980     -0.73595    078    0.27500
018     -0.18910     -0.69273    077    0.30000
019     -0.18230     -0.66527    076    0.32500
020     -0.19380     -0.71172    075    0.35000
021     -0.17640     -0.64143    074    0.37500
022     -0.16250     -0.58529    073    0.40000
023     -0.15410     -0.55136    072    0.42500
024     -0.15180     -0.54207    071    0.45000
025     -0.13900     -0.49037    070    0.47500
026     -0.09520     -0.31345    069    0.50000
027     -0.07510     -0.23226    068    0.52500
028     -0.06680     -0.19873    067    0.55000
029     -0.05150     -0.13693    066    0.57500
030     -0.03480     -0.06948    065    0.60000
031     -0.02110     -0.01414    064    0.62500
032     -0.01440     0.01293    063    0.65000
033     0.00230     0.08038    062    0.67500
034     0.01690     0.13935    061    0.70000
035     0.03010     0.19267    060    0.72500
036     0.04000     0.23266    059    0.75000
037     0.05750     0.30335    056    0.82500
038     0.06390     0.32920    055    0.85000
039     0.06270     0.32435    054    0.87500
040     0.06340     0.32718    053    0.90000
041     0.06230     0.32274    052    0.92500
042     0.05010     0.27346    051    0.95000
043     0.04540     0.25447    050    0.97500
044     0.02450     0.17005    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23180     1.00739     129    0.06250
001     0.23290     1.01184     130    0.08750
002     0.23040     1.00174     131    0.11250
003     0.23640     1.02597     132    0.13750
004     0.23160     1.00658     133    0.16250
005     0.23040     1.00174     134    0.18750
006     0.23540     1.02193     135    0.21250
007     0.23460     1.01870     136    0.23750
008     0.23330     1.01345     137    0.26250
009     0.23430     1.01749     138    0.28750
010     0.23100     1.00416     139    0.31250
011     0.23590     1.02395     140    0.33750
012     0.23370     1.01507     141    0.36250
013     0.23590     1.02395     142    0.38750
014     0.23570     1.02314     143    0.41250
015     0.23320     1.01305     144    0.43750
016     0.23450     1.01830     145    0.45250
017     0.23330     1.01345     146    0.46750
018     0.23270     1.01103     147    0.48250
019     0.23550     1.02234     148    0.49750
020     0.23300     1.01224     149    0.51250
021     0.23220     1.00901     150    0.52750
022     0.22130     0.96498     151    0.54250
023     0.23690     1.02799     152    0.55750
024     0.23360     1.01466     153    0.57250
025     0.23600     1.02436     154    0.58750
026     0.23370     1.01507     155    0.60250
027     0.23620     1.02516     156    0.61750
028     0.23560     1.02274     157    0.63250
029     0.23330     1.01345     158    0.64750
030     0.23540     1.02193     159    0.66250
031     0.23250     1.01022     160    0.67750
032     0.23360     1.01466     161    0.69250
033     0.22740     0.98962     162    0.70750
034     0.23230     1.00941     163    0.72250
035     0.23250     1.01022     164    0.73750
036     0.21990     0.95932     165    0.74750
037     0.23070     1.00295     166    0.75750
038     0.23200     1.00820     167    0.76750
039     0.22840     0.99366     168    0.77750
040     0.23200     1.00820     169    0.78750
041     0.23140     1.00578     170    0.79750
042     0.23640     1.02597     171    0.80750
043     0.23540     1.02193     172    0.81750
044     0.22920     0.99689     173    0.82750
045     0.23160     1.00658     174    0.83750
046     0.23510     1.02072     175    0.84750
047     0.23240     1.00982     176    0.85750
048     0.23090     1.00376     177    0.86750
049     0.23270     1.01103     178    0.87750
050     0.23450     1.01830     179    0.88750
051     0.23240     1.00982     180    0.89750
052     0.23360     1.01466     181    0.90750
053     0.23350     1.01426     182    0.91750
054     0.22960     0.99851     183    0.92750
055     0.23060     1.00254     184    0.93750
056     0.23070     1.00295     185    0.94750
057     0.24210     1.04900     186    0.95750
058     0.23600     1.02436     187    0.96750
059     0.23220     1.00901     188    0.97750
060     0.23330     1.01345     189    0.98750
061     0.22880     0.99527     190    0.99750
062     0.23320     1.01305     191    1.00750
063     0.23020     1.00093     192    1.01750
064     0.21690     0.94721     193    1.02750
065     0.19860     0.87329     194    1.03750
066     0.19060     0.84097     195    1.04750
067     0.18470     0.81714     196    1.05750
068     0.19600     0.86279     197    1.06750
069     0.21050     0.92136     198    1.07750
070     0.22550     0.98194     199    1.08750
071     0.23100     1.00416     200    1.09750
072     0.22830     0.99325     201    1.10750
073     0.23000     1.00012     202    1.11750
074     0.23140     1.00578     203    1.12750
075     0.23110     1.00456     204    1.13750
076     0.23540     1.02193     205    1.15250
077     0.23000     1.00012     206    1.16750
078     0.23210     1.00860     207    1.18250
079     0.23060     1.00254     208    1.19750
080     0.23120     1.00497     209    1.21250
081     0.23240     1.00982     210    1.22750
082     0.23350     1.01426     211    1.24250
083     0.23240     1.00982     212    1.25750
084     0.23450     1.01830     213    1.27250
085     0.23150     1.00618     214    1.28750
086     0.23300     1.01224     215    1.30250
087     0.23420     1.01709     216    1.31750
088     0.23230     1.00941     217    1.33250
089     0.23430     1.01749     218    1.34750
090     0.23490     1.01991     219    1.36250
091     0.22820     0.99285     220    1.37750
092     0.23230     1.00941     221    1.39250
093     0.23580     1.02355     222    1.40750
094     0.23320     1.01305     223    1.42250
095     0.23130     1.00537     224    1.43750
096     0.23180     1.00739     225    1.46250
097     0.23560     1.02274     226    1.48750
098     0.23610     1.02476     227    1.51250
099     0.23200     1.00820     228    1.53750
100     0.23090     1.00376     229    1.56250
101     0.23180     1.00739     230    1.58750
102     0.23430     1.01749     231    1.61250
103     0.22390     0.97548     232    1.63750
104     0.23470     1.01911     233    1.66250
105     0.23740     1.03001     234    1.68750
106     0.22890     0.99568     235    1.71250
107     0.23420     1.01709     236    1.73750
108     0.22930     0.99729     237    1.76250
109     0.23230     1.00941     238    1.78750
110     0.23550     1.02234     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02050     -0.01171      241    0.62500
001     -0.02570     -0.03272      242    0.93750
002     -0.02820     -0.04282      243    1.25000
003     -0.01120     0.02585      244    1.56250
