翼型实验数据

实验日期：2015年05月25日10:00:22
大气压(kPa)：100.1600  温度(℃)：24.80  密度： 1.17130kg/m^3
来流风速: 20.52m/s  攻角：-5.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3898kPa 来流静压：100.1432kPa 来流动压：246.5Pa
升力系数：-0.0710 0.0007 0.0007   阻力系数： 0.0077

力矩系数：-0.1284 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.15750     0.70682    001   0.00000
001     0.21000     0.91977    002   0.00050
002     0.22700     0.98872    003   0.00125
003     0.23290     1.01266    004   0.00250
004     0.22640     0.98629    005   0.00500
005     0.21580     0.94330    006   0.00750
006     0.18810     0.83094    007   0.01000
007     0.12930     0.59244    008   0.01500
008     0.12140     0.56040    009   0.02500
009     0.07900     0.38842    010   0.05000
010     -0.00580     0.04446    012   0.10000
011     -0.04290     -0.10603    013   0.12500
012     -0.07130     -0.22122    014   0.15000
013     -0.09810     -0.32993    015   0.17500
014     -0.10980     -0.37738    016   0.20000
015     -0.13870     -0.49461    017   0.22500
016     -0.16950     -0.61953    019   0.27500
017     -0.18910     -0.69903    021   0.32500
018     -0.19480     -0.72215    022   0.35000
019     -0.19550     -0.72499    023   0.37500
020     -0.20540     -0.76515    024   0.40000
021     -0.19820     -0.73595    025   0.42500
022     -0.19130     -0.70796    026   0.45000
023     -0.18720     -0.69133    027   0.47500
024     -0.17610     -0.64630    028   0.50000
025     -0.16450     -0.59925    029   0.52500
026     -0.15920     -0.57776    030   0.55000
027     -0.15230     -0.54977    031   0.57500
028     -0.14890     -0.53598    032   0.60000
029     -0.12660     -0.44553    033   0.62500
030     -0.10520     -0.35872    034   0.65000
031     -0.09920     -0.33439    035   0.67500
032     -0.09200     -0.30518    036   0.70000
033     -0.07560     -0.23866    038   0.75000
034     -0.05870     -0.17011    040   0.80000
035     -0.05070     -0.13767    041   0.82500
036     -0.04870     -0.12955    042   0.85000
037     -0.03630     -0.07926    043   0.87500
038     -0.03280     -0.06506    044   0.90000
039     -0.02410     -0.02977    045   0.92500
040     -0.01720     -0.00178    046   0.95000
041     0.00940     0.10611    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.10880     0.50929    096    0.00000
001     0.00610     0.09272    095    0.00050
002     -0.05620     -0.15997    094    0.00125
003     -0.11520     -0.39929    093    0.00250
004     -0.15920     -0.57776    092    0.00500
005     -0.21780     -0.81545    091    0.00750
006     -0.24650     -0.93186    090    0.01000
007     -0.26370     -1.00162    089    0.01500
008     -0.27160     -1.03367    088    0.02500
009     -0.26670     -1.01379    087    0.05000
010     -0.26520     -1.00771    086    0.07500
011     -0.25820     -0.97931    084    0.12500
012     -0.25700     -0.97445    083    0.15000
013     -0.25140     -0.95173    082    0.17500
014     -0.24990     -0.94565    081    0.20000
015     -0.25240     -0.95579    080    0.22500
016     -0.24430     -0.92293    079    0.25000
017     -0.24040     -0.90711    078    0.27500
018     -0.22760     -0.85520    077    0.30000
019     -0.21900     -0.82031    076    0.32500
020     -0.22700     -0.85276    075    0.35000
021     -0.20900     -0.77975    074    0.37500
022     -0.19680     -0.73027    073    0.40000
023     -0.18710     -0.69092    072    0.42500
024     -0.15260     -0.55099    071    0.45000
025     -0.13560     -0.48203    070    0.47500
026     -0.11940     -0.41632    069    0.50000
027     -0.09390     -0.31289    068    0.52500
028     -0.08230     -0.26584    067    0.55000
029     -0.06390     -0.19121    066    0.57500
030     -0.04710     -0.12306    065    0.60000
031     -0.03170     -0.06060    064    0.62500
032     -0.02390     -0.02896    063    0.65000
033     -0.00650     0.04162    062    0.67500
034     0.00940     0.10611    061    0.70000
035     0.02230     0.15843    060    0.72500
036     0.03200     0.19778    059    0.75000
037     0.05050     0.27282    056    0.82500
038     0.05870     0.30608    055    0.85000
039     0.05670     0.29796    054    0.87500
040     0.05880     0.30648    053    0.90000
041     0.05700     0.29918    052    0.92500
042     0.04730     0.25984    051    0.95000
043     0.04390     0.24605    050    0.97500
044     0.02570     0.17222    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23120     1.00576     129    0.06250
001     0.23270     1.01184     130    0.08750
002     0.23110     1.00535     131    0.11250
003     0.23560     1.02361     132    0.13750
004     0.23380     1.01631     133    0.16250
005     0.22970     0.99968     134    0.18750
006     0.23480     1.02036     135    0.21250
007     0.23290     1.01266     136    0.23750
008     0.23190     1.00860     137    0.26250
009     0.23560     1.02361     138    0.28750
010     0.22990     1.00049     139    0.31250
011     0.23350     1.01509     140    0.33750
012     0.23300     1.01306     141    0.36250
013     0.23550     1.02320     142    0.38750
014     0.23630     1.02645     143    0.41250
015     0.23300     1.01306     144    0.43750
016     0.23330     1.01428     145    0.45250
017     0.23350     1.01509     146    0.46750
018     0.23180     1.00819     147    0.48250
019     0.23480     1.02036     148    0.49750
020     0.23220     1.00982     149    0.51250
021     0.23430     1.01833     150    0.52750
022     0.22040     0.96195     151    0.54250
023     0.23530     1.02239     152    0.55750
024     0.23350     1.01509     153    0.57250
025     0.23510     1.02158     154    0.58750
026     0.23190     1.00860     155    0.60250
027     0.23470     1.01996     156    0.61750
028     0.23450     1.01914     157    0.63250
029     0.23130     1.00617     158    0.64750
030     0.23430     1.01833     159    0.66250
031     0.23160     1.00738     160    0.67750
032     0.23350     1.01509     161    0.69250
033     0.22660     0.98710     162    0.70750
034     0.23070     1.00373     163    0.72250
035     0.23390     1.01671     164    0.73750
036     0.21950     0.95830     165    0.74750
037     0.23090     1.00454     166    0.75750
038     0.23050     1.00292     167    0.76750
039     0.22790     0.99237     168    0.77750
040     0.23130     1.00617     169    0.78750
041     0.23090     1.00454     170    0.79750
042     0.23520     1.02198     171    0.80750
043     0.23550     1.02320     172    0.81750
044     0.22860     0.99521     173    0.82750
045     0.23080     1.00414     174    0.83750
046     0.23410     1.01752     175    0.84750
047     0.23180     1.00819     176    0.85750
048     0.23000     1.00089     177    0.86750
049     0.23180     1.00819     178    0.87750
050     0.23370     1.01590     179    0.88750
051     0.23170     1.00779     180    0.89750
052     0.23280     1.01225     181    0.90750
053     0.23200     1.00900     182    0.91750
054     0.22970     0.99968     183    0.92750
055     0.23120     1.00576     184    0.93750
056     0.23180     1.00819     185    0.94750
057     0.24070     1.04429     186    0.95750
058     0.23570     1.02401     187    0.96750
059     0.23160     1.00738     188    0.97750
060     0.23380     1.01631     189    0.98750
061     0.22660     0.98710     190    0.99750
062     0.23350     1.01509     191    1.00750
063     0.23540     1.02280     192    1.01750
064     0.23150     1.00698     193    1.02750
065     0.22840     0.99440     194    1.03750
066     0.23270     1.01184     195    1.04750
067     0.22400     0.97656     196    1.05750
068     0.21210     0.92829     197    1.06750
069     0.20090     0.88286     198    1.07750
070     0.19260     0.84919     199    1.08750
071     0.18700     0.82648     200    1.09750
072     0.19240     0.84838     201    1.10750
073     0.21060     0.92220     202    1.11750
074     0.22290     0.97209     203    1.12750
075     0.22860     0.99521     204    1.13750
076     0.23530     1.02239     205    1.15250
077     0.23200     1.00900     206    1.16750
078     0.23200     1.00900     207    1.18250
079     0.22900     0.99684     208    1.19750
080     0.22920     0.99765     209    1.21250
081     0.23170     1.00779     210    1.22750
082     0.23250     1.01103     211    1.24250
083     0.23210     1.00941     212    1.25750
084     0.23430     1.01833     213    1.27250
085     0.23200     1.00900     214    1.28750
086     0.23300     1.01306     215    1.30250
087     0.23270     1.01184     216    1.31750
088     0.23180     1.00819     217    1.33250
089     0.23360     1.01549     218    1.34750
090     0.23460     1.01955     219    1.36250
091     0.22940     0.99846     220    1.37750
092     0.23190     1.00860     221    1.39250
093     0.23310     1.01347     222    1.40750
094     0.23140     1.00657     223    1.42250
095     0.23350     1.01509     224    1.43750
096     0.23020     1.00170     225    1.46250
097     0.23440     1.01874     226    1.48750
098     0.23470     1.01996     227    1.51250
099     0.23080     1.00414     228    1.53750
100     0.23060     1.00333     229    1.56250
101     0.23080     1.00414     230    1.58750
102     0.23480     1.02036     231    1.61250
103     0.22480     0.97980     232    1.63750
104     0.23210     1.00941     233    1.66250
105     0.23590     1.02482     234    1.68750
106     0.22900     0.99684     235    1.71250
107     0.23130     1.00617     236    1.73750
108     0.22850     0.99481     237    1.76250
109     0.23310     1.01347     238    1.78750
110     0.23310     1.01347     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02160     -0.01963      241    0.62500
001     -0.02660     -0.03991      242    0.93750
002     -0.02810     -0.04600      243    1.25000
003     -0.01150     0.02134      244    1.56250
