翼型实验数据

实验日期：2015年05月25日10:11:12
大气压(kPa)：100.1500  温度(℃)：25.20  密度： 1.16962kg/m^3
来流风速: 20.59m/s  攻角：0.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3775kPa 来流静压：100.1296kPa 来流动压：247.9Pa
升力系数：0.5619 0.0000 0.0000   阻力系数： 0.0077

力矩系数：-0.1029 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.21700     0.95579    001   0.00000
001     0.17450     0.78404    002   0.00050
002     0.13780     0.63572    003   0.00125
003     0.09760     0.47327    004   0.00250
004     0.03470     0.21907    005   0.00500
005     0.00590     0.10269    006   0.00750
006     -0.04370     -0.09776    007   0.01000
007     -0.10400     -0.34144    008   0.01500
008     -0.11350     -0.37983    009   0.02500
009     -0.14490     -0.50673    010   0.05000
010     -0.19600     -0.71323    012   0.10000
011     -0.21780     -0.80133    013   0.12500
012     -0.23460     -0.86923    014   0.15000
013     -0.25230     -0.94076    015   0.17500
014     -0.24330     -0.90438    016   0.20000
015     -0.27590     -1.03613    017   0.22500
016     -0.29380     -1.10847    019   0.27500
017     -0.29860     -1.12786    021   0.32500
018     -0.29900     -1.12948    022   0.35000
019     -0.29290     -1.10483    023   0.37500
020     -0.29560     -1.11574    024   0.40000
021     -0.28270     -1.06361    025   0.42500
022     -0.27020     -1.01309    026   0.45000
023     -0.25990     -0.97147    027   0.47500
024     -0.24840     -0.92499    028   0.50000
025     -0.24160     -0.89751    029   0.52500
026     -0.23990     -0.89064    030   0.55000
027     -0.17480     -0.62756    031   0.57500
028     -0.16660     -0.59442    032   0.60000
029     -0.15760     -0.55805    033   0.62500
030     -0.14990     -0.52693    034   0.65000
031     -0.13780     -0.47804    035   0.67500
032     -0.12480     -0.42550    036   0.70000
033     -0.10120     -0.33013    038   0.75000
034     -0.07840     -0.23799    040   0.80000
035     -0.06800     -0.19596    041   0.82500
036     -0.06390     -0.17939    042   0.85000
037     -0.04960     -0.12160    043   0.87500
038     -0.04280     -0.09412    044   0.90000
039     -0.03130     -0.04765    045   0.92500
040     -0.02240     -0.01168    046   0.95000
041     0.00830     0.11239    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23480     1.02772    096    0.00000
001     0.23050     1.01035    095    0.00050
002     0.21080     0.93073    094    0.00125
003     0.18430     0.82364    093    0.00250
004     0.16050     0.72746    092    0.00500
005     0.11900     0.55975    091    0.00750
006     0.08400     0.41831    090    0.01000
007     0.03460     0.21867    089    0.01500
008     0.00190     0.08652    088    0.02500
009     -0.02680     -0.02946    087    0.05000
010     -0.05920     -0.16040    086    0.07500
011     -0.09610     -0.30952    084    0.12500
012     -0.10840     -0.35922    083    0.15000
013     -0.11520     -0.38670    082    0.17500
014     -0.12150     -0.41216    081    0.20000
015     -0.13380     -0.46187    080    0.22500
016     -0.13440     -0.46430    079    0.25000
017     -0.13810     -0.47925    078    0.27500
018     -0.13200     -0.45460    077    0.30000
019     -0.12910     -0.44288    076    0.32500
020     -0.14500     -0.50713    075    0.35000
021     -0.12920     -0.44328    074    0.37500
022     -0.11620     -0.39075    073    0.40000
023     -0.10780     -0.35680    072    0.42500
024     -0.10420     -0.34225    071    0.45000
025     -0.10030     -0.32649    070    0.47500
026     -0.09510     -0.30548    069    0.50000
027     -0.06540     -0.18545    068    0.52500
028     -0.03480     -0.06179    067    0.55000
029     -0.02680     -0.02946    066    0.57500
030     -0.01470     0.01944    065    0.60000
031     -0.00400     0.06268    064    0.62500
032     0.00220     0.08773    063    0.65000
033     0.01560     0.14189    062    0.67500
034     0.02940     0.19766    061    0.70000
035     0.04050     0.24251    060    0.72500
036     0.04930     0.27808    059    0.75000
037     0.06530     0.34274    056    0.82500
038     0.07100     0.36577    055    0.85000
039     0.06850     0.35567    054    0.87500
040     0.06930     0.35890    053    0.90000
041     0.06640     0.34718    052    0.92500
042     0.05370     0.29586    051    0.95000
043     0.04720     0.26959    050    0.97500
044     0.02190     0.16735    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23030     1.00954     129    0.06250
001     0.23040     1.00994     130    0.08750
002     0.22890     1.00388     131    0.11250
003     0.23390     1.02409     132    0.13750
004     0.23080     1.01156     133    0.16250
005     0.22820     1.00105     134    0.18750
006     0.23290     1.02004     135    0.21250
007     0.23480     1.02772     136    0.23750
008     0.23030     1.00954     137    0.26250
009     0.23310     1.02085     138    0.28750
010     0.23000     1.00832     139    0.31250
011     0.23190     1.01600     140    0.33750
012     0.23210     1.01681     141    0.36250
013     0.23390     1.02409     142    0.38750
014     0.23420     1.02530     143    0.41250
015     0.23000     1.00832     144    0.43750
016     0.23180     1.01560     145    0.45250
017     0.23250     1.01843     146    0.46750
018     0.23110     1.01277     147    0.48250
019     0.23350     1.02247     148    0.49750
020     0.23070     1.01115     149    0.51250
021     0.23190     1.01600     150    0.52750
022     0.21770     0.95862     151    0.54250
023     0.23530     1.02974     152    0.55750
024     0.23220     1.01722     153    0.57250
025     0.23420     1.02530     154    0.58750
026     0.23130     1.01358     155    0.60250
027     0.23410     1.02489     156    0.61750
028     0.23350     1.02247     157    0.63250
029     0.23000     1.00832     158    0.64750
030     0.23320     1.02126     159    0.66250
031     0.23090     1.01196     160    0.67750
032     0.23210     1.01681     161    0.69250
033     0.22650     0.99418     162    0.70750
034     0.23110     1.01277     163    0.72250
035     0.23080     1.01156     164    0.73750
036     0.22030     0.96913     165    0.74750
037     0.23070     1.01115     166    0.75750
038     0.23040     1.00994     167    0.76750
039     0.22670     0.99499     168    0.77750
040     0.23010     1.00873     169    0.78750
041     0.22870     1.00307     170    0.79750
042     0.23350     1.02247     171    0.80750
043     0.23350     1.02247     172    0.81750
044     0.22640     0.99378     173    0.82750
045     0.22970     1.00711     174    0.83750
046     0.23280     1.01964     175    0.84750
047     0.23020     1.00913     176    0.85750
048     0.22970     1.00711     177    0.86750
049     0.23170     1.01519     178    0.87750
050     0.23300     1.02045     179    0.88750
051     0.23090     1.01196     180    0.89750
052     0.23190     1.01600     181    0.90750
053     0.23170     1.01519     182    0.91750
054     0.23030     1.00954     183    0.92750
055     0.22960     1.00671     184    0.93750
056     0.22850     1.00226     185    0.94750
057     0.23710     1.03702     186    0.95750
058     0.22250     0.97802     187    0.96750
059     0.20650     0.91336     188    0.97750
060     0.19030     0.84789     189    0.98750
061     0.18120     0.81111     190    0.99750
062     0.18910     0.84304     191    1.00750
063     0.20190     0.89477     192    1.01750
064     0.21050     0.92952     193    1.02750
065     0.22080     0.97115     194    1.03750
066     0.23100     1.01237     195    1.04750
067     0.22860     1.00267     196    1.05750
068     0.22940     1.00590     197    1.06750
069     0.22990     1.00792     198    1.07750
070     0.23430     1.02570     199    1.08750
071     0.23010     1.00873     200    1.09750
072     0.22630     0.99337     201    1.10750
073     0.22790     0.99984     202    1.11750
074     0.22970     1.00711     203    1.12750
075     0.22980     1.00752     204    1.13750
076     0.23380     1.02368     205    1.15250
077     0.23070     1.01115     206    1.16750
078     0.22940     1.00590     207    1.18250
079     0.22780     0.99943     208    1.19750
080     0.22760     0.99863     209    1.21250
081     0.23070     1.01115     210    1.22750
082     0.23110     1.01277     211    1.24250
083     0.23190     1.01600     212    1.25750
084     0.23410     1.02489     213    1.27250
085     0.22720     0.99701     214    1.28750
086     0.23040     1.00994     215    1.30250
087     0.23200     1.01641     216    1.31750
088     0.23120     1.01317     217    1.33250
089     0.23160     1.01479     218    1.34750
090     0.23280     1.01964     219    1.36250
091     0.22800     1.00024     220    1.37750
092     0.23020     1.00913     221    1.39250
093     0.23100     1.01237     222    1.40750
094     0.23070     1.01115     223    1.42250
095     0.23200     1.01641     224    1.43750
096     0.22950     1.00630     225    1.46250
097     0.23350     1.02247     226    1.48750
098     0.23470     1.02732     227    1.51250
099     0.22870     1.00307     228    1.53750
100     0.22840     1.00186     229    1.56250
101     0.22960     1.00671     230    1.58750
102     0.23360     1.02287     231    1.61250
103     0.22210     0.97640     232    1.63750
104     0.23030     1.00954     233    1.66250
105     0.23520     1.02934     234    1.68750
106     0.22760     0.99863     235    1.71250
107     0.23070     1.01115     236    1.73750
108     0.22610     0.99256     237    1.76250
109     0.23170     1.01519     238    1.78750
110     0.23530     1.02974     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.01730     0.00893      241    0.62500
001     -0.02590     -0.02582      242    0.93750
002     -0.03150     -0.04845      243    1.25000
003     -0.01480     0.01903      244    1.56250
