翼型实验数据

实验日期：2015年05月25日10:23:07
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.44m/s  攻角：17.00  雷诺数：1.00E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3727kPa 来流静压：100.1286kPa 来流动压：244.0Pa
升力系数：1.4100 -0.0546 -0.0546   阻力系数： 0.1786

力矩系数：0.0012 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.87750     -3.54308    001   0.00000
001     -1.06420     -4.30727    002   0.00050
002     -1.09980     -4.45299    003   0.00125
003     -1.14460     -4.63636    004   0.00250
004     -1.19170     -4.82915    005   0.00500
005     -1.17920     -4.77799    006   0.00750
006     -1.12910     -4.57292    007   0.01000
007     -1.11420     -4.51193    008   0.01500
008     -0.98340     -3.97655    009   0.02500
009     -0.95280     -3.85130    010   0.05000
010     -0.63790     -2.56236    012   0.10000
011     -0.57420     -2.30162    013   0.12500
012     -0.52350     -2.09410    014   0.15000
013     -0.48640     -1.94225    015   0.17500
014     -0.41710     -1.65859    016   0.20000
015     -0.41300     -1.64181    017   0.22500
016     -0.34030     -1.34423    019   0.27500
017     -0.25160     -0.98117    021   0.32500
018     -0.20800     -0.80271    022   0.35000
019     -0.16970     -0.64594    023   0.37500
020     -0.15580     -0.58905    024   0.40000
021     -0.14160     -0.53092    025   0.42500
022     -0.13770     -0.51496    026   0.45000
023     -0.13760     -0.51455    027   0.47500
024     -0.13570     -0.50677    028   0.50000
025     -0.13510     -0.50432    029   0.52500
026     -0.13720     -0.51291    030   0.55000
027     -0.13700     -0.51210    031   0.57500
028     -0.13820     -0.51701    032   0.60000
029     -0.14200     -0.53256    033   0.62500
030     -0.14100     -0.52847    034   0.65000
031     -0.14280     -0.53584    035   0.67500
032     -0.14340     -0.53829    036   0.70000
033     -0.14400     -0.54075    038   0.75000
034     -0.14380     -0.53993    040   0.80000
035     -0.14230     -0.53379    041   0.82500
036     -0.14970     -0.56408    042   0.85000
037     -0.14480     -0.54402    043   0.87500
038     -0.14620     -0.54975    044   0.90000
039     -0.14560     -0.54730    045   0.92500
040     -0.14710     -0.55344    046   0.95000
041     -0.14250     -0.53461    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.70710     -2.84561    096    0.00000
001     -0.43680     -1.73922    095    0.00050
002     -0.25050     -0.97667    094    0.00125
003     -0.11810     -0.43473    093    0.00250
004     -0.02430     -0.05080    092    0.00500
005     0.07230     0.34460    091    0.00750
006     0.13870     0.61639    090    0.01000
007     0.21940     0.94671    089    0.01500
008     0.23650     1.01670    088    0.02500
009     0.23860     1.02530    087    0.05000
010     0.21590     0.93238    086    0.07500
011     0.16250     0.71381    084    0.12500
012     0.13970     0.62048    083    0.15000
