翼型实验数据

实验日期：2015年05月25日09:58:31
大气压(kPa)：100.1600  温度(℃)：24.80  密度： 1.17130kg/m^3
来流风速: 20.48m/s  攻角：-8.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3896kPa 来流静压：100.1439kPa 来流动压：245.7Pa
升力系数：-0.4426 0.0010 0.0010   阻力系数： 0.0070

力矩系数：-0.1365 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.03800     -0.08813    001   0.00000
001     0.08050     0.39403    002   0.00050
002     0.14230     0.64548    003   0.00125
003     0.19050     0.84160    004   0.00250
004     0.22300     0.97384    005   0.00500
005     0.23310     1.01493    006   0.00750
006     0.23330     1.01575    007   0.01000
007     0.18670     0.82614    008   0.01500
008     0.19930     0.87741    009   0.02500
009     0.16500     0.73784    010   0.05000
010     0.08090     0.39565    012   0.10000
011     0.04050     0.23127    013   0.12500
012     0.00940     0.10473    014   0.15000
013     -0.01890     -0.01042    015   0.17500
014     -0.04120     -0.10115    016   0.20000
015     -0.06570     -0.20084    017   0.22500
016     -0.10190     -0.34813    019   0.27500
017     -0.12770     -0.45311    021   0.32500
018     -0.13630     -0.48810    022   0.35000
019     -0.13960     -0.50153    023   0.37500
020     -0.15200     -0.55198    024   0.40000
021     -0.14900     -0.53977    025   0.42500
022     -0.14530     -0.52472    026   0.45000
023     -0.14430     -0.52065    027   0.47500
024     -0.13730     -0.49217    028   0.50000
025     -0.12800     -0.45433    029   0.52500
026     -0.12140     -0.42747    030   0.55000
027     -0.11360     -0.39574    031   0.57500
028     -0.10850     -0.37498    032   0.60000
029     -0.10690     -0.36847    033   0.62500
030     -0.09970     -0.33918    034   0.65000
031     -0.09290     -0.31151    035   0.67500
032     -0.07220     -0.22729    036   0.70000
033     -0.05690     -0.16503    038   0.75000
034     -0.04600     -0.12068    040   0.80000
035     -0.03860     -0.09057    041   0.82500
036     -0.03820     -0.08894    042   0.85000
037     -0.02750     -0.04541    043   0.87500
038     -0.02590     -0.03890    044   0.90000
039     -0.01910     -0.01123    045   0.92500
040     -0.01320     0.01278    046   0.95000
041     0.01150     0.11328    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.11960     -0.42015    096    0.00000
001     -0.27670     -1.05936    095    0.00050
002     -0.34750     -1.34744    094    0.00125
003     -0.41320     -1.61476    093    0.00250
004     -0.45830     -1.79827    092    0.00500
005     -0.51320     -2.02165    091    0.00750
006     -0.52450     -2.06762    090    0.01000
007     -0.49620     -1.95248    089    0.01500
008     -0.47630     -1.87151    088    0.02500
009     -0.44010     -1.72421    087    0.05000
010     -0.40590     -1.58506    086    0.07500
011     -0.36410     -1.41498    084    0.12500
012     -0.35310     -1.37022    083    0.15000
013     -0.33790     -1.30838    082    0.17500
014     -0.33130     -1.28152    081    0.20000
015     -0.32770     -1.26688    080    0.22500
016     -0.31590     -1.21886    079    0.25000
017     -0.29960     -1.15254    078    0.27500
018     -0.27530     -1.05367    077    0.30000
019     -0.26160     -0.99792    076    0.32500
020     -0.27390     -1.04797    075    0.35000
021     -0.24330     -0.92346    074    0.37500
022     -0.21970     -0.82744    073    0.40000
023     -0.20410     -0.76397    072    0.42500
024     -0.18780     -0.69764    071    0.45000
025     -0.16810     -0.61749    070    0.47500
026     -0.14420     -0.52024    069    0.50000
027     -0.11700     -0.40957    068    0.52500
028     -0.10150     -0.34650    067    0.55000
029     -0.08000     -0.25902    066    0.57500
030     -0.06060     -0.18009    065    0.60000
031     -0.04570     -0.11946    064    0.62500
032     -0.03560     -0.07837    063    0.65000
033     -0.01830     -0.00797    062    0.67500
034     -0.00530     0.04492    061    0.70000
035     0.00550     0.08886    060    0.72500
036     0.01610     0.13199    059    0.75000
037     0.03010     0.18896    056    0.82500
038     0.03640     0.21459    055    0.85000
039     0.03780     0.22029    054    0.87500
040     0.04140     0.23494    053    0.90000
041     0.04450     0.24755    052    0.92500
042     0.03790     0.22069    051    0.95000
043     0.03820     0.22191    050    0.97500
044     0.02850     0.18245    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23160     1.00883     129    0.06250
001     0.23310     1.01493     130    0.08750
002     0.23040     1.00395     131    0.11250
003     0.23530     1.02388     132    0.13750
004     0.23210     1.01086     133    0.16250
005     0.22930     0.99947     134    0.18750
006     0.23430     1.01982     135    0.21250
007     0.23400     1.01859     136    0.23750
008     0.23270     1.01331     137    0.26250
009     0.23490     1.02226     138    0.28750
010     0.23050     1.00435     139    0.31250
011     0.23370     1.01737     140    0.33750
012     0.23430     1.01982     141    0.36250
013     0.23580     1.02592     142    0.38750
014     0.23540     1.02429     143    0.41250
015     0.23220     1.01127     144    0.43750
016     0.23380     1.01778     145    0.45250
017     0.23290     1.01412     146    0.46750
018     0.23310     1.01493     147    0.48250
019     0.23490     1.02226     148    0.49750
020     0.23180     1.00964     149    0.51250
021     0.23240     1.01208     150    0.52750
022     0.21990     0.96122     151    0.54250
023     0.23660     1.02917     152    0.55750
024     0.23500     1.02266     153    0.57250
025     0.23310     1.01493     154    0.58750
026     0.23480     1.02185     155    0.60250
027     0.23550     1.02470     156    0.61750
028     0.23630     1.02795     157    0.63250
029     0.23190     1.01005     158    0.64750
030     0.23510     1.02307     159    0.66250
031     0.23250     1.01249     160    0.67750
032     0.23360     1.01697     161    0.69250
033     0.22890     0.99784     162    0.70750
034     0.23220     1.01127     163    0.72250
035     0.23160     1.00883     164    0.73750
036     0.21930     0.95878     165    0.74750
037     0.23220     1.01127     166    0.75750
038     0.23200     1.01046     167    0.76750
039     0.22810     0.99459     168    0.77750
040     0.23140     1.00802     169    0.78750
041     0.23030     1.00354     170    0.79750
042     0.23640     1.02836     171    0.80750
043     0.23500     1.02266     172    0.81750
044     0.22790     0.99377     173    0.82750
045     0.23090     1.00598     174    0.83750
046     0.23470     1.02144     175    0.84750
047     0.23250     1.01249     176    0.85750
048     0.23140     1.00802     177    0.86750
049     0.23230     1.01168     178    0.87750
050     0.23440     1.02022     179    0.88750
051     0.23180     1.00964     180    0.89750
052     0.23190     1.01005     181    0.90750
053     0.23280     1.01371     182    0.91750
054     0.22930     0.99947     183    0.92750
055     0.23150     1.00842     184    0.93750
056     0.23130     1.00761     185    0.94750
057     0.24110     1.04748     186    0.95750
058     0.23480     1.02185     187    0.96750
059     0.22980     1.00151     188    0.97750
060     0.23340     1.01615     189    0.98750
061     0.22760     0.99255     190    0.99750
062     0.23290     1.01412     191    1.00750
063     0.23380     1.01778     192    1.01750
064     0.23050     1.00435     193    1.02750
065     0.22880     0.99744     194    1.03750
066     0.23340     1.01615     195    1.04750
067     0.23030     1.00354     196    1.05750
068     0.23150     1.00842     197    1.06750
069     0.23170     1.00924     198    1.07750
070     0.23460     1.02104     199    1.08750
071     0.22550     0.98401     200    1.09750
072     0.21630     0.94658     201    1.10750
073     0.20520     0.90141     202    1.11750
074     0.19830     0.87334     203    1.12750
075     0.19060     0.84201     204    1.13750
076     0.19250     0.84974     205    1.15250
077     0.20350     0.89449     206    1.16750
078     0.21980     0.96082     207    1.18250
079     0.22740     0.99174     208    1.19750
080     0.22860     0.99662     209    1.21250
081     0.23200     1.01046     210    1.22750
082     0.23470     1.02144     211    1.24250
083     0.23230     1.01168     212    1.25750
084     0.23430     1.01982     213    1.27250
085     0.22890     0.99784     214    1.28750
086     0.23310     1.01493     215    1.30250
087     0.23300     1.01453     216    1.31750
088     0.23200     1.01046     217    1.33250
089     0.23330     1.01575     218    1.34750
090     0.23380     1.01778     219    1.36250
091     0.22760     0.99255     220    1.37750
092     0.23240     1.01208     221    1.39250
093     0.23280     1.01371     222    1.40750
094     0.23130     1.00761     223    1.42250
095     0.23360     1.01697     224    1.43750
096     0.23060     1.00476     225    1.46250
097     0.23510     1.02307     226    1.48750
098     0.23490     1.02226     227    1.51250
099     0.22960     1.00069     228    1.53750
100     0.22960     1.00069     229    1.56250
101     0.23050     1.00435     230    1.58750
102     0.23450     1.02063     231    1.61250
103     0.22210     0.97018     232    1.63750
104     0.23190     1.01005     233    1.66250
105     0.23530     1.02388     234    1.68750
106     0.22900     0.99825     235    1.71250
107     0.23120     1.00720     236    1.73750
108     0.22860     0.99662     237    1.76250
109     0.23040     1.00395     238    1.78750
110     0.23440     1.02022     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02510     -0.03564      241    0.62500
001     -0.02800     -0.04744      242    0.93750
002     -0.02700     -0.04337      243    1.25000
003     -0.00950     0.02783      244    1.56250
