翼型实验数据

实验日期：2015年05月25日10:10:21
大气压(kPa)：100.1500  温度(℃)：25.20  密度： 1.16962kg/m^3
来流风速: 20.51m/s  攻角：-1.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3778kPa 来流静压：100.1318kPa 来流动压：246.1Pa
升力系数：0.4358 0.0001 0.0001   阻力系数： 0.0075

力矩系数：-0.1090 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23110     1.01329    001   0.00000
001     0.20780     0.91859    002   0.00050
002     0.17980     0.80480    003   0.00125
003     0.14700     0.67149    004   0.00250
004     0.09350     0.45405    005   0.00500
005     0.06620     0.34310    006   0.00750
006     0.01900     0.15127    007   0.01000
007     -0.04230     -0.09787    008   0.01500
008     -0.05460     -0.14786    009   0.02500
009     -0.09150     -0.29783    010   0.05000
010     -0.15250     -0.54574    012   0.10000
011     -0.17890     -0.65304    013   0.12500
012     -0.19730     -0.72782    014   0.15000
013     -0.21800     -0.81195    015   0.17500
014     -0.21360     -0.79407    016   0.20000
015     -0.24550     -0.92371    017   0.22500
016     -0.26730     -1.01231    019   0.27500
017     -0.27580     -1.04686    021   0.32500
018     -0.27660     -1.05011    022   0.35000
019     -0.27160     -1.02979    023   0.37500
020     -0.27600     -1.04767    024   0.40000
021     -0.26450     -1.00093    025   0.42500
022     -0.25300     -0.95420    026   0.45000
023     -0.24400     -0.91762    027   0.47500
024     -0.23210     -0.86925    028   0.50000
025     -0.22310     -0.83268    029   0.52500
026     -0.22070     -0.82292    030   0.55000
027     -0.19070     -0.70100    031   0.57500
028     -0.15490     -0.55550    032   0.60000
029     -0.14700     -0.52339    033   0.62500
030     -0.14140     -0.50063    034   0.65000
031     -0.13040     -0.45592    035   0.67500
032     -0.11850     -0.40756    036   0.70000
033     -0.09610     -0.31652    038   0.75000
034     -0.07350     -0.22467    040   0.80000
035     -0.06440     -0.18769    041   0.82500
036     -0.06100     -0.17387    042   0.85000
037     -0.04680     -0.11616    043   0.87500
038     -0.04130     -0.09380    044   0.90000
039     -0.03030     -0.04910    045   0.92500
040     -0.02130     -0.01252    046   0.95000
041     0.00810     0.10697    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23480     1.02833    096    0.00000
001     0.21200     0.93566    095    0.00050
002     0.18100     0.80967    094    0.00125
003     0.14450     0.66133    093    0.00250
004     0.11490     0.54103    092    0.00500
005     0.06910     0.35489    091    0.00750
006     0.03240     0.20573    090    0.01000
007     -0.01470     0.01431    089    0.01500
008     -0.04470     -0.10762    088    0.02500
009     -0.06950     -0.20841    087    0.05000
010     -0.09580     -0.31530    086    0.07500
011     -0.12610     -0.43845    084    0.12500
012     -0.13530     -0.47584    083    0.15000
013     -0.14030     -0.49616    082    0.17500
014     -0.14520     -0.51607    081    0.20000
015     -0.15670     -0.56281    080    0.22500
016     -0.15390     -0.55143    079    0.25000
017     -0.15680     -0.56322    078    0.27500
018     -0.14940     -0.53314    077    0.30000
019     -0.14550     -0.51729    076    0.32500
020     -0.15940     -0.57379    075    0.35000
021     -0.14360     -0.50957    074    0.37500
022     -0.12980     -0.45349    073    0.40000
023     -0.12170     -0.42056    072    0.42500
024     -0.11780     -0.40471    071    0.45000
025     -0.11490     -0.39293    070    0.47500
026     -0.11150     -0.37911    069    0.50000
027     -0.05020     -0.12997    068    0.52500
028     -0.04610     -0.11331    067    0.55000
029     -0.03400     -0.06413    066    0.57500
030     -0.02080     -0.01049    065    0.60000
031     -0.00940     0.03585    064    0.62500
032     -0.00360     0.05942    063    0.65000
033     0.01120     0.11957    062    0.67500
034     0.02500     0.17566    061    0.70000
035     0.03760     0.22686    060    0.72500
036     0.04590     0.26060    059    0.75000
037     0.06250     0.32806    056    0.82500
038     0.06830     0.35164    055    0.85000
039     0.06690     0.34595    054    0.87500
040     0.06760     0.34879    053    0.90000
041     0.06490     0.33782    052    0.92500
042     0.05190     0.28498    051    0.95000
043     0.04720     0.26588    050    0.97500
044     0.02210     0.16387    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23010     1.00923     129    0.06250
001     0.23110     1.01329     130    0.08750
002     0.22910     1.00516     131    0.11250
003     0.23410     1.02548     132    0.13750
004     0.22880     1.00394     133    0.16250
005     0.22910     1.00516     134    0.18750
006     0.23250     1.01898     135    0.21250
007     0.23150     1.01492     136    0.23750
008     0.23090     1.01248     137    0.26250
009     0.23370     1.02386     138    0.28750
010     0.23000     1.00882     139    0.31250
011     0.23370     1.02386     140    0.33750
