翼型实验数据

实验日期：2015年05月25日10:23:58
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.48m/s  攻角：19.00  雷诺数：1.00E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3765kPa 来流静压：100.1316kPa 来流动压：245.0Pa
升力系数：1.3608 -0.0743 -0.0743   阻力系数： 0.2158

力矩系数：-0.0061 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.97770     -3.95689    001   0.00000
001     -1.16430     -4.71865    002   0.00050
002     -1.19140     -4.82928    003   0.00125
003     -1.22900     -4.98277    004   0.00250
004     -1.26420     -5.12647    005   0.00500
005     -1.24400     -5.04401    006   0.00750
006     -1.17850     -4.77662    007   0.01000
007     -1.15840     -4.69456    008   0.01500
008     -1.04240     -4.22102    009   0.02500
009     -0.89790     -3.63112    010   0.05000
010     -0.62570     -2.51992    012   0.10000
011     -0.55100     -2.21497    013   0.12500
012     -0.49030     -1.96718    014   0.15000
013     -0.44280     -1.77327    015   0.17500
014     -0.36650     -1.46179    016   0.20000
015     -0.34620     -1.37892    017   0.22500
016     -0.24760     -0.97640    019   0.27500
017     -0.16200     -0.62696    021   0.32500
018     -0.14490     -0.55715    022   0.35000
019     -0.13950     -0.53511    023   0.37500
020     -0.14430     -0.55470    024   0.40000
021     -0.13800     -0.52898    025   0.42500
022     -0.13690     -0.52449    026   0.45000
023     -0.13710     -0.52531    027   0.47500
024     -0.13640     -0.52245    028   0.50000
025     -0.13650     -0.52286    029   0.52500
026     -0.13870     -0.53184    030   0.55000
027     -0.13950     -0.53511    031   0.57500
028     -0.14270     -0.54817    032   0.60000
029     -0.14720     -0.56654    033   0.62500
030     -0.14800     -0.56981    034   0.65000
031     -0.15000     -0.57797    035   0.67500
032     -0.15130     -0.58328    036   0.70000
033     -0.15300     -0.59022    038   0.75000
034     -0.15180     -0.58532    040   0.80000
035     -0.15090     -0.58165    041   0.82500
036     -0.15670     -0.60532    042   0.85000
037     -0.15150     -0.58410    043   0.87500
038     -0.15250     -0.58818    044   0.90000
039     -0.15000     -0.57797    045   0.92500
040     -0.14980     -0.57716    046   0.95000
041     -0.14480     -0.55674    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.80330     -3.24494    096    0.00000
001     -0.51800     -2.08026    095    0.00050
002     -0.31690     -1.25931    094    0.00125
003     -0.17340     -0.67350    093    0.00250
004     -0.07090     -0.25506    092    0.00500
005     0.03800     0.18950    091    0.00750
006     0.11470     0.50261    090    0.01000
007     0.21260     0.90227    089    0.01500
008     0.23670     1.00065    088    0.02500
009     0.24430     1.03168    087    0.05000
010     0.22680     0.96024    086    0.07500
011     0.17710     0.75735    084    0.12500
012     0.15330     0.66019    083    0.15000
013     0.13520     0.58630    082    0.17500
014     0.11730     0.51323    081    0.20000
015     0.09350     0.41607    080    0.22500
016     0.08230     0.37035    079    0.25000
017     0.06250     0.28952    078    0.27500
018     0.05320     0.25155    077    0.30000
019     0.04200     0.20583    076    0.32500
020     0.01410     0.09193    075    0.35000
021     0.01620     0.10051    074    0.37500
022     0.01580     0.09887    073    0.40000
023     0.01190     0.08295    072    0.42500
024     0.00540     0.05642    071    0.45000
025     0.00290     0.04621    070    0.47500
026     0.00550     0.05683    069    0.50000
027     0.01510     0.09602    068    0.52500
028     0.01290     0.08703    067    0.55000
029     0.01780     0.10704    066    0.57500
030     0.02350     0.13031    065    0.60000
031     0.02750     0.14664    064    0.62500
032     0.02350     0.13031    063    0.65000
033     0.03250     0.16705    062    0.67500
034     0.03640     0.18297    061    0.70000
035     0.04170     0.20460    060    0.72500
036     0.05210     0.24706    059    0.75000
037     0.05730     0.26829    056    0.82500
038     0.05930     0.27645    055    0.85000
039     0.04920     0.23522    054    0.87500
040     0.04100     0.20175    053    0.90000
041     0.02680     0.14378    052    0.92500
042     -0.00530     0.01274    051    0.95000
043     -0.03600     -0.11259    050    0.97500
044     -0.14710     -0.56613    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23940     1.01168     129    0.06250
001     0.24230     1.02351     130    0.08750
002     0.24090     1.01780     131    0.11250
003     0.24510     1.03494     132    0.13750
004     0.24160     1.02066     133    0.16250
005     0.23850     1.00800     134    0.18750
006     0.24430     1.03168     135    0.21250
007     0.24230     1.02351     136    0.23750
008     0.24160     1.02066     137    0.26250
009     0.24410     1.03086     138    0.28750
010     0.24100     1.01821     139    0.31250
011     0.24330     1.02760     140    0.33750
012     0.24260     1.02474     141    0.36250
013     0.24420     1.03127     142    0.38750
014     0.24400     1.03045     143    0.41250
015     0.24180     1.02147     144    0.43750
016     0.24130     1.01943     145    0.45250
017     0.24140     1.01984     146    0.46750
018     0.24100     1.01821     147    0.48250
019     0.24480     1.03372     148    0.49750
020     0.24000     1.01412     149    0.51250
021     0.24140     1.01984     150    0.52750
022     0.22730     0.96228     151    0.54250
023     0.24350     1.02841     152    0.55750
024     0.23930     1.01127     153    0.57250
025     0.24110     1.01862     154    0.58750
026     0.23820     1.00678     155    0.60250
027     0.24090     1.01780     156    0.61750
028     0.23870     1.00882     157    0.63250
029     0.23230     0.98269     158    0.64750
030     0.23220     0.98228     159    0.66250
031     0.23010     0.97371     160    0.67750
032     0.23090     0.97698     161    0.69250
033     0.22090     0.93615     162    0.70750
034     0.22370     0.94758     163    0.72250
035     0.21640     0.91778     164    0.73750
036     0.19880     0.84593     165    0.74750
037     0.20070     0.85369     166    0.75750
038     0.19100     0.81409     167    0.76750
039     0.17540     0.75041     168    0.77750
040     0.16640     0.71367     169    0.78750
041     0.14710     0.63488     170    0.79750
042     0.14530     0.62753     171    0.80750
043     0.13990     0.60549     172    0.81750
044     0.12840     0.55854     173    0.82750
045     0.12160     0.53078     174    0.83750
046     0.12330     0.53772     175    0.84750
047     0.10260     0.45322     176    0.85750
048     0.09510     0.42260     177    0.86750
049     0.08740     0.39117     178    0.87750
050     0.08560     0.38382     179    0.88750
051     0.07540     0.34218     180    0.89750
052     0.07300     0.33238     181    0.90750
053     0.07320     0.33320     182    0.91750
054     0.06510     0.30013     183    0.92750
055     0.06400     0.29564     184    0.93750
056     0.06470     0.29850     185    0.94750
057     0.07410     0.33687     186    0.95750
058     0.06970     0.31891     187    0.96750
059     0.06440     0.29727     188    0.97750
060     0.06590     0.30340     189    0.98750
061     0.06590     0.30340     190    0.99750
062     0.07100     0.32422     191    1.00750
063     0.07600     0.34463     192    1.01750
064     0.08080     0.36422     193    1.02750
065     0.07760     0.35116     194    1.03750
066     0.08600     0.38545     195    1.04750
067     0.09190     0.40954     196    1.05750
068     0.09440     0.41974     197    1.06750
069     0.09710     0.43076     198    1.07750
070     0.10780     0.47444     199    1.08750
071     0.11010     0.48383     200    1.09750
072     0.11180     0.49077     201    1.10750
073     0.11500     0.50384     202    1.11750
074     0.12200     0.53241     203    1.12750
075     0.12700     0.55282     204    1.13750
076     0.13200     0.57324     205    1.15250
077     0.13660     0.59201     206    1.16750
078     0.14810     0.63896     207    1.18250
079     0.15150     0.65284     208    1.19750
080     0.16850     0.72224     209    1.21250
081     0.18460     0.78797     210    1.22750
082     0.19640     0.83614     211    1.24250
