翼型实验数据

实验日期：2015年05月25日10:18:03
大气压(kPa)：100.1400  温度(℃)：25.40  密度： 1.16872kg/m^3
来流风速: 20.48m/s  攻角：10.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3663kPa 来流静压：100.1212kPa 来流动压：245.1Pa
升力系数：1.3912 -0.0061 -0.0061   阻力系数： 0.0343

力矩系数：-0.0169 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.41850     -1.63095    001   0.00000
001     -0.58570     -2.31315    002   0.00050
002     -0.63960     -2.53307    003   0.00125
003     -0.70450     -2.79787    004   0.00250
004     -0.78430     -3.12346    005   0.00500
005     -0.79880     -3.18263    006   0.00750
006     -0.80290     -3.19936    007   0.01000
007     -0.82110     -3.27361    008   0.01500
008     -0.73230     -2.91130    009   0.02500
009     -0.67970     -2.69668    010   0.05000
010     -0.58380     -2.30540    012   0.10000
011     -0.55210     -2.17606    013   0.12500
012     -0.50920     -2.00102    014   0.15000
013     -0.49910     -1.95981    015   0.17500
014     -0.45320     -1.77253    016   0.20000
015     -0.47930     -1.87902    017   0.22500
016     -0.45660     -1.78640    019   0.27500
017     -0.42540     -1.65910    021   0.32500
018     -0.41090     -1.59994    022   0.35000
019     -0.38550     -1.49631    023   0.37500
020     -0.37400     -1.44939    024   0.40000
021     -0.34290     -1.32249    025   0.42500
022     -0.31320     -1.20131    026   0.45000
023     -0.28670     -1.09319    027   0.47500
024     -0.25580     -0.96711    028   0.50000
025     -0.22130     -0.82635    029   0.52500
026     -0.19230     -0.70803    030   0.55000
027     -0.16550     -0.59868    031   0.57500
028     -0.14200     -0.50279    032   0.60000
029     -0.12540     -0.43506    033   0.62500
030     -0.11030     -0.37345    034   0.65000
031     -0.10340     -0.34530    035   0.67500
032     -0.09810     -0.32368    036   0.70000
033     -0.09380     -0.30613    038   0.75000
034     -0.09060     -0.29308    040   0.80000
035     -0.08820     -0.28328    041   0.82500
036     -0.09380     -0.30613    042   0.85000
037     -0.08910     -0.28696    043   0.87500
038     -0.08990     -0.29022    044   0.90000
039     -0.09070     -0.29348    045   0.92500
040     -0.09260     -0.30124    046   0.95000
041     -0.09310     -0.30328    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.28320     -1.07891    096    0.00000
001     -0.09450     -0.30899    095    0.00050
002     0.02060     0.16063    094    0.00125
003     0.09810     0.47685    093    0.00250
004     0.14900     0.68452    092    0.00500
