翼型实验数据

实验日期：2015年05月25日10:11:07
大气压(kPa)：100.1500  温度(℃)：25.20  密度： 1.16962kg/m^3
来流风速: 20.62m/s  攻角：0.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3797kPa 来流静压：100.1311kPa 来流动压：248.6Pa
升力系数：0.5618 0.0000 0.0000   阻力系数： 0.0073

力矩系数：-0.1033 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.21830     0.95460    001   0.00000
001     0.17460     0.77856    002   0.00050
002     0.14010     0.63958    003   0.00125
003     0.09880     0.47321    004   0.00250
004     0.03620     0.22104    005   0.00500
005     0.00770     0.10623    006   0.00750
006     -0.04390     -0.10164    007   0.01000
007     -0.10270     -0.33850    008   0.01500
008     -0.11290     -0.37959    009   0.02500
009     -0.14540     -0.51051    010   0.05000
010     -0.19620     -0.71515    012   0.10000
011     -0.21840     -0.80458    013   0.12500
012     -0.23410     -0.86783    014   0.15000
013     -0.25280     -0.94316    015   0.17500
014     -0.24340     -0.90529    016   0.20000
015     -0.27720     -1.04145    017   0.22500
016     -0.29460     -1.11155    019   0.27500
017     -0.30040     -1.13491    021   0.32500
018     -0.30040     -1.13491    022   0.35000
019     -0.29380     -1.10832    023   0.37500
020     -0.29680     -1.12041    024   0.40000
021     -0.28370     -1.06764    025   0.42500
022     -0.27090     -1.01607    026   0.45000
023     -0.26120     -0.97700    027   0.47500
024     -0.24880     -0.92705    028   0.50000
025     -0.24230     -0.90086    029   0.52500
026     -0.24040     -0.89321    030   0.55000
027     -0.17430     -0.62693    031   0.57500
028     -0.16750     -0.59954    032   0.60000
029     -0.15770     -0.56006    033   0.62500
030     -0.15030     -0.53025    034   0.65000
031     -0.13760     -0.47909    035   0.67500
032     -0.12520     -0.42914    036   0.70000
033     -0.10170     -0.33447    038   0.75000
034     -0.07920     -0.24384    040   0.80000
035     -0.06790     -0.19832    041   0.82500
036     -0.06400     -0.18261    042   0.85000
037     -0.04910     -0.12258    043   0.87500
038     -0.04330     -0.09922    044   0.90000
039     -0.03200     -0.05370    045   0.92500
040     -0.02240     -0.01503    046   0.95000
041     0.00720     0.10421    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23560     1.02429    096    0.00000
001     0.23160     1.00818    095    0.00050
002     0.21160     0.92761    094    0.00125
003     0.18530     0.82166    093    0.00250
004     0.16120     0.72458    092    0.00500
005     0.12000     0.55861    091    0.00750
006     0.08450     0.41561    090    0.01000
007     0.03490     0.21580    089    0.01500
008     0.00190     0.08286    088    0.02500
009     -0.02720     -0.03436    087    0.05000
010     -0.05930     -0.16367    086    0.07500
011     -0.09710     -0.31594    084    0.12500
012     -0.10870     -0.36267    083    0.15000
013     -0.11620     -0.39289    082    0.17500
014     -0.12250     -0.41826    081    0.20000
015     -0.13470     -0.46741    080    0.22500
016     -0.13400     -0.46459    079    0.25000
017     -0.13910     -0.48514    078    0.27500
018     -0.13240     -0.45815    077    0.30000
019     -0.13090     -0.45210    076    0.32500
020     -0.14510     -0.50931    075    0.35000
021     -0.12970     -0.44727    074    0.37500
022     -0.11760     -0.39853    073    0.40000
023     -0.10850     -0.36187    072    0.42500
024     -0.10400     -0.34374    071    0.45000
025     -0.10070     -0.33045    070    0.47500
026     -0.09540     -0.30910    069    0.50000
027     -0.06360     -0.18099    068    0.52500
028     -0.03520     -0.06659    067    0.55000
029     -0.02680     -0.03275    066    0.57500
030     -0.01440     0.01720    065    0.60000
031     -0.00260     0.06474    064    0.62500
032     0.00030     0.07642    063    0.65000
033     0.01580     0.13886    062    0.67500
034     0.02940     0.19364    061    0.70000
035     0.04170     0.24319    060    0.72500
036     0.04950     0.27461    059    0.75000
037     0.06560     0.33947    056    0.82500
038     0.07130     0.36243    055    0.85000
039     0.06940     0.35478    054    0.87500
040     0.07080     0.36042    053    0.90000
041     0.06660     0.34350    052    0.92500
042     0.05450     0.29476    051    0.95000
043     0.04810     0.26897    050    0.97500
044     0.02190     0.16343    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23230     1.01100     129    0.06250
001     0.23320     1.01462     130    0.08750
002     0.23140     1.00737     131    0.11250
003     0.23690     1.02953     132    0.13750
004     0.23160     1.00818     133    0.16250
005     0.22980     1.00093     134    0.18750
006     0.23510     1.02228     135    0.21250
007     0.23390     1.01744     136    0.23750
008     0.23220     1.01059     137    0.26250
009     0.23570     1.02469     138    0.28750
010     0.22870     0.99650     139    0.31250
011     0.23400     1.01785     140    0.33750
012     0.23360     1.01623     141    0.36250
013     0.23630     1.02711     142    0.38750
014     0.23560     1.02429     143    0.41250
015     0.23300     1.01382     144    0.43750
016     0.23500     1.02187     145    0.45250
017     0.23290     1.01341     146    0.46750
018     0.23240     1.01140     147    0.48250
019     0.23470     1.02067     148    0.49750
020     0.23070     1.00455     149    0.51250
021     0.23300     1.01382     150    0.52750
022     0.22040     0.96306     151    0.54250
023     0.23670     1.02872     152    0.55750
024     0.23390     1.01744     153    0.57250
025     0.23580     1.02510     154    0.58750
026     0.23380     1.01704     155    0.60250
027     0.23600     1.02590     156    0.61750
028     0.23670     1.02872     157    0.63250
029     0.23220     1.01059     158    0.64750
030     0.23410     1.01825     159    0.66250
031     0.23270     1.01261     160    0.67750
032     0.23400     1.01785     161    0.69250
033     0.22950     0.99972     162    0.70750
034     0.23190     1.00939     163    0.72250
035     0.23270     1.01261     164    0.73750
036     0.21910     0.95782     165    0.74750
037     0.23120     1.00657     166    0.75750
038     0.23040     1.00334     167    0.76750
039     0.22880     0.99690     168    0.77750
040     0.23230     1.01100     169    0.78750
041     0.23190     1.00939     170    0.79750
042     0.23700     1.02993     171    0.80750
043     0.23570     1.02469     172    0.81750
044     0.22940     0.99932     173    0.82750
045     0.23180     1.00898     174    0.83750
046     0.23500     1.02187     175    0.84750
047     0.23240     1.01140     176    0.85750
048     0.23180     1.00898     177    0.86750
049     0.23370     1.01664     178    0.87750
050     0.23460     1.02026     179    0.88750
051     0.23150     1.00777     180    0.89750
052     0.23420     1.01865     181    0.90750
053     0.23270     1.01261     182    0.91750
054     0.23050     1.00375     183    0.92750
055     0.23150     1.00777     184    0.93750
056     0.23220     1.01059     185    0.94750
057     0.23940     1.03960     186    0.95750
058     0.22370     0.97635     187    0.96750
059     0.20480     0.90022     188    0.97750
060     0.19090     0.84422     189    0.98750
061     0.17890     0.79588     190    0.99750
062     0.18840     0.83415     191    1.00750
063     0.20290     0.89256     192    1.01750
064     0.21240     0.93083     193    1.02750
065     0.22340     0.97515     194    1.03750
066     0.23320     1.01462     195    1.04750
067     0.23100     1.00576     196    1.05750
068     0.23220     1.01059     197    1.06750
069     0.23280     1.01301     198    1.07750
070     0.23590     1.02550     199    1.08750
071     0.23300     1.01382     200    1.09750
072     0.23090     1.00536     201    1.10750
073     0.22880     0.99690     202    1.11750
074     0.23150     1.00777     203    1.12750
075     0.23080     1.00495     204    1.13750
076     0.23410     1.01825     205    1.15250
077     0.23180     1.00898     206    1.16750
078     0.23270     1.01261     207    1.18250
079     0.22930     0.99891     208    1.19750
080     0.22950     0.99972     209    1.21250
081     0.23400     1.01785     210    1.22750
082     0.23280     1.01301     211    1.24250
083     0.23330     1.01503     212    1.25750
084     0.23470     1.02067     213    1.27250
085     0.22990     1.00133     214    1.28750
086     0.23610     1.02631     215    1.30250
087     0.23340     1.01543     216    1.31750
088     0.23240     1.01140     217    1.33250
089     0.23400     1.01785     218    1.34750
090     0.23370     1.01664     219    1.36250
091     0.23040     1.00334     220    1.37750
092     0.23350     1.01583     221    1.39250
093     0.23340     1.01543     222    1.40750
094     0.23180     1.00898     223    1.42250
095     0.23480     1.02107     224    1.43750
096     0.23140     1.00737     225    1.46250
097     0.23510     1.02228     226    1.48750
098     0.23530     1.02308     227    1.51250
099     0.23020     1.00254     228    1.53750
100     0.22990     1.00133     229    1.56250
101     0.23150     1.00777     230    1.58750
102     0.23500     1.02187     231    1.61250
103     0.22300     0.97353     232    1.63750
104     0.23160     1.00818     233    1.66250
105     0.23620     1.02671     234    1.68750
106     0.22980     1.00093     235    1.71250
107     0.23240     1.01140     236    1.73750
108     0.22940     0.99932     237    1.76250
109     0.23390     1.01744     238    1.78750
110     0.23600     1.02590     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.01870     -0.00012      241    0.62500
001     -0.02550     -0.02751      242    0.93750
002     -0.03020     -0.04645      243    1.25000
003     -0.01470     0.01599      244    1.56250
