翼型实验数据

实验日期：2015年05月25日10:00:01
大气压(kPa)：100.1600  温度(℃)：24.80  密度： 1.17130kg/m^3
来流风速: 20.54m/s  攻角：-6.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3896kPa 来流静压：100.1426kPa 来流动压：247.0Pa
升力系数：-0.1951 0.0009 0.0009   阻力系数： 0.0081

力矩系数：-0.1321 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.10380     0.49100    001   0.00000
001     0.17840     0.79400    002   0.00050
002     0.20940     0.91991    003   0.00125
003     0.22850     0.99748    004   0.00250
004     0.23310     1.01617    005   0.00500
005     0.22840     0.99708    006   0.00750
006     0.20980     0.92153    007   0.01000
007     0.15390     0.69449    008   0.01500
008     0.15180     0.68596    009   0.02500
009     0.11120     0.52106    010   0.05000
010     0.02500     0.17095    012   0.10000
011     -0.01390     0.01296    013   0.12500
012     -0.04380     -0.10848    014   0.15000
013     -0.07140     -0.22058    015   0.17500
014     -0.08560     -0.27826    016   0.20000
015     -0.11280     -0.38873    017   0.22500
016     -0.14650     -0.52561    019   0.27500
017     -0.16800     -0.61293    021   0.32500
018     -0.17510     -0.64177    022   0.35000
019     -0.17640     -0.64705    023   0.37500
020     -0.18800     -0.69416    024   0.40000
021     -0.18100     -0.66573    025   0.42500
022     -0.17550     -0.64339    026   0.45000
023     -0.17270     -0.63202    027   0.47500
024     -0.16290     -0.59222    028   0.50000
025     -0.15250     -0.54998    029   0.52500
026     -0.14590     -0.52317    030   0.55000
027     -0.13790     -0.49068    031   0.57500
028     -0.13430     -0.47606    032   0.60000
029     -0.13250     -0.46875    033   0.62500
030     -0.10360     -0.35137    034   0.65000
031     -0.09040     -0.29775    035   0.67500
032     -0.08380     -0.27095    036   0.70000
033     -0.07020     -0.21571    038   0.75000
034     -0.05480     -0.15316    040   0.80000
035     -0.04660     -0.11986    041   0.82500
036     -0.04590     -0.11701    042   0.85000
037     -0.03410     -0.06909    043   0.87500
038     -0.03110     -0.05690    044   0.90000
039     -0.02330     -0.02522    045   0.92500
040     -0.01640     0.00280    046   0.95000
041     0.01010     0.11043    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.04360     0.24650    096    0.00000
