翼型实验数据

实验日期：2015年05月25日09:59:07
大气压(kPa)：100.1600  温度(℃)：24.80  密度： 1.17130kg/m^3
来流风速: 20.49m/s  攻角：-7.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3902kPa 来流静压：100.1444kPa 来流动压：245.8Pa
升力系数：-0.3183 0.0010 0.0010   阻力系数： 0.0078

力矩系数：-0.1354 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.04000     0.22618    001   0.00000
001     0.13660     0.61915    002   0.00050
002     0.18180     0.80303    003   0.00125
003     0.21520     0.93890    004   0.00250
004     0.23320     1.01212    005   0.00500
005     0.23490     1.01904    006   0.00750
006     0.22570     0.98161    007   0.01000
007     0.17320     0.76804    008   0.01500
008     0.17800     0.78757    009   0.02500
009     0.13970     0.63176    010   0.05000
010     0.05440     0.28476    012   0.10000
011     0.01420     0.12123    013   0.12500
012     -0.01580     -0.00081    014   0.15000
013     -0.04410     -0.11594    015   0.17500
014     -0.06280     -0.19201    016   0.20000
015     -0.08870     -0.29737    017   0.22500
016     -0.12400     -0.44097    019   0.27500
017     -0.14740     -0.53616    021   0.32500
018     -0.15480     -0.56627    022   0.35000
019     -0.15780     -0.57847    023   0.37500
020     -0.16970     -0.62688    024   0.40000
021     -0.16550     -0.60980    025   0.42500
022     -0.16040     -0.58905    026   0.45000
023     -0.15870     -0.58213    027   0.47500
024     -0.15040     -0.54837    028   0.50000
025     -0.13990     -0.50565    029   0.52500
026     -0.13260     -0.47596    030   0.55000
027     -0.12540     -0.44667    031   0.57500
028     -0.12120     -0.42958    032   0.60000
029     -0.11880     -0.41982    033   0.62500
030     -0.10920     -0.38077    034   0.65000
031     -0.08970     -0.30144    035   0.67500
032     -0.07550     -0.24367    036   0.70000
033     -0.06360     -0.19526    038   0.75000
034     -0.05020     -0.14075    040   0.80000
035     -0.04200     -0.10740    041   0.82500
036     -0.04170     -0.10618    042   0.85000
037     -0.03020     -0.05939    043   0.87500
038     -0.02850     -0.05248    044   0.90000
039     -0.02030     -0.01912    045   0.92500
040     -0.01430     0.00529    046   0.95000
041     0.01080     0.10740    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.03120     -0.06346    096    0.00000
001     -0.17040     -0.62973    095    0.00050
002     -0.24010     -0.91327    094    0.00125
003     -0.30440     -1.17484    093    0.00250
004     -0.35000     -1.36034    092    0.00500
005     -0.40780     -1.59548    091    0.00750
006     -0.42630     -1.67073    090    0.01000
007     -0.41470     -1.62355    089    0.01500
008     -0.40410     -1.58042    088    0.02500
009     -0.38010     -1.48279    087    0.05000
010     -0.35700     -1.38882    086    0.07500
011     -0.32830     -1.27207    084    0.12500
012     -0.31990     -1.23790    083    0.15000
013     -0.30920     -1.19437    082    0.17500
014     -0.30400     -1.17322    081    0.20000
015     -0.30050     -1.15898    080    0.22500
016     -0.28920     -1.11301    079    0.25000
017     -0.28300     -1.08779    078    0.27500
018     -0.26990     -1.03450    077    0.30000
019     -0.25940     -0.99178    076    0.32500
020     -0.25790     -0.98568    075    0.35000
021     -0.22690     -0.85957    074    0.37500
022     -0.20450     -0.76845    073    0.40000
023     -0.19140     -0.71516    072    0.42500
024     -0.17840     -0.66227    071    0.45000
025     -0.16000     -0.58742    070    0.47500
026     -0.13840     -0.49955    069    0.50000
027     -0.11110     -0.38850    068    0.52500
028     -0.09670     -0.32992    067    0.55000
029     -0.07680     -0.24896    066    0.57500
030     -0.05780     -0.17167    065    0.60000
031     -0.04090     -0.10292    064    0.62500
032     -0.03320     -0.07160    063    0.65000
033     -0.01440     0.00488    062    0.67500
034     0.00020     0.06427    061    0.70000
035     0.01240     0.11390    060    0.72500
036     0.02390     0.16069    059    0.75000
037     0.04030     0.22740    056    0.82500
038     0.04770     0.25751    055    0.85000
039     0.04720     0.25547    054    0.87500
040     0.05100     0.27093    053    0.90000
041     0.05060     0.26930    052    0.92500
042     0.04320     0.23920    051    0.95000
043     0.04130     0.23147    050    0.97500
044     0.02750     0.17533    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23180     1.00643     129    0.06250
001     0.23310     1.01172     130    0.08750
002     0.23060     1.00155     131    0.11250
003     0.23540     1.02107     132    0.13750
004     0.23180     1.00643     133    0.16250
005     0.22990     0.99870     134    0.18750
006     0.23460     1.01782     135    0.21250
007     0.23320     1.01212     136    0.23750
008     0.23190     1.00683     137    0.26250
009     0.23410     1.01578     138    0.28750
010     0.22980     0.99829     139    0.31250
011     0.23420     1.01619     140    0.33750
012     0.23300     1.01131     141    0.36250
013     0.23560     1.02189     142    0.38750
014     0.23570     1.02229     143    0.41250
015     0.23240     1.00887     144    0.43750
016     0.23350     1.01334     145    0.45250
017     0.23270     1.01009     146    0.46750
018     0.23230     1.00846     147    0.48250
019     0.23530     1.02067     148    0.49750
020     0.23430     1.01660     149    0.51250
021     0.23270     1.01009     150    0.52750
022     0.22000     0.95842     151    0.54250
023     0.23670     1.02636     152    0.55750
024     0.23350     1.01334     153    0.57250
025     0.23570     1.02229     154    0.58750
026     0.23350     1.01334     155    0.60250
027     0.23540     1.02107     156    0.61750
028     0.23390     1.01497     157    0.63250
029     0.23210     1.00765     158    0.64750
030     0.23510     1.01985     159    0.66250
031     0.23230     1.00846     160    0.67750
032     0.23380     1.01456     161    0.69250
033     0.22820     0.99178     162    0.70750
034     0.23200     1.00724     163    0.72250
035     0.23170     1.00602     164    0.73750
036     0.21960     0.95680     165    0.74750
037     0.23130     1.00439     166    0.75750
038     0.23060     1.00155     167    0.76750
039     0.22690     0.98649     168    0.77750
040     0.23120     1.00399     169    0.78750
041     0.22980     0.99829     170    0.79750
042     0.23410     1.01578     171    0.80750
043     0.23500     1.01945     172    0.81750
044     0.22870     0.99382     173    0.82750
045     0.23090     1.00277     174    0.83750
046     0.23460     1.01782     175    0.84750
047     0.23220     1.00805     176    0.85750
048     0.23160     1.00561     177    0.86750
049     0.23190     1.00683     178    0.87750
050     0.23370     1.01416     179    0.88750
051     0.23260     1.00968     180    0.89750
052     0.23190     1.00683     181    0.90750
053     0.23250     1.00928     182    0.91750
054     0.22800     0.99097     183    0.92750
055     0.23150     1.00521     184    0.93750
056     0.23150     1.00521     185    0.94750
057     0.24160     1.04629     186    0.95750
058     0.23540     1.02107     187    0.96750
059     0.23160     1.00561     188    0.97750
060     0.23310     1.01172     189    0.98750
061     0.22780     0.99016     190    0.99750
062     0.23300     1.01131     191    1.00750
063     0.23340     1.01294     192    1.01750
064     0.23070     1.00195     193    1.02750
065     0.22840     0.99260     194    1.03750
066     0.23410     1.01578     195    1.04750
067     0.23080     1.00236     196    1.05750
068     0.23210     1.00765     197    1.06750
069     0.23090     1.00277     198    1.07750
070     0.23030     1.00033     199    1.08750
071     0.21470     0.93686     200    1.09750
072     0.19850     0.87096     201    1.10750
073     0.19000     0.83638     202    1.11750
074     0.18630     0.82133     203    1.12750
075     0.19150     0.84249     204    1.13750
076     0.21120     0.92263     205    1.15250
077     0.22640     0.98446     206    1.16750
078     0.23120     1.00399     207    1.18250
079     0.22860     0.99341     208    1.19750
080     0.22910     0.99544     209    1.21250
081     0.23270     1.01009     210    1.22750
082     0.23320     1.01212     211    1.24250
083     0.23380     1.01456     212    1.25750
084     0.23500     1.01945     213    1.27250
085     0.22880     0.99422     214    1.28750
086     0.23260     1.00968     215    1.30250
087     0.23330     1.01253     216    1.31750
088     0.23190     1.00683     217    1.33250
089     0.23290     1.01090     218    1.34750
090     0.23380     1.01456     219    1.36250
091     0.22870     0.99382     220    1.37750
092     0.23120     1.00399     221    1.39250
093     0.23260     1.00968     222    1.40750
094     0.23220     1.00805     223    1.42250
095     0.23270     1.01009     224    1.43750
096     0.22920     0.99585     225    1.46250
097     0.23490     1.01904     226    1.48750
098     0.23680     1.02677     227    1.51250
099     0.22960     0.99748     228    1.53750
100     0.22990     0.99870     229    1.56250
101     0.22980     0.99829     230    1.58750
102     0.23450     1.01741     231    1.61250
103     0.22300     0.97063     232    1.63750
104     0.23300     1.01131     233    1.66250
105     0.23620     1.02433     234    1.68750
106     0.23120     1.00399     235    1.71250
107     0.23180     1.00643     236    1.73750
108     0.22830     0.99219     237    1.76250
109     0.23220     1.00805     238    1.78750
110     0.23480     1.01863     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02330     -0.03132      241    0.62500
001     -0.02800     -0.05044      242    0.93750
002     -0.02630     -0.04353      243    1.25000
003     -0.01020     0.02197      244    1.56250
