翼型实验数据

实验日期：2015年05月25日10:23:05
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.46m/s  攻角：17.00  雷诺数：1.00E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3726kPa 来流静压：100.1282kPa 来流动压：244.4Pa
升力系数：1.3988 -0.0552 -0.0552   阻力系数： 0.1804

力矩系数：-0.0002 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.86740     -3.50014    001   0.00000
001     -1.05470     -4.26692    002   0.00050
002     -1.09010     -4.41184    003   0.00125
003     -1.13410     -4.59197    004   0.00250
004     -1.18280     -4.79134    005   0.00500
005     -1.17210     -4.74753    006   0.00750
006     -1.12170     -4.54120    007   0.01000
007     -1.10690     -4.48062    008   0.01500
008     -0.97760     -3.95128    009   0.02500
009     -0.95170     -3.84525    010   0.05000
010     -0.63230     -2.53768    012   0.10000
011     -0.57050     -2.28469    013   0.12500
012     -0.51840     -2.07140    014   0.15000
013     -0.48160     -1.92074    015   0.17500
014     -0.41190     -1.63540    016   0.20000
015     -0.41020     -1.62844    017   0.22500
016     -0.33380     -1.31568    019   0.27500
017     -0.24220     -0.94068    021   0.32500
018     -0.19530     -0.74868    022   0.35000
019     -0.16100     -0.60826    023   0.37500
020     -0.14970     -0.56200    024   0.40000
021     -0.13700     -0.51001    025   0.42500
022     -0.13380     -0.49691    026   0.45000
023     -0.13300     -0.49363    027   0.47500
024     -0.13300     -0.49363    028   0.50000
025     -0.13140     -0.48708    029   0.52500
026     -0.13450     -0.49977    030   0.55000
027     -0.13530     -0.50305    031   0.57500
028     -0.13770     -0.51288    032   0.60000
029     -0.14130     -0.52761    033   0.62500
030     -0.14180     -0.52966    034   0.65000
031     -0.14360     -0.53703    035   0.67500
032     -0.14400     -0.53867    036   0.70000
033     -0.14580     -0.54604    038   0.75000
034     -0.14530     -0.54399    040   0.80000
035     -0.14490     -0.54235    041   0.82500
036     -0.15050     -0.56528    042   0.85000
037     -0.14550     -0.54481    043   0.87500
038     -0.14930     -0.56036    044   0.90000
039     -0.14770     -0.55381    045   0.92500
040     -0.14740     -0.55259    046   0.95000
041     -0.14180     -0.52966    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.70070     -2.81770    096    0.00000
001     -0.42990     -1.70909    095    0.00050
002     -0.24590     -0.95583    094    0.00125
003     -0.11390     -0.41544    093    0.00250
004     -0.02090     -0.03472    092    0.00500
005     0.07490     0.35747    091    0.00750
006     0.14070     0.62685    090    0.01000
007     0.22070     0.95435    089    0.01500
008     0.23580     1.01617    088    0.02500
009     0.23830     1.02641    087    0.05000
010     0.21590     0.93470    086    0.07500
011     0.16260     0.71650    084    0.12500
012     0.13960     0.62234    083    0.15000
013     0.12060     0.54456    082    0.17500
014     0.10330     0.47374    081    0.20000
015     0.07920     0.37508    080    0.22500
016     0.07000     0.33741    079    0.25000
017     0.05030     0.25676    078    0.27500
018     0.04050     0.21665    077    0.30000
019     0.03130     0.17898    076    0.32500
020     0.00450     0.06927    075    0.35000
021     0.00690     0.07909    074    0.37500
022     0.00780     0.08278    073    0.40000
023     0.00430     0.06845    072    0.42500
024     -0.00100     0.04675    071    0.45000
025     -0.00410     0.03406    070    0.47500
026     0.00200     0.05903    069    0.50000
027     0.01110     0.09629    068    0.52500
028     0.00920     0.08851    067    0.55000
029     0.01520     0.11307    066    0.57500
030     0.02170     0.13968    065    0.60000
031     0.02360     0.14746    064    0.62500
032     0.02110     0.13723    063    0.65000
033     0.02980     0.17284    062    0.67500
034     0.03380     0.18922    061    0.70000
035     0.04310     0.22729    060    0.72500
036     0.05850     0.29033    059    0.75000
037     0.05670     0.28297    056    0.82500
038     0.05780     0.28747    055    0.85000
039     0.04830     0.24858    054    0.87500
040     0.04150     0.22074    053    0.90000
041     0.02740     0.16302    052    0.92500
042     -0.00450     0.03242    051    0.95000
043     -0.03450     -0.09039    050    0.97500
044     -0.14800     -0.55504    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23660     1.01945     129    0.06250
001     0.23810     1.02559     130    0.08750
002     0.23530     1.01412     131    0.11250
003     0.23980     1.03255     132    0.13750
004     0.23740     1.02272     133    0.16250
005     0.23500     1.01290     134    0.18750
006     0.23980     1.03255     135    0.21250
007     0.23810     1.02559     136    0.23750
