翼型实验数据

实验日期：2015年05月25日10:23:11
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.48m/s  攻角：17.00  雷诺数：1.00E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3720kPa 来流静压：100.1270kPa 来流动压：245.0Pa
升力系数：1.3824 -0.0598 -0.0598   阻力系数： 0.1956

力矩系数：0.0006 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.86710     -3.48553    001   0.00000
001     -1.05290     -4.24381    002   0.00050
002     -1.08870     -4.38991    003   0.00125
003     -1.13260     -4.56907    004   0.00250
004     -1.18100     -4.76660    005   0.00500
005     -1.17030     -4.72293    006   0.00750
006     -1.12040     -4.51928    007   0.01000
007     -1.10620     -4.46133    008   0.01500
008     -0.97560     -3.92834    009   0.02500
009     -0.94740     -3.81325    010   0.05000
010     -0.63220     -2.52687    012   0.10000
011     -0.56900     -2.26895    013   0.12500
012     -0.51760     -2.05918    014   0.15000
013     -0.48020     -1.90654    015   0.17500
014     -0.41110     -1.62454    016   0.20000
015     -0.40500     -1.59964    017   0.22500
016     -0.32990     -1.29315    019   0.27500
017     -0.23800     -0.91809    021   0.32500
018     -0.19390     -0.73811    022   0.35000
019     -0.15890     -0.59527    023   0.37500
020     -0.14920     -0.55569    024   0.40000
021     -0.13690     -0.50549    025   0.42500
022     -0.13410     -0.49406    026   0.45000
023     -0.13350     -0.49161    027   0.47500
024     -0.13270     -0.48835    028   0.50000
025     -0.13110     -0.48182    029   0.52500
026     -0.13390     -0.49325    030   0.55000
027     -0.13440     -0.49529    031   0.57500
028     -0.13640     -0.50345    032   0.60000
029     -0.14010     -0.51855    033   0.62500
030     -0.13990     -0.51773    034   0.65000
031     -0.14170     -0.52508    035   0.67500
032     -0.14250     -0.52834    036   0.70000
033     -0.14450     -0.53651    038   0.75000
034     -0.14390     -0.53406    040   0.80000
035     -0.14350     -0.53242    041   0.82500
036     -0.15030     -0.56018    042   0.85000
037     -0.14500     -0.53855    043   0.87500
038     -0.14670     -0.54548    044   0.90000
039     -0.14600     -0.54263    045   0.92500
040     -0.14740     -0.54834    046   0.95000
041     -0.14290     -0.52998    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.69780     -2.79460    096    0.00000
001     -0.42880     -1.69677    095    0.00050
002     -0.24410     -0.94299    094    0.00125
003     -0.11270     -0.40673    093    0.00250
004     -0.02000     -0.02840    092    0.00500
005     0.07600     0.36338    091    0.00750
006     0.14160     0.63111    090    0.01000
007     0.22150     0.95719    089    0.01500
008     0.23660     1.01881    088    0.02500
009     0.23840     1.02616    087    0.05000
010     0.21540     0.93229    086    0.07500
011     0.16190     0.71395    084    0.12500
012     0.13930     0.62172    083    0.15000
013     0.11960     0.54132    082    0.17500
014     0.10310     0.47398    081    0.20000
015     0.07950     0.37767    080    0.22500
016     0.07000     0.33890    079    0.25000
017     0.05000     0.25727    078    0.27500
018     0.04130     0.22177    077    0.30000
019     0.03080     0.17892    076    0.32500
020     0.00440     0.07117    075    0.35000
021     0.00690     0.08138    074    0.37500
022     0.00690     0.08138    073    0.40000
023     0.00350     0.06750    072    0.42500
024     -0.00190     0.04546    071    0.45000
025     -0.00350     0.03893    070    0.47500
026     0.00130     0.05852    069    0.50000
027     0.01080     0.09729    068    0.52500
028     0.00940     0.09158    067    0.55000
029     0.01500     0.11443    066    0.57500
030     0.02120     0.13974    065    0.60000
031     0.02350     0.14912    064    0.62500
032     0.02080     0.13811    063    0.65000
033     0.02910     0.17198    062    0.67500
034     0.03300     0.18790    061    0.70000
035     0.04230     0.22585    060    0.72500
036     0.05850     0.29196    059    0.75000
037     0.05570     0.28054    056    0.82500
038     0.05840     0.29156    055    0.85000
039     0.04860     0.25156    054    0.87500
040     0.04110     0.22095    053    0.90000
041     0.02780     0.16667    052    0.92500
042     -0.00420     0.03608    051    0.95000
043     -0.03470     -0.08840    050    0.97500
044     -0.14600     -0.54263    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23630     1.01759     129    0.06250
001     0.23810     1.02494     130    0.08750
002     0.23660     1.01881     131    0.11250
003     0.24100     1.03677     132    0.13750
004     0.23780     1.02371     133    0.16250
005     0.23620     1.01718     134    0.18750
006     0.23840     1.02616     135    0.21250
007     0.24020     1.03351     136    0.23750
008     0.23730     1.02167     137    0.26250
009     0.23950     1.03065     138    0.28750
010     0.23570     1.01514     139    0.31250
011     0.23930     1.02983     140    0.33750
012     0.23940     1.03024     141    0.36250
013     0.23960     1.03106     142    0.38750
014     0.24040     1.03432     143    0.41250
015     0.23820     1.02534     144    0.43750
016     0.23900     1.02861     145    0.45250
017     0.23940     1.03024     146    0.46750
018     0.23750     1.02249     147    0.48250
019     0.23880     1.02779     148    0.49750
020     0.23490     1.01188     149    0.51250
021     0.23310     1.00453     150    0.52750
022     0.22020     0.95188     151    0.54250
023     0.23600     1.01637     152    0.55750
024     0.23520     1.01310     153    0.57250
025     0.23590     1.01596     154    0.58750
026     0.23530     1.01351     155    0.60250
027     0.23380     1.00739     156    0.61750
028     0.23240     1.00167     157    0.63250
029     0.22550     0.97351     158    0.64750
030     0.22550     0.97351     159    0.66250
031     0.22120     0.95596     160    0.67750
032     0.21270     0.92127     161    0.69250
033     0.20360     0.88414     162    0.70750
034     0.19960     0.86781     163    0.72250
035     0.19570     0.85190     164    0.73750
036     0.17770     0.77844     165    0.74750
037     0.18800     0.82047     166    0.75750
038     0.18240     0.79762     167    0.76750
039     0.17580     0.77068     168    0.77750
040     0.17470     0.76619     169    0.78750
041     0.17430     0.76456     170    0.79750
042     0.17410     0.76374     171    0.80750
043     0.16810     0.73926     172    0.81750
044     0.15070     0.66824     173    0.82750
045     0.14390     0.64049     174    0.83750
046     0.13780     0.61560     175    0.84750
047     0.13110     0.58825     176    0.85750
048     0.12760     0.57397     177    0.86750
049     0.11820     0.53561     178    0.87750
050     0.11410     0.51888     179    0.88750
051     0.11050     0.50418     180    0.89750
052     0.11280     0.51357     181    0.90750
053     0.11360     0.51683     182    0.91750
054     0.11160     0.50867     183    0.92750
055     0.10890     0.49765     184    0.93750
056     0.10890     0.49765     185    0.94750
057     0.11810     0.53520     186    0.95750
058     0.10770     0.49276     187    0.96750
059     0.10110     0.46582     188    0.97750
060     0.10320     0.47439     189    0.98750
061     0.10120     0.46623     190    0.99750
062     0.10280     0.47276     191    1.00750
063     0.10620     0.48663     192    1.01750
064     0.10100     0.46541     193    1.02750
065     0.10080     0.46460     194    1.03750
066     0.10910     0.49847     195    1.04750
067     0.11080     0.50541     196    1.05750
068     0.11400     0.51847     197    1.06750
069     0.11250     0.51235     198    1.07750
070     0.12060     0.54540     199    1.08750
071     0.11630     0.52785     200    1.09750
072     0.11650     0.52867     201    1.10750
073     0.11800     0.53479     202    1.11750
074     0.12820     0.57642     203    1.12750
075     0.13380     0.59927     204    1.13750
076     0.14500     0.64498     205    1.15250
077     0.14830     0.65845     206    1.16750
078     0.15710     0.69436     207    1.18250
079     0.16290     0.71803     208    1.19750
080     0.17030     0.74823     209    1.21250
081     0.18420     0.80496     210    1.22750
082     0.19630     0.85434     211    1.24250
083     0.19800     0.86128     212    1.25750
084     0.20790     0.90169     213    1.27250
085     0.21170     0.91719     214    1.28750
086     0.21720     0.93964     215    1.30250
087     0.22850     0.98576     216    1.31750
088     0.23080     0.99514     217    1.33250
