翼型实验数据

实验日期：2015年05月25日10:25:15
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.39m/s  攻角：21.00  雷诺数：1.00E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3784kPa 来流静压：100.1355kPa 来流动压：242.9Pa
升力系数：1.3270 -0.1079 -0.1079   阻力系数： 0.2810

力矩系数：-0.0288 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.07260     -4.38413    001   0.00000
001     -1.25270     -5.12349    002   0.00050
002     -1.27230     -5.20395    003   0.00125
003     -1.29840     -5.31110    004   0.00250
004     -1.31760     -5.38992    005   0.00500
005     -1.28830     -5.26963    006   0.00750
006     -1.20800     -4.93998    007   0.01000
007     -1.18970     -4.86485    008   0.01500
008     -1.09650     -4.48224    009   0.02500
009     -0.76210     -3.10945    010   0.05000
010     -0.59240     -2.41278    012   0.10000
011     -0.50550     -2.05604    013   0.12500
012     -0.43050     -1.74814    014   0.15000
013     -0.37000     -1.49977    015   0.17500
014     -0.28270     -1.14139    016   0.20000
015     -0.24310     -0.97882    017   0.22500
016     -0.16470     -0.65696    019   0.27500
017     -0.14900     -0.59251    021   0.32500
018     -0.14500     -0.57609    022   0.35000
019     -0.14520     -0.57691    023   0.37500
020     -0.15190     -0.60442    024   0.40000
021     -0.14590     -0.57979    025   0.42500
022     -0.14630     -0.58143    026   0.45000
023     -0.14900     -0.59251    027   0.47500
024     -0.14820     -0.58923    028   0.50000
025     -0.14730     -0.58553    029   0.52500
026     -0.15280     -0.60811    030   0.55000
027     -0.15410     -0.61345    031   0.57500
028     -0.15690     -0.62494    032   0.60000
029     -0.16290     -0.64958    033   0.62500
030     -0.16260     -0.64834    034   0.65000
031     -0.16470     -0.65696    035   0.67500
032     -0.16490     -0.65779    036   0.70000
033     -0.16630     -0.66353    038   0.75000
034     -0.16570     -0.66107    040   0.80000
035     -0.16430     -0.65532    041   0.82500
036     -0.16950     -0.67667    042   0.85000
037     -0.16450     -0.65614    043   0.87500
038     -0.16500     -0.65820    044   0.90000
039     -0.16380     -0.65327    045   0.92500
040     -0.16250     -0.64793    046   0.95000
041     -0.15450     -0.61509    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.89860     -3.66981    096    0.00000
001     -0.60090     -2.44768    095    0.00050
002     -0.38710     -1.56997    094    0.00125
003     -0.23290     -0.93694    093    0.00250
004     -0.12200     -0.48167    092    0.00500
005     -0.00240     0.00932    091    0.00750
006     0.08590     0.37181    090    0.01000
007     0.20060     0.84269    089    0.01500
008     0.23260     0.97405    088    0.02500
009     0.24730     1.03440    087    0.05000
010     0.23630     0.98924    086    0.07500
011     0.19050     0.80122    084    0.12500
012     0.16790     0.70844    083    0.15000
013     0.14890     0.63044    082    0.17500
014     0.13270     0.56394    081    0.20000
015     0.10770     0.46131    080    0.22500
016     0.09810     0.42190    079    0.25000
017     0.07700     0.33528    078    0.27500
018     0.06630     0.29135    077    0.30000
019     0.05500     0.24496    076    0.32500
020     0.02650     0.12796    075    0.35000
021     0.02720     0.13083    074    0.37500
022     0.02590     0.12550    073    0.40000
023     0.02150     0.10743    072    0.42500
024     0.01430     0.07788    071    0.45000
025     0.01060     0.06269    070    0.47500
026     0.01420     0.07747    069    0.50000
027     0.02190     0.10908    068    0.52500
028     0.01880     0.09635    067    0.55000
029     0.02400     0.11770    066    0.57500
030     0.02890     0.13781    065    0.60000
031     0.03040     0.14397    064    0.62500
032     0.02860     0.13658    063    0.65000
033     0.03670     0.16983    062    0.67500
034     0.04120     0.18831    061    0.70000
035     0.04610     0.20842    060    0.72500
036     0.05080     0.22772    059    0.75000
037     0.05960     0.26384    056    0.82500
038     0.06030     0.26672    055    0.85000
039     0.04950     0.22238    054    0.87500
040     0.04110     0.18790    053    0.90000
041     0.02630     0.12714    052    0.92500
042     -0.00710     -0.00998    051    0.95000
043     -0.04100     -0.14914    050    0.97500
044     -0.15960     -0.63603    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.24270     1.01552     129    0.06250
001     0.24450     1.02291     130    0.08750
002     0.24260     1.01511     131    0.11250
003     0.24650     1.03112     132    0.13750
004     0.24360     1.01921     133    0.16250
005     0.24160     1.01100     134    0.18750
006     0.24530     1.02619     135    0.21250
007     0.24460     1.02332     136    0.23750
008     0.24320     1.01757     137    0.26250
009     0.24530     1.02619     138    0.28750
010     0.24360     1.01921     139    0.31250
011     0.24440     1.02250     140    0.33750
012     0.24590     1.02865     141    0.36250
013     0.24690     1.03276     142    0.38750
014     0.24760     1.03563     143    0.41250
015     0.24390     1.02044     144    0.43750
016     0.24610     1.02948     145    0.45250
017     0.24380     1.02003     146    0.46750
018     0.24350     1.01880     147    0.48250
019     0.24750     1.03522     148    0.49750
020     0.24410     1.02127     149    0.51250
021     0.24380     1.02003     150    0.52750
022     0.23110     0.96790     151    0.54250
023     0.24890     1.04097     152    0.55750
024     0.24530     1.02619     153    0.57250
025     0.24800     1.03728     154    0.58750
026     0.24520     1.02578     155    0.60250
027     0.24770     1.03604     156    0.61750
028     0.24850     1.03933     157    0.63250
029     0.24150     1.01059     158    0.64750
030     0.23190     0.97118     159    0.66250
031     0.22040     0.92397     160    0.67750
032     0.21910     0.91863     161    0.69250
033     0.20260     0.85090     162    0.70750
034     0.19760     0.83037     163    0.72250
035     0.18940     0.79671     164    0.73750
036     0.17050     0.71912     165    0.74750
037     0.17610     0.74211     166    0.75750
