翼型实验数据

实验日期：2015年05月25日10:11:08
大气压(kPa)：100.1500  温度(℃)：25.20  密度： 1.16962kg/m^3
来流风速: 20.62m/s  攻角：0.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3796kPa 来流静压：100.1308kPa 来流动压：248.8Pa
升力系数：0.5617 0.0000 0.0000   阻力系数： 0.0075

力矩系数：-0.1025 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.21800     0.95357    001   0.00000
001     0.17430     0.77791    002   0.00050
002     0.13790     0.63159    003   0.00125
003     0.09730     0.46838    004   0.00250
004     0.03430     0.21514    005   0.00500
005     0.00580     0.10057    006   0.00750
006     -0.04460     -0.10202    007   0.01000
007     -0.10420     -0.34160    008   0.01500
008     -0.11430     -0.38220    009   0.02500
009     -0.14510     -0.50601    010   0.05000
010     -0.19690     -0.71423    012   0.10000
011     -0.21840     -0.80066    013   0.12500
012     -0.23490     -0.86699    014   0.15000
013     -0.25320     -0.94055    015   0.17500
014     -0.24410     -0.90397    016   0.20000
015     -0.27680     -1.03541    017   0.22500
016     -0.29470     -1.10737    019   0.27500
017     -0.30030     -1.12988    021   0.32500
018     -0.29970     -1.12747    022   0.35000
019     -0.29320     -1.10134    023   0.37500
020     -0.29610     -1.11300    024   0.40000
021     -0.28330     -1.06154    025   0.42500
022     -0.27100     -1.01210    026   0.45000
023     -0.26070     -0.97070    027   0.47500
024     -0.24900     -0.92366    028   0.50000
025     -0.24180     -0.89472    029   0.52500
026     -0.24020     -0.88829    030   0.55000
027     -0.17430     -0.62339    031   0.57500
028     -0.16740     -0.59565    032   0.60000
029     -0.15680     -0.55304    033   0.62500
030     -0.15060     -0.52812    034   0.65000
031     -0.13800     -0.47747    035   0.67500
032     -0.12520     -0.42602    036   0.70000
033     -0.10140     -0.33035    038   0.75000
034     -0.07840     -0.23789    040   0.80000
035     -0.06790     -0.19568    041   0.82500
036     -0.06350     -0.17800    042   0.85000
037     -0.04940     -0.12132    043   0.87500
038     -0.04240     -0.09318    044   0.90000
039     -0.03160     -0.04976    045   0.92500
040     -0.02230     -0.01238    046   0.95000
041     0.00720     0.10620    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23550     1.02392    096    0.00000
001     0.23200     1.00985    095    0.00050
002     0.21240     0.93106    094    0.00125
003     0.18480     0.82011    093    0.00250
004     0.16230     0.72967    092    0.00500
005     0.12120     0.56446    091    0.00750
006     0.08530     0.42015    090    0.01000
007     0.03630     0.22318    089    0.01500
008     0.00370     0.09213    088    0.02500
009     -0.02580     -0.02645    087    0.05000
010     -0.05800     -0.15589    086    0.07500
011     -0.09550     -0.30663    084    0.12500
012     -0.10850     -0.35889    083    0.15000
013     -0.11560     -0.38743    082    0.17500
014     -0.12090     -0.40873    081    0.20000
015     -0.13410     -0.46179    080    0.22500
016     -0.13290     -0.45697    079    0.25000
017     -0.13830     -0.47868    078    0.27500
018     -0.13230     -0.45456    077    0.30000
019     -0.12940     -0.44290    076    0.32500
020     -0.14500     -0.50561    075    0.35000
021     -0.13000     -0.44531    074    0.37500
022     -0.11680     -0.39225    073    0.40000
023     -0.10820     -0.35768    072    0.42500
024     -0.10480     -0.34401    071    0.45000
025     -0.10000     -0.32472    070    0.47500
026     -0.09450     -0.30261    069    0.50000
027     -0.06470     -0.18282    068    0.52500
028     -0.03500     -0.06343    067    0.55000
029     -0.02660     -0.02967    066    0.57500
030     -0.01430     0.01978    065    0.60000
031     -0.00370     0.06239    064    0.62500
032     0.00120     0.08208    063    0.65000
033     0.01510     0.13796    062    0.67500
034     0.02930     0.19504    061    0.70000
035     0.04180     0.24529    060    0.72500
036     0.04980     0.27745    059    0.75000
037     0.06580     0.34176    056    0.82500
038     0.07100     0.36266    055    0.85000
039     0.06860     0.35302    054    0.87500
040     0.07000     0.35864    053    0.90000
041     0.06530     0.33975    052    0.92500
042     0.05470     0.29714    051    0.95000
043     0.04870     0.27302    050    0.97500
044     0.02220     0.16650    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23060     1.00422     129    0.06250
001     0.23260     1.01226     130    0.08750
002     0.23200     1.00985     131    0.11250
003     0.23450     1.01990     132    0.13750
004     0.23120     1.00663     133    0.16250
005     0.22690     0.98935     134    0.18750
006     0.23360     1.01628     135    0.21250
007     0.23250     1.01186     136    0.23750
008     0.23190     1.00945     137    0.26250
009     0.23360     1.01628     138    0.28750
010     0.22890     0.99739     139    0.31250
011     0.23340     1.01548     140    0.33750
012     0.23240     1.01146     141    0.36250
013     0.23480     1.02110     142    0.38750
014     0.23520     1.02271     143    0.41250
015     0.23170     1.00864     144    0.43750
016     0.23360     1.01628     145    0.45250
017     0.23180     1.00904     146    0.46750
018     0.23070     1.00462     147    0.48250
019     0.23390     1.01749     148    0.49750
020     0.22980     1.00100     149    0.51250
021     0.23200     1.00985     150    0.52750
022     0.22000     0.96161     151    0.54250
023     0.23590     1.02553     152    0.55750
024     0.23280     1.01306     153    0.57250
025     0.23340     1.01548     154    0.58750
026     0.23290     1.01347     155    0.60250
027     0.23510     1.02231     156    0.61750
028     0.23430     1.01909     157    0.63250
029     0.23100     1.00583     158    0.64750
