翼型实验数据

实验日期：2015年05月25日10:00:40
大气压(kPa)：100.1600  温度(℃)：24.90  密度： 1.17091kg/m^3
来流风速: 20.55m/s  攻角：-4.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3892kPa 来流静压：100.1419kPa 来流动压：247.3Pa
升力系数：0.0559 0.0006 0.0006   阻力系数： 0.0085

力矩系数：-0.1239 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.19660     0.86808    001   0.00000
001     0.22920     0.99988    002   0.00050
002     0.23120     1.00796    003   0.00125
003     0.22730     0.99220    004   0.00250
004     0.20780     0.91336    005   0.00500
005     0.19290     0.85312    006   0.00750
006     0.15740     0.70959    007   0.01000
007     0.09670     0.46418    008   0.01500
008     0.08450     0.41485    009   0.02500
009     0.04230     0.24424    010   0.05000
010     -0.03990     -0.08810    012   0.10000
011     -0.07560     -0.23243    013   0.12500
012     -0.10130     -0.33634    014   0.15000
013     -0.12660     -0.43863    015   0.17500
014     -0.13440     -0.47016    016   0.20000
015     -0.16440     -0.59145    017   0.22500
016     -0.19400     -0.71113    019   0.27500
017     -0.21030     -0.77703    021   0.32500
018     -0.21600     -0.80007    022   0.35000
019     -0.21700     -0.80412    023   0.37500
020     -0.22240     -0.82595    024   0.40000
021     -0.21510     -0.79643    025   0.42500
022     -0.20660     -0.76207    026   0.45000
023     -0.20110     -0.73983    027   0.47500
024     -0.18990     -0.69455    028   0.50000
025     -0.17810     -0.64684    029   0.52500
026     -0.17380     -0.62946    030   0.55000
027     -0.16830     -0.60722    031   0.57500
028     -0.16440     -0.59145    032   0.60000
029     -0.12030     -0.41316    033   0.62500
030     -0.11520     -0.39254    034   0.65000
031     -0.10790     -0.36302    035   0.67500
032     -0.09840     -0.32461    036   0.70000
033     -0.08100     -0.25427    038   0.75000
034     -0.06350     -0.18351    040   0.80000
035     -0.05460     -0.14753    041   0.82500
036     -0.05240     -0.13864    042   0.85000
037     -0.03940     -0.08608    043   0.87500
038     -0.03580     -0.07152    044   0.90000
039     -0.02610     -0.03230    045   0.92500
040     -0.01850     -0.00158    046   0.95000
041     0.00810     0.10597    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.16030     0.72131    096    0.00000
001     0.07830     0.38979    095    0.00050
002     0.02210     0.16257    094    0.00125
003     -0.03310     -0.06060    093    0.00250
004     -0.07460     -0.22839    092    0.00500
005     -0.13270     -0.46329    091    0.00750
006     -0.16500     -0.59388    090    0.01000
007     -0.19410     -0.71153    089    0.01500
008     -0.20860     -0.77015    088    0.02500
009     -0.21370     -0.79077    087    0.05000
010     -0.21970     -0.81503    086    0.07500
011     -0.22390     -0.83201    084    0.12500
012     -0.22580     -0.83969    083    0.15000
013     -0.22300     -0.82837    082    0.17500
014     -0.22340     -0.82999    081    0.20000
015     -0.22830     -0.84980    080    0.22500
016     -0.22150     -0.82231    079    0.25000
017     -0.21930     -0.81341    078    0.27500
018     -0.20810     -0.76813    077    0.30000
019     -0.20030     -0.73660    076    0.32500
020     -0.20990     -0.77541    075    0.35000
021     -0.19180     -0.70223    074    0.37500
022     -0.17890     -0.65008    073    0.40000
023     -0.17010     -0.61450    072    0.42500
024     -0.16780     -0.60520    071    0.45000
025     -0.12450     -0.43014    070    0.47500
026     -0.10690     -0.35898    069    0.50000
027     -0.08510     -0.27084    068    0.52500
028     -0.07480     -0.22920    067    0.55000
029     -0.05790     -0.16087    066    0.57500
030     -0.04060     -0.09093    065    0.60000
031     -0.02580     -0.03109    064    0.62500
032     -0.01910     -0.00400    063    0.65000
033     -0.00210     0.06473    062    0.67500
034     0.01270     0.12457    061    0.70000
035     0.02670     0.18117    060    0.72500
036     0.03590     0.21836    059    0.75000
037     0.05390     0.29114    056    0.82500
038     0.06090     0.31944    055    0.85000
039     0.05870     0.31054    054    0.87500
040     0.06190     0.32348    053    0.90000
041     0.05940     0.31337    052    0.92500
042     0.04890     0.27092    051    0.95000
043     0.04510     0.25556    050    0.97500
044     0.02540     0.17591    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23060     1.00554     129    0.06250
001     0.23170     1.00999     130    0.08750
002     0.23130     1.00837     131    0.11250
003     0.23510     1.02373     132    0.13750
004     0.23190     1.01079     133    0.16250
005     0.23020     1.00392     134    0.18750
006     0.23580     1.02656     135    0.21250
007     0.23290     1.01484     136    0.23750
008     0.23200     1.01120     137    0.26250
009     0.23380     1.01848     138    0.28750
010     0.23030     1.00433     139    0.31250
011     0.23280     1.01443     140    0.33750
012     0.23460     1.02171     141    0.36250
013     0.23500     1.02333     142    0.38750
014     0.23510     1.02373     143    0.41250
015     0.23230     1.01241     144    0.43750
016     0.23350     1.01726     145    0.45250
017     0.23160     1.00958     146    0.46750
018     0.23270     1.01403     147    0.48250
019     0.23510     1.02373     148    0.49750
020     0.22940     1.00069     149    0.51250
021     0.23010     1.00352     150    0.52750
022     0.22020     0.96349     151    0.54250
023     0.23610     1.02778     152    0.55750
024     0.23410     1.01969     153    0.57250
025     0.23490     1.02292     154    0.58750
026     0.23250     1.01322     155    0.60250
027     0.23490     1.02292     156    0.61750
028     0.23390     1.01888     157    0.63250
029     0.23070     1.00594     158    0.64750
030     0.23420     1.02009     159    0.66250
031     0.23100     1.00716     160    0.67750
032     0.23400     1.01929     161    0.69250
033     0.22710     0.99139     162    0.70750
034     0.23080     1.00635     163    0.72250
035     0.23150     1.00918     164    0.73750
036     0.21930     0.95985     165    0.74750
037     0.23050     1.00513     166    0.75750
038     0.23050     1.00513     167    0.76750
039     0.22890     0.99867     168    0.77750
040     0.23080     1.00635     169    0.78750
041     0.23060     1.00554     170    0.79750
042     0.23550     1.02535     171    0.80750
043     0.23450     1.02131     172    0.81750
044     0.22730     0.99220     173    0.82750
045     0.23020     1.00392     174    0.83750
046     0.23400     1.01929     175    0.84750
047     0.22960     1.00150     176    0.85750
048     0.23160     1.00958     177    0.86750
049     0.23130     1.00837     178    0.87750
050     0.23370     1.01807     179    0.88750
051     0.23190     1.01079     180    0.89750
052     0.23210     1.01160     181    0.90750
053     0.23200     1.01120     182    0.91750
054     0.22750     0.99301     183    0.92750
055     0.23140     1.00877     184    0.93750
056     0.23160     1.00958     185    0.94750
057     0.24130     1.04880     186    0.95750
058     0.23500     1.02333     187    0.96750
059     0.23160     1.00958     188    0.97750
060     0.23140     1.00877     189    0.98750
061     0.22650     0.98896     190    0.99750
062     0.23400     1.01929     191    1.00750
063     0.23330     1.01646     192    1.01750
064     0.23010     1.00352     193    1.02750
065     0.22330     0.97602     194    1.03750
066     0.21760     0.95298     195    1.04750
067     0.20090     0.88546     196    1.05750
068     0.18820     0.83411     197    1.06750
069     0.18700     0.82926     198    1.07750
070     0.19920     0.87859     199    1.08750
071     0.21180     0.92953     200    1.09750
072     0.21900     0.95864     201    1.10750
073     0.22770     0.99381     202    1.11750
074     0.23080     1.00635     203    1.12750
075     0.22910     0.99947     204    1.13750
076     0.23400     1.01929     205    1.15250
077     0.23150     1.00918     206    1.16750
078     0.23220     1.01201     207    1.18250
079     0.22790     0.99462     208    1.19750
080     0.22860     0.99745     209    1.21250
081     0.23190     1.01079     210    1.22750
082     0.23290     1.01484     211    1.24250
083     0.23160     1.00958     212    1.25750
084     0.23400     1.01929     213    1.27250
085     0.22960     1.00150     214    1.28750
086     0.23230     1.01241     215    1.30250
087     0.23210     1.01160     216    1.31750
088     0.23220     1.01201     217    1.33250
089     0.23160     1.00958     218    1.34750
090     0.23280     1.01443     219    1.36250
091     0.22890     0.99867     220    1.37750
092     0.23090     1.00675     221    1.39250
093     0.23250     1.01322     222    1.40750
094     0.23140     1.00877     223    1.42250
095     0.23250     1.01322     224    1.43750
096     0.23090     1.00675     225    1.46250
097     0.23460     1.02171     226    1.48750
098     0.23500     1.02333     227    1.51250
099     0.22900     0.99907     228    1.53750
100     0.22870     0.99786     229    1.56250
101     0.23050     1.00513     230    1.58750
102     0.23530     1.02454     231    1.61250
103     0.22170     0.96956     232    1.63750
104     0.23160     1.00958     233    1.66250
105     0.23610     1.02778     234    1.68750
106     0.22920     0.99988     235    1.71250
107     0.23190     1.01079     236    1.73750
108     0.22800     0.99503     237    1.76250
109     0.23320     1.01605     238    1.78750
110     0.23600     1.02737     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02220     -0.01654      241    0.62500
001     -0.02600     -0.03190      242    0.93750
002     -0.02760     -0.03837      243    1.25000
003     -0.01220     0.02389      244    1.56250
