翼型实验数据

实验日期：2015年05月25日10:21:00
大气压(kPa)：100.1400  温度(℃)：25.50  密度： 1.16832kg/m^3
来流风速: 20.51m/s  攻角：14.00  雷诺数：1.00E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3699kPa 来流静压：100.1243kPa 来流动压：245.6Pa
升力系数：1.3639 -0.0203 -0.0203   阻力系数： 0.0814

力矩系数：-0.0074 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.65100     -2.58664    001   0.00000
001     -0.83050     -3.31744    002   0.00050
002     -0.87680     -3.50594    003   0.00125
003     -0.93240     -3.73231    004   0.00250
004     -0.99720     -3.99613    005   0.00500
005     -0.99960     -4.00590    006   0.00750
006     -0.97680     -3.91308    007   0.01000
007     -0.97800     -3.91796    008   0.01500
008     -0.85320     -3.40986    009   0.02500
009     -0.79260     -3.16314    010   0.05000
010     -0.59530     -2.35986    012   0.10000
011     -0.55470     -2.19457    013   0.12500
012     -0.51730     -2.04230    014   0.15000
013     -0.49340     -1.94500    015   0.17500
014     -0.43410     -1.70357    016   0.20000
015     -0.44330     -1.74102    017   0.22500
016     -0.39360     -1.53868    019   0.27500
017     -0.33310     -1.29236    021   0.32500
018     -0.30080     -1.16086    022   0.35000
019     -0.25970     -0.99353    023   0.37500
020     -0.22920     -0.86935    024   0.40000
021     -0.18270     -0.68003    025   0.42500
022     -0.15320     -0.55993    026   0.45000
023     -0.13520     -0.48665    027   0.47500
024     -0.12710     -0.45367    028   0.50000
025     -0.12410     -0.44145    029   0.52500
026     -0.12720     -0.45408    030   0.55000
027     -0.12720     -0.45408    031   0.57500
028     -0.12910     -0.46181    032   0.60000
029     -0.13400     -0.48176    033   0.62500
030     -0.13520     -0.48665    034   0.65000
031     -0.13630     -0.49112    035   0.67500
032     -0.13670     -0.49275    036   0.70000
033     -0.13680     -0.49316    038   0.75000
034     -0.13390     -0.48135    040   0.80000
035     -0.13180     -0.47280    041   0.82500
036     -0.13860     -0.50049    042   0.85000
037     -0.13530     -0.48705    043   0.87500
038     -0.13770     -0.49682    044   0.90000
039     -0.13880     -0.50130    045   0.92500
040     -0.14170     -0.51311    046   0.95000
041     -0.13930     -0.50334    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.49580     -1.95477    096    0.00000
001     -0.26330     -1.00818    095    0.00050
002     -0.11140     -0.38975    094    0.00125
003     -0.00410     0.04711    093    0.00250
004     0.06920     0.34553    092    0.00500
005     0.14090     0.63745    091    0.00750
006     0.18450     0.81496    090    0.01000
007     0.23420     1.01730    089    0.01500
008     0.23510     1.02097    088    0.02500
009     0.22480     0.97903    087    0.05000
010     0.19500     0.85771    086    0.07500
011     0.13600     0.61750    084    0.12500
012     0.11220     0.52060    083    0.15000
013     0.09350     0.44447    082    0.17500
014     0.07710     0.37770    081    0.20000
015     0.05250     0.27754    080    0.22500
016     0.04500     0.24701    079    0.25000
017     0.02700     0.17372    078    0.27500
018     0.02010     0.14563    077    0.30000
019     0.01050     0.10655    076    0.32500
020     -0.01510     0.00232    075    0.35000
021     -0.01070     0.02023    074    0.37500
022     -0.00830     0.03001    073    0.40000
023     -0.01060     0.02064    072    0.42500
024     -0.01420     0.00598    071    0.45000
025     -0.01520     0.00191    070    0.47500
026     -0.00880     0.02797    069    0.50000
027     0.00180     0.07113    068    0.52500
028     0.00090     0.06746    067    0.55000
029     0.00780     0.09555    066    0.57500
030     0.01430     0.12202    065    0.60000
