翼型实验数据

实验日期：2015年05月25日10:10:23
大气压(kPa)：100.1500  温度(℃)：25.20  密度： 1.16962kg/m^3
来流风速: 20.48m/s  攻角：-1.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3768kPa 来流静压：100.1316kPa 来流动压：245.2Pa
升力系数：0.4366 0.0001 0.0001   阻力系数： 0.0061

力矩系数：-0.1090 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23090     1.01660    001   0.00000
001     0.20760     0.92181    002   0.00050
002     0.17940     0.80709    003   0.00125
003     0.14710     0.67570    004   0.00250
004     0.09380     0.45887    005   0.00500
005     0.06710     0.35026    006   0.00750
006     0.01810     0.15092    007   0.01000
007     -0.04330     -0.09885    008   0.01500
008     -0.05520     -0.14726    009   0.02500
009     -0.09140     -0.29452    010   0.05000
010     -0.15300     -0.54511    012   0.10000
011     -0.17850     -0.64885    013   0.12500
012     -0.19860     -0.73062    014   0.15000
013     -0.21760     -0.80791    015   0.17500
014     -0.21470     -0.79611    016   0.20000
015     -0.24540     -0.92100    017   0.22500
016     -0.26750     -1.01090    019   0.27500
017     -0.27590     -1.04507    021   0.32500
018     -0.27660     -1.04792    022   0.35000
019     -0.27210     -1.02962    023   0.37500
020     -0.27670     -1.04833    024   0.40000
021     -0.26500     -1.00073    025   0.42500
022     -0.25290     -0.95151    026   0.45000
023     -0.24330     -0.91246    027   0.47500
024     -0.23130     -0.86364    028   0.50000
025     -0.22300     -0.82988    029   0.52500
026     -0.22110     -0.82215    030   0.55000
027     -0.19050     -0.69766    031   0.57500
028     -0.15450     -0.55122    032   0.60000
029     -0.14710     -0.52111    033   0.62500
030     -0.14140     -0.49793    034   0.65000
031     -0.13070     -0.45440    035   0.67500
032     -0.11780     -0.40192    036   0.70000
033     -0.09600     -0.31324    038   0.75000
034     -0.07530     -0.22903    040   0.80000
035     -0.06400     -0.18306    041   0.82500
036     -0.06040     -0.16842    042   0.85000
037     -0.04770     -0.11675    043   0.87500
038     -0.04120     -0.09031    044   0.90000
039     -0.03090     -0.04841    045   0.92500
040     -0.02180     -0.01139    046   0.95000
041     0.00770     0.10862    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23410     1.02962    096    0.00000
001     0.21120     0.93646    095    0.00050
002     0.18090     0.81320    094    0.00125
003     0.14520     0.66797    093    0.00250
004     0.11520     0.54593    092    0.00500
005     0.06930     0.35921    091    0.00750
006     0.03250     0.20950    090    0.01000
007     -0.01380     0.02115    089    0.01500
008     -0.04400     -0.10170    088    0.02500
009     -0.06850     -0.20137    087    0.05000
010     -0.09560     -0.31161    086    0.07500
011     -0.12600     -0.43528    084    0.12500
012     -0.13480     -0.47108    083    0.15000
013     -0.14070     -0.49508    082    0.17500
014     -0.14530     -0.51379    081    0.20000
015     -0.15620     -0.55813    080    0.22500
016     -0.15360     -0.54756    079    0.25000
017     -0.15690     -0.56098    078    0.27500
018     -0.14930     -0.53006    077    0.30000
019     -0.14580     -0.51582    076    0.32500
020     -0.16000     -0.57359    075    0.35000
021     -0.14360     -0.50687    074    0.37500
022     -0.13020     -0.45236    073    0.40000
023     -0.12160     -0.41738    072    0.42500
024     -0.11940     -0.40843    071    0.45000
025     -0.11510     -0.39094    070    0.47500
026     -0.11130     -0.37548    069    0.50000
027     -0.05000     -0.12611    068    0.52500
028     -0.04630     -0.11106    067    0.55000
029     -0.03520     -0.06590    066    0.57500
030     -0.02030     -0.00529    065    0.60000
031     -0.00980     0.03743    064    0.62500
032     -0.00390     0.06143    063    0.65000
033     0.01140     0.12367    062    0.67500
034     0.02460     0.17737    061    0.70000
035     0.03770     0.23066    060    0.72500
036     0.04630     0.26564    059    0.75000
037     0.06160     0.32788    056    0.82500
038     0.06850     0.35595    055    0.85000
039     0.06620     0.34660    054    0.87500
040     0.06760     0.35229    053    0.90000
041     0.06400     0.33765    052    0.92500
042     0.05280     0.29208    051    0.95000
043     0.04700     0.26849    050    0.97500
044     0.02220     0.16760    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23000     1.01294     129    0.06250
001     0.23140     1.01863     130    0.08750
002     0.22750     1.00277     131    0.11250
003     0.23370     1.02799     132    0.13750
004     0.23030     1.01416     133    0.16250
005     0.22750     1.00277     134    0.18750
006     0.23280     1.02433     135    0.21250
007     0.23210     1.02148     136    0.23750
008     0.23050     1.01497     137    0.26250
009     0.23310     1.02555     138    0.28750
010     0.22960     1.01131     139    0.31250
011     0.23230     1.02229     140    0.33750
012     0.23070     1.01578     141    0.36250
013     0.23450     1.03124     142    0.38750
014     0.23220     1.02189     143    0.41250
015     0.23020     1.01375     144    0.43750
016     0.23380     1.02839     145    0.45250
017     0.23230     1.02229     146    0.46750
018     0.23070     1.01578     147    0.48250
019     0.23410     1.02962     148    0.49750
020     0.23060     1.01538     149    0.51250
021     0.23090     1.01660     150    0.52750
022     0.21680     0.95924     151    0.54250
023     0.23470     1.03206     152    0.55750
024     0.23020     1.01375     153    0.57250
025     0.23460     1.03165     154    0.58750
026     0.23200     1.02107     155    0.60250
027     0.23290     1.02473     156    0.61750
028     0.23320     1.02595     157    0.63250
029     0.23040     1.01456     158    0.64750
030     0.23280     1.02433     159    0.66250
031     0.23050     1.01497     160    0.67750
032     0.23180     1.02026     161    0.69250
033     0.22610     0.99707     162    0.70750
034     0.23020     1.01375     163    0.72250
035     0.23010     1.01334     164    0.73750
036     0.21730     0.96127     165    0.74750
037     0.22950     1.01090     166    0.75750
038     0.23050     1.01497     167    0.76750
039     0.22680     0.99992     168    0.77750
040     0.23060     1.01538     169    0.78750
041     0.22950     1.01090     170    0.79750
042     0.23510     1.03368     171    0.80750
043     0.23380     1.02839     172    0.81750
044     0.22720     1.00155     173    0.82750
045     0.22990     1.01253     174    0.83750
046     0.23310     1.02555     175    0.84750
047     0.22970     1.01172     176    0.85750
048     0.23090     1.01660     177    0.86750
049     0.23090     1.01660     178    0.87750
050     0.23190     1.02067     179    0.88750
051     0.23060     1.01538     180    0.89750
052     0.23130     1.01822     181    0.90750
053     0.23080     1.01619     182    0.91750
054     0.22790     1.00439     183    0.92750
055     0.22950     1.01090     184    0.93750
056     0.22870     1.00765     185    0.94750
057     0.23970     1.05240     186    0.95750
058     0.23340     1.02677     187    0.96750
059     0.22750     1.00277     188    0.97750
060     0.21670     0.95883     189    0.98750
061     0.19730     0.87991     190    0.99750
062     0.19190     0.85794     191    1.00750
063     0.18680     0.83720     192    1.01750
064     0.18920     0.84696     193    1.02750
065     0.19980     0.89008     194    1.03750
066     0.21930     0.96941     195    1.04750
067     0.22440     0.99016     196    1.05750
068     0.22760     1.00317     197    1.06750
069     0.22990     1.01253     198    1.07750
070     0.23570     1.03612     199    1.08750
071     0.23040     1.01456     200    1.09750
072     0.22640     0.99829     201    1.10750
073     0.22880     1.00805     202    1.11750
074     0.22940     1.01050     203    1.12750
075     0.23170     1.01985     204    1.13750
076     0.23570     1.03612     205    1.15250
077     0.22890     1.00846     206    1.16750
078     0.22980     1.01212     207    1.18250
079     0.22730     1.00195     208    1.19750
080     0.22810     1.00521     209    1.21250
081     0.22980     1.01212     210    1.22750
082     0.23230     1.02229     211    1.24250
083     0.23110     1.01741     212    1.25750
084     0.23220     1.02189     213    1.27250
085     0.23100     1.01700     214    1.28750
086     0.23280     1.02433     215    1.30250
087     0.23150     1.01904     216    1.31750
088     0.22880     1.00805     217    1.33250
089     0.23160     1.01945     218    1.34750
090     0.23400     1.02921     219    1.36250
091     0.22660     0.99911     220    1.37750
092     0.22950     1.01090     221    1.39250
093     0.23200     1.02107     222    1.40750
094     0.23150     1.01904     223    1.42250
095     0.23130     1.01822     224    1.43750
096     0.22920     1.00968     225    1.46250
097     0.23340     1.02677     226    1.48750
098     0.23410     1.02962     227    1.51250
099     0.22870     1.00765     228    1.53750
100     0.22810     1.00521     229    1.56250
101     0.22870     1.00765     230    1.58750
102     0.23280     1.02433     231    1.61250
103     0.22120     0.97714     232    1.63750
104     0.23040     1.01456     233    1.66250
105     0.23470     1.03206     234    1.68750
106     0.22780     1.00399     235    1.71250
107     0.22980     1.01212     236    1.73750
108     0.22740     1.00236     237    1.76250
109     0.23100     1.01700     238    1.78750
110     0.23430     1.03043     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.01950     -0.00203      241    0.62500
001     -0.02470     -0.02319      242    0.93750
002     -0.02820     -0.03743      243    1.25000
003     -0.01230     0.02726      244    1.56250
