翼型实验数据

实验日期：2015年05月25日10:26:39
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.63m/s  攻角：23.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3896kPa 来流静压：100.1411kPa 来流动压：248.5Pa
升力系数：1.3281 -0.1282 -0.1282   阻力系数： 0.3021

力矩系数：-0.0500 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.16950     -4.68538    001   0.00000
001     -1.34310     -5.38151    002   0.00050
002     -1.35490     -5.42882    003   0.00125
003     -1.36800     -5.48135    004   0.00250
004     -1.37120     -5.49419    005   0.00500
005     -1.33090     -5.33258    006   0.00750
006     -1.23860     -4.96247    007   0.01000
007     -1.23300     -4.94001    008   0.01500
008     -1.15910     -4.64368    009   0.02500
009     -0.78250     -3.13353    010   0.05000
010     -0.53830     -2.15430    012   0.10000
011     -0.43420     -1.73687    013   0.12500
012     -0.33430     -1.33627    014   0.15000
013     -0.25590     -1.02189    015   0.17500
014     -0.17890     -0.71313    016   0.20000
015     -0.17150     -0.68345    017   0.22500
016     -0.16370     -0.65218    019   0.27500
017     -0.16190     -0.64496    021   0.32500
018     -0.16050     -0.63935    022   0.35000
019     -0.16120     -0.64215    023   0.37500
020     -0.16890     -0.67303    024   0.40000
021     -0.16480     -0.65659    025   0.42500
022     -0.16540     -0.65899    026   0.45000
023     -0.16770     -0.66822    027   0.47500
024     -0.16760     -0.66782    028   0.50000
025     -0.16830     -0.67062    029   0.52500
026     -0.17200     -0.68546    030   0.55000
027     -0.17340     -0.69107    031   0.57500
028     -0.17640     -0.70310    032   0.60000
029     -0.18060     -0.71995    033   0.62500
030     -0.18020     -0.71834    034   0.65000
031     -0.18120     -0.72235    035   0.67500
032     -0.18240     -0.72716    036   0.70000
033     -0.18290     -0.72917    038   0.75000
034     -0.18150     -0.72355    040   0.80000
035     -0.18080     -0.72075    041   0.82500
036     -0.18600     -0.74160    042   0.85000
037     -0.18180     -0.72476    043   0.87500
038     -0.18180     -0.72476    044   0.90000
039     -0.18030     -0.71874    045   0.92500
040     -0.18030     -0.71874    046   0.95000
041     -0.17350     -0.69147    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.99470     -3.98444    096    0.00000
001     -0.68210     -2.73093    095    0.00050
002     -0.45590     -1.82388    094    0.00125
003     -0.28870     -1.15342    093    0.00250
004     -0.16990     -0.67704    092    0.00500
005     -0.03660     -0.14251    091    0.00750
006     0.06120     0.24966    090    0.01000
007     0.19400     0.78218    089    0.01500
008     0.23530     0.94779    088    0.02500
009     0.25660     1.03320    087    0.05000
010     0.25160     1.01315    086    0.07500
011     0.20800     0.83832    084    0.12500
012     0.18690     0.75371    083    0.15000
013     0.16810     0.67832    082    0.17500
014     0.14980     0.60494    081    0.20000
015     0.12640     0.51111    080    0.22500
016     0.11470     0.46419    079    0.25000
017     0.09400     0.38119    078    0.27500
018     0.08140     0.33066    077    0.30000
019     0.06940     0.28254    076    0.32500
020     0.04030     0.16585    075    0.35000
021     0.04070     0.16746    074    0.37500
022     0.03850     0.15863    073    0.40000
023     0.03150     0.13056    072    0.42500
024     0.02420     0.10129    071    0.45000
025     0.01980     0.08365    070    0.47500
026     0.02270     0.09528    069    0.50000
027     0.02950     0.12254    068    0.52500
028     0.02560     0.10691    067    0.55000
029     0.03020     0.12535    066    0.57500
030     0.03460     0.14299    065    0.60000
031     0.03570     0.14741    064    0.62500
032     0.03360     0.13898    063    0.65000
033     0.04240     0.17427    062    0.67500
034     0.04620     0.18951    061    0.70000
035     0.05140     0.21036    060    0.72500
036     0.05630     0.23001    059    0.75000
037     0.05910     0.24124    056    0.82500
038     0.06260     0.25527    055    0.85000
039     0.05200     0.21277    054    0.87500
040     0.04190     0.17227    053    0.90000
041     0.02530     0.10570    052    0.92500
042     -0.01080     -0.03906    051    0.95000
043     -0.04780     -0.18742    050    0.97500
044     -0.18060     -0.71995    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.25100     1.01075     129    0.06250
001     0.25300     1.01877     130    0.08750
002     0.25150     1.01275     131    0.11250
003     0.25570     1.02959     132    0.13750
004     0.25300     1.01877     133    0.16250
005     0.25080     1.00994     134    0.18750
006     0.25390     1.02238     135    0.21250
007     0.25410     1.02318     136    0.23750
008     0.25250     1.01676     137    0.26250
009     0.25560     1.02919     138    0.28750
010     0.25430     1.02398     139    0.31250
011     0.25550     1.02879     140    0.33750
012     0.25210     1.01516     141    0.36250
013     0.25830     1.04002     142    0.38750
014     0.25620     1.03160     143    0.41250
015     0.25330     1.01997     144    0.43750
016     0.25530     1.02799     145    0.45250
017     0.25490     1.02639     146    0.46750
018     0.25360     1.02117     147    0.48250
019     0.25800     1.03882     148    0.49750
020     0.25420     1.02358     149    0.51250
021     0.25280     1.01796     150    0.52750
022     0.23970     0.96543     151    0.54250
023     0.25380     1.02197     152    0.55750
024     0.24930     1.00393     153    0.57250
025     0.24610     0.99110     154    0.58750
026     0.24180     0.97386     155    0.60250
027     0.24140     0.97225     156    0.61750
028     0.23240     0.93616     157    0.63250
029     0.23200     0.93456     158    0.64750
030     0.23370     0.94137     159    0.66250
031     0.22630     0.91170     160    0.67750
032     0.22790     0.91812     161    0.69250
033     0.21160     0.85275     162    0.70750
034     0.20160     0.81266     163    0.72250
035     0.18700     0.75411     164    0.73750
036     0.16910     0.68233     165    0.74750
037     0.18000     0.72604     166    0.75750
038     0.17550     0.70800     167    0.76750
039     0.17510     0.70639     168    0.77750
040     0.18350     0.74008     169    0.78750
041     0.17280     0.69717     170    0.79750
042     0.16750     0.67592     171    0.80750
043     0.16170     0.65266     172    0.81750
044     0.13630     0.55081     173    0.82750
045     0.13680     0.55281     174    0.83750
046     0.13100     0.52955     175    0.84750
047     0.12790     0.51712     176    0.85750
048     0.12660     0.51191     177    0.86750
049     0.10670     0.43211     178    0.87750
050     0.10590     0.42890     179    0.88750
051     0.10510     0.42570     180    0.89750
052     0.10260     0.41567     181    0.90750
053     0.09490     0.38479     182    0.91750
054     0.07940     0.32264     183    0.92750
055     0.07810     0.31743     184    0.93750
056     0.06000     0.24485     185    0.94750
057     0.06680     0.27211     186    0.95750
058     0.06960     0.28334     187    0.96750
059     0.03720     0.15342     188    0.97750
060     0.03790     0.15623     189    0.98750
061     0.02770     0.11533     190    0.99750
062     0.04040     0.16625     191    1.00750
063     0.03920     0.16144     192    1.01750
064     0.05610     0.22921     193    1.02750
065     0.05360     0.21918     194    1.03750
066     0.05510     0.22520     195    1.04750
067     0.03920     0.16144     196    1.05750
068     0.04420     0.18149     197    1.06750
069     0.03510     0.14500     198    1.07750
070     0.03760     0.15502     199    1.08750
071     0.03540     0.14620     200    1.09750
072     0.03600     0.14861     201    1.10750
073     0.03850     0.15863     202    1.11750
074     0.04490     0.18430     203    1.12750
