翼型实验数据

实验日期：2015年05月25日10:27:09
大气压(kPa)：100.1400  温度(℃)：25.70  密度： 1.16754kg/m^3
来流风速: 20.56m/s  攻角：24.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3887kPa 来流静压：100.1419kPa 来流动压：246.8Pa
升力系数：1.3515 -0.1251 -0.1251   阻力系数： 0.2811

力矩系数：-0.0642 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.17860     -4.78343    001   0.00000
001     -1.34360     -5.45199    002   0.00050
002     -1.35110     -5.48237    003   0.00125
003     -1.35850     -5.51236    004   0.00250
004     -1.35030     -5.47913    005   0.00500
005     -1.30570     -5.29842    006   0.00750
006     -1.21520     -4.93173    007   0.01000
007     -1.21800     -4.94307    008   0.01500
008     -1.15130     -4.67281    009   0.02500
009     -0.75650     -3.07314    010   0.05000
010     -0.48650     -1.97913    012   0.10000
011     -0.37430     -1.52451    013   0.12500
012     -0.26600     -1.08570    014   0.15000
013     -0.20030     -0.81949    015   0.17500
014     -0.16170     -0.66309    016   0.20000
015     -0.16870     -0.69145    017   0.22500
016     -0.16840     -0.69023    019   0.27500
017     -0.16850     -0.69064    021   0.32500
018     -0.16860     -0.69105    022   0.35000
019     -0.16930     -0.69388    023   0.37500
020     -0.17650     -0.72306    024   0.40000
021     -0.17260     -0.70725    025   0.42500
022     -0.17300     -0.70887    026   0.45000
023     -0.17600     -0.72103    027   0.47500
024     -0.17630     -0.72224    028   0.50000
025     -0.17620     -0.72184    029   0.52500
026     -0.17840     -0.73075    030   0.55000
027     -0.18110     -0.74169    031   0.57500
028     -0.18330     -0.75061    032   0.60000
029     -0.18790     -0.76925    033   0.62500
030     -0.18760     -0.76803    034   0.65000
031     -0.18970     -0.77654    035   0.67500
032     -0.18990     -0.77735    036   0.70000
033     -0.19130     -0.78302    038   0.75000
034     -0.19030     -0.77897    040   0.80000
035     -0.18940     -0.77532    041   0.82500
036     -0.19520     -0.79882    042   0.85000
037     -0.19050     -0.77978    043   0.87500
038     -0.19030     -0.77897    044   0.90000
039     -0.18860     -0.77208    045   0.92500
040     -0.18800     -0.76965    046   0.95000
041     -0.18280     -0.74858    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.00940     -4.09785    096    0.00000
001     -0.70090     -2.84785    095    0.00050
002     -0.47450     -1.93051    094    0.00125
003     -0.30660     -1.25020    093    0.00250
004     -0.18780     -0.76884    092    0.00500
005     -0.05300     -0.22265    091    0.00750
006     0.04840     0.18821    090    0.01000
007     0.18540     0.74331    089    0.01500
008     0.22950     0.92200    088    0.02500
009     0.25520     1.02613    087    0.05000
010     0.25200     1.01317    086    0.07500
011     0.21220     0.85190    084    0.12500
012     0.19010     0.76236    083    0.15000
013     0.17310     0.69348    082    0.17500
014     0.15500     0.62014    081    0.20000
015     0.13150     0.52492    080    0.22500
016     0.12110     0.48278    079    0.25000
017     0.09910     0.39364    078    0.27500
018     0.08760     0.34704    077    0.30000
019     0.07490     0.29558    076    0.32500
020     0.04540     0.17605    075    0.35000
021     0.04510     0.17484    074    0.37500
022     0.04310     0.16673    073    0.40000
023     0.03650     0.13999    072    0.42500
024     0.02860     0.10798    071    0.45000
025     0.02370     0.08813    070    0.47500
026     0.02560     0.09583    069    0.50000
027     0.03270     0.12459    068    0.52500
028     0.02820     0.10636    067    0.55000
029     0.03170     0.12054    066    0.57500
030     0.03680     0.14121    065    0.60000
031     0.03790     0.14566    064    0.62500
032     0.03420     0.13067    063    0.65000
033     0.04290     0.16592    062    0.67500
034     0.04680     0.18173    061    0.70000
035     0.05320     0.20766    060    0.72500
036     0.05560     0.21738    059    0.75000
037     0.05750     0.22508    056    0.82500
038     0.05850     0.22913    055    0.85000
039     0.05020     0.19550    054    0.87500
040     0.03990     0.15377    053    0.90000
041     0.02370     0.08813    052    0.92500
042     -0.01360     -0.06301    051    0.95000
043     -0.05130     -0.21576    050    0.97500
044     -0.19040     -0.77938    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.25170     1.01195     129    0.06250
001     0.25240     1.01479     130    0.08750
002     0.25000     1.00506     131    0.11250
003     0.25460     1.02370     132    0.13750
004     0.25210     1.01357     133    0.16250
005     0.24920     1.00182     134    0.18750
006     0.25450     1.02330     135    0.21250
007     0.25300     1.01722     136    0.23750
008     0.25160     1.01155     137    0.26250
009     0.25420     1.02208     138    0.28750
010     0.25130     1.01033     139    0.31250
011     0.25510     1.02573     140    0.33750
012     0.25460     1.02370     141    0.36250
013     0.25510     1.02573     142    0.38750
014     0.25520     1.02613     143    0.41250
015     0.25210     1.01357     144    0.43750
016     0.25430     1.02249     145    0.45250
017     0.25260     1.01560     146    0.46750
018     0.25100     1.00912     147    0.48250
019     0.25400     1.02127     148    0.49750
