翼型实验数据

实验日期：2015年05月25日09:57:37
大气压(kPa)：100.1600  温度(℃)：24.70  密度： 1.17170kg/m^3
来流风速: 20.42m/s  攻角：-10.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3892kPa 来流静压：100.1449kPa 来流动压：244.2Pa
升力系数：-0.6510 0.0071 0.0071   阻力系数： 0.0405

力矩系数：-0.1178 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.21410     -0.81482    001   0.00000
001     -0.05310     -0.15566    002   0.00050
002     0.03910     0.22182    003   0.00125
003     0.11750     0.54280    004   0.00250
004     0.18100     0.80278    005   0.00500
005     0.20570     0.90391    006   0.00750
006     0.22760     0.99357    007   0.01000
007     0.19360     0.85437    008   0.01500
008     0.22430     0.98006    009   0.02500
009     0.20040     0.88221    010   0.05000
010     0.12440     0.57105    012   0.10000
011     0.08460     0.40811    013   0.12500
012     0.05260     0.27709    014   0.15000
013     0.02370     0.15877    015   0.17500
014     -0.00300     0.04946    016   0.20000
015     -0.02360     -0.03488    017   0.22500
016     -0.06380     -0.19947    019   0.27500
017     -0.09180     -0.31410    021   0.32500
018     -0.10240     -0.35750    022   0.35000
019     -0.10780     -0.37961    023   0.37500
020     -0.12330     -0.44307    024   0.40000
021     -0.12100     -0.43365    025   0.42500
022     -0.11870     -0.42424    026   0.45000
023     -0.12040     -0.43120    027   0.47500
024     -0.11540     -0.41073    028   0.50000
025     -0.10740     -0.37797    029   0.52500
026     -0.10210     -0.35627    030   0.55000
027     -0.09630     -0.33253    031   0.57500
028     -0.09220     -0.31574    032   0.60000
029     -0.08880     -0.30182    033   0.62500
030     -0.08260     -0.27644    034   0.65000
031     -0.07860     -0.26006    035   0.67500
032     -0.07420     -0.24205    036   0.70000
033     -0.05550     -0.16549    038   0.75000
034     -0.03910     -0.09834    040   0.80000
035     -0.03530     -0.08278    041   0.82500
036     -0.03860     -0.09629    042   0.85000
037     -0.02990     -0.06068    043   0.87500
038     -0.03160     -0.06764    044   0.90000
039     -0.02670     -0.04757    045   0.92500
040     -0.02560     -0.04307    046   0.95000
041     -0.01630     -0.00499    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.31400     -1.22383    096    0.00000
001     -0.49930     -1.98248    095    0.00050
002     -0.57100     -2.27603    094    0.00125
003     -0.63230     -2.52700    093    0.00250
004     -0.67300     -2.69363    092    0.00500
005     -0.72040     -2.88770    091    0.00750
006     -0.71410     -2.86190    090    0.01000
007     -0.64940     -2.59701    089    0.01500
008     -0.60670     -2.42219    088    0.02500
009     -0.55080     -2.19333    087    0.05000
010     -0.49830     -1.97838    086    0.07500
011     -0.40860     -1.61114    084    0.12500
012     -0.39340     -1.54890    083    0.15000
013     -0.37680     -1.48094    082    0.17500
014     -0.34680     -1.35812    081    0.20000
015     -0.35330     -1.38473    080    0.22500
016     -0.33520     -1.31062    079    0.25000
017     -0.31760     -1.23857    078    0.27500
018     -0.29220     -1.13458    077    0.30000
019     -0.27300     -1.05597    076    0.32500
020     -0.27550     -1.06620    075    0.35000
021     -0.23990     -0.92045    074    0.37500
022     -0.21050     -0.80008    073    0.40000
023     -0.18520     -0.69650    072    0.42500
024     -0.15950     -0.59128    071    0.45000
025     -0.13090     -0.47419    070    0.47500
026     -0.09860     -0.34194    069    0.50000
027     -0.07090     -0.22854    068    0.52500
028     -0.06000     -0.18391    067    0.55000
029     -0.04980     -0.14215    066    0.57500
030     -0.04460     -0.12086    065    0.60000
031     -0.04740     -0.13232    064    0.62500
032     -0.05280     -0.15443    063    0.65000
033     -0.04760     -0.13314    062    0.67500
034     -0.04560     -0.12495    061    0.70000
035     -0.04310     -0.11472    060    0.72500
036     -0.03990     -0.10162    059    0.75000
037     -0.03940     -0.09957    056    0.82500
038     -0.03590     -0.08524    055    0.85000
039     -0.03490     -0.08115    054    0.87500
040     -0.03060     -0.06354    053    0.90000
041     -0.02570     -0.04348    052    0.92500
042     -0.02450     -0.03857    051    0.95000
043     -0.01670     -0.00663    050    0.97500
044     -0.01070     0.01793    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23180     1.01077     129    0.06250
001     0.23240     1.01322     130    0.08750
002     0.22920     1.00012     131    0.11250
003     0.23500     1.02387     132    0.13750
004     0.23170     1.01036     133    0.16250
005     0.22810     0.99562     134    0.18750
006     0.23460     1.02223     135    0.21250
007     0.23350     1.01773     136    0.23750
008     0.23220     1.01241     137    0.26250
009     0.23510     1.02428     138    0.28750
010     0.23110     1.00790     139    0.31250
011     0.23290     1.01527     140    0.33750
012     0.23300     1.01568     141    0.36250
013     0.23440     1.02141     142    0.38750
014     0.23510     1.02428     143    0.41250
015     0.23200     1.01159     144    0.43750
016     0.23350     1.01773     145    0.45250
017     0.23320     1.01650     146    0.46750
018     0.23160     1.00995     147    0.48250
019     0.23420     1.02059     148    0.49750
020     0.23140     1.00913     149    0.51250
021     0.23160     1.00995     150    0.52750
022     0.21970     0.96123     151    0.54250
023     0.23590     1.02755     152    0.55750
024     0.23330     1.01691     153    0.57250
025     0.23550     1.02592     154    0.58750
026     0.23300     1.01568     155    0.60250
027     0.23480     1.02305     156    0.61750
028     0.23400     1.01977     157    0.63250
029     0.23100     1.00749     158    0.64750
030     0.23390     1.01937     159    0.66250
031     0.23100     1.00749     160    0.67750
032     0.23290     1.01527     161    0.69250
033     0.22690     0.99071     162    0.70750
034     0.23200     1.01159     163    0.72250
035     0.23180     1.01077     164    0.73750
036     0.21890     0.95795     165    0.74750
037     0.23030     1.00463     166    0.75750
038     0.23090     1.00708     167    0.76750
039     0.22690     0.99071     168    0.77750
040     0.23090     1.00708     169    0.78750
041     0.22990     1.00299     170    0.79750
042     0.23550     1.02592     171    0.80750
043     0.23380     1.01896     172    0.81750
044     0.22790     0.99480     173    0.82750
045     0.23090     1.00708     174    0.83750
046     0.23330     1.01691     175    0.84750
047     0.23100     1.00749     176    0.85750
048     0.23140     1.00913     177    0.86750
049     0.23250     1.01363     178    0.87750
050     0.23340     1.01732     179    0.88750
051     0.23030     1.00463     180    0.89750
052     0.23190     1.01118     181    0.90750
053     0.23020     1.00422     182    0.91750
054     0.22400     0.97883     183    0.92750
055     0.22390     0.97842     184    0.93750
056     0.22320     0.97556     185    0.94750
057     0.23240     1.01322     186    0.95750
058     0.22400     0.97883     187    0.96750
059     0.21650     0.94813     188    0.97750
060     0.21130     0.92684     189    0.98750
061     0.19920     0.87730     190    0.99750
062     0.20030     0.88180     191    1.00750
063     0.19790     0.87198     192    1.01750
064     0.19050     0.84168     193    1.02750
065     0.18590     0.82285     194    1.03750
066     0.18820     0.83226     195    1.04750
067     0.18340     0.81261     196    1.05750
068     0.18150     0.80483     197    1.06750
069     0.17970     0.79746     198    1.07750
070     0.18370     0.81384     199    1.08750
071     0.17770     0.78927     200    1.09750
072     0.17290     0.76962     201    1.10750
073     0.17430     0.77535     202    1.11750
074     0.17720     0.78723     203    1.12750
075     0.18200     0.80688     204    1.13750
076     0.19300     0.85191     205    1.15250
077     0.19660     0.86665     206    1.16750
078     0.20260     0.89122     207    1.18250
079     0.20470     0.89982     208    1.19750
080     0.20900     0.91742     209    1.21250
081     0.21730     0.95140     210    1.22750
082     0.22350     0.97679     211    1.24250
083     0.22410     0.97924     212    1.25750
084     0.22870     0.99808     213    1.27250
085     0.22870     0.99808     214    1.28750
086     0.23450     1.02182     215    1.30250
087     0.23570     1.02673     216    1.31750
088     0.23060     1.00585     217    1.33250
089     0.23200     1.01159     218    1.34750
090     0.23280     1.01486     219    1.36250
091     0.22790     0.99480     220    1.37750
092     0.22950     1.00135     221    1.39250
093     0.23220     1.01241     222    1.40750
094     0.23120     1.00831     223    1.42250
095     0.23520     1.02469     224    1.43750
096     0.23000     1.00340     225    1.46250
097     0.23390     1.01937     226    1.48750
098     0.23470     1.02264     227    1.51250
099     0.22930     1.00053     228    1.53750
100     0.22930     1.00053     229    1.56250
101     0.22960     1.00176     230    1.58750
102     0.23470     1.02264     231    1.61250
103     0.22200     0.97064     232    1.63750
104     0.23270     1.01445     233    1.66250
105     0.23500     1.02387     234    1.68750
106     0.22950     1.00135     235    1.71250
107     0.23150     1.00954     236    1.73750
108     0.22770     0.99398     237    1.76250
109     0.23260     1.01404     238    1.78750
110     0.23440     1.02141     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02760     -0.05126      241    0.62500
001     -0.03110     -0.06559      242    0.93750
002     -0.02700     -0.04880      243    1.25000
003     -0.00750     0.03103      244    1.56250
