翼型实验数据

实验日期：2015年05月25日10:26:38
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.66m/s  攻角：23.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3903kPa 来流静压：100.1409kPa 来流动压：249.3Pa
升力系数：1.3246 -0.1500 -0.1500   阻力系数： 0.3533

力矩系数：-0.0537 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.17940     -4.73387    001   0.00000
001     -1.35320     -5.43088    002   0.00050
002     -1.36520     -5.47901    003   0.00125
003     -1.37880     -5.53355    004   0.00250
004     -1.38060     -5.54077    005   0.00500
005     -1.34000     -5.37794    006   0.00750
006     -1.24700     -5.00497    007   0.01000
007     -1.24140     -4.98251    008   0.01500
008     -1.16650     -4.68213    009   0.02500
009     -0.78360     -3.14654    010   0.05000
010     -0.54380     -2.18484    012   0.10000
011     -0.43690     -1.75613    013   0.12500
012     -0.33770     -1.35829    014   0.15000
013     -0.25930     -1.04387    015   0.17500
014     -0.18130     -0.73106    016   0.20000
015     -0.17180     -0.69296    017   0.22500
016     -0.16580     -0.66890    019   0.27500
017     -0.16480     -0.66489    021   0.32500
018     -0.16180     -0.65286    022   0.35000
019     -0.16500     -0.66569    023   0.37500
020     -0.17250     -0.69577    024   0.40000
021     -0.16840     -0.67933    025   0.42500
022     -0.16820     -0.67852    026   0.45000
023     -0.17130     -0.69096    027   0.47500
024     -0.17200     -0.69376    028   0.50000
025     -0.17150     -0.69176    029   0.52500
026     -0.17630     -0.71101    030   0.55000
027     -0.17780     -0.71702    031   0.57500
028     -0.18050     -0.72785    032   0.60000
029     -0.18540     -0.74750    033   0.62500
030     -0.18450     -0.74389    034   0.65000
031     -0.18690     -0.75352    035   0.67500
032     -0.18700     -0.75392    036   0.70000
033     -0.18760     -0.75633    038   0.75000
034     -0.18670     -0.75272    040   0.80000
035     -0.18600     -0.74991    041   0.82500
036     -0.19120     -0.77076    042   0.85000
037     -0.18590     -0.74951    043   0.87500
038     -0.18660     -0.75232    044   0.90000
039     -0.18420     -0.74269    045   0.92500
040     -0.18450     -0.74389    046   0.95000
041     -0.17910     -0.72224    048   0.99000

翼型下表面1
