翼型实验数据

实验日期：2015年05月25日09:58:03
大气压(kPa)：100.1600  温度(℃)：24.80  密度： 1.17130kg/m^3
来流风速: 20.51m/s  攻角：-9.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3903kPa 来流静压：100.1439kPa 来流动压：246.5Pa
升力系数：-0.5641 0.0018 0.0018   阻力系数： 0.0114

力矩系数：-0.1305 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.12570     -0.45289    001   0.00000
001     0.01560     0.12540    002   0.00050
002     0.09240     0.43972    003   0.00125
003     0.15690     0.70369    004   0.00250
004     0.20590     0.90423    005   0.00500
005     0.22150     0.96808    006   0.00750
006     0.23330     1.01637    007   0.01000
007     0.19240     0.84898    008   0.01500
008     0.21450     0.93943    009   0.02500
009     0.18500     0.81870    010   0.05000
010     0.10500     0.49128    012   0.10000
011     0.06430     0.32471    013   0.12500
012     0.03300     0.19661    014   0.15000
013     0.00400     0.07792    015   0.17500
014     -0.02020     -0.02112    016   0.20000
015     -0.04280     -0.11361    017   0.22500
016     -0.08110     -0.27036    019   0.27500
017     -0.10790     -0.38004    021   0.32500
018     -0.11780     -0.42056    022   0.35000
019     -0.12190     -0.43734    023   0.37500
020     -0.13650     -0.49709    024   0.40000
021     -0.13330     -0.48400    025   0.42500
022     -0.13010     -0.47090    026   0.45000
023     -0.13140     -0.47622    027   0.47500
024     -0.12490     -0.44962    028   0.50000
025     -0.11600     -0.41319    029   0.52500
026     -0.11000     -0.38864    030   0.55000
027     -0.10350     -0.36204    031   0.57500
028     -0.09920     -0.34444    032   0.60000
029     -0.09520     -0.32807    033   0.62500
030     -0.08920     -0.30351    034   0.65000
031     -0.08520     -0.28714    035   0.67500
032     -0.07800     -0.25767    036   0.70000
033     -0.05010     -0.14349    038   0.75000
034     -0.04040     -0.10379    040   0.80000
035     -0.03470     -0.08046    041   0.82500
036     -0.03580     -0.08496    042   0.85000
037     -0.02560     -0.04322    043   0.87500
038     -0.02560     -0.04322    044   0.90000
039     -0.01800     -0.01211    045   0.92500
040     -0.01340     0.00671    046   0.95000
041     0.00710     0.09061    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.21600     -0.82246    096    0.00000
001     -0.38850     -1.52844    095    0.00050
002     -0.46060     -1.82352    094    0.00125
003     -0.52460     -2.08545    093    0.00250
004     -0.56880     -2.26635    092    0.00500
005     -0.62000     -2.47589    091    0.00750
006     -0.62250     -2.48613    090    0.01000
007     -0.57540     -2.29336    089    0.01500
008     -0.54400     -2.16485    088    0.02500
009     -0.49760     -1.97495    087    0.05000
010     -0.45300     -1.79242    086    0.07500
011     -0.40000     -1.57551    084    0.12500
012     -0.37860     -1.48793    083    0.15000
013     -0.35470     -1.39011    082    0.17500
014     -0.32670     -1.27552    081    0.20000
015     -0.34100     -1.33404    080    0.22500
016     -0.32570     -1.27143    079    0.25000
017     -0.31460     -1.22600    078    0.27500
018     -0.29140     -1.13105    077    0.30000
019     -0.27590     -1.06761    076    0.32500
020     -0.28280     -1.09585    075    0.35000
021     -0.25170     -0.96857    074    0.37500
022     -0.22600     -0.86339    073    0.40000
023     -0.20820     -0.79054    072    0.42500
