翼型实验数据

实验日期：2015年05月25日10:23:37
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.57m/s  攻角：18.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3757kPa 来流静压：100.1285kPa 来流动压：247.2Pa
升力系数：1.3831 -0.0721 -0.0721   阻力系数： 0.2220

力矩系数：-0.0035 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.94240     -3.76822    001   0.00000
001     -1.13130     -4.53247    002   0.00050
002     -1.16320     -4.66153    003   0.00125
003     -1.20480     -4.82983    004   0.00250
004     -1.24520     -4.99328    005   0.00500
005     -1.22920     -4.92855    006   0.00750
006     -1.17000     -4.68904    007   0.01000
007     -1.15120     -4.61298    008   0.01500
008     -1.02710     -4.11090    009   0.02500
009     -0.98570     -3.94340    010   0.05000
010     -0.63910     -2.54113    012   0.10000
011     -0.56920     -2.25832    013   0.12500
012     -0.51170     -2.02569    014   0.15000
013     -0.46800     -1.84889    015   0.17500
014     -0.39380     -1.54869    016   0.20000
015     -0.38040     -1.49448    017   0.22500
016     -0.28810     -1.12105    019   0.27500
017     -0.18810     -0.71647    021   0.32500
018     -0.15780     -0.59388    022   0.35000
019     -0.14520     -0.54291    023   0.37500
020     -0.14610     -0.54655    024   0.40000
021     -0.13930     -0.51904    025   0.42500
022     -0.13790     -0.51337    026   0.45000
023     -0.13890     -0.51742    027   0.47500
024     -0.13860     -0.51620    028   0.50000
025     -0.13770     -0.51256    029   0.52500
026     -0.14070     -0.52470    030   0.55000
027     -0.14130     -0.52713    031   0.57500
028     -0.14420     -0.53886    032   0.60000
029     -0.14830     -0.55545    033   0.62500
030     -0.14910     -0.55868    034   0.65000
031     -0.15070     -0.56516    035   0.67500
032     -0.15280     -0.57365    036   0.70000
033     -0.15350     -0.57649    038   0.75000
034     -0.15430     -0.57972    040   0.80000
035     -0.15260     -0.57284    041   0.82500
036     -0.15920     -0.59955    042   0.85000
037     -0.15390     -0.57810    043   0.87500
038     -0.15610     -0.58700    044   0.90000
039     -0.15380     -0.57770    045   0.92500
040     -0.15440     -0.58013    046   0.95000
041     -0.14540     -0.54371    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.76850     -3.06465    096    0.00000
001     -0.48700     -1.92576    095    0.00050
002     -0.29000     -1.12874    094    0.00125
003     -0.15040     -0.56394    093    0.00250
004     -0.05130     -0.16301    092    0.00500
005     0.05380     0.26221    091    0.00750
006     0.12650     0.55634    090    0.01000
007     0.21760     0.92491    089    0.01500
008     0.23780     1.00664    088    0.02500
009     0.24310     1.02808    087    0.05000
010     0.22440     0.95242    086    0.07500
011     0.17160     0.73880    084    0.12500
012     0.14780     0.64251    083    0.15000
013     0.12930     0.56767    082    0.17500
014     0.11170     0.49646    081    0.20000
015     0.08820     0.40138    080    0.22500
016     0.07750     0.35809    079    0.25000
017     0.05820     0.28001    078    0.27500
018     0.04850     0.24077    077    0.30000
019     0.03740     0.19586    076    0.32500
020     0.00950     0.08298    075    0.35000
021     0.01190     0.09269    074    0.37500
022     0.01200     0.09309    073    0.40000
023     0.00760     0.07529    072    0.42500
024     0.00260     0.05506    071    0.45000
025     -0.00030     0.04333    070    0.47500
026     0.00500     0.06477    069    0.50000
027     0.01270     0.09593    068    0.52500
028     0.01150     0.09107    067    0.55000
029     0.01760     0.11575    066    0.57500
030     0.02230     0.13477    065    0.60000
031     0.02470     0.14448    064    0.62500
032     0.02220     0.13436    063    0.65000
033     0.03130     0.17118    062    0.67500
034     0.03590     0.18979    061    0.70000
035     0.04110     0.21083    060    0.72500
036     0.05610     0.27151    059    0.75000
037     0.05690     0.27475    056    0.82500
038     0.05930     0.28446    055    0.85000
039     0.04890     0.24238    054    0.87500
040     0.04100     0.21042    053    0.90000
041     0.02770     0.15661    052    0.92500
042     -0.00520     0.02351    051    0.95000
043     -0.03590     -0.10070    050    0.97500
044     -0.14540     -0.54371    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.24060     1.01796     129    0.06250
001     0.24110     1.01999     130    0.08750
002     0.23970     1.01432     131    0.11250
003     0.24350     1.02970     132    0.13750
004     0.24020     1.01634     133    0.16250
005     0.23570     0.99814     134    0.18750
006     0.24380     1.03091     135    0.21250
007     0.24180     1.02282     136    0.23750
008     0.24010     1.01594     137    0.26250
009     0.24310     1.02808     138    0.28750
010     0.24070     1.01837     139    0.31250
011     0.24280     1.02686     140    0.33750
012     0.24190     1.02322     141    0.36250
013     0.24430     1.03293     142    0.38750
014     0.24360     1.03010     143    0.41250
015     0.24040     1.01715     144    0.43750
016     0.24250     1.02565     145    0.45250
017     0.24140     1.02120     146    0.46750
018     0.24020     1.01634     147    0.48250
019     0.24410     1.03212     148    0.49750
020     0.24100     1.01958     149    0.51250
021     0.24290     1.02727     150    0.52750
022     0.22950     0.97305     151    0.54250
023     0.24610     1.04022     152    0.55750
024     0.24230     1.02484     153    0.57250
025     0.24390     1.03131     154    0.58750
026     0.24100     1.01958     155    0.60250
027     0.23920     1.01230     156    0.61750
028     0.23330     0.98843     157    0.63250
029     0.22540     0.95647     158    0.64750
030     0.22410     0.95121     159    0.66250
031     0.21050     0.89618     160    0.67750
032     0.21050     0.89618     161    0.69250
033     0.19990     0.85330     162    0.70750
034     0.19640     0.83914     163    0.72250
035     0.19320     0.82619     164    0.73750
036     0.17850     0.76672     165    0.74750
037     0.18840     0.80677     166    0.75750
038     0.17800     0.76470     167    0.76750
039     0.16470     0.71089     168    0.77750
040     0.16650     0.71817     169    0.78750
041     0.16230     0.70118     170    0.79750
042     0.15840     0.68540     171    0.80750
043     0.15620     0.67650     172    0.81750
044     0.14080     0.61419     173    0.82750
045     0.14230     0.62026     174    0.83750
046     0.13800     0.60286     175    0.84750
047     0.13190     0.57819     176    0.85750
048     0.13210     0.57899     177    0.86750
049     0.12340     0.54380     178    0.87750
050     0.11830     0.52316     179    0.88750
051     0.11060     0.49201     180    0.89750
052     0.10940     0.48715     181    0.90750
053     0.10620     0.47421     182    0.91750
054     0.09870     0.44386     183    0.92750
055     0.09960     0.44751     184    0.93750
056     0.09850     0.44306     185    0.94750
057     0.10680     0.47664     186    0.95750
058     0.10390     0.46490     187    0.96750
059     0.09380     0.42404     188    0.97750
060     0.09560     0.43132     189    0.98750
061     0.09180     0.41595     190    0.99750
062     0.09170     0.41554     191    1.00750
063     0.09320     0.42161     192    1.01750
064     0.08990     0.40826     193    1.02750
065     0.08820     0.40138     194    1.03750
066     0.09420     0.42566     195    1.04750
067     0.09700     0.43699     196    1.05750
068     0.10220     0.45802     197    1.06750
069     0.09950     0.44710     198    1.07750
070     0.10890     0.48513     199    1.08750
071     0.11260     0.50010     200    1.09750
072     0.11420     0.50657     201    1.10750
073     0.12450     0.54825     202    1.11750
074     0.13220     0.57940     203    1.12750
075     0.14080     0.61419     204    1.13750
076     0.14950     0.64939     205    1.15250
077     0.14890     0.64696     206    1.16750
078     0.15790     0.68338     207    1.18250
079     0.15880     0.68702     208    1.19750
080     0.16530     0.71331     209    1.21250
081     0.17110     0.73678     210    1.22750
082     0.18140     0.77845     211    1.24250
083     0.19350     0.82741     212    1.25750
084     0.20080     0.85694     213    1.27250
085     0.20540     0.87555     214    1.28750
086     0.20580     0.87717     215    1.30250
087     0.20950     0.89214     216    1.31750
088     0.20880     0.88931     217    1.33250
089     0.21330     0.90751     218    1.34750
090     0.21960     0.93300     219    1.36250
091     0.21440     0.91196     220    1.37750
092     0.21840     0.92815     221    1.39250
093     0.22270     0.94554     222    1.40750
094     0.22320     0.94757     223    1.42250
095     0.22850     0.96901     224    1.43750
096     0.22840     0.96860     225    1.46250
097     0.23740     1.00502     226    1.48750
098     0.23950     1.01351     227    1.51250
099     0.23520     0.99612     228    1.53750
100     0.23570     0.99814     229    1.56250
101     0.23770     1.00623     230    1.58750
102     0.24250     1.02565     231    1.61250
103     0.23090     0.97872     232    1.63750
104     0.24060     1.01796     233    1.66250
105     0.24420     1.03253     234    1.68750
106     0.23700     1.00340     235    1.71250
107     0.24010     1.01594     236    1.73750
108     0.23560     0.99773     237    1.76250
109     0.24000     1.01554     238    1.78750
110     0.24230     1.02484     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02060     -0.03880      241    0.62500
001     -0.05640     -0.18364      242    0.93750
002     -0.05170     -0.16462      243    1.25000
003     -0.01800     -0.02828      244    1.56250
