翼型实验数据

实验日期：2015年05月25日10:00:20
大气压(kPa)：100.1600  温度(℃)：24.80  密度： 1.17130kg/m^3
来流风速: 20.54m/s  攻角：-5.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3894kPa 来流静压：100.1424kPa 来流动压：247.0Pa
升力系数：-0.0705 0.0007 0.0007   阻力系数： 0.0078

力矩系数：-0.1283 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.15770     0.70972    001   0.00000
001     0.21150     0.92756    002   0.00050
002     0.22680     0.98951    003   0.00125
003     0.23310     1.01502    004   0.00250
004     0.22550     0.98425    005   0.00500
005     0.21590     0.94538    006   0.00750
006     0.18810     0.83281    007   0.01000
007     0.12940     0.59513    008   0.01500
008     0.12090     0.56072    009   0.02500
009     0.07880     0.39025    010   0.05000
010     -0.00590     0.04729    012   0.10000
011     -0.04290     -0.10252    013   0.12500
012     -0.07160     -0.21873    014   0.15000
013     -0.09760     -0.32401    015   0.17500
014     -0.10990     -0.37381    016   0.20000
015     -0.13810     -0.48799    017   0.22500
016     -0.16980     -0.61635    019   0.27500
017     -0.18910     -0.69450    021   0.32500
018     -0.19490     -0.71798    022   0.35000
019     -0.19540     -0.72001    023   0.37500
020     -0.20470     -0.75766    024   0.40000
021     -0.19790     -0.73013    025   0.42500
022     -0.19150     -0.70422    026   0.45000
023     -0.18710     -0.68640    027   0.47500
024     -0.17580     -0.64064    028   0.50000
025     -0.16470     -0.59570    029   0.52500
026     -0.15890     -0.57222    030   0.55000
027     -0.15220     -0.54509    031   0.57500
028     -0.14930     -0.53334    032   0.60000
029     -0.12540     -0.43657    033   0.62500
030     -0.10540     -0.35559    034   0.65000
031     -0.09960     -0.33211    035   0.67500
032     -0.09190     -0.30093    036   0.70000
033     -0.07540     -0.23412    038   0.75000
034     -0.05910     -0.16812    040   0.80000
035     -0.05090     -0.13492    041   0.82500
036     -0.04870     -0.12601    042   0.85000
037     -0.03690     -0.07823    043   0.87500
038     -0.03350     -0.06446    044   0.90000
039     -0.02420     -0.02680    045   0.92500
040     -0.01670     0.00356    046   0.95000
041     0.00980     0.11086    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.10930     0.51375    096    0.00000
001     0.00670     0.09831    095    0.00050
002     -0.05590     -0.15516    094    0.00125
003     -0.11430     -0.39163    093    0.00250
004     -0.15790     -0.56817    092    0.00500
005     -0.21720     -0.80828    091    0.00750
006     -0.24560     -0.92327    090    0.01000
007     -0.26320     -0.99453    089    0.01500
008     -0.27110     -1.02652    088    0.02500
009     -0.26700     -1.00992    087    0.05000
010     -0.26390     -0.99737    086    0.07500
011     -0.25890     -0.97712    084    0.12500
012     -0.25810     -0.97388    083    0.15000
013     -0.25120     -0.94594    082    0.17500
014     -0.25000     -0.94109    081    0.20000
015     -0.25380     -0.95647    080    0.22500
016     -0.24490     -0.92044    079    0.25000
017     -0.24030     -0.90181    078    0.27500
018     -0.22780     -0.85120    077    0.30000
019     -0.21840     -0.81314    076    0.32500
020     -0.22630     -0.84512    075    0.35000
021     -0.20910     -0.77548    074    0.37500
022     -0.19560     -0.72082    073    0.40000
023     -0.18730     -0.68721    072    0.42500
024     -0.15280     -0.54752    071    0.45000
025     -0.13510     -0.47585    070    0.47500
026     -0.11910     -0.41106    069    0.50000
027     -0.09510     -0.31388    068    0.52500
028     -0.08260     -0.26327    067    0.55000
029     -0.06450     -0.18998    066    0.57500
030     -0.04620     -0.11588    065    0.60000
031     -0.03240     -0.06001    064    0.62500
