翼型实验数据

实验日期：2015年05月25日10:18:04
大气压(kPa)：100.1400  温度(℃)：25.40  密度： 1.16872kg/m^3
来流风速: 20.51m/s  攻角：10.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3667kPa 来流静压：100.1210kPa 来流动压：245.7Pa
升力系数：1.4103 -0.0051 -0.0051   阻力系数： 0.0291

力矩系数：-0.0214 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.41940     -1.63544    001   0.00000
001     -0.58660     -2.31711    002   0.00050
002     -0.63990     -2.53441    003   0.00125
003     -0.70490     -2.79941    004   0.00250
004     -0.78590     -3.12965    005   0.00500
005     -0.79990     -3.18673    006   0.00750
006     -0.80430     -3.20466    007   0.01000
007     -0.82180     -3.27601    008   0.01500
008     -0.73380     -2.91724    009   0.02500
009     -0.68180     -2.70523    010   0.05000
010     -0.58470     -2.30936    012   0.10000
011     -0.55330     -2.18134    013   0.12500
012     -0.51070     -2.00766    014   0.15000
013     -0.49940     -1.96159    015   0.17500
014     -0.45410     -1.77691    016   0.20000
015     -0.48130     -1.88780    017   0.22500
016     -0.45950     -1.79892    019   0.27500
017     -0.42880     -1.67376    021   0.32500
018     -0.41420     -1.61424    022   0.35000
019     -0.38940     -1.51313    023   0.37500
020     -0.37900     -1.47073    024   0.40000
021     -0.34820     -1.34516    025   0.42500
022     -0.31990     -1.22978    026   0.45000
023     -0.29530     -1.12948    027   0.47500
024     -0.26580     -1.00921    028   0.50000
025     -0.23280     -0.87467    029   0.52500
026     -0.20570     -0.76419    030   0.55000
027     -0.17960     -0.65778    031   0.57500
028     -0.15650     -0.56360    032   0.60000
029     -0.13810     -0.48858    033   0.62500
030     -0.12090     -0.41846    034   0.65000
031     -0.11020     -0.37484    035   0.67500
032     -0.10210     -0.34181    036   0.70000
033     -0.09600     -0.31694    038   0.75000
034     -0.09370     -0.30757    040   0.80000
035     -0.08880     -0.28759    041   0.82500
036     -0.09370     -0.30757    042   0.85000
037     -0.08830     -0.28555    043   0.87500
038     -0.08960     -0.29085    044   0.90000
039     -0.08920     -0.28922    045   0.92500
040     -0.09160     -0.29901    046   0.95000
041     -0.09090     -0.29615    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.28290     -1.07893    096    0.00000
001     -0.09430     -0.31001    095    0.00050
002     0.01880     0.15109    094    0.00125
003     0.09930     0.47929    093    0.00250
004     0.14990     0.68558    092    0.00500
005     0.19500     0.86946    091    0.00750
006     0.21580     0.95426    090    0.01000
007     0.23470     1.03131    089    0.01500
008     0.22180     0.97872    088    0.02500
009     0.20090     0.89351    087    0.05000
010     0.16270     0.73777    086    0.07500
011     0.10220     0.49111    084    0.12500
012     0.07910     0.39693    083    0.15000
013     0.06220     0.32803    082    0.17500
014     0.04730     0.26729    081    0.20000
015     0.02610     0.18085    080    0.22500
016     0.01880     0.15109    079    0.25000
017     0.00370     0.08953    078    0.27500
018     -0.00180     0.06711    077    0.30000
