翼型实验数据

实验日期：2015年05月25日10:23:34
大气压(kPa)：100.1400  温度(℃)：25.60  密度： 1.16793kg/m^3
来流风速: 20.53m/s  攻角：18.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3755kPa 来流静压：100.1293kPa 来流动压：246.2Pa
升力系数：1.4107 -0.0560 -0.0560   阻力系数： 0.1724

力矩系数：-0.0004 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.94310     -3.78712    001   0.00000
001     -1.13220     -4.55520    002   0.00050
002     -1.16410     -4.68477    003   0.00125
003     -1.20570     -4.85374    004   0.00250
004     -1.24750     -5.02352    005   0.00500
005     -1.23150     -4.95853    006   0.00750
006     -1.17250     -4.71889    007   0.01000
007     -1.15340     -4.64131    008   0.01500
008     -1.02900     -4.13603    009   0.02500
009     -0.98980     -3.97681    010   0.05000
010     -0.64070     -2.55885    012   0.10000
011     -0.57240     -2.28144    013   0.12500
012     -0.51570     -2.05114    014   0.15000
013     -0.47380     -1.88095    015   0.17500
014     -0.39980     -1.58038    016   0.20000
015     -0.38930     -1.53773    017   0.22500
016     -0.30180     -1.18233    019   0.27500
017     -0.20360     -0.78347    021   0.32500
018     -0.16780     -0.63806    022   0.35000
019     -0.14890     -0.56129    023   0.37500
020     -0.14890     -0.56129    024   0.40000
021     -0.14060     -0.52758    025   0.42500
022     -0.13740     -0.51458    026   0.45000
023     -0.13940     -0.52271    027   0.47500
024     -0.13760     -0.51539    028   0.50000
025     -0.13640     -0.51052    029   0.52500
026     -0.14000     -0.52514    030   0.55000
027     -0.13940     -0.52271    031   0.57500
028     -0.14170     -0.53205    032   0.60000
029     -0.14710     -0.55398    033   0.62500
030     -0.14630     -0.55073    034   0.65000
031     -0.14840     -0.55926    035   0.67500
032     -0.14990     -0.56535    036   0.70000
033     -0.14990     -0.56535    038   0.75000
034     -0.15010     -0.56617    040   0.80000
035     -0.14990     -0.56535    041   0.82500
036     -0.15580     -0.58932    042   0.85000
037     -0.15080     -0.56901    043   0.87500
038     -0.15140     -0.57145    044   0.90000
039     -0.15100     -0.56982    045   0.92500
040     -0.15190     -0.57348    046   0.95000
041     -0.14630     -0.55073    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.76930     -3.08119    096    0.00000
001     -0.48740     -1.93619    095    0.00050
002     -0.29070     -1.13725    094    0.00125
003     -0.14990     -0.56535    093    0.00250
004     -0.05030     -0.16080    092    0.00500
005     0.05430     0.26405    091    0.00750
006     0.12680     0.55853    090    0.01000
007     0.21770     0.92774    089    0.01500
008     0.23780     1.00938    088    0.02500
009     0.24310     1.03091    087    0.05000
010     0.22440     0.95496    086    0.07500
011     0.17100     0.73806    084    0.12500
012     0.14810     0.64504    083    0.15000
013     0.12890     0.56706    082    0.17500
014     0.11200     0.49842    081    0.20000
015     0.08660     0.39525    080    0.22500
016     0.07740     0.35788    079    0.25000
017     0.05720     0.27583    078    0.27500
018     0.04830     0.23968    077    0.30000
019     0.03770     0.19663    076    0.32500
020     0.00920     0.08087    075    0.35000
021     0.01150     0.09021    074    0.37500
022     0.01170     0.09102    073    0.40000
023     0.00740     0.07356    072    0.42500
024     0.00250     0.05366    071    0.45000
025     0.00050     0.04553    070    0.47500
026     0.00360     0.05812    069    0.50000
027     0.01250     0.09427    068    0.52500
028     0.01070     0.08696    067    0.55000
029     0.01710     0.11296    066    0.57500
030     0.02290     0.13651    065    0.60000
031     0.02610     0.14951    064    0.62500
032     0.02150     0.13083    063    0.65000
033     0.03160     0.17185    062    0.67500
034     0.03570     0.18851    061    0.70000
035     0.04120     0.21084    060    0.72500
036     0.05490     0.26649    059    0.75000
037     0.05740     0.27664    056    0.82500
038     0.05840     0.28071    055    0.85000
039     0.04920     0.24334    054    0.87500
040     0.04090     0.20963    053    0.90000
041     0.02750     0.15520    052    0.92500
042     -0.00480     0.02400    051    0.95000
043     -0.03620     -0.10353    050    0.97500
044     -0.14800     -0.55764    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.24010     1.01872     129    0.06250
001     0.24130     1.02360     130    0.08750
002     0.23900     1.01426     131    0.11250
003     0.24450     1.03660     132    0.13750
004     0.24100     1.02238     133    0.16250
005     0.23820     1.01101     134    0.18750
006     0.24350     1.03253     135    0.21250
007     0.24230     1.02766     136    0.23750
008     0.23910     1.01466     137    0.26250
009     0.24360     1.03294     138    0.28750
010     0.23910     1.01466     139    0.31250
011     0.24300     1.03050     140    0.33750
012     0.24140     1.02400     141    0.36250
013     0.24470     1.03741     142    0.38750
014     0.24440     1.03619     143    0.41250
015     0.24080     1.02157     144    0.43750
016     0.24180     1.02563     145    0.45250
017     0.24110     1.02279     146    0.46750
018     0.24070     1.02116     147    0.48250
019     0.24360     1.03294     148    0.49750
020     0.23950     1.01629     149    0.51250
021     0.24090     1.02197     150    0.52750
022     0.22780     0.96877     151    0.54250
023     0.24760     1.04919     152    0.55750
024     0.24170     1.02522     153    0.57250
025     0.24300     1.03050     154    0.58750
026     0.24160     1.02482     155    0.60250
027     0.24020     1.01913     156    0.61750
028     0.23640     1.00370     157    0.63250
029     0.22680     0.96470     158    0.64750
030     0.22680     0.96470     159    0.66250
031     0.21810     0.92937     160    0.67750
032     0.21680     0.92409     161    0.69250
033     0.20940     0.89403     162    0.70750
034     0.20750     0.88631     163    0.72250
035     0.20780     0.88753     164    0.73750
036     0.18930     0.81239     165    0.74750
037     0.20350     0.87006     166    0.75750
