翼型实验数据

实验日期：2015年05月25日10:01:06
大气压(kPa)：100.1600  温度(℃)：24.90  密度： 1.17091kg/m^3
来流风速: 20.59m/s  攻角：-3.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3895kPa 来流静压：100.1414kPa 来流动压：248.1Pa
升力系数：0.1811 0.0004 0.0004   阻力系数： 0.0076

力矩系数：-0.1193 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.22280     0.97395    001   0.00000
001     0.23490     1.02275    002   0.00050
002     0.22610     0.98725    003   0.00125
003     0.21210     0.93079    004   0.00250
004     0.18090     0.80495    005   0.00500
005     0.16020     0.72146    006   0.00750
006     0.11910     0.55570    007   0.01000
007     0.05780     0.30846    008   0.01500
008     0.04330     0.24998    009   0.02500
009     0.00110     0.07978    010   0.05000
010     -0.07560     -0.22957    012   0.10000
011     -0.10860     -0.36267    013   0.12500
012     -0.13320     -0.46189    014   0.15000
013     -0.15620     -0.55465    015   0.17500
014     -0.16110     -0.57441    016   0.20000
015     -0.19220     -0.69985    017   0.22500
016     -0.21850     -0.80592    019   0.27500
017     -0.23320     -0.86521    021   0.32500
018     -0.23730     -0.88175    022   0.35000
019     -0.23320     -0.86521    023   0.37500
020     -0.24170     -0.89949    024   0.40000
021     -0.23360     -0.86682    025   0.42500
022     -0.22370     -0.82689    026   0.45000
023     -0.21650     -0.79785    027   0.47500
024     -0.20460     -0.74986    028   0.50000
025     -0.19310     -0.70348    029   0.52500
026     -0.18980     -0.69017    030   0.55000
027     -0.18520     -0.67161    031   0.57500
028     -0.15590     -0.55344    032   0.60000
029     -0.12800     -0.44091    033   0.62500
030     -0.12530     -0.43002    034   0.65000
031     -0.11620     -0.39332    035   0.67500
032     -0.10600     -0.35218    036   0.70000
033     -0.08710     -0.27595    038   0.75000
034     -0.06770     -0.19771    040   0.80000
035     -0.05800     -0.15859    041   0.82500
036     -0.05600     -0.15052    042   0.85000
037     -0.04270     -0.09688    043   0.87500
038     -0.03810     -0.07833    044   0.90000
039     -0.02790     -0.03719    045   0.92500
040     -0.02070     -0.00815    046   0.95000
041     0.00790     0.10720    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.19880     0.87715    096    0.00000
001     0.13590     0.62346    095    0.00050
002     0.08650     0.42422    094    0.00125
003     0.03660     0.22296    093    0.00250
004     -0.00250     0.06526    092    0.00500
005     -0.05780     -0.15778    091    0.00750
006     -0.09240     -0.29733    090    0.01000
007     -0.12980     -0.44817    089    0.01500
