翼型实验数据

实验日期：2015年05月25日09:57:38
大气压(kPa)：100.1600  温度(℃)：24.70  密度： 1.17170kg/m^3
来流风速: 20.44m/s  攻角：-10.00  雷诺数：1.01E+006 马赫数：0.06  弦长：0.800000
来流总压：100.3895kPa 来流静压：100.1446kPa 来流动压：244.8Pa
升力系数：-0.6485 0.0057 0.0057   阻力系数： 0.0324

力矩系数：-0.1186 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.21470     -0.81412    001   0.00000
001     -0.05340     -0.15533    002   0.00050
002     0.03900     0.22206    003   0.00125
003     0.11770     0.54350    004   0.00250
004     0.18150     0.80408    005   0.00500
005     0.20530     0.90128    006   0.00750
006     0.22810     0.99440    007   0.01000
007     0.19390     0.85472    008   0.01500
008     0.22520     0.98256    009   0.02500
009     0.20060     0.88209    010   0.05000
010     0.12440     0.57086    012   0.10000
011     0.08450     0.40790    013   0.12500
012     0.05270     0.27802    014   0.15000
013     0.02490     0.16447    015   0.17500
014     -0.00270     0.05175    016   0.20000
015     -0.02430     -0.03647    017   0.22500
016     -0.06380     -0.19780    019   0.27500
017     -0.09200     -0.31298    021   0.32500
018     -0.10210     -0.35423    022   0.35000
019     -0.10790     -0.37792    023   0.37500
020     -0.12280     -0.43878    024   0.40000
021     -0.12020     -0.42816    025   0.42500
022     -0.11920     -0.42407    026   0.45000
023     -0.12030     -0.42857    027   0.47500
024     -0.11570     -0.40978    028   0.50000
025     -0.10790     -0.37792    029   0.52500
026     -0.10250     -0.35587    030   0.55000
027     -0.09690     -0.33299    031   0.57500
028     -0.09230     -0.31421    032   0.60000
029     -0.08980     -0.30399    033   0.62500
030     -0.08300     -0.27622    034   0.65000
031     -0.07950     -0.26193    035   0.67500
032     -0.07450     -0.24150    036   0.70000
033     -0.05570     -0.16472    038   0.75000
034     -0.03980     -0.09978    040   0.80000
035     -0.03550     -0.08222    041   0.82500
036     -0.03840     -0.09406    042   0.85000
037     -0.03130     -0.06506    043   0.87500
038     -0.03150     -0.06588    044   0.90000
039     -0.02750     -0.04954    045   0.92500
040     -0.02650     -0.04546    046   0.95000
041     -0.01630     -0.00380    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.31410     -1.22010    096    0.00000
001     -0.49860     -1.97366    095    0.00050
002     -0.56990     -2.26487    094    0.00125
003     -0.63180     -2.51769    093    0.00250
004     -0.67280     -2.68514    092    0.00500
005     -0.71990     -2.87751    091    0.00750
006     -0.71420     -2.85423    090    0.01000
007     -0.64870     -2.58671    089    0.01500
008     -0.60740     -2.41803    088    0.02500
009     -0.55010     -2.18400    087    0.05000
010     -0.49870     -1.97406    086    0.07500
011     -0.40790     -1.60321    084    0.12500
012     -0.39300     -1.54235    083    0.15000
013     -0.37690     -1.47660    082    0.17500
014     -0.34670     -1.35325    081    0.20000
015     -0.35280     -1.37817    080    0.22500
016     -0.33390     -1.30097    079    0.25000
017     -0.31860     -1.23848    078    0.27500
018     -0.29260     -1.13229    077    0.30000
019     -0.27290     -1.05183    076    0.32500
020     -0.27480     -1.05959    075    0.35000
021     -0.24000     -0.91746    074    0.37500
022     -0.21060     -0.79738    073    0.40000
023     -0.18550     -0.69486    072    0.42500
024     -0.16070     -0.59357    071    0.45000
025     -0.13370     -0.48330    070    0.47500
026     -0.10120     -0.35056    069    0.50000
027     -0.07290     -0.23497    068    0.52500
028     -0.06080     -0.18555    067    0.55000
029     -0.04990     -0.14103    066    0.57500
030     -0.04350     -0.11489    065    0.60000
031     -0.04520     -0.12183    064    0.62500
032     -0.04780     -0.13245    063    0.65000
033     -0.04340     -0.11448    062    0.67500
034     -0.04240     -0.11040    061    0.70000
035     -0.04020     -0.10141    060    0.72500
036     -0.03680     -0.08753    059    0.75000
037     -0.03770     -0.09120    056    0.82500
038     -0.03420     -0.07691    055    0.85000
039     -0.03510     -0.08058    054    0.87500
040     -0.03070     -0.06261    053    0.90000
041     -0.02720     -0.04832    052    0.92500
042     -0.02640     -0.04505    051    0.95000
043     -0.01940     -0.01646    050    0.97500
044     -0.01310     0.00927    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.23140     1.00788     129    0.06250
001     0.23190     1.00992     130    0.08750
002     0.23050     1.00421     131    0.11250
003     0.23450     1.02054     132    0.13750
004     0.23170     1.00911     133    0.16250
005     0.22960     1.00053     134    0.18750
006     0.23530     1.02381     135    0.21250
007     0.23370     1.01728     136    0.23750
008     0.23240     1.01197     137    0.26250
009     0.23350     1.01646     138    0.28750
010     0.23020     1.00298     139    0.31250
011     0.23420     1.01932     140    0.33750
012     0.23280     1.01360     141    0.36250
013     0.23520     1.02340     142    0.38750
014     0.23480     1.02177     143    0.41250
015     0.23230     1.01156     144    0.43750
016     0.23310     1.01483     145    0.45250
017     0.23360     1.01687     146    0.46750
018     0.23200     1.01033     147    0.48250
019     0.23490     1.02218     148    0.49750
020     0.23140     1.00788     149    0.51250
021     0.23260     1.01278     150    0.52750
022     0.22030     0.96255     151    0.54250
023     0.23590     1.02626     152    0.55750
024     0.23320     1.01523     153    0.57250
025     0.23500     1.02259     154    0.58750
026     0.23270     1.01319     155    0.60250
027     0.23550     1.02463     156    0.61750
028     0.23440     1.02014     157    0.63250
029     0.23090     1.00584     158    0.64750
030     0.23420     1.01932     159    0.66250
031     0.23260     1.01278     160    0.67750
032     0.23350     1.01646     161    0.69250
033     0.22780     0.99318     162    0.70750
034     0.23220     1.01115     163    0.72250
035     0.23140     1.00788     164    0.73750
036     0.21850     0.95520     165    0.74750
037     0.22960     1.00053     166    0.75750
038     0.22990     1.00176     167    0.76750
039     0.22760     0.99236     168    0.77750
040     0.23110     1.00666     169    0.78750
041     0.23000     1.00216     170    0.79750
042     0.23570     1.02545     171    0.80750
043     0.23430     1.01973     172    0.81750
044     0.22870     0.99686     173    0.82750
045     0.23020     1.00298     174    0.83750
046     0.23430     1.01973     175    0.84750
047     0.23210     1.01074     176    0.85750
048     0.23100     1.00625     177    0.86750
049     0.23140     1.00788     178    0.87750
050     0.23310     1.01483     179    0.88750
051     0.23160     1.00870     180    0.89750
052     0.23240     1.01197     181    0.90750
053     0.23060     1.00462     182    0.91750
054     0.22740     0.99155     183    0.92750
055     0.22800     0.99400     184    0.93750
056     0.22660     0.98828     185    0.94750
057     0.23650     1.02871     186    0.95750
058     0.22830     0.99522     187    0.96750
059     0.22260     0.97194     188    0.97750
060     0.22040     0.96296     189    0.98750
061     0.21340     0.93437     190    0.99750
062     0.21450     0.93886     191    1.00750
063     0.21210     0.92906     192    1.01750
064     0.20740     0.90986     193    1.02750
065     0.20170     0.88658     194    1.03750
066     0.20490     0.89965     195    1.04750
067     0.19500     0.85921     196    1.05750
068     0.18980     0.83798     197    1.06750
069     0.18540     0.82000     198    1.07750
070     0.18790     0.83022     199    1.08750
071     0.18190     0.80571     200    1.09750
072     0.17980     0.79713     201    1.10750
073     0.18120     0.80285     202    1.11750
074     0.18110     0.80244     203    1.12750
075     0.18360     0.81265     204    1.13750
076     0.19320     0.85186     205    1.15250
077     0.19270     0.84982     206    1.16750
078     0.19810     0.87188     207    1.18250
079     0.20350     0.89393     208    1.19750
080     0.21080     0.92375     209    1.21250
081     0.21970     0.96010     210    1.22750
082     0.22570     0.98460     211    1.24250
083     0.22890     0.99767     212    1.25750
084     0.23090     1.00584     213    1.27250
085     0.22830     0.99522     214    1.28750
086     0.23320     1.01523     215    1.30250
087     0.23220     1.01115     216    1.31750
088     0.23260     1.01278     217    1.33250
089     0.23240     1.01197     218    1.34750
090     0.23290     1.01401     219    1.36250
091     0.22700     0.98991     220    1.37750
092     0.23130     1.00747     221    1.39250
093     0.23220     1.01115     222    1.40750
094     0.23160     1.00870     223    1.42250
095     0.23250     1.01238     224    1.43750
096     0.22960     1.00053     225    1.46250
097     0.23410     1.01891     226    1.48750
098     0.23470     1.02136     227    1.51250
099     0.23030     1.00339     228    1.53750
100     0.22890     0.99767     229    1.56250
101     0.23070     1.00502     230    1.58750
102     0.23510     1.02299     231    1.61250
103     0.22250     0.97153     232    1.63750
104     0.23160     1.00870     233    1.66250
105     0.23530     1.02381     234    1.68750
106     0.22800     0.99400     235    1.71250
107     0.23110     1.00666     236    1.73750
108     0.22780     0.99318     237    1.76250
109     0.23100     1.00625     238    1.78750
110     0.23450     1.02054     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.02670     -0.04628      241    0.62500
001     -0.03000     -0.05975      242    0.93750
002     -0.02780     -0.05077      243    1.25000
003     -0.00870     0.02724      244    1.56250
