翼型实验数据

实验日期：2015年05月25日10:33:07
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 41.19m/s  攻角：-4.00  雷诺数：2.02E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0363kPa 来流静压：100.0463kPa 来流动压：990.0Pa
升力系数：0.0495 0.0005 0.0005   阻力系数： 0.0073

力矩系数：-0.1255 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.76590     0.85721    001   0.00000
001     0.90120     0.99379    002   0.00050
002     0.92200     1.01479    003   0.00125
003     0.90480     0.99743    004   0.00250
004     0.82320     0.91505    005   0.00500
005     0.76120     0.85247    006   0.00750
006     0.62330     0.71326    007   0.01000
007     0.50250     0.59132    008   0.01500
008     0.33230     0.41951    009   0.02500
009     0.16100     0.24659    010   0.05000
010     -0.17090     -0.08845    012   0.10000
011     -0.30500     -0.22382    013   0.12500
012     -0.41590     -0.33577    014   0.15000
013     -0.52270     -0.44358    015   0.17500
014     -0.55880     -0.48002    016   0.20000
015     -0.67760     -0.59994    017   0.22500
016     -0.79200     -0.71542    019   0.27500
017     -0.86150     -0.78558    021   0.32500
018     -0.88920     -0.81354    022   0.35000
019     -0.88450     -0.80880    023   0.37500
020     -0.90330     -0.82778    024   0.40000
021     -0.88570     -0.81001    025   0.42500
022     -0.85670     -0.78074    026   0.45000
023     -0.83240     -0.75621    027   0.47500
024     -0.79540     -0.71886    028   0.50000
025     -0.75290     -0.67595    029   0.52500
026     -0.72180     -0.64456    030   0.55000
027     -0.61430     -0.53604    031   0.57500
028     -0.56810     -0.48941    032   0.60000
029     -0.51960     -0.44045    033   0.62500
030     -0.50240     -0.42308    034   0.65000
031     -0.45890     -0.37917    035   0.67500
032     -0.41760     -0.33748    036   0.70000
033     -0.34350     -0.26268    038   0.75000
034     -0.27340     -0.19192    040   0.80000
035     -0.24020     -0.15840    041   0.82500
036     -0.21390     -0.13186    042   0.85000
037     -0.17600     -0.09360    043   0.87500
038     -0.15600     -0.07341    044   0.90000
039     -0.11800     -0.03505    045   0.92500
040     -0.08200     0.00129    046   0.95000
041     0.02760     0.11193    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.61500     0.70488    096    0.00000
001     0.27460     0.36127    095    0.00050
002     0.05060     0.13515    094    0.00125
003     -0.17240     -0.08996    093    0.00250
004     -0.34650     -0.26571    092    0.00500
005     -0.57640     -0.49778    091    0.00750
006     -0.69590     -0.61841    090    0.01000
007     -0.82040     -0.74409    089    0.01500
008     -0.86890     -0.79305    088    0.02500
009     -0.89330     -0.81768    087    0.05000
010     -0.91610     -0.84070    086    0.07500
011     -0.92690     -0.85160    084    0.12500
012     -0.92920     -0.85392    083    0.15000
013     -0.93120     -0.85594    082    0.17500
014     -0.93020     -0.85493    081    0.20000
015     -0.94360     -0.86846    080    0.22500
016     -0.94540     -0.87027    079    0.25000
017     -0.91170     -0.83626    078    0.27500
018     -0.86320     -0.78730    077    0.30000
019     -0.83200     -0.75580    076    0.32500
020     -0.83460     -0.75843    075    0.35000
021     -0.79020     -0.71361    074    0.37500
022     -0.72910     -0.65193    073    0.40000
023     -0.64590     -0.56794    072    0.42500
024     -0.59880     -0.52040    071    0.45000
025     -0.54060     -0.46165    070    0.47500
026     -0.47220     -0.39260    069    0.50000
027     -0.38240     -0.30195    068    0.52500
028     -0.31810     -0.23704    067    0.55000
029     -0.25480     -0.17314    066    0.57500
030     -0.18810     -0.10581    065    0.60000
031     -0.12140     -0.03848    064    0.62500
032     -0.07200     0.01139    063    0.65000
033     -0.01720     0.06670    062    0.67500
034     0.04040     0.12485    061    0.70000
035     0.08750     0.17240    060    0.72500
036     0.12380     0.20904    059    0.75000
037     0.20240     0.28838    056    0.82500
038     0.22430     0.31049    055    0.85000
039     0.22790     0.31412    054    0.87500
040     0.23140     0.31766    053    0.90000
041     0.22500     0.31120    052    0.92500
042     0.19700     0.28293    051    0.95000
043     0.17570     0.26143    050    0.97500
044     0.10770     0.19279    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.92380     1.01661     129    0.06250
001     0.92400     1.01681     130    0.08750
002     0.92310     1.01590     131    0.11250
003     0.92540     1.01822     132    0.13750
004     0.92590     1.01873     133    0.16250
005     0.92070     1.01348     134    0.18750
006     0.92720     1.02004     135    0.21250
007     0.92550     1.01832     136    0.23750
008     0.92350     1.01630     137    0.26250
009     0.92660     1.01943     138    0.28750
010     0.92080     1.01358     139    0.31250
011     0.92440     1.01721     140    0.33750
012     0.92640     1.01923     141    0.36250
013     0.92790     1.02074     142    0.38750
014     0.92810     1.02095     143    0.41250
015     0.92430     1.01711     144    0.43750
016     0.92580     1.01862     145    0.45250
017     0.92410     1.01691     146    0.46750
018     0.92370     1.01650     147    0.48250
019     0.92670     1.01953     148    0.49750
020     0.92390     1.01671     149    0.51250
021     0.92370     1.01650     150    0.52750
022     0.91080     1.00348     151    0.54250
023     0.92900     1.02185     152    0.55750
024     0.92190     1.01469     153    0.57250
025     0.92640     1.01923     154    0.58750
026     0.92540     1.01822     155    0.60250
027     0.92640     1.01923     156    0.61750
028     0.92640     1.01923     157    0.63250
029     0.92150     1.01428     158    0.64750
030     0.92440     1.01721     159    0.66250
031     0.92290     1.01570     160    0.67750
032     0.92430     1.01711     161    0.69250
033     0.91420     1.00691     162    0.70750
034     0.92140     1.01418     163    0.72250
035     0.92200     1.01479     164    0.73750
036     0.90840     1.00106     165    0.74750
037     0.91960     1.01237     166    0.75750
038     0.92140     1.01418     167    0.76750
039     0.91320     1.00591     168    0.77750
040     0.92010     1.01287     169    0.78750
041     0.91960     1.01237     170    0.79750
042     0.92750     1.02034     171    0.80750
043     0.92180     1.01459     172    0.81750
044     0.91900     1.01176     173    0.82750
045     0.92010     1.01287     174    0.83750
046     0.92580     1.01862     175    0.84750
047     0.92310     1.01590     176    0.85750
048     0.91880     1.01156     177    0.86750
049     0.92240     1.01519     178    0.87750
050     0.92450     1.01731     179    0.88750
051     0.91910     1.01186     180    0.89750
052     0.92230     1.01509     181    0.90750
053     0.92300     1.01580     182    0.91750
054     0.91650     1.00924     183    0.92750
055     0.92060     1.01338     184    0.93750
056     0.92140     1.01418     185    0.94750
057     0.93130     1.02418     186    0.95750
058     0.92400     1.01681     187    0.96750
059     0.91810     1.01085     188    0.97750
060     0.92150     1.01428     189    0.98750
061     0.91530     1.00803     190    0.99750
062     0.92240     1.01519     191    1.00750
063     0.92300     1.01580     192    1.01750
064     0.91130     1.00399     193    1.02750
065     0.90190     0.99450     194    1.03750
066     0.87610     0.96845     195    1.04750
067     0.81790     0.90970     196    1.05750
068     0.76020     0.85146     197    1.06750
069     0.75120     0.84237     198    1.07750
070     0.78890     0.88043     199    1.08750
071     0.85000     0.94211     200    1.09750
072     0.88870     0.98117     201    1.10750
073     0.91130     1.00399     202    1.11750
074     0.91790     1.01065     203    1.12750
075     0.91720     1.00994     204    1.13750
076     0.92100     1.01378     205    1.15250
077     0.91820     1.01095     206    1.16750
078     0.91910     1.01186     207    1.18250
079     0.91700     1.00974     208    1.19750
080     0.91540     1.00813     209    1.21250
081     0.92040     1.01317     210    1.22750
082     0.92040     1.01317     211    1.24250
083     0.92010     1.01287     212    1.25750
084     0.92090     1.01368     213    1.27250
085     0.91730     1.01004     214    1.28750
086     0.91940     1.01216     215    1.30250
087     0.92030     1.01307     216    1.31750
088     0.91950     1.01226     217    1.33250
089     0.91880     1.01156     218    1.34750
