翼型实验数据

实验日期：2015年05月25日10:45:27
大气压(kPa)：100.1200  温度(℃)：26.10  密度： 1.16575kg/m^3
来流风速: 40.94m/s  攻角：24.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0974kPa 来流静压：100.1202kPa 来流动压：977.1Pa
升力系数：1.2364 -0.1235 -0.1235   阻力系数： 0.2774

力矩系数：-0.0946 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.58250     -2.64311    001   0.00000
001     -2.62080     -2.68230    002   0.00050
002     -2.59650     -2.65743    003   0.00125
003     -2.58990     -2.65068    004   0.00250
004     -2.60380     -2.66490    005   0.00500
005     -2.57940     -2.63993    006   0.00750
006     -2.55150     -2.61138    007   0.01000
007     -2.76670     -2.83161    008   0.01500
008     -2.55250     -2.61240    009   0.02500
009     -2.62820     -2.68987    010   0.05000
010     -1.85970     -1.90340    012   0.10000
011     -1.38650     -1.41914    013   0.12500
012     -0.93640     -0.95851    014   0.15000
013     -0.74550     -0.76315    015   0.17500
014     -0.65870     -0.67432    016   0.20000
015     -0.69150     -0.70789    017   0.22500
016     -0.68670     -0.70297    019   0.27500
017     -0.69300     -0.70942    021   0.32500
018     -0.69500     -0.71147    022   0.35000
019     -0.70010     -0.71669    023   0.37500
020     -0.71030     -0.72712    024   0.40000
021     -0.71140     -0.72825    025   0.42500
022     -0.71740     -0.73439    026   0.45000
023     -0.72420     -0.74135    027   0.47500
024     -0.72960     -0.74688    028   0.50000
025     -0.73250     -0.74984    029   0.52500
026     -0.73870     -0.75619    030   0.55000
027     -0.74390     -0.76151    031   0.57500
028     -0.75110     -0.76888    032   0.60000
029     -0.75820     -0.77614    033   0.62500
030     -0.76200     -0.78003    034   0.65000
031     -0.76690     -0.78505    035   0.67500
032     -0.76850     -0.78669    036   0.70000
033     -0.77240     -0.79068    038   0.75000
034     -0.76870     -0.78689    040   0.80000
035     -0.77180     -0.79006    041   0.82500
036     -0.77620     -0.79457    042   0.85000
037     -0.77240     -0.79068    043   0.87500
038     -0.76960     -0.78781    044   0.90000
039     -0.76830     -0.78648    045   0.92500
040     -0.76260     -0.78065    046   0.95000
041     -0.74830     -0.76601    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.62610     -2.68772    096    0.00000
001     -2.56540     -2.62561    095    0.00050
002     -1.79120     -1.83330    094    0.00125
003     -1.14350     -1.17045    093    0.00250
004     -0.68280     -0.69898    092    0.00500
005     -0.15880     -0.16273    091    0.00750
006     0.23660     0.24192    090    0.01000
007     0.74170     0.75883    089    0.01500
008     0.91710     0.93833    088    0.02500
009     0.99730     1.02041    087    0.05000
010     0.97960     1.00229    086    0.07500
011     0.82050     0.83947    084    0.12500
012     0.73710     0.75412    083    0.15000
013     0.65380     0.66887    082    0.17500
014     0.58630     0.59980    081    0.20000
015     0.49240     0.50370    080    0.22500
016     0.42660     0.43636    079    0.25000
017     0.36180     0.37005    078    0.27500
018     0.31460     0.32174    077    0.30000
019     0.26600     0.27201    076    0.32500
020     0.18580     0.18993    075    0.35000
021     0.16380     0.16742    074    0.37500
022     0.14040     0.14347    073    0.40000
023     0.11080     0.11318    072    0.42500
024     0.08860     0.09046    071    0.45000
025     0.07750     0.07910    070    0.47500
026     0.07760     0.07920    069    0.50000
027     0.09490     0.09690    068    0.52500
028     0.09530     0.09731    067    0.55000
029     0.10260     0.10478    066    0.57500
030     0.11490     0.11737    065    0.60000
031     0.13160     0.13446    064    0.62500
032     0.13870     0.14173    063    0.65000
033     0.15750     0.16097    062    0.67500
034     0.17380     0.17765    061    0.70000
035     0.19150     0.19576    060    0.72500
036     0.22140     0.22636    059    0.75000
037     0.22420     0.22923    056    0.82500
038     0.22310     0.22810    055    0.85000
039     0.18290     0.18696    054    0.87500
040     0.14130     0.14439    053    0.90000
041     0.07740     0.07899    052    0.92500
042     -0.06050     -0.06213    051    0.95000
043     -0.21680     -0.22208    050    0.97500
044     -0.76740     -0.78556    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.99880     1.02194     129    0.06250
001     0.99880     1.02194     130    0.08750
002     0.99850     1.02163     131    0.11250
003     0.99800     1.02112     132    0.13750
004     1.00070     1.02389     133    0.16250
005     0.99600     1.01908     134    0.18750
006     1.00230     1.02552     135    0.21250
007     0.99960     1.02276     136    0.23750
008     1.00000     1.02317     137    0.26250
009     1.00230     1.02552     138    0.28750
010     0.99670     1.01979     139    0.31250
011     1.00250     1.02573     140    0.33750
012     1.00210     1.02532     141    0.36250
013     1.00560     1.02890     142    0.38750
014     1.00730     1.03064     143    0.41250
015     1.00010     1.02327     144    0.43750
016     1.00310     1.02634     145    0.45250
017     1.00160     1.02481     146    0.46750
018     0.99930     1.02245     147    0.48250
019     1.00510     1.02839     148    0.49750
020     1.00260     1.02583     149    0.51250
021     0.99580     1.01887     150    0.52750
022     0.97630     0.99892     151    0.54250
023     0.99430     1.01734     152    0.55750
024     0.98370     1.00649     153    0.57250
025     0.98160     1.00434     154    0.58750
026     0.96360     0.98592     155    0.60250
027     0.95510     0.97722     156    0.61750
028     0.94100     0.96279     157    0.63250
029     0.91490     0.93608     158    0.64750
030     0.90330     0.92421     159    0.66250
031     0.87910     0.89944     160    0.67750
032     0.88060     0.90098     161    0.69250
033     0.84860     0.86823     162    0.70750
034     0.82450     0.84357     163    0.72250
035     0.81290     0.83169     164    0.73750
036     0.79670     0.81512     165    0.74750
037     0.78410     0.80222     166    0.75750
038     0.74060     0.75770     167    0.76750
039     0.72100     0.73765     168    0.77750
040     0.72050     0.73713     169    0.78750
041     0.70290     0.71912     170    0.79750
042     0.66090     0.67614     171    0.80750
043     0.65740     0.67256     172    0.81750
044     0.56290     0.57585     173    0.82750
045     0.54290     0.55538     174    0.83750
046     0.47500     0.48589     175    0.84750
047     0.44260     0.45273     176    0.85750
048     0.44780     0.45806     177    0.86750
049     0.36170     0.36994     178    0.87750
050     0.35320     0.36124     179    0.88750
051     0.35020     0.35817     180    0.89750
052     0.32060     0.32788     181    0.90750
053     0.28860     0.29513     182    0.91750
054     0.23530     0.24059     183    0.92750
055     0.22270     0.22769     184    0.93750
056     0.14240     0.14551     185    0.94750
057     0.12440     0.12709     186    0.95750
058     0.12080     0.12341     187    0.96750
059     0.03210     0.03264     188    0.97750
060     -0.00660     -0.00697     189    0.98750
061     -0.04180     -0.04299     190    0.99750
062     -0.00480     -0.00513     191    1.00750
063     -0.03060     -0.03153     192    1.01750
064     0.02060     0.02087     193    1.02750
065     -0.03110     -0.03204     194    1.03750
066     -0.04540     -0.04668     195    1.04750
067     -0.06990     -0.07175     196    1.05750
068     -0.06770     -0.06950     197    1.06750
069     -0.04910     -0.05046     198    1.07750
070     -0.04450     -0.04576     199    1.08750
071     -0.06000     -0.06162     200    1.09750
072     -0.05030     -0.05169     201    1.10750
073     -0.05470     -0.05619     202    1.11750
074     -0.04570     -0.04698     203    1.12750
075     -0.04520     -0.04647     204    1.13750
076     -0.03710     -0.03818     205    1.15250
077     -0.03450     -0.03552     206    1.16750
078     -0.01560     -0.01618     207    1.18250
079     -0.01120     -0.01168     208    1.19750
080     0.02780     0.02824     209    1.21250
081     0.06120     0.06242     210    1.22750
082     0.11670     0.11921     211    1.24250
083     0.21450     0.21930     212    1.25750
084     0.27120     0.27733     213    1.27250
085     0.33830     0.34600     214    1.28750
086     0.35260     0.36063     215    1.30250
087     0.38420     0.39297     216    1.31750
088     0.42370     0.43339     217    1.33250
089     0.50890     0.52059     218    1.34750
090     0.57780     0.59110     219    1.36250
091     0.60670     0.62067     220    1.37750
092     0.69290     0.70889     221    1.39250
093     0.75510     0.77254     222    1.40750
094     0.77410     0.79199     223    1.42250
095     0.81510     0.83395     224    1.43750
096     0.88690     0.90742     225    1.46250
097     0.94460     0.96647     226    1.48750
098     0.96810     0.99052     227    1.51250
099     0.97410     0.99666     228    1.53750
100     0.98140     1.00413     229    1.56250
101     0.98400     1.00680     230    1.58750
102     0.99210     1.01508     231    1.61250
103     0.97360     0.99615     232    1.63750
104     0.99780     1.02092     233    1.66250
105     1.00230     1.02552     234    1.68750
106     0.99170     1.01468     235    1.71250
107     0.99510     1.01815     236    1.73750
108     0.99150     1.01447     237    1.76250
109     0.99770     1.02082     238    1.78750
110     1.00110     1.02430     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.11370     -0.11657      241    0.62500
001     -0.32960     -0.33752      242    0.93750
002     -0.38440     -0.39360      243    1.25000
003     -0.15060     -0.15434      244    1.56250
