翼型实验数据

实验日期：2015年05月25日10:32:59
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 41.10m/s  攻角：-4.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0324kPa 来流静压：100.0469kPa 来流动压：985.5Pa
升力系数：0.0510 0.0005 0.0005   阻力系数： 0.0075

力矩系数：-0.1253 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.76440     0.85996    001   0.00000
001     0.89650     0.99400    002   0.00050
002     0.91650     1.01430    003   0.00125
003     0.89890     0.99644    004   0.00250
004     0.81660     0.91293    005   0.00500
005     0.75530     0.85073    006   0.00750
006     0.61720     0.71060    007   0.01000
007     0.49740     0.58904    008   0.01500
008     0.32830     0.41745    009   0.02500
009     0.15620     0.24282    010   0.05000
010     -0.17310     -0.09132    012   0.10000
011     -0.30580     -0.22597    013   0.12500
012     -0.41620     -0.33800    014   0.15000
013     -0.52140     -0.44474    015   0.17500
014     -0.55760     -0.48148    016   0.20000
015     -0.67500     -0.60060    017   0.22500
016     -0.78970     -0.71699    019   0.27500
017     -0.85850     -0.78680    021   0.32500
018     -0.88730     -0.81602    022   0.35000
019     -0.88070     -0.80933    023   0.37500
020     -0.90080     -0.82972    024   0.40000
021     -0.88260     -0.81126    025   0.42500
022     -0.85390     -0.78213    026   0.45000
023     -0.82890     -0.75677    027   0.47500
024     -0.79260     -0.71993    028   0.50000
025     -0.75020     -0.67691    029   0.52500
026     -0.71960     -0.64586    030   0.55000
027     -0.61240     -0.53708    031   0.57500
028     -0.56610     -0.49010    032   0.60000
029     -0.51630     -0.43957    033   0.62500
030     -0.50020     -0.42323    034   0.65000
031     -0.45710     -0.37950    035   0.67500
032     -0.41550     -0.33729    036   0.70000
033     -0.34210     -0.26281    038   0.75000
034     -0.27190     -0.19158    040   0.80000
035     -0.23860     -0.15779    041   0.82500
036     -0.21270     -0.13151    042   0.85000
037     -0.17630     -0.09457    043   0.87500
038     -0.15770     -0.07570    044   0.90000
039     -0.11790     -0.03531    045   0.92500
040     -0.08210     0.00101    046   0.95000
041     0.02680     0.11152    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.61490     0.70826    096    0.00000
001     0.27840     0.36682    095    0.00050
002     0.05630     0.14145    094    0.00125
003     -0.16370     -0.08179    093    0.00250
004     -0.33820     -0.25885    092    0.00500
005     -0.56670     -0.49071    091    0.00750
006     -0.68620     -0.61197    090    0.01000
007     -0.81060     -0.73820    089    0.01500
008     -0.85960     -0.78792    088    0.02500
009     -0.88460     -0.81328    087    0.05000
010     -0.90890     -0.83794    086    0.07500
011     -0.92010     -0.84931    084    0.12500
012     -0.92260     -0.85184    083    0.15000
013     -0.92450     -0.85377    082    0.17500
014     -0.92470     -0.85397    081    0.20000
015     -0.93930     -0.86879    080    0.22500
016     -0.93960     -0.86909    079    0.25000
017     -0.90560     -0.83459    078    0.27500
018     -0.85890     -0.78721    077    0.30000
019     -0.82760     -0.75545    076    0.32500
020     -0.83050     -0.75839    075    0.35000
021     -0.78650     -0.71374    074    0.37500
022     -0.72830     -0.65469    073    0.40000
023     -0.64290     -0.56803    072    0.42500
024     -0.59650     -0.52095    071    0.45000
025     -0.53800     -0.46159    070    0.47500
026     -0.47130     -0.39391    069    0.50000
027     -0.38120     -0.30248    068    0.52500
028     -0.31770     -0.23805    067    0.55000
029     -0.25470     -0.17412    066    0.57500
030     -0.18850     -0.10695    065    0.60000
031     -0.12150     -0.03896    064    0.62500
032     -0.07210     0.01116    063    0.65000
033     -0.01880     0.06525    062    0.67500
034     0.03960     0.12450    061    0.70000
035     0.08670     0.17230    060    0.72500
036     0.12300     0.20913    059    0.75000
037     0.20090     0.28818    056    0.82500
038     0.22250     0.31009    055    0.85000
039     0.22710     0.31476    054    0.87500
040     0.23020     0.31791    053    0.90000
041     0.22420     0.31182    052    0.92500
042     0.19600     0.28320    051    0.95000
043     0.17470     0.26159    050    0.97500
044     0.10690     0.19279    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91650     1.01430     129    0.06250
001     0.91730     1.01511     130    0.08750
002     0.91720     1.01501     131    0.11250
003     0.91810     1.01592     132    0.13750
004     0.91890     1.01673     133    0.16250
005     0.91370     1.01146     134    0.18750
006     0.91990     1.01775     135    0.21250
007     0.91940     1.01724     136    0.23750
008     0.91760     1.01541     137    0.26250
009     0.92010     1.01795     138    0.28750
010     0.91450     1.01227     139    0.31250
011     0.91930     1.01714     140    0.33750
