翼型实验数据

实验日期：2015年05月25日10:40:59
大气压(kPa)：100.1200  温度(℃)：26.00  密度： 1.16614kg/m^3
来流风速: 40.68m/s  攻角：14.00  雷诺数：1.99E+006 马赫数：0.11  弦长：0.800000
来流总压：101.0103kPa 来流静压：100.0453kPa 来流动压：965.0Pa
升力系数：1.2668 -0.0331 -0.0331   阻力系数： 0.1329

力矩系数：-0.0225 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.57420     -2.58055    001   0.00000
001     -2.62080     -2.62874    002   0.00050
002     -2.59650     -2.60361    003   0.00125
003     -2.58990     -2.59679    004   0.00250
004     -2.60380     -2.61116    005   0.00500
005     -2.57940     -2.58593    006   0.00750
006     -2.55150     -2.55708    007   0.01000
007     -2.76670     -2.77961    008   0.01500
008     -2.55250     -2.55811    009   0.02500
009     -2.62820     -2.63639    010   0.05000
010     -2.39350     -2.39370    012   0.10000
011     -2.19530     -2.18875    013   0.12500
012     -2.03600     -2.02402    014   0.15000
013     -1.93520     -1.91979    015   0.17500
014     -1.84080     -1.82217    016   0.20000
015     -1.72490     -1.70232    017   0.22500
016     -1.50380     -1.47369    019   0.27500
017     -1.23190     -1.19253    021   0.32500
018     -1.08990     -1.04570    022   0.35000
019     -0.90020     -0.84953    023   0.37500
020     -0.74240     -0.68636    024   0.40000
021     -0.60140     -0.54056    025   0.42500
022     -0.53710     -0.47407    026   0.45000
023     -0.51380     -0.44997    027   0.47500
024     -0.50730     -0.44325    028   0.50000
025     -0.50540     -0.44129    029   0.52500
026     -0.50880     -0.44480    030   0.55000
027     -0.50940     -0.44542    031   0.57500
028     -0.51790     -0.45421    032   0.60000
029     -0.52400     -0.46052    033   0.62500
030     -0.52990     -0.46662    034   0.65000
031     -0.53490     -0.47179    035   0.67500
032     -0.54150     -0.47862    036   0.70000
033     -0.55020     -0.48761    038   0.75000
034     -0.55460     -0.49216    040   0.80000
035     -0.55740     -0.49506    041   0.82500
036     -0.56740     -0.50540    042   0.85000
037     -0.56410     -0.50199    043   0.87500
038     -0.56800     -0.50602    044   0.90000
039     -0.56830     -0.50633    045   0.92500
040     -0.56790     -0.50591    046   0.95000
041     -0.55160     -0.48906    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.96180     -1.94729    096    0.00000
001     -1.04510     -0.99937    095    0.00050
002     -0.43520     -0.36869    094    0.00125
003     -0.01920     0.06147    093    0.00250
004     0.26050     0.35070    092    0.00500
005     0.54370     0.64355    091    0.00750
006     0.72780     0.83392    090    0.01000
007     0.89990     1.01188    089    0.01500
008     0.91070     1.02305    088    0.02500
009     0.86280     0.97352    087    0.05000
010     0.74310     0.84974    086    0.07500
011     0.51710     0.61604    084    0.12500
012     0.42550     0.52132    083    0.15000
013     0.34150     0.43446    082    0.17500
014     0.27990     0.37076    081    0.20000
015     0.19050     0.27832    080    0.22500
016     0.13350     0.21938    079    0.25000
017     0.08270     0.16685    078    0.27500
018     0.05240     0.13551    077    0.30000
019     0.01890     0.10087    076    0.32500
020     -0.04620     0.03356    075    0.35000
021     -0.05170     0.02787    074    0.37500
022     -0.05810     0.02125    073    0.40000
023     -0.07090     0.00801    072    0.42500
024     -0.07470     0.00408    071    0.45000
025     -0.07030     0.00863    070    0.47500
026     -0.05280     0.02673    069    0.50000
027     -0.02450     0.05599    068    0.52500
028     -0.01030     0.07068    067    0.55000
029     0.00890     0.09053    066    0.57500
030     0.02840     0.11070    065    0.60000
031     0.04710     0.13003    064    0.62500
032     0.09420     0.17874    063    0.65000
033     0.11620     0.20149    062    0.67500
034     0.14820     0.23458    061    0.70000
035     0.17290     0.26012    060    0.72500
036     0.18640     0.27408    059    0.75000
037     0.20570     0.29404    056    0.82500
038     0.21010     0.29859    055    0.85000
039     0.18210     0.26963    054    0.87500
040     0.15200     0.23851    053    0.90000
041     0.10310     0.18794    052    0.92500
042     -0.00510     0.07606    051    0.95000
043     -0.12650     -0.04948    050    0.97500
044     -0.53950     -0.47655    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91300     1.02543     129    0.06250
001     0.91350     1.02594     130    0.08750
002     0.91190     1.02429     131    0.11250
003     0.91550     1.02801     132    0.13750
004     0.91540     1.02791     133    0.16250
005     0.91060     1.02295     134    0.18750
006     0.91710     1.02967     135    0.21250
007     0.91480     1.02729     136    0.23750
008     0.91410     1.02657     137    0.26250
009     0.91530     1.02781     138    0.28750
010     0.91220     1.02460     139    0.31250
011     0.91580     1.02832     140    0.33750
012     0.91490     1.02739     141    0.36250
013     0.91790     1.03049     142    0.38750
014     0.91720     1.02977     143    0.41250
015     0.91380     1.02625     144    0.43750
016     0.91580     1.02832     145    0.45250
017     0.91470     1.02719     146    0.46750
018     0.91360     1.02605     147    0.48250
019     0.91760     1.03018     148    0.49750
020     0.91350     1.02594     149    0.51250
021     0.91210     1.02450     150    0.52750
022     0.90100     1.01302     151    0.54250
023     0.91830     1.03091     152    0.55750
024     0.91370     1.02615     153    0.57250
025     0.91750     1.03008     154    0.58750
