翼型实验数据

实验日期：2015年05月25日10:33:09
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 41.19m/s  攻角：-4.00  雷诺数：2.02E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0397kPa 来流静压：100.0496kPa 来流动压：990.1Pa
升力系数：0.0486 0.0005 0.0005   阻力系数： 0.0076

力矩系数：-0.1250 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.76350     0.85237    001   0.00000
001     0.89850     0.98873    002   0.00050
002     0.91900     1.00943    003   0.00125
003     0.90240     0.99267    004   0.00250
004     0.82130     0.91075    005   0.00500
005     0.76090     0.84975    006   0.00750
006     0.62240     0.70986    007   0.01000
007     0.50230     0.58855    008   0.01500
008     0.33410     0.41867    009   0.02500
009     0.16410     0.24696    010   0.05000
010     -0.16840     -0.08887    012   0.10000
011     -0.30150     -0.22331    013   0.12500
012     -0.41180     -0.33471    014   0.15000
013     -0.51820     -0.44218    015   0.17500
014     -0.55420     -0.47854    016   0.20000
015     -0.67180     -0.59732    017   0.22500
016     -0.78690     -0.71358    019   0.27500
017     -0.85640     -0.78377    021   0.32500
018     -0.88510     -0.81276    022   0.35000
019     -0.87830     -0.80589    023   0.37500
020     -0.89840     -0.82619    024   0.40000
021     -0.88110     -0.80872    025   0.42500
022     -0.85150     -0.77882    026   0.45000
023     -0.82810     -0.75519    027   0.47500
024     -0.78940     -0.71610    028   0.50000
025     -0.74890     -0.67519    029   0.52500
026     -0.71790     -0.64388    030   0.55000
027     -0.61100     -0.53591    031   0.57500
028     -0.56510     -0.48955    032   0.60000
029     -0.51520     -0.43915    033   0.62500
030     -0.49900     -0.42279    034   0.65000
031     -0.45620     -0.37956    035   0.67500
032     -0.41470     -0.33764    036   0.70000
033     -0.34070     -0.26290    038   0.75000
034     -0.27040     -0.19190    040   0.80000
035     -0.23790     -0.15907    041   0.82500
036     -0.21160     -0.13251    042   0.85000
037     -0.17430     -0.09483    043   0.87500
038     -0.15420     -0.07453    044   0.90000
039     -0.11630     -0.03625    045   0.92500
040     -0.07990     0.00052    046   0.95000
041     0.03040     0.11192    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.61370     0.70107    096    0.00000
001     0.27380     0.35776    095    0.00050
002     0.05130     0.13303    094    0.00125
003     -0.16950     -0.08998    093    0.00250
004     -0.34430     -0.26654    092    0.00500
005     -0.57300     -0.49753    091    0.00750
006     -0.69270     -0.61843    090    0.01000
007     -0.81680     -0.74378    089    0.01500
008     -0.86420     -0.79165    088    0.02500
009     -0.88870     -0.81640    087    0.05000
010     -0.91140     -0.83932    086    0.07500
011     -0.92230     -0.85033    084    0.12500
012     -0.92390     -0.85195    083    0.15000
013     -0.92640     -0.85448    082    0.17500
