翼型实验数据

实验日期：2015年05月25日10:31:57
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 40.95m/s  攻角：-6.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0284kPa 来流静压：100.0500kPa 来流动压：978.4Pa
升力系数：-0.2062 0.0008 0.0008   阻力系数： 0.0080

力矩系数：-0.1328 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.37950     0.46964    001   0.00000
001     0.68200     0.77882    002   0.00050
002     0.81700     0.91680    003   0.00125
003     0.89090     0.99233    004   0.00250
004     0.90880     1.01063    005   0.00500
005     0.89260     0.99407    006   0.00750
006     0.82230     0.92222    007   0.01000
007     0.72130     0.81899    008   0.01500
008     0.59440     0.68929    009   0.02500
009     0.43490     0.52627    010   0.05000
010     0.08920     0.17294    012   0.10000
011     -0.05630     0.02422    013   0.12500
012     -0.17700     -0.09914    014   0.15000
013     -0.29020     -0.21484    015   0.17500
014     -0.34480     -0.27065    016   0.20000
015     -0.46170     -0.39013    017   0.22500
016     -0.59180     -0.52310    019   0.27500
017     -0.67880     -0.61202    021   0.32500
018     -0.71500     -0.64902    022   0.35000
019     -0.71850     -0.65260    023   0.37500
020     -0.74800     -0.68275    024   0.40000
021     -0.73820     -0.67273    025   0.42500
022     -0.71860     -0.65270    026   0.45000
023     -0.70480     -0.63859    027   0.47500
024     -0.67540     -0.60854    028   0.50000
025     -0.63460     -0.56684    029   0.52500
026     -0.60240     -0.53393    030   0.55000
027     -0.56750     -0.49826    031   0.57500
028     -0.50110     -0.43040    032   0.60000
029     -0.43830     -0.36621    033   0.62500
030     -0.42820     -0.35589    034   0.65000
031     -0.39410     -0.32103    035   0.67500
032     -0.35870     -0.28485    036   0.70000
033     -0.29650     -0.22128    038   0.75000
034     -0.23610     -0.15955    040   0.80000
035     -0.20710     -0.12991    041   0.82500
036     -0.18490     -0.10722    042   0.85000
037     -0.15270     -0.07431    043   0.87500
038     -0.13670     -0.05795    044   0.90000
039     -0.10390     -0.02443    045   0.92500
040     -0.07230     0.00787    046   0.95000
041     0.02750     0.10987    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.13820     0.22302    096    0.00000
001     -0.35520     -0.28128    095    0.00050
002     -0.61740     -0.54926    094    0.00125
003     -0.86470     -0.80202    093    0.00250
004     -1.05200     -0.99346    092    0.00500
005     -1.28450     -1.23109    091    0.00750
006     -1.36760     -1.31603    090    0.01000
007     -1.38970     -1.33861    089    0.01500
008     -1.37500     -1.32359    088    0.02500
009     -1.32300     -1.27044    087    0.05000
010     -1.27220     -1.21852    086    0.07500
011     -1.19470     -1.13931    084    0.12500
012     -1.17030     -1.11437    083    0.15000
013     -1.14900     -1.09260    082    0.17500
014     -1.13450     -1.07778    081    0.20000
015     -1.12890     -1.07206    080    0.22500
016     -1.11600     -1.05887    079    0.25000
017     -1.07310     -1.01502    078    0.27500
018     -1.02520     -0.96607    077    0.30000
019     -0.94360     -0.88267    076    0.32500
020     -0.95490     -0.89422    075    0.35000
021     -0.86880     -0.80621    074    0.37500
022     -0.79890     -0.73477    073    0.40000
023     -0.74960     -0.68438    072    0.42500
024     -0.68990     -0.62336    071    0.45000
025     -0.61860     -0.55049    070    0.47500
026     -0.53900     -0.46913    069    0.50000
027     -0.44380     -0.37183    068    0.52500
028     -0.37240     -0.29886    067    0.55000
029     -0.30350     -0.22843    066    0.57500
030     -0.23170     -0.15505    065    0.60000
031     -0.16300     -0.08483    064    0.62500
032     -0.11020     -0.03087    063    0.65000
033     -0.05260     0.02800    062    0.67500
034     0.00320     0.08504    061    0.70000
035     0.04850     0.13134    060    0.72500
036     0.08590     0.16956    059    0.75000
037     0.16350     0.24888    056    0.82500
038     0.18600     0.27187    055    0.85000
039     0.19270     0.27872    054    0.87500
040     0.20040     0.28659    053    0.90000
041     0.19870     0.28485    052    0.92500
042     0.17730     0.26298    051    0.95000
043     0.16350     0.24888    050    0.97500
044     0.10950     0.19368    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.90970     1.01155     129    0.06250
001     0.91050     1.01237     130    0.08750
002     0.90830     1.01012     131    0.11250
003     0.90930     1.01114     132    0.13750
004     0.91030     1.01216     133    0.16250
005     0.90460     1.00634     134    0.18750
006     0.91220     1.01410     135    0.21250
007     0.91030     1.01216     136    0.23750
008     0.90860     1.01043     137    0.26250
009     0.91090     1.01278     138    0.28750
010     0.90590     1.00767     139    0.31250
011     0.90880     1.01063     140    0.33750
012     0.91090     1.01278     141    0.36250
013     0.91360     1.01554     142    0.38750
014     0.91210     1.01400     143    0.41250
015     0.90840     1.01022     144    0.43750
016     0.91090     1.01278     145    0.45250
017     0.90950     1.01135     146    0.46750
018     0.90750     1.00930     147    0.48250
019     0.91190     1.01380     148    0.49750
020     0.90810     1.00991     149    0.51250
021     0.90900     1.01083     150    0.52750
022     0.89410     0.99561     151    0.54250
023     0.91400     1.01594     152    0.55750
024     0.90600     1.00777     153    0.57250
025     0.91180     1.01370     154    0.58750
026     0.91040     1.01226     155    0.60250
027     0.91130     1.01318     156    0.61750
028     0.91210     1.01400     157    0.63250
029     0.90690     1.00869     158    0.64750
030     0.90860     1.01043     159    0.66250
031     0.90700     1.00879     160    0.67750
032     0.91000     1.01186     161    0.69250
033     0.89910     1.00072     162    0.70750
034     0.90640     1.00818     163    0.72250
035     0.90550     1.00726     164    0.73750
036     0.89370     0.99520     165    0.74750
037     0.90410     1.00583     166    0.75750
038     0.90660     1.00838     167    0.76750
039     0.89770     0.99928     168    0.77750
040     0.90430     1.00603     169    0.78750
041     0.90280     1.00450     170    0.79750
042     0.91060     1.01247     171    0.80750
043     0.90830     1.01012     172    0.81750
044     0.90250     1.00419     173    0.82750
045     0.90530     1.00705     174    0.83750
046     0.91000     1.01186     175    0.84750
047     0.90760     1.00940     176    0.85750
048     0.90460     1.00634     177    0.86750
049     0.90690     1.00869     178    0.87750
050     0.90830     1.01012     179    0.88750
051     0.90450     1.00623     180    0.89750
052     0.90730     1.00910     181    0.90750
053     0.90690     1.00869     182    0.91750
054     0.90170     1.00337     183    0.92750
055     0.90540     1.00715     184    0.93750
056     0.90600     1.00777     185    0.94750
057     0.91620     1.01819     186    0.95750
058     0.91050     1.01237     187    0.96750
059     0.90370     1.00542     188    0.97750
060     0.90670     1.00848     189    0.98750
061     0.90070     1.00235     190    0.99750
062     0.90750     1.00930     191    1.00750
063     0.90980     1.01165     192    1.01750
064     0.89910     1.00072     193    1.02750
065     0.89940     1.00102     194    1.03750
066     0.90490     1.00664     195    1.04750
067     0.89990     1.00153     196    1.05750
068     0.89190     0.99336     197    1.06750
069     0.87030     0.97128     198    1.07750
070     0.83440     0.93459     199    1.08750
071     0.77420     0.87306     200    1.09750
072     0.74090     0.83902     201    1.10750
073     0.75090     0.84924     202    1.11750
074     0.78920     0.88839     203    1.12750
075     0.84660     0.94706     204    1.13750
076     0.89340     0.99489     205    1.15250
077     0.90350     1.00521     206    1.16750
078     0.90270     1.00439     207    1.18250
079     0.90320     1.00491     208    1.19750
080     0.90090     1.00256     209    1.21250
081     0.90410     1.00583     210    1.22750
082     0.90420     1.00593     211    1.24250
083     0.90480     1.00654     212    1.25750
084     0.90700     1.00879     213    1.27250
085     0.90240     1.00409     214    1.28750
086     0.90460     1.00634     215    1.30250
087     0.90580     1.00756     216    1.31750
088     0.90470     1.00644     217    1.33250
089     0.90490     1.00664     218    1.34750
090     0.90550     1.00726     219    1.36250
091     0.90080     1.00245     220    1.37750
092     0.90390     1.00562     221    1.39250
093     0.90410     1.00583     222    1.40750
094     0.90360     1.00531     223    1.42250
095     0.90570     1.00746     224    1.43750
096     0.90380     1.00552     225    1.46250
097     0.91060     1.01247     226    1.48750
098     0.91120     1.01308     227    1.51250
099     0.90480     1.00654     228    1.53750
100     0.90410     1.00583     229    1.56250
101     0.90480     1.00654     230    1.58750
102     0.90960     1.01145     231    1.61250
103     0.88460     0.98590     232    1.63750
104     0.90560     1.00736     233    1.66250
105     0.91040     1.01226     234    1.68750
106     0.89980     1.00143     235    1.71250
107     0.90460     1.00634     236    1.73750
108     0.90220     1.00388     237    1.76250
109     0.90860     1.01043     238    1.78750
110     0.90850     1.01032     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.10000     -0.02044      241    0.62500
001     -0.11880     -0.03966      242    0.93750
002     -0.11700     -0.03782      243    1.25000
003     -0.06020     0.02024      244    1.56250
