翼型实验数据

实验日期：2015年05月25日10:30:08
大气压(kPa)：100.1300  温度(℃)：25.70  密度： 1.16743kg/m^3
来流风速: 41.05m/s  攻角：-10.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0369kPa 来流静压：100.0534kPa 来流动压：983.6Pa
升力系数：-0.6713 0.0068 0.0068   阻力系数： 0.0388

力矩系数：-0.1139 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.92750     -0.87031    001   0.00000
001     -0.27070     -0.20006    002   0.00050
002     0.11660     0.19517    003   0.00125
003     0.43430     0.51937    004   0.00250
004     0.69160     0.78194    005   0.00500
005     0.79110     0.88347    006   0.00750
006     0.89010     0.98450    007   0.01000
007     0.87290     0.96695    008   0.01500
008     0.88210     0.97634    009   0.02500
009     0.79190     0.88429    010   0.05000
010     0.49000     0.57621    012   0.10000
011     0.34000     0.42314    013   0.12500
012     0.21040     0.29089    014   0.15000
013     0.09220     0.17027    015   0.17500
014     -0.00590     0.07016    016   0.20000
015     -0.10180     -0.02771    017   0.22500
016     -0.25650     -0.18557    019   0.27500
017     -0.37210     -0.30354    021   0.32500
018     -0.42100     -0.35344    022   0.35000
019     -0.44150     -0.37436    023   0.37500
020     -0.48570     -0.41946    024   0.40000
021     -0.49260     -0.42651    025   0.42500
022     -0.48820     -0.42202    026   0.45000
023     -0.49140     -0.42528    027   0.47500
024     -0.47930     -0.41293    028   0.50000
025     -0.44960     -0.38263    029   0.52500
026     -0.42040     -0.35283    030   0.55000
027     -0.40050     -0.33252    031   0.57500
028     -0.38250     -0.31415    032   0.60000
029     -0.35740     -0.28854    033   0.62500
030     -0.33680     -0.26752    034   0.65000
031     -0.29600     -0.22588    035   0.67500
032     -0.25670     -0.18578    036   0.70000
033     -0.22380     -0.15220    038   0.75000
034     -0.18330     -0.11087    040   0.80000
035     -0.16560     -0.09281    041   0.82500
036     -0.15570     -0.08271    042   0.85000
037     -0.13360     -0.06016    043   0.87500
038     -0.13360     -0.06016    044   0.90000
039     -0.11580     -0.04199    045   0.92500
040     -0.10510     -0.03107    046   0.95000
041     -0.06180     0.01311    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.34720     -1.29860    096    0.00000
001     -2.09640     -2.06314    095    0.00050
002     -2.37600     -2.34846    094    0.00125
003     -2.62570     -2.60327    093    0.00250
004     -2.61500     -2.59235    092    0.00500
005     -2.49480     -2.46969    091    0.00750
006     -2.65320     -2.63133    090    0.01000
007     -2.57060     -2.54704    089    0.01500
008     -2.49970     -2.47469    088    0.02500
009     -2.27950     -2.24998    087    0.05000
010     -1.97270     -1.93690    086    0.07500
011     -1.70950     -1.66832    084    0.12500
012     -1.61990     -1.57688    083    0.15000
013     -1.55930     -1.51504    082    0.17500
014     -1.40910     -1.36177    081    0.20000
015     -1.45050     -1.40401    080    0.22500
016     -1.39320     -1.34554    079    0.25000
017     -1.30970     -1.26033    078    0.27500
018     -1.20520     -1.15369    077    0.30000
019     -1.11920     -1.06593    076    0.32500
020     -1.08790     -1.03399    075    0.35000
021     -0.96700     -0.91062    074    0.37500
022     -0.85400     -0.79530    073    0.40000
023     -0.75120     -0.69040    072    0.42500
024     -0.63240     -0.56917    071    0.45000
025     -0.50690     -0.44110    070    0.47500
026     -0.38340     -0.31507    069    0.50000
027     -0.30300     -0.23302    068    0.52500
028     -0.26920     -0.19853    067    0.55000
029     -0.25440     -0.18343    066    0.57500
030     -0.24640     -0.17527    065    0.60000
031     -0.24470     -0.17353    064    0.62500
032     -0.24490     -0.17374    063    0.65000
033     -0.23470     -0.16333    062    0.67500
034     -0.22920     -0.15771    061    0.70000
035     -0.22120     -0.14955    060    0.72500
036     -0.21190     -0.14006    059    0.75000
037     -0.18580     -0.11343    056    0.82500
038     -0.17430     -0.10169    055    0.85000
039     -0.15830     -0.08536    054    0.87500
040     -0.13780     -0.06444    053    0.90000
041     -0.10740     -0.03342    052    0.92500
042     -0.08640     -0.01199    051    0.95000
043     -0.05630     0.01873    050    0.97500
044     -0.03150     0.04403    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91440     1.00930     129    0.06250
001     0.91420     1.00909     130    0.08750
002     0.91340     1.00828     131    0.11250
003     0.91420     1.00909     132    0.13750
004     0.91520     1.01011     133    0.16250
005     0.91170     1.00654     134    0.18750
006     0.91700     1.01195     135    0.21250
007     0.91590     1.01083     136    0.23750
008     0.91330     1.00817     137    0.26250
009     0.91530     1.01021     138    0.28750
010     0.90930     1.00409     139    0.31250
011     0.91570     1.01062     140    0.33750
012     0.91600     1.01093     141    0.36250
013     0.91830     1.01328     142    0.38750
014     0.91730     1.01226     143    0.41250
015     0.91500     1.00991     144    0.43750
016     0.91660     1.01154     145    0.45250
017     0.91470     1.00960     146    0.46750
018     0.91460     1.00950     147    0.48250
019     0.91780     1.01277     148    0.49750
020     0.91290     1.00777     149    0.51250
021     0.91390     1.00879     150    0.52750
022     0.90180     0.99644     151    0.54250
023     0.91890     1.01389     152    0.55750
024     0.91140     1.00624     153    0.57250
025     0.91850     1.01348     154    0.58750
026     0.91660     1.01154     155    0.60250
027     0.91610     1.01103     156    0.61750
028     0.91720     1.01215     157    0.63250
029     0.91240     1.00726     158    0.64750
030     0.91430     1.00919     159    0.66250
031     0.91300     1.00787     160    0.67750
032     0.91500     1.00991     161    0.69250
033     0.90520     0.99991     162    0.70750
034     0.91190     1.00675     163    0.72250
035     0.91350     1.00838     164    0.73750
036     0.89910     0.99368     165    0.74750
037     0.91160     1.00644     166    0.75750
038     0.91230     1.00715     167    0.76750
039     0.90390     0.99858     168    0.77750
040     0.90960     1.00440     169    0.78750
041     0.91020     1.00501     170    0.79750
042     0.91550     1.01042     171    0.80750
043     0.91370     1.00858     172    0.81750
044     0.90820     1.00297     173    0.82750
045     0.91000     1.00481     174    0.83750
046     0.91620     1.01113     175    0.84750
047     0.91360     1.00848     176    0.85750
048     0.90800     1.00277     177    0.86750
049     0.91170     1.00654     178    0.87750
050     0.91230     1.00715     179    0.88750
051     0.90710     1.00185     180    0.89750
052     0.90790     1.00266     181    0.90750
053     0.90500     0.99970     182    0.91750
054     0.89360     0.98807     183    0.92750
055     0.88910     0.98348     184    0.93750
056     0.88450     0.97878     185    0.94750
057     0.88660     0.98093     186    0.95750
058     0.87110     0.96511     187    0.96750
059     0.84730     0.94082     188    0.97750
060     0.83830     0.93164     189    0.98750
061     0.81830     0.91123     190    0.99750
062     0.80640     0.89909     191    1.00750
063     0.78570     0.87796     192    1.01750
064     0.75450     0.84612     193    1.02750
065     0.73890     0.83020     194    1.03750
066     0.73290     0.82408     195    1.04750
067     0.71440     0.80520     196    1.05750
068     0.69700     0.78745     197    1.06750
069     0.68870     0.77898     198    1.07750
070     0.69400     0.78438     199    1.08750
071     0.68800     0.77826     200    1.09750
072     0.69150     0.78183     201    1.10750
073     0.70000     0.79051     202    1.11750
074     0.71360     0.80439     203    1.12750
075     0.73100     0.82214     204    1.13750
076     0.75050     0.84204     205    1.15250
077     0.76480     0.85663     206    1.16750
078     0.78960     0.88194     207    1.18250
079     0.81990     0.91286     208    1.19750
080     0.84680     0.94031     209    1.21250
081     0.86570     0.95960     210    1.22750
082     0.88610     0.98042     211    1.24250
083     0.89970     0.99430     212    1.25750
084     0.90500     0.99970     213    1.27250
085     0.90700     1.00174     214    1.28750
086     0.90970     1.00450     215    1.30250
087     0.91040     1.00521     216    1.31750
088     0.90990     1.00470     217    1.33250
089     0.91000     1.00481     218    1.34750
090     0.90990     1.00470     219    1.36250
091     0.90470     0.99940     220    1.37750
092     0.90950     1.00430     221    1.39250
093     0.90950     1.00430     222    1.40750
094     0.90940     1.00419     223    1.42250
095     0.91070     1.00552     224    1.43750
096     0.90820     1.00297     225    1.46250
097     0.91590     1.01083     226    1.48750
098     0.91520     1.01011     227    1.51250
099     0.91000     1.00481     228    1.53750
100     0.90890     1.00368     229    1.56250
101     0.90960     1.00440     230    1.58750
102     0.91440     1.00930     231    1.61250
103     0.88930     0.98368     232    1.63750
104     0.91240     1.00726     233    1.66250
105     0.91580     1.01073     234    1.68750
106     0.90460     0.99930     235    1.71250
107     0.90900     1.00379     236    1.73750
108     0.90690     1.00164     237    1.76250
109     0.91210     1.00695     238    1.78750
110     0.91450     1.00940     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.11770     -0.04393      241    0.62500
001     -0.14400     -0.07077      242    0.93750
002     -0.11980     -0.04607      243    1.25000
003     -0.05310     0.02199      244    1.56250
