翼型实验数据

实验日期：2015年05月25日10:31:03
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 40.90m/s  攻角：-8.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0310kPa 来流静压：100.0547kPa 来流动压：976.2Pa
升力系数：-0.4571 0.0016 0.0016   阻力系数： 0.0111

力矩系数：-0.1323 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.19610     -0.12376    001   0.00000
001     0.28460     0.36777    002   0.00050
002     0.54340     0.63240    003   0.00125
003     0.73580     0.82914    004   0.00250
004     0.86690     0.96319    005   0.00500
005     0.90280     0.99990    006   0.00750
006     0.91100     1.00828    007   0.01000
007     0.84440     0.94018    008   0.01500
008     0.78110     0.87546    009   0.02500
009     0.64990     0.74130    010   0.05000
010     0.31260     0.39640    012   0.10000
011     0.16130     0.24169    013   0.12500
012     0.03270     0.11020    014   0.15000
013     -0.08340     -0.00852    015   0.17500
014     -0.16210     -0.08899    016   0.20000
015     -0.26990     -0.19922    017   0.22500
016     -0.41360     -0.34616    019   0.27500
017     -0.51620     -0.45107    021   0.32500
018     -0.55850     -0.49432    022   0.35000
019     -0.57110     -0.50720    023   0.37500
020     -0.60800     -0.54494    024   0.40000
021     -0.60760     -0.54453    025   0.42500
022     -0.59550     -0.53215    026   0.45000
023     -0.58990     -0.52643    027   0.47500
024     -0.56930     -0.50536    028   0.50000
025     -0.53360     -0.46886    029   0.52500
026     -0.50080     -0.43532    030   0.55000
027     -0.47400     -0.40792    031   0.57500
028     -0.45240     -0.38583    032   0.60000
029     -0.39720     -0.32939    033   0.62500
030     -0.35470     -0.28593    034   0.65000
031     -0.32900     -0.25965    035   0.67500
032     -0.30220     -0.23225    036   0.70000
033     -0.25120     -0.18010    038   0.75000
034     -0.20060     -0.12836    040   0.80000
035     -0.17420     -0.10136    041   0.82500
036     -0.15620     -0.08296    042   0.85000
037     -0.12730     -0.05341    043   0.87500
038     -0.11610     -0.04195    044   0.90000
039     -0.08760     -0.01281    045   0.92500
040     -0.06080     0.01459    046   0.95000
041     0.02880     0.10621    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.53010     -0.46528    096    0.00000
001     -1.16490     -1.11438    095    0.00050
002     -1.44670     -1.40253    094    0.00125
003     -1.70420     -1.66583    093    0.00250
004     -1.89340     -1.85929    092    0.00500
005     -2.11200     -2.08281    091    0.00750
006     -2.14210     -2.11359    090    0.01000
007     -2.03050     -1.99948    089    0.01500
008     -1.93800     -1.90490    088    0.02500
009     -1.79360     -1.75724    087    0.05000
010     -1.65820     -1.61879    086    0.07500
011     -1.46500     -1.42124    084    0.12500
012     -1.39350     -1.34813    083    0.15000
013     -1.36930     -1.32338    082    0.17500
014     -1.23310     -1.18412    081    0.20000
015     -1.31690     -1.26980    080    0.22500
016     -1.28190     -1.23402    079    0.25000
017     -1.22310     -1.17389    078    0.27500
018     -1.14160     -1.09056    077    0.30000
019     -1.07700     -1.02450    076    0.32500
020     -1.07870     -1.02624    075    0.35000
021     -0.98000     -0.92531    074    0.37500
022     -0.89620     -0.83963    073    0.40000
023     -0.82980     -0.77173    072    0.42500
024     -0.75500     -0.69525    071    0.45000
025     -0.66950     -0.60782    070    0.47500
026     -0.57880     -0.51508    069    0.50000
027     -0.47940     -0.41344    068    0.52500
028     -0.39960     -0.33184    067    0.55000
029     -0.32320     -0.25372    066    0.57500
030     -0.24970     -0.17856    065    0.60000
031     -0.18510     -0.11251    064    0.62500
032     -0.13670     -0.06302    063    0.65000
033     -0.08750     -0.01271    062    0.67500
034     -0.04940     0.02625    061    0.70000
035     -0.01910     0.05723    060    0.72500
036     0.00500     0.08187    059    0.75000
037     0.06220     0.14036    056    0.82500
038     0.08490     0.16357    055    0.85000
039     0.09770     0.17666    054    0.87500
040     0.11690     0.19629    053    0.90000
041     0.13040     0.21010    052    0.92500
042     0.13360     0.21337    051    0.95000
043     0.13630     0.21613    050    0.97500
044     0.11150     0.19077    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91450     1.01186     129    0.06250
001     0.91390     1.01125     130    0.08750
002     0.91300     1.01033     131    0.11250
003     0.91440     1.01176     132    0.13750
004     0.91460     1.01196     133    0.16250
005     0.90880     1.00603     134    0.18750
006     0.91650     1.01391     135    0.21250
007     0.91440     1.01176     136    0.23750
008     0.91410     1.01145     137    0.26250
009     0.91630     1.01370     138    0.28750
010     0.91110     1.00838     139    0.31250
011     0.91510     1.01247     140    0.33750
012     0.91530     1.01268     141    0.36250
013     0.91790     1.01534     142    0.38750
014     0.91770     1.01513     143    0.41250
015     0.91450     1.01186     144    0.43750
016     0.91660     1.01401     145    0.45250
017     0.91430     1.01166     146    0.46750
018     0.91320     1.01053     147    0.48250
019     0.91690     1.01432     148    0.49750
020     0.91310     1.01043     149    0.51250
021     0.91300     1.01033     150    0.52750
022     0.90030     0.99734     151    0.54250
023     0.91970     1.01718     152    0.55750
024     0.91260     1.00992     153    0.57250
025     0.91700     1.01442     154    0.58750
026     0.91420     1.01155     155    0.60250
027     0.91720     1.01462     156    0.61750
028     0.91690     1.01432     157    0.63250
029     0.91170     1.00900     158    0.64750
030     0.91520     1.01258     159    0.66250
031     0.91310     1.01043     160    0.67750
032     0.91520     1.01258     161    0.69250
033     0.90530     1.00245     162    0.70750
034     0.91090     1.00818     163    0.72250
035     0.91100     1.00828     164    0.73750
036     0.89870     0.99571     165    0.74750
037     0.91050     1.00777     166    0.75750
038     0.91120     1.00849     167    0.76750
039     0.90320     1.00031     168    0.77750
040     0.90990     1.00716     169    0.78750
041     0.90960     1.00685     170    0.79750
042     0.91570     1.01309     171    0.80750
043     0.91380     1.01115     172    0.81750
044     0.90740     1.00460     173    0.82750
045     0.91020     1.00746     174    0.83750
046     0.91510     1.01247     175    0.84750
047     0.91300     1.01033     176    0.85750
048     0.90920     1.00644     177    0.86750
049     0.91300     1.01033     178    0.87750
050     0.91260     1.00992     179    0.88750
051     0.90930     1.00654     180    0.89750
052     0.91180     1.00910     181    0.90750
053     0.91200     1.00930     182    0.91750
054     0.90660     1.00378     183    0.92750
055     0.91060     1.00787     184    0.93750
056     0.91080     1.00808     185    0.94750
057     0.91990     1.01738     186    0.95750
058     0.91470     1.01207     187    0.96750
059     0.90750     1.00470     188    0.97750
060     0.91120     1.00849     189    0.98750
061     0.90570     1.00286     190    0.99750
062     0.91210     1.00941     191    1.00750
063     0.91360     1.01094     192    1.01750
064     0.90470     1.00184     193    1.02750
065     0.90510     1.00225     194    1.03750
066     0.90950     1.00675     195    1.04750
067     0.90190     0.99898     196    1.05750
068     0.90110     0.99816     197    1.06750
069     0.89240     0.98926     198    1.07750
070     0.88560     0.98231     199    1.08750
071     0.86010     0.95624     200    1.09750
072     0.82990     0.92536     201    1.10750
073     0.79970     0.89448     202    1.11750
074     0.77800     0.87229     203    1.12750
075     0.76050     0.85439     204    1.13750
076     0.76130     0.85521     205    1.15250
077     0.79550     0.89018     206    1.16750
078     0.84260     0.93834     207    1.18250
079     0.88880     0.98558     208    1.19750
080     0.90340     1.00051     209    1.21250
081     0.91220     1.00951     210    1.22750
082     0.91040     1.00767     211    1.24250
083     0.91080     1.00808     212    1.25750
