翼型实验数据

实验日期：2015年05月25日10:42:03
大气压(kPa)：100.1200  温度(℃)：26.00  密度： 1.16614kg/m^3
来流风速: 40.92m/s  攻角：16.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0328kPa 来流静压：100.0567kPa 来流动压：976.2Pa
升力系数：1.3042 -0.0390 -0.0390   阻力系数： 0.1360

力矩系数：-0.0273 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.58250     -2.57935    001   0.00000
001     -2.62080     -2.61862    002   0.00050
002     -2.59650     -2.59370    003   0.00125
003     -2.58990     -2.58694    004   0.00250
004     -2.60380     -2.60119    005   0.00500
005     -2.57940     -2.57617    006   0.00750
006     -2.55150     -2.54757    007   0.01000
007     -2.76670     -2.76820    008   0.01500
008     -2.55250     -2.54859    009   0.02500
009     -2.62820     -2.62620    010   0.05000
010     -2.54230     -2.53813    012   0.10000
011     -2.29730     -2.28695    013   0.12500
012     -2.10390     -2.08866    014   0.15000
013     -1.97320     -1.95466    015   0.17500
014     -1.85210     -1.83051    016   0.20000
015     -1.70360     -1.67826    017   0.22500
016     -1.43560     -1.40349    019   0.27500
017     -1.10360     -1.06310    021   0.32500
018     -0.93800     -0.89332    022   0.35000
019     -0.75170     -0.70232    023   0.37500
020     -0.63910     -0.58687    024   0.40000
021     -0.57800     -0.52423    025   0.42500
022     -0.56120     -0.50701    026   0.45000
023     -0.55520     -0.50086    027   0.47500
024     -0.55360     -0.49922    028   0.50000
025     -0.55240     -0.49799    029   0.52500
026     -0.55560     -0.50127    030   0.55000
027     -0.55730     -0.50301    031   0.57500
028     -0.55950     -0.50526    032   0.60000
029     -0.56500     -0.51090    033   0.62500
030     -0.56730     -0.51326    034   0.65000
031     -0.57110     -0.51716    035   0.67500
032     -0.57480     -0.52095    036   0.70000
033     -0.58140     -0.52772    038   0.75000
034     -0.58490     -0.53131    040   0.80000
035     -0.58690     -0.53336    041   0.82500
036     -0.59680     -0.54351    042   0.85000
037     -0.59500     -0.54166    043   0.87500
038     -0.59840     -0.54515    044   0.90000
