翼型实验数据

实验日期：2015年05月25日10:45:51
大气压(kPa)：100.1100  温度(℃)：26.20  密度： 1.16524kg/m^3
来流风速: 41.00m/s  攻角：25.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.1074kPa 来流静压：100.1280kPa 来流动压：979.4Pa
升力系数：1.2864 -0.1369 -0.1369   阻力系数： 0.2935

力矩系数：-0.1016 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.58250     -2.65017    001   0.00000
001     -2.62080     -2.68926    002   0.00050
002     -2.59650     -2.66446    003   0.00125
003     -2.58990     -2.65772    004   0.00250
004     -2.60380     -2.67191    005   0.00500
005     -2.57940     -2.64700    006   0.00750
006     -2.55150     -2.61852    007   0.01000
007     -2.76670     -2.83820    008   0.01500
008     -2.55250     -2.61954    009   0.02500
009     -2.62820     -2.69682    010   0.05000
010     -1.92480     -1.97878    012   0.10000
011     -1.42310     -1.46663    013   0.12500
012     -0.99240     -1.02697    014   0.15000
013     -0.79240     -0.82281    015   0.17500
014     -0.70110     -0.72961    016   0.20000
015     -0.72690     -0.75594    017   0.22500
016     -0.72700     -0.75605    019   0.27500
017     -0.73020     -0.75931    021   0.32500
018     -0.73330     -0.76248    022   0.35000
019     -0.73520     -0.76442    023   0.37500
020     -0.74390     -0.77330    024   0.40000
021     -0.74320     -0.77258    025   0.42500
022     -0.74690     -0.77636    026   0.45000
023     -0.75280     -0.78238    027   0.47500
024     -0.75600     -0.78565    028   0.50000
025     -0.75970     -0.78943    029   0.52500
026     -0.76450     -0.79433    030   0.55000
027     -0.76850     -0.79841    031   0.57500
028     -0.77500     -0.80504    032   0.60000
029     -0.78040     -0.81056    033   0.62500
030     -0.78250     -0.81270    034   0.65000
031     -0.78640     -0.81668    035   0.67500
032     -0.78880     -0.81913    036   0.70000
033     -0.79290     -0.82332    038   0.75000
034     -0.79310     -0.82352    040   0.80000
035     -0.79530     -0.82577    041   0.82500
036     -0.80210     -0.83271    042   0.85000
037     -0.79880     -0.82934    043   0.87500
038     -0.79700     -0.82750    044   0.90000
039     -0.79520     -0.82567    045   0.92500
040     -0.79120     -0.82158    046   0.95000
041     -0.77770     -0.80780    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.62610     -2.69467    096    0.00000
001     -2.56540     -2.63271    095    0.00050
002     -2.00470     -2.06034    094    0.00125
003     -1.32490     -1.36639    093    0.00250
004     -0.83480     -0.86609    092    0.00500
005     -0.27610     -0.29576    091    0.00750
006     0.15280     0.14207    090    0.01000
007     0.71140     0.71229    089    0.01500
008     0.90750     0.91248    088    0.02500
009     1.00770     1.01476    087    0.05000
010     1.00570     1.01272    086    0.07500
011     0.85890     0.86286    084    0.12500
012     0.77700     0.77926    083    0.15000
013     0.69610     0.69668    082    0.17500
014     0.62900     0.62818    081    0.20000
015     0.53540     0.53263    080    0.22500
016     0.46980     0.46566    079    0.25000
017     0.40150     0.39594    078    0.27500
018     0.35360     0.34705    077    0.30000
019     0.30390     0.29631    076    0.32500
020     0.22330     0.21403    075    0.35000
021     0.19970     0.18994    074    0.37500
022     0.17460     0.16432    073    0.40000
023     0.14330     0.13237    072    0.42500
024     0.11960     0.10818    071    0.45000
025     0.10600     0.09429    070    0.47500
026     0.10480     0.09307    069    0.50000
027     0.12010     0.10869    068    0.52500
028     0.11960     0.10818    067    0.55000
029     0.12540     0.11410    066    0.57500
030     0.13650     0.12543    065    0.60000
031     0.15230     0.14156    064    0.62500
032     0.15830     0.14768    063    0.65000
033     0.17630     0.16606    062    0.67500
034     0.19260     0.18270    061    0.70000
035     0.20900     0.19944    060    0.72500
036     0.22560     0.21638    059    0.75000
037     0.23810     0.22914    056    0.82500
038     0.23550     0.22649    055    0.85000
039     0.19270     0.18280    054    0.87500
040     0.14900     0.13819    053    0.90000
041     0.08340     0.07122    052    0.92500
042     -0.06020     -0.07537    051    0.95000
043     -0.22160     -0.24013    050    0.97500
044     -0.80180     -0.83240    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     1.01260     1.01976     129    0.06250
001     1.01260     1.01976     130    0.08750
002     1.01240     1.01956     131    0.11250
003     1.01090     1.01803     132    0.13750
004     1.01240     1.01956     133    0.16250
005     1.00900     1.01609     134    0.18750
006     1.01540     1.02262     135    0.21250
007     1.01490     1.02211     136    0.23750
008     1.01350     1.02068     137    0.26250
009     1.01630     1.02354     138    0.28750
010     1.01030     1.01742     139    0.31250
011     1.01610     1.02334     140    0.33750
012     1.01620     1.02344     141    0.36250
013     1.02040     1.02773     142    0.38750
014     1.01920     1.02650     143    0.41250
015     1.01560     1.02283     144    0.43750
016     1.01760     1.02487     145    0.45250
017     1.01530     1.02252     146    0.46750
018     1.01370     1.02089     147    0.48250
019     1.02140     1.02875     148    0.49750
020     1.01600     1.02323     149    0.51250
021     1.01380     1.02099     150    0.52750
022     0.99840     1.00527     151    0.54250
023     1.01550     1.02272     152    0.55750
024     1.00330     1.01027     153    0.57250
025     1.00650     1.01354     154    0.58750
026     1.00420     1.01119     155    0.60250
027     1.00000     1.00690     156    0.61750
028     0.99520     1.00200     157    0.63250
029     0.98350     0.99006     158    0.64750
030     0.96740     0.97362     159    0.66250
031     0.94850     0.95433     160    0.67750
032     0.94590     0.95167     161    0.69250
033     0.91360     0.91870     162    0.70750
034     0.85820     0.86215     163    0.72250
035     0.79730     0.79998     164    0.73750
036     0.75490     0.75670     165    0.74750
037     0.74850     0.75017     166    0.75750
038     0.68670     0.68708     167    0.76750
039     0.65200     0.65166     168    0.77750
040     0.65560     0.65533     169    0.78750
041     0.61970     0.61868     170    0.79750
042     0.56660     0.56448     171    0.80750
043     0.56250     0.56029     172    0.81750
044     0.49610     0.49251     173    0.82750
045     0.50230     0.49884     174    0.83750
046     0.43700     0.43218     175    0.84750
047     0.43890     0.43412     176    0.85750
048     0.45850     0.45413     177    0.86750
049     0.29570     0.28794     178    0.87750
050     0.27380     0.26559     179    0.88750
051     0.26720     0.25885     180    0.89750
052     0.20830     0.19872     181    0.90750
053     0.14010     0.12910     182    0.91750
054     0.08600     0.07388     183    0.92750
055     0.06540     0.05285     184    0.93750
056     0.01200     -0.00166     185    0.94750
057     0.00040     -0.01351     186    0.95750
058     -0.01620     -0.03045     187    0.96750
059     -0.07390     -0.08935     188    0.97750
060     -0.10990     -0.12610     189    0.98750
061     -0.11680     -0.13314     190    0.99750
062     -0.07700     -0.09252     191    1.00750
063     -0.10560     -0.12171     192    1.01750
064     -0.06120     -0.07639     193    1.02750
065     -0.09130     -0.10711     194    1.03750
066     -0.06880     -0.08415     195    1.04750
067     -0.08680     -0.10252     196    1.05750
068     -0.09350     -0.10936     197    1.06750
069     -0.07800     -0.09354     198    1.07750
070     -0.07950     -0.09507     199    1.08750
071     -0.09410     -0.10997     200    1.09750
072     -0.05400     -0.06904     201    1.10750
073     -0.03600     -0.05066     202    1.11750
074     -0.03810     -0.05281     203    1.12750
075     0.00170     -0.01218     204    1.13750
076     0.03170     0.01845     205    1.15250
077     0.05830     0.04560     206    1.16750
078     0.09040     0.07837     207    1.18250
079     0.11740     0.10593     208    1.19750
080     0.18650     0.17647     209    1.21250
081     0.21220     0.20270     210    1.22750
082     0.26830     0.25997     211    1.24250
083     0.30240     0.29478     212    1.25750
084     0.32280     0.31561     213    1.27250
085     0.38590     0.38002     214    1.28750
086     0.43890     0.43412     215    1.30250
087     0.49060     0.48690     216    1.31750
088     0.51280     0.50956     217    1.33250
089     0.57180     0.56979     218    1.34750
090     0.63260     0.63185     219    1.36250
091     0.64440     0.64390     220    1.37750
092     0.72870     0.72995     221    1.39250
093     0.76290     0.76487     222    1.40750
094     0.78650     0.78896     223    1.42250
095     0.82320     0.82642     224    1.43750
096     0.85600     0.85990     225    1.46250
097     0.87890     0.88328     226    1.48750
098     0.89490     0.89961     227    1.51250
099     0.93850     0.94412     228    1.53750
100     0.96000     0.96607     229    1.56250
101     0.97960     0.98608     230    1.58750
102     1.00240     1.00935     231    1.61250
103     0.98210     0.98863     232    1.63750
104     1.01150     1.01864     233    1.66250
105     1.01670     1.02395     234    1.68750
106     1.00630     1.01333     235    1.71250
107     1.00790     1.01497     236    1.73750
108     1.00750     1.01456     237    1.76250
109     1.01280     1.01997     238    1.78750
110     1.01670     1.02395     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.12420     -0.14070      241    0.62500
001     -0.32400     -0.34466      242    0.93750
002     -0.37970     -0.40152      243    1.25000
003     -0.20070     -0.21879      244    1.56250
