翼型实验数据

实验日期：2015年05月25日10:33:33
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 41.12m/s  攻角：-3.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0341kPa 来流静压：100.0476kPa 来流动压：986.5Pa
升力系数：0.1795 0.0004 0.0004   阻力系数： 0.0075

力矩系数：-0.1213 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.86600     0.96712    001   0.00000
001     0.91820     1.02026    002   0.00050
002     0.89470     0.99633    003   0.00125
003     0.83790     0.93851    004   0.00250
004     0.70590     0.80412    005   0.00500
005     0.62630     0.72308    006   0.00750
006     0.46420     0.55805    007   0.01000
007     0.34080     0.43242    008   0.01500
008     0.16210     0.25049    009   0.02500
009     -0.00180     0.08363    010   0.05000
010     -0.31550     -0.23575    012   0.10000
011     -0.43860     -0.36107    013   0.12500
012     -0.54080     -0.46512    014   0.15000
013     -0.63980     -0.56591    015   0.17500
014     -0.66880     -0.59544    016   0.20000
015     -0.78300     -0.71170    017   0.22500
016     -0.88740     -0.81799    019   0.27500
017     -0.94650     -0.87816    021   0.32500
018     -0.96970     -0.90178    022   0.35000
019     -0.95890     -0.89078    023   0.37500
020     -0.97290     -0.90503    024   0.40000
021     -0.95140     -0.88314    025   0.42500
022     -0.91770     -0.84884    026   0.45000
023     -0.88920     -0.81982    027   0.47500
024     -0.84910     -0.77900    028   0.50000
025     -0.80750     -0.73664    029   0.52500
026     -0.77080     -0.69928    030   0.55000
027     -0.63740     -0.56347    031   0.57500
028     -0.60810     -0.53364    032   0.60000
029     -0.55290     -0.47744    033   0.62500
030     -0.53260     -0.45677    034   0.65000
031     -0.48630     -0.40964    035   0.67500
032     -0.44150     -0.36403    036   0.70000
033     -0.36380     -0.28492    038   0.75000
034     -0.29020     -0.20999    040   0.80000
035     -0.25430     -0.17344    041   0.82500
036     -0.22570     -0.14432    042   0.85000
037     -0.18730     -0.10523    043   0.87500
038     -0.16470     -0.08222    044   0.90000
039     -0.12550     -0.04231    045   0.92500
040     -0.08740     -0.00352    046   0.95000
041     0.02640     0.11233    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.76450     0.86378    096    0.00000
001     0.51030     0.60498    095    0.00050
002     0.31690     0.40809    094    0.00125
003     0.11880     0.20641    093    0.00250
004     -0.04260     0.04209    092    0.00500
005     -0.26080     -0.18006    091    0.00750
006     -0.39000     -0.31159    090    0.01000
007     -0.55070     -0.47520    089    0.01500
008     -0.62460     -0.55044    088    0.02500
009     -0.68000     -0.60684    087    0.05000
010     -0.73520     -0.66304    086    0.07500
011     -0.78500     -0.71374    084    0.12500
012     -0.79980     -0.72880    083    0.15000
013     -0.81290     -0.74214    082    0.17500
014     -0.81890     -0.74825    081    0.20000
015     -0.84160     -0.77136    080    0.22500
016     -0.84770     -0.77757    079    0.25000
017     -0.82150     -0.75090    078    0.27500
018     -0.77900     -0.70763    077    0.30000
019     -0.75330     -0.68146    076    0.32500
020     -0.76180     -0.69012    075    0.35000
021     -0.71680     -0.64430    074    0.37500
022     -0.67750     -0.60429    073    0.40000
023     -0.63350     -0.55950    072    0.42500
024     -0.54430     -0.46868    071    0.45000
025     -0.49060     -0.41401    070    0.47500
026     -0.43150     -0.35384    069    0.50000
027     -0.34590     -0.26670    068    0.52500
028     -0.28740     -0.20714    067    0.55000
029     -0.22720     -0.14585    066    0.57500
030     -0.16390     -0.08141    065    0.60000
031     -0.09990     -0.01625    064    0.62500
032     -0.05350     0.03099    063    0.65000
033     -0.00190     0.08352    062    0.67500
034     0.05580     0.14227    061    0.70000
