翼型实验数据

实验日期：2015年05月25日10:35:13
大气压(kPa)：100.1200  温度(℃)：25.90  密度： 1.16653kg/m^3
来流风速: 41.35m/s  攻角：1.00  雷诺数：2.02E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0240kPa 来流静压：100.0266kPa 来流动压：997.4Pa
升力系数：0.6857 -0.0001 -0.0001   阻力系数： 0.0083

力矩系数：-0.0996 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.75360     0.84919    001   0.00000
001     0.51280     0.60776    002   0.00050
002     0.35410     0.44865    003   0.00125
003     0.15840     0.25244    004   0.00250
004     -0.13160     -0.03831    005   0.00500
005     -0.25450     -0.16153    006   0.00750
006     -0.45440     -0.36195    007   0.01000
007     -0.56480     -0.47263    008   0.01500
008     -0.70790     -0.61611    009   0.02500
009     -0.81070     -0.71917    010   0.05000
010     -0.97590     -0.88480    012   0.10000
011     -1.03870     -0.94776    013   0.12500
012     -1.09690     -1.00612    014   0.15000
013     -1.16560     -1.07499    015   0.17500
014     -1.17500     -1.08442    016   0.20000
015     -1.24850     -1.15811    017   0.22500
016     -1.30650     -1.21626    019   0.27500
017     -1.31770     -1.22749    021   0.32500
018     -1.32180     -1.23160    022   0.35000
019     -1.28780     -1.19751    023   0.37500
020     -1.27880     -1.18849    024   0.40000
021     -1.23830     -1.14788    025   0.42500
022     -1.18990     -1.09936    026   0.45000
023     -1.14830     -1.05765    027   0.47500
024     -1.10430     -1.01354    028   0.50000
025     -0.96070     -0.86956    029   0.52500
026     -0.85960     -0.76820    030   0.55000
027     -0.82570     -0.73421    031   0.57500
028     -0.76900     -0.67736    032   0.60000
029     -0.69390     -0.60207    033   0.62500
030     -0.65920     -0.56728    034   0.65000
031     -0.59940     -0.50732    035   0.67500
032     -0.54330     -0.45108    036   0.70000
033     -0.44310     -0.35062    038   0.75000
034     -0.35180     -0.25908    040   0.80000
035     -0.30790     -0.21507    041   0.82500
036     -0.27060     -0.17767    042   0.85000
037     -0.22470     -0.13165    043   0.87500
038     -0.19420     -0.10107    044   0.90000
039     -0.14660     -0.05335    045   0.92500
040     -0.10100     -0.00763    046   0.95000
041     0.01990     0.11358    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.87300     0.96890    096    0.00000
001     0.92490     1.02093    095    0.00050
002     0.89710     0.99306    094    0.00125
003     0.82600     0.92178    093    0.00250
004     0.74730     0.84287    092    0.00500
005     0.61210     0.70732    091    0.00750
006     0.49480     0.58972    090    0.01000
007     0.28050     0.37486    089    0.01500
008     0.15130     0.24533    088    0.02500
009     0.01400     0.10767    087    0.05000
010     -0.12910     -0.03580    086    0.07500
011     -0.29780     -0.20494    084    0.12500
012     -0.35070     -0.25798    083    0.15000
013     -0.39880     -0.30620    082    0.17500
014     -0.42740     -0.33488    081    0.20000
015     -0.48040     -0.38801    080    0.22500
016     -0.50770     -0.41539    079    0.25000
017     -0.50790     -0.41559    078    0.27500
018     -0.48860     -0.39624    077    0.30000
019     -0.48310     -0.39072    076    0.32500
020     -0.51260     -0.42030    075    0.35000
021     -0.47890     -0.38651    074    0.37500
022     -0.44710     -0.35463    073    0.40000
023     -0.42230     -0.32976    072    0.42500
024     -0.39440     -0.30179    071    0.45000
025     -0.36690     -0.27422    070    0.47500
026     -0.29910     -0.20624    069    0.50000
027     -0.19130     -0.09816    068    0.52500
028     -0.16200     -0.06879    067    0.55000
029     -0.11700     -0.02367    066    0.57500
030     -0.06730     0.02616    065    0.60000
031     -0.01300     0.08060    064    0.62500
032     0.02500     0.11870    063    0.65000
033     0.06880     0.16261    062    0.67500
034     0.12210     0.21605    061    0.70000
035     0.16600     0.26006    060    0.72500
036     0.19570     0.28984    059    0.75000
037     0.26330     0.35762    056    0.82500
038     0.28360     0.37797    055    0.85000
039     0.28030     0.37466    054    0.87500
040     0.27710     0.37145    053    0.90000
041     0.26240     0.35671    052    0.92500
042     0.22140     0.31561    051    0.95000
043     0.18880     0.28292    050    0.97500
044     0.08620     0.18006    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.92170     1.01773     129    0.06250
001     0.92280     1.01883     130    0.08750
002     0.92160     1.01763     131    0.11250
003     0.92440     1.02043     132    0.13750
004     0.92340     1.01943     133    0.16250
005     0.91790     1.01392     134    0.18750
006     0.92440     1.02043     135    0.21250
007     0.92370     1.01973     136    0.23750
008     0.92210     1.01813     137    0.26250
009     0.92420     1.02023     138    0.28750
010     0.91870     1.01472     139    0.31250
011     0.92270     1.01873     140    0.33750
012     0.92360     1.01963     141    0.36250
013     0.92660     1.02264     142    0.38750
014     0.92590     1.02194     143    0.41250
015     0.92140     1.01743     144    0.43750
016     0.92520     1.02123     145    0.45250
017     0.92330     1.01933     146    0.46750
018     0.92100     1.01702     147    0.48250
019     0.92520     1.02123     148    0.49750
020     0.92110     1.01712     149    0.51250
021     0.92200     1.01803     150    0.52750
022     0.90800     1.00399     151    0.54250
023     0.92470     1.02073     152    0.55750
024     0.92020     1.01622     153    0.57250
025     0.92430     1.02033     154    0.58750
026     0.92220     1.01823     155    0.60250
027     0.92470     1.02073     156    0.61750
028     0.92410     1.02013     157    0.63250
029     0.91950     1.01552     158    0.64750
030     0.92190     1.01793     159    0.66250
031     0.92070     1.01672     160    0.67750
032     0.92240     1.01843     161    0.69250
033     0.91240     1.00840     162    0.70750
034     0.92030     1.01632     163    0.72250
035     0.91950     1.01552     164    0.73750
036     0.90720     1.00319     165    0.74750
037     0.91750     1.01351     166    0.75750
038     0.91900     1.01502     167    0.76750
039     0.91200     1.00800     168    0.77750
040     0.91710     1.01311     169    0.78750
041     0.91760     1.01362     170    0.79750
042     0.92350     1.01953     171    0.80750
043     0.92190     1.01793     172    0.81750
044     0.91540     1.01141     173    0.82750
045     0.91760     1.01362     174    0.83750
046     0.92330     1.01933     175    0.84750
047     0.92160     1.01763     176    0.85750
048     0.91650     1.01251     177    0.86750
049     0.92080     1.01682     178    0.87750
050     0.92000     1.01602     179    0.88750
051     0.91860     1.01462     180    0.89750
052     0.92120     1.01722     181    0.90750
053     0.92080     1.01682     182    0.91750
054     0.91530     1.01131     183    0.92750
055     0.91220     1.00820     184    0.93750
056     0.89420     0.99015     185    0.94750
057     0.85290     0.94875     186    0.95750
058     0.78460     0.88027     187    0.96750
059     0.74000     0.83555     188    0.97750
060     0.75140     0.84698     189    0.98750
061     0.79280     0.88849     190    0.99750
062     0.85400     0.94985     191    1.00750
063     0.89970     0.99567     192    1.01750
064     0.90830     1.00429     193    1.02750
065     0.91230     1.00830     194    1.03750
066     0.91820     1.01422     195    1.04750
067     0.91410     1.01011     196    1.05750
068     0.91720     1.01321     197    1.06750
069     0.91720     1.01321     198    1.07750
070     0.92240     1.01843     199    1.08750
071     0.91780     1.01382     200    1.09750
072     0.91360     1.00960     201    1.10750
073     0.91370     1.00971     202    1.11750
074     0.91650     1.01251     203    1.12750
075     0.91440     1.01041     204    1.13750
076     0.91980     1.01582     205    1.15250
077     0.91730     1.01331     206    1.16750
078     0.91700     1.01301     207    1.18250
079     0.91480     1.01081     208    1.19750
080     0.91400     1.01001     209    1.21250
081     0.91920     1.01522     210    1.22750
082     0.91550     1.01151     211    1.24250
083     0.91840     1.01442     212    1.25750
084     0.92190     1.01793     213    1.27250
085     0.91530     1.01131     214    1.28750
086     0.91760     1.01362     215    1.30250
087     0.91850     1.01452     216    1.31750
088     0.91670     1.01271     217    1.33250
089     0.91780     1.01382     218    1.34750
090     0.91840     1.01442     219    1.36250
091     0.91200     1.00800     220    1.37750
092     0.91730     1.01331     221    1.39250
093     0.91720     1.01321     222    1.40750
094     0.91620     1.01221     223    1.42250
095     0.91800     1.01402     224    1.43750
096     0.91690     1.01291     225    1.46250
097     0.92380     1.01983     226    1.48750
098     0.92310     1.01913     227    1.51250
099     0.91860     1.01462     228    1.53750
100     0.91790     1.01392     229    1.56250
101     0.91810     1.01412     230    1.58750
102     0.92390     1.01993     231    1.61250
103     0.89840     0.99437     232    1.63750
104     0.91990     1.01592     233    1.66250
105     0.92360     1.01963     234    1.68750
106     0.91290     1.00890     235    1.71250
107     0.91690     1.01291     236    1.73750
108     0.91460     1.01061     237    1.76250
109     0.91980     1.01582     238    1.78750
110     0.92120     1.01722     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.08120     0.01222      241    0.62500
001     -0.11650     -0.02317      242    0.93750
002     -0.13350     -0.04021      243    1.25000
003     -0.08050     0.01292      244    1.56250
