翼型实验数据

实验日期：2015年05月25日10:31:08
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 40.85m/s  攻角：-8.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0234kPa 来流静压：100.0496kPa 来流动压：973.8Pa
升力系数：-0.4567 0.0015 0.0015   阻力系数： 0.0109

力矩系数：-0.1319 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.19440     -0.11828    001   0.00000
001     0.28340     0.37290    002   0.00050
002     0.54020     0.63690    003   0.00125
003     0.73260     0.83469    004   0.00250
004     0.86310     0.96884    005   0.00500
005     0.89860     1.00534    006   0.00750
006     0.90680     1.01377    007   0.01000
007     0.84050     0.94561    008   0.01500
008     0.77820     0.88156    009   0.02500
009     0.64880     0.74854    010   0.05000
010     0.31260     0.40292    012   0.10000
011     0.16260     0.24872    013   0.12500
012     0.03570     0.11826    014   0.15000
013     -0.08200     -0.00273    015   0.17500
014     -0.15840     -0.08127    016   0.20000
015     -0.26550     -0.19138    017   0.22500
016     -0.40900     -0.33889    019   0.27500
017     -0.51040     -0.44314    021   0.32500
018     -0.55220     -0.48611    022   0.35000
019     -0.56520     -0.49947    023   0.37500
020     -0.60190     -0.53720    024   0.40000
021     -0.60060     -0.53586    025   0.42500
022     -0.58880     -0.52373    026   0.45000
023     -0.58370     -0.51849    027   0.47500
024     -0.56290     -0.49711    028   0.50000
025     -0.52760     -0.46082    029   0.52500
026     -0.49450     -0.42679    030   0.55000
027     -0.46870     -0.40027    031   0.57500
028     -0.44670     -0.37765    032   0.60000
029     -0.39100     -0.32039    033   0.62500
030     -0.35060     -0.27886    034   0.65000
031     -0.32400     -0.25151    035   0.67500
032     -0.29870     -0.22551    036   0.70000
033     -0.24760     -0.17297    038   0.75000
034     -0.19580     -0.11972    040   0.80000
035     -0.17100     -0.09423    041   0.82500
036     -0.15290     -0.07562    042   0.85000
037     -0.12470     -0.04663    043   0.87500
038     -0.11280     -0.03440    044   0.90000
039     -0.08470     -0.00551    045   0.92500
040     -0.05870     0.02122    046   0.95000
041     0.03320     0.11569    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.52580     -0.45897    096    0.00000
001     -1.15610     -1.10692    095    0.00050
002     -1.43690     -1.39559    094    0.00125
003     -1.69170     -1.65753    093    0.00250
004     -1.87950     -1.85059    092    0.00500
005     -2.09680     -2.07398    091    0.00750
006     -2.12600     -2.10399    090    0.01000
007     -2.01490     -1.98978    089    0.01500
008     -1.92280     -1.89510    088    0.02500
009     -1.77920     -1.74748    087    0.05000
010     -1.64380     -1.60829    086    0.07500
011     -1.45260     -1.41173    084    0.12500
012     -1.38160     -1.33874    083    0.15000
013     -1.35740     -1.31386    082    0.17500
014     -1.22190     -1.17457    081    0.20000
015     -1.30550     -1.26051    080    0.22500
016     -1.27110     -1.22515    079    0.25000
017     -1.21240     -1.16480    078    0.27500
018     -1.13130     -1.08143    077    0.30000
019     -1.06700     -1.01533    076    0.32500
020     -1.06820     -1.01656    075    0.35000
021     -0.97070     -0.91633    074    0.37500
022     -0.88720     -0.83049    073    0.40000
023     -0.82170     -0.76316    072    0.42500
024     -0.74820     -0.68760    071    0.45000
025     -0.66280     -0.59980    070    0.47500
026     -0.57260     -0.50708    069    0.50000
027     -0.47330     -0.40500    068    0.52500
028     -0.39380     -0.32327    067    0.55000
029     -0.31860     -0.24596    066    0.57500
030     -0.24490     -0.17020    065    0.60000
031     -0.18120     -0.10471    064    0.62500
032     -0.13330     -0.05547    063    0.65000
033     -0.08420     -0.00500    062    0.67500
034     -0.04660     0.03366    061    0.70000
035     -0.01780     0.06326    060    0.72500
036     0.00850     0.09030    059    0.75000
037     0.06330     0.14664    056    0.82500
038     0.08260     0.16648    055    0.85000
039     0.09780     0.18210    054    0.87500
040     0.11570     0.20050    053    0.90000
041     0.13040     0.21562    052    0.92500
042     0.13270     0.21798    051    0.95000
043     0.13660     0.22199    050    0.97500
044     0.11220     0.19691    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.90910     1.01613     129    0.06250
001     0.90780     1.01479     130    0.08750
002     0.90750     1.01448     131    0.11250
003     0.90800     1.01500     132    0.13750
004     0.90960     1.01664     133    0.16250
005     0.90350     1.01037     134    0.18750
006     0.91090     1.01798     135    0.21250
007     0.90970     1.01675     136    0.23750
008     0.90830     1.01531     137    0.26250
