翼型实验数据

实验日期：2015年05月25日10:35:18
大气压(kPa)：100.1200  温度(℃)：25.90  密度： 1.16653kg/m^3
来流风速: 41.11m/s  攻角：1.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0232kPa 来流静压：100.0374kPa 来流动压：985.8Pa
升力系数：0.6857 -0.0001 -0.0001   阻力系数： 0.0079

力矩系数：-0.0997 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.75430     0.84936    001   0.00000
001     0.51520     0.60747    002   0.00050
002     0.35800     0.44844    003   0.00125
003     0.16310     0.25127    004   0.00250
004     -0.12390     -0.03908    005   0.00500
005     -0.24620     -0.16281    006   0.00750
006     -0.44510     -0.36403    007   0.01000
007     -0.55500     -0.47521    008   0.01500
008     -0.69700     -0.61887    009   0.02500
009     -0.80150     -0.72458    010   0.05000
010     -0.96330     -0.88827    012   0.10000
011     -1.02570     -0.95140    013   0.12500
012     -1.08230     -1.00866    014   0.15000
013     -1.15010     -1.07725    015   0.17500
014     -1.15960     -1.08686    016   0.20000
015     -1.23510     -1.16324    017   0.22500
016     -1.29110     -1.21990    019   0.27500
017     -1.30220     -1.23112    021   0.32500
018     -1.30510     -1.23406    022   0.35000
019     -1.27140     -1.19997    023   0.37500
020     -1.26300     -1.19147    024   0.40000
021     -1.22310     -1.15110    025   0.42500
022     -1.17540     -1.10285    026   0.45000
023     -1.13320     -1.06015    027   0.47500
024     -1.08940     -1.01584    028   0.50000
025     -0.94940     -0.87421    029   0.52500
026     -0.84800     -0.77163    030   0.55000
027     -0.81280     -0.73602    031   0.57500
028     -0.75730     -0.67987    032   0.60000
029     -0.68230     -0.60399    033   0.62500
030     -0.64960     -0.57091    034   0.65000
031     -0.58990     -0.51052    035   0.67500
032     -0.53300     -0.45295    036   0.70000
033     -0.43560     -0.35442    038   0.75000
034     -0.34460     -0.26236    040   0.80000
035     -0.30050     -0.21774    041   0.82500
036     -0.26390     -0.18071    042   0.85000
037     -0.21850     -0.13478    043   0.87500
038     -0.18810     -0.10403    044   0.90000
039     -0.14050     -0.05587    045   0.92500
040     -0.09520     -0.01005    046   0.95000
041     0.02500     0.11156    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.87210     0.96854    096    0.00000
001     0.92250     1.01953    095    0.00050
002     0.89440     0.99110    094    0.00125
003     0.82340     0.91927    093    0.00250
004     0.74670     0.84167    092    0.00500
005     0.61150     0.70490    091    0.00750
006     0.49400     0.58603    090    0.01000
007     0.28140     0.37095    089    0.01500
008     0.15360     0.24166    088    0.02500
009     0.01840     0.10488    087    0.05000
010     -0.12360     -0.03878    086    0.07500
011     -0.29090     -0.20803    084    0.12500
012     -0.34440     -0.26215    083    0.15000
013     -0.39130     -0.30960    082    0.17500
014     -0.41990     -0.33853    081    0.20000
015     -0.47270     -0.39195    080    0.22500
016     -0.50070     -0.42028    079    0.25000
017     -0.50090     -0.42048    078    0.27500
018     -0.48020     -0.39954    077    0.30000
019     -0.47550     -0.39478    076    0.32500
020     -0.50430     -0.42392    075    0.35000
021     -0.47070     -0.38993    074    0.37500
022     -0.43950     -0.35836    073    0.40000
023     -0.41370     -0.33226    072    0.42500
024     -0.38780     -0.30606    071    0.45000
025     -0.36020     -0.27814    070    0.47500
026     -0.29280     -0.20995    069    0.50000
027     -0.18460     -0.10049    068    0.52500
028     -0.15530     -0.07085    067    0.55000
029     -0.11100     -0.02603    066    0.57500
030     -0.06170     0.02384    065    0.60000
031     -0.00750     0.07868    064    0.62500
032     0.02920     0.11581    063    0.65000
033     0.07300     0.16012    062    0.67500
034     0.12620     0.21394    061    0.70000
035     0.16740     0.25562    060    0.72500
036     0.19900     0.28759    059    0.75000
037     0.26580     0.35516    056    0.82500
038     0.28590     0.37550    055    0.85000
039     0.28220     0.37176    054    0.87500
040     0.27900     0.36852    053    0.90000
041     0.26570     0.35506    052    0.92500
042     0.22410     0.31298    051    0.95000
043     0.19130     0.27980    050    0.97500
044     0.09130     0.17863    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91710     1.01406     129    0.06250
001     0.91860     1.01558     130    0.08750
002     0.91810     1.01507     131    0.11250
003     0.91930     1.01629     132    0.13750
004     0.91910     1.01609     133    0.16250
005     0.91300     1.00991     134    0.18750
006     0.92000     1.01700     135    0.21250
007     0.91950     1.01649     136    0.23750
008     0.91800     1.01497     137    0.26250
009     0.91970     1.01669     138    0.28750
010     0.91540     1.01234     139    0.31250
011     0.91950     1.01649     140    0.33750
012     0.91980     1.01679     141    0.36250
013     0.92110     1.01811     142    0.38750
014     0.92080     1.01781     143    0.41250
015     0.91700     1.01396     144    0.43750
016     0.92030     1.01730     145    0.45250
017     0.91850     1.01548     146    0.46750
018     0.91660     1.01356     147    0.48250
019     0.92090     1.01791     148    0.49750
020     0.91900     1.01598     149    0.51250
021     0.91810     1.01507     150    0.52750
022     0.90350     1.00030     151    0.54250
023     0.92290     1.01993     152    0.55750
024     0.91560     1.01254     153    0.57250
025     0.92070     1.01770     154    0.58750
026     0.92010     1.01710     155    0.60250
027     0.91900     1.01598     156    0.61750
