翼型实验数据

实验日期：2015年05月25日10:30:33
大气压(kPa)：100.1400  温度(℃)：25.80  密度： 1.16715kg/m^3
来流风速: 40.95m/s  攻角：-9.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0421kPa 来流静压：100.0633kPa 来流动压：978.7Pa
升力系数：-0.5799 0.0024 0.0024   阻力系数： 0.0151

力矩系数：-0.1264 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.55400     -0.48774    001   0.00000
001     0.01670     0.09538    002   0.00050
002     0.34050     0.42623    003   0.00125
003     0.59580     0.68708    004   0.00250
004     0.79020     0.88572    005   0.00500
005     0.85840     0.95540    006   0.00750
006     0.90950     1.00761    007   0.01000
007     0.86600     0.96317    008   0.01500
008     0.83980     0.93640    009   0.02500
009     0.72810     0.82226    010   0.05000
010     0.40680     0.49397    012   0.10000
011     0.25550     0.33938    013   0.12500
012     0.12630     0.20737    014   0.15000
013     0.00770     0.08619    015   0.17500
014     -0.07930     -0.00271    016   0.20000
015     -0.18140     -0.10703    017   0.22500
016     -0.33070     -0.25958    019   0.27500
017     -0.44000     -0.37126    021   0.32500
018     -0.48560     -0.41785    022   0.35000
019     -0.50230     -0.43491    023   0.37500
020     -0.54250     -0.47599    024   0.40000
021     -0.54460     -0.47813    025   0.42500
022     -0.53690     -0.47027    026   0.45000
023     -0.53650     -0.46986    027   0.47500
024     -0.51980     -0.45279    028   0.50000
025     -0.48730     -0.41959    029   0.52500
026     -0.45560     -0.38720    030   0.55000
027     -0.43180     -0.36288    031   0.57500
028     -0.41120     -0.34183    032   0.60000
029     -0.38390     -0.31394    033   0.62500
030     -0.33840     -0.26745    034   0.65000
031     -0.30000     -0.22821    035   0.67500
032     -0.27560     -0.20328    036   0.70000
033     -0.23240     -0.15914    038   0.75000
034     -0.18650     -0.11224    040   0.80000
035     -0.16320     -0.08843    041   0.82500
036     -0.14810     -0.07301    042   0.85000
037     -0.12260     -0.04695    043   0.87500
038     -0.11460     -0.03878    044   0.90000
039     -0.08890     -0.01252    045   0.92500
040     -0.06700     0.00986    046   0.95000
041     0.01190     0.09048    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.93240     -0.87437    096    0.00000
001     -1.62760     -1.58470    095    0.00050
002     -1.91150     -1.87478    094    0.00125
003     -2.16600     -2.13482    093    0.00250
004     -2.35040     -2.32323    092    0.00500
005     -2.49480     -2.47078    091    0.00750
006     -2.55010     -2.52728    090    0.01000
007     -2.36130     -2.33437    089    0.01500
008     -2.22490     -2.19500    088    0.02500
009     -2.03530     -2.00128    087    0.05000
010     -1.86660     -1.82891    086    0.07500
011     -1.58830     -1.54455    084    0.12500
012     -1.52100     -1.47578    083    0.15000
013     -1.47850     -1.43236    082    0.17500
014     -1.33690     -1.28768    081    0.20000
015     -1.39990     -1.35205    080    0.22500
016     -1.35610     -1.30730    079    0.25000
017     -1.28580     -1.23547    078    0.27500
018     -1.19570     -1.14340    077    0.30000
019     -1.12400     -1.07014    076    0.32500
020     -1.11320     -1.05911    075    0.35000
021     -1.00860     -0.95223    074    0.37500
022     -0.91680     -0.85843    073    0.40000
023     -0.84140     -0.78139    072    0.42500
024     -0.75690     -0.69505    071    0.45000
025     -0.66160     -0.59768    070    0.47500
026     -0.56090     -0.49479    069    0.50000
027     -0.45520     -0.38679    068    0.52500
028     -0.36920     -0.29892    067    0.55000
029     -0.29090     -0.21891    066    0.57500
030     -0.22360     -0.15015    065    0.60000
031     -0.17570     -0.10121    064    0.62500
032     -0.14970     -0.07464    063    0.65000
033     -0.12130     -0.04562    062    0.67500
034     -0.10400     -0.02795    061    0.70000
035     -0.09020     -0.01384    060    0.72500
036     -0.07540     0.00128    059    0.75000
037     -0.04220     0.03520    056    0.82500
038     -0.02370     0.05410    055    0.85000
039     -0.00940     0.06871    054    0.87500
040     0.01340     0.09201    053    0.90000
041     0.03850     0.11766    052    0.92500
042     0.05880     0.13840    051    0.95000
043     0.08040     0.16047    050    0.97500
044     0.08250     0.16261    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91180     1.00996     129    0.06250
001     0.91190     1.01006     130    0.08750
002     0.91170     1.00986     131    0.11250
003     0.91200     1.01017     132    0.13750
004     0.91420     1.01241     133    0.16250
005     0.90850     1.00659     134    0.18750
006     0.91520     1.01344     135    0.21250
007     0.91430     1.01252     136    0.23750
008     0.91240     1.01058     137    0.26250
009     0.91350     1.01170     138    0.28750
010     0.91100     1.00914     139    0.31250
