翼型实验数据

实验日期：2015年05月25日10:45:00
大气压(kPa)：100.1200  温度(℃)：26.10  密度： 1.16575kg/m^3
来流风速: 41.01m/s  攻角：23.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0780kPa 来流静压：100.0979kPa 来流动压：980.1Pa
升力系数：1.2150 -0.1319 -0.1319   阻力系数： 0.3108

力矩系数：-0.0852 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.58250     -2.61757    001   0.00000
001     -2.62080     -2.65669    002   0.00050
002     -2.59650     -2.63187    003   0.00125
003     -2.58990     -2.62513    004   0.00250
004     -2.60380     -2.63933    005   0.00500
005     -2.57940     -2.61441    006   0.00750
006     -2.55150     -2.58592    007   0.01000
007     -2.76670     -2.80568    008   0.01500
008     -2.55250     -2.58694    009   0.02500
009     -2.62820     -2.66424    010   0.05000
010     -2.06840     -2.09258    012   0.10000
011     -1.62550     -1.64030    013   0.12500
012     -1.21220     -1.21824    014   0.15000
013     -0.90530     -0.90484    015   0.17500
014     -0.69970     -0.69488    016   0.20000
015     -0.69530     -0.69039    017   0.22500
016     -0.68500     -0.67987    019   0.27500
017     -0.68490     -0.67977    021   0.32500
018     -0.68860     -0.68354    022   0.35000
019     -0.69130     -0.68630    023   0.37500
020     -0.70120     -0.69641    024   0.40000
021     -0.70090     -0.69610    025   0.42500
022     -0.70440     -0.69968    026   0.45000
023     -0.71130     -0.70672    027   0.47500
024     -0.71510     -0.71061    028   0.50000
025     -0.71830     -0.71387    029   0.52500
026     -0.72340     -0.71908    030   0.55000
027     -0.72940     -0.72521    031   0.57500
028     -0.73630     -0.73225    032   0.60000
029     -0.74400     -0.74012    033   0.62500
030     -0.74780     -0.74400    034   0.65000
031     -0.75120     -0.74747    035   0.67500
032     -0.75300     -0.74931    036   0.70000
033     -0.75870     -0.75513    038   0.75000
034     -0.75660     -0.75298    040   0.80000
035     -0.75920     -0.75564    041   0.82500
036     -0.76340     -0.75993    042   0.85000
037     -0.75780     -0.75421    043   0.87500
038     -0.75440     -0.75074    044   0.90000
039     -0.75000     -0.74624    045   0.92500
040     -0.74400     -0.74012    046   0.95000
041     -0.72520     -0.72092    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.62610     -2.66210    096    0.00000
001     -2.56540     -2.60011    095    0.00050
002     -1.73880     -1.75600    094    0.00125
003     -1.09980     -1.10346    093    0.00250
004     -0.64300     -0.63698    092    0.00500
005     -0.13060     -0.11372    091    0.00750
006     0.25750     0.28260    090    0.01000
007     0.74640     0.78186    089    0.01500
008     0.90820     0.94709    088    0.02500
009     0.97970     1.02011    087    0.05000
010     0.95550     0.99539    086    0.07500
011     0.79020     0.82659    084    0.12500
012     0.70490     0.73948    083    0.15000
013     0.62270     0.65554    082    0.17500
014     0.55560     0.58702    081    0.20000
015     0.46130     0.49072    080    0.22500
016     0.39630     0.42435    079    0.25000
017     0.33060     0.35725    078    0.27500
018     0.28620     0.31191    077    0.30000
019     0.23840     0.26310    076    0.32500
020     0.15980     0.18283    075    0.35000
021     0.13880     0.16139    074    0.37500
022     0.11760     0.13974    073    0.40000
023     0.08890     0.11043    072    0.42500
024     0.06820     0.08929    071    0.45000
025     0.05670     0.07755    070    0.47500
026     0.05980     0.08071    069    0.50000
027     0.07800     0.09930    068    0.52500
028     0.07890     0.10022    067    0.55000
029     0.08730     0.10880    066    0.57500
030     0.10090     0.12269    065    0.60000
031     0.11690     0.13902    064    0.62500
032     0.12650     0.14883    063    0.65000
033     0.14460     0.16731    062    0.67500
034     0.16140     0.18447    061    0.70000
035     0.18370     0.20724    060    0.72500
036     0.21670     0.24094    059    0.75000
037     0.21550     0.23971    056    0.82500
038     0.21400     0.23818    055    0.85000
039     0.17510     0.19846    054    0.87500
040     0.13520     0.15771    053    0.90000
041     0.07380     0.09501    052    0.92500
042     -0.06080     -0.04244    051    0.95000
043     -0.21080     -0.19562    050    0.97500
044     -0.73290     -0.72878    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.98060     1.02103     129    0.06250
001     0.98080     1.02123     130    0.08750
002     0.97820     1.01858     131    0.11250
003     0.98030     1.02072     132    0.13750
004     0.98110     1.02154     133    0.16250
005     0.97690     1.01725     134    0.18750
006     0.98450     1.02501     135    0.21250
007     0.98230     1.02276     136    0.23750
008     0.98030     1.02072     137    0.26250
009     0.98310     1.02358     138    0.28750
010     0.97630     1.01664     139    0.31250
011     0.98230     1.02276     140    0.33750
012     0.98220     1.02266     141    0.36250
013     0.98480     1.02532     142    0.38750
014     0.98430     1.02480     143    0.41250
015     0.98110     1.02154     144    0.43750
016     0.98290     1.02337     145    0.45250
017     0.98010     1.02052     146    0.46750
018     0.97830     1.01868     147    0.48250
019     0.98370     1.02419     148    0.49750
020     0.97990     1.02031     149    0.51250
021     0.97800     1.01837     150    0.52750
022     0.96380     1.00387     151    0.54250
023     0.97880     1.01919     152    0.55750
024     0.96880     1.00898     153    0.57250
025     0.97210     1.01235     154    0.58750
026     0.96370     1.00377     155    0.60250
027     0.95720     0.99713     156    0.61750
028     0.94890     0.98865     157    0.63250
029     0.94450     0.98416     158    0.64750
030     0.93920     0.97875     159    0.66250
031     0.91060     0.94954     160    0.67750
032     0.89760     0.93627     161    0.69250
033     0.86190     0.89981     162    0.70750
