翼型实验数据

实验日期：2015年05月25日10:33:35
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 41.03m/s  攻角：-3.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0275kPa 来流静压：100.0453kPa 来流动压：982.2Pa
升力系数：0.1780 0.0004 0.0004   阻力系数： 0.0072

力矩系数：-0.1207 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.86650     0.96488    001   0.00000
001     0.91900     1.01812    002   0.00050
002     0.89450     0.99328    003   0.00125
003     0.83760     0.93558    004   0.00250
004     0.70560     0.80173    005   0.00500
005     0.62600     0.72101    006   0.00750
006     0.46370     0.55644    007   0.01000
007     0.33990     0.43091    008   0.01500
008     0.16160     0.25011    009   0.02500
009     -0.00180     0.08442    010   0.05000
010     -0.31540     -0.23358    012   0.10000
011     -0.43850     -0.35840    013   0.12500
012     -0.54080     -0.46214    014   0.15000
013     -0.64060     -0.56334    015   0.17500
014     -0.66810     -0.59122    016   0.20000
015     -0.78210     -0.70682    017   0.22500
016     -0.88710     -0.81329    019   0.27500
017     -0.94630     -0.87332    021   0.32500
018     -0.96990     -0.89725    022   0.35000
019     -0.95800     -0.88518    023   0.37500
020     -0.97320     -0.90060    024   0.40000
021     -0.95080     -0.87788    025   0.42500
022     -0.91740     -0.84401    026   0.45000
023     -0.88870     -0.81491    027   0.47500
024     -0.84780     -0.77344    028   0.50000
025     -0.80660     -0.73166    029   0.52500
026     -0.77260     -0.69719    030   0.55000
027     -0.63610     -0.55877    031   0.57500
028     -0.60690     -0.52916    032   0.60000
029     -0.55230     -0.47380    033   0.62500
030     -0.53250     -0.45372    034   0.65000
031     -0.48620     -0.40677    035   0.67500
032     -0.44150     -0.36145    036   0.70000
033     -0.36360     -0.28245    038   0.75000
034     -0.28880     -0.20661    040   0.80000
035     -0.25340     -0.17071    041   0.82500
036     -0.22600     -0.14293    042   0.85000
037     -0.18670     -0.10307    043   0.87500
038     -0.16480     -0.08087    044   0.90000
039     -0.12490     -0.04041    045   0.92500
040     -0.08740     -0.00238    046   0.95000
041     0.02520     0.11179    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.76580     0.86277    096    0.00000
001     0.51130     0.60471    095    0.00050
002     0.31830     0.40900    094    0.00125
003     0.11950     0.20742    093    0.00250
004     -0.04130     0.04436    092    0.00500
005     -0.25970     -0.17710    091    0.00750
006     -0.38900     -0.30821    090    0.01000
007     -0.54990     -0.47136    089    0.01500
008     -0.62370     -0.54620    088    0.02500
009     -0.68000     -0.60329    087    0.05000
010     -0.73540     -0.65946    086    0.07500
011     -0.78470     -0.70945    084    0.12500
012     -0.80020     -0.72517    083    0.15000
013     -0.81280     -0.73795    082    0.17500
014     -0.81910     -0.74434    081    0.20000
015     -0.84220     -0.76776    080    0.22500
016     -0.84820     -0.77384    079    0.25000
017     -0.82190     -0.74718    078    0.27500
018     -0.78000     -0.70469    077    0.30000
019     -0.75380     -0.67812    076    0.32500
020     -0.76260     -0.68705    075    0.35000
021     -0.71800     -0.64182    074    0.37500
022     -0.67910     -0.60237    073    0.40000
023     -0.63470     -0.55735    072    0.42500
024     -0.54520     -0.46660    071    0.45000
025     -0.49140     -0.41204    070    0.47500
026     -0.43260     -0.35242    069    0.50000
027     -0.34700     -0.26562    068    0.52500
028     -0.28750     -0.20529    067    0.55000
