翼型实验数据

实验日期：2015年05月25日10:31:38
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 40.88m/s  攻角：-7.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0286kPa 来流静压：100.0533kPa 来流动压：975.3Pa
升力系数：-0.3314 0.0012 0.0012   阻力系数： 0.0095

力矩系数：-0.1342 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.11560     0.19622    001   0.00000
001     0.50570     0.59666    002   0.00050
002     0.70050     0.79663    003   0.00125
003     0.83220     0.93182    004   0.00250
004     0.90260     1.00409    005   0.00500
005     0.91050     1.01219    006   0.00750
006     0.87950     0.98037    007   0.01000
007     0.79340     0.89199    008   0.01500
008     0.69650     0.79252    009   0.02500
009     0.55000     0.64214    010   0.05000
010     0.20650     0.28953    012   0.10000
011     0.05720     0.13627    013   0.12500
012     -0.06790     0.00785    014   0.15000
013     -0.18280     -0.11009    015   0.17500
014     -0.24910     -0.17815    016   0.20000
015     -0.36100     -0.29302    017   0.22500
016     -0.49840     -0.43406    019   0.27500
017     -0.59380     -0.53199    021   0.32500
018     -0.63270     -0.57192    022   0.35000
019     -0.64080     -0.58024    023   0.37500
020     -0.67380     -0.61411    024   0.40000
021     -0.66940     -0.60960    025   0.42500
022     -0.65330     -0.59307    026   0.45000
023     -0.64360     -0.58311    027   0.47500
024     -0.61840     -0.55724    028   0.50000
025     -0.58040     -0.51824    029   0.52500
026     -0.54710     -0.48405    030   0.55000
027     -0.51830     -0.45449    031   0.57500
028     -0.48940     -0.42482    032   0.60000
029     -0.40270     -0.33582    033   0.62500
030     -0.38910     -0.32186    034   0.65000
031     -0.36020     -0.29220    035   0.67500
032     -0.32890     -0.26007    036   0.70000
033     -0.27240     -0.20207    038   0.75000
034     -0.21550     -0.14366    040   0.80000
035     -0.18860     -0.11605    041   0.82500
036     -0.16870     -0.09562    042   0.85000
037     -0.13840     -0.06452    043   0.87500
038     -0.12540     -0.05117    044   0.90000
039     -0.09340     -0.01832    045   0.92500
040     -0.06560     0.01021    046   0.95000
041     0.03370     0.11215    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.16980     -0.09675    096    0.00000
001     -0.73560     -0.67755    095    0.00050
002     -1.00900     -0.95820    094    0.00125
003     -1.26290     -1.21883    093    0.00250
004     -1.45220     -1.41315    092    0.00500
005     -1.68000     -1.64699    091    0.00750
006     -1.73820     -1.70674    090    0.01000
007     -1.69760     -1.66506    089    0.01500
008     -1.64510     -1.61117    088    0.02500
009     -1.54910     -1.51262    087    0.05000
010     -1.45680     -1.41787    086    0.07500
011     -1.33150     -1.28925    084    0.12500
012     -1.29560     -1.25240    083    0.15000
013     -1.26720     -1.22325    082    0.17500
014     -1.15260     -1.10561    081    0.20000
015     -1.20870     -1.16320    080    0.22500
016     -1.18780     -1.14174    079    0.25000
017     -1.14020     -1.09288    078    0.27500
018     -1.06740     -1.01815    077    0.30000
019     -1.00940     -0.95861    076    0.32500
020     -1.02180     -0.97134    075    0.35000
021     -0.92830     -0.87536    074    0.37500
022     -0.85050     -0.79550    073    0.40000
023     -0.79310     -0.73658    072    0.42500
024     -0.72460     -0.66626    071    0.45000
025     -0.64660     -0.58619    070    0.47500
026     -0.56200     -0.49935    069    0.50000
027     -0.46520     -0.39998    068    0.52500
028     -0.39040     -0.32320    067    0.55000
029     -0.31970     -0.25062    066    0.57500
030     -0.24420     -0.17312    065    0.60000
031     -0.17630     -0.10342    064    0.62500
032     -0.12390     -0.04963    063    0.65000
033     -0.06720     0.00857    062    0.67500
034     -0.01720     0.05990    061    0.70000
035     0.02400     0.10219    060    0.72500
036     0.05690     0.13596    059    0.75000
037     0.12800     0.20895    056    0.82500
038     0.14890     0.23040    055    0.85000
039     0.15990     0.24169    054    0.87500
040     0.17070     0.25278    053    0.90000
041     0.17520     0.25740    052    0.92500
042     0.16370     0.24559    051    0.95000
043     0.15540     0.23707    050    0.97500
044     0.11430     0.19488    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91030     1.01199     129    0.06250
001     0.90900     1.01066     130    0.08750
002     0.90750     1.00912     131    0.11250
003     0.90820     1.00983     132    0.13750
004     0.90990     1.01158     133    0.16250
005     0.90490     1.00645     134    0.18750
006     0.91190     1.01363     135    0.21250
007     0.91080     1.01250     136    0.23750
008     0.90870     1.01035     137    0.26250
009     0.91030     1.01199     138    0.28750
010     0.90550     1.00706     139    0.31250
011     0.91090     1.01261     140    0.33750
012     0.90980     1.01148     141    0.36250
013     0.91320     1.01497     142    0.38750
014     0.91380     1.01558     143    0.41250
015     0.90900     1.01066     144    0.43750
016     0.91150     1.01322     145    0.45250
017     0.91000     1.01168     146    0.46750
018     0.90770     1.00932     147    0.48250
019     0.91230     1.01404     148    0.49750
020     0.90850     1.01014     149    0.51250
021     0.90890     1.01055     150    0.52750
022     0.89380     0.99505     151    0.54250
023     0.91360     1.01538     152    0.55750
024     0.90750     1.00912     153    0.57250
025     0.91160     1.01332     154    0.58750
026     0.91070     1.01240     155    0.60250
027     0.90980     1.01148     156    0.61750
028     0.91120     1.01291     157    0.63250
029     0.90660     1.00819     158    0.64750
030     0.90830     1.00994     159    0.66250
031     0.90720     1.00881     160    0.67750
032     0.90920     1.01086     161    0.69250
033     0.89780     0.99916     162    0.70750
