翼型实验数据

实验日期：2015年05月25日10:33:34
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 41.15m/s  攻角：-3.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0334kPa 来流静压：100.0453kPa 来流动压：988.1Pa
升力系数：0.1785 0.0004 0.0004   阻力系数： 0.0077

力矩系数：-0.1208 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.86540     0.96263    001   0.00000
001     0.91810     1.01610    002   0.00050
002     0.89400     0.99165    003   0.00125
003     0.83640     0.93321    004   0.00250
004     0.70450     0.79938    005   0.00500
005     0.62490     0.71862    006   0.00750
006     0.46250     0.55384    007   0.01000
007     0.33900     0.42854    008   0.01500
008     0.16050     0.24743    009   0.02500
009     -0.00320     0.08133    010   0.05000
010     -0.31700     -0.23706    012   0.10000
011     -0.43930     -0.36114    013   0.12500
012     -0.54170     -0.46504    014   0.15000
013     -0.64070     -0.56549    015   0.17500
014     -0.66940     -0.59461    016   0.20000
015     -0.78250     -0.70936    017   0.22500
016     -0.88770     -0.81610    019   0.27500
017     -0.94630     -0.87556    021   0.32500
018     -0.97090     -0.90052    022   0.35000
019     -0.95880     -0.88824    023   0.37500
020     -0.97400     -0.90366    024   0.40000
021     -0.95220     -0.88154    025   0.42500
022     -0.91810     -0.84694    026   0.45000
023     -0.89010     -0.81854    027   0.47500
024     -0.84880     -0.77663    028   0.50000
025     -0.80870     -0.73595    029   0.52500
026     -0.77240     -0.69911    030   0.55000
027     -0.63610     -0.56082    031   0.57500
028     -0.60790     -0.53221    032   0.60000
029     -0.55360     -0.47712    033   0.62500
030     -0.53260     -0.45581    034   0.65000
031     -0.48690     -0.40944    035   0.67500
032     -0.44240     -0.36429    036   0.70000
033     -0.36450     -0.28525    038   0.75000
034     -0.28920     -0.20885    040   0.80000
035     -0.25370     -0.17283    041   0.82500
036     -0.22600     -0.14473    042   0.85000
037     -0.18760     -0.10576    043   0.87500
038     -0.16520     -0.08304    044   0.90000
039     -0.12690     -0.04418    045   0.92500
040     -0.08760     -0.00430    046   0.95000
041     0.02650     0.11147    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.76550     0.86127    096    0.00000
001     0.51060     0.60264    095    0.00050
002     0.31750     0.40672    094    0.00125
003     0.11770     0.20400    093    0.00250
004     -0.04210     0.04186    092    0.00500
005     -0.26130     -0.18054    091    0.00750
006     -0.38960     -0.31072    090    0.01000
007     -0.55090     -0.47438    089    0.01500
008     -0.62430     -0.54885    088    0.02500
009     -0.68140     -0.60678    087    0.05000
010     -0.73620     -0.66239    086    0.07500
011     -0.78650     -0.71342    084    0.12500
012     -0.80090     -0.72803    083    0.15000
013     -0.81280     -0.74010    082    0.17500
014     -0.81980     -0.74721    081    0.20000
015     -0.84310     -0.77085    080    0.22500
016     -0.84790     -0.77572    079    0.25000
017     -0.82240     -0.74985    078    0.27500
018     -0.78060     -0.70743    077    0.30000
019     -0.75460     -0.68105    076    0.32500
020     -0.76290     -0.68948    075    0.35000
021     -0.71810     -0.64402    074    0.37500
022     -0.67880     -0.60415    073    0.40000
023     -0.63500     -0.55971    072    0.42500
024     -0.54580     -0.46920    071    0.45000
025     -0.49150     -0.41411    070    0.47500
026     -0.43230     -0.35404    069    0.50000
027     -0.34720     -0.26770    068    0.52500
028     -0.28830     -0.20794    067    0.55000
029     -0.22790     -0.14665    066    0.57500
030     -0.16480     -0.08263    065    0.60000
031     -0.10000     -0.01688    064    0.62500
032     -0.05470     0.02908    063    0.65000
033     -0.00150     0.08306    062    0.67500
034     0.05540     0.14079    061    0.70000
035     0.10140     0.18746    060    0.72500
036     0.13720     0.22378    059    0.75000
037     0.21320     0.30090    056    0.82500
038     0.23520     0.32322    055    0.85000
039     0.23720     0.32525    054    0.87500
040     0.24030     0.32839    053    0.90000
041     0.23210     0.32007    052    0.92500
042     0.19950     0.28700    051    0.95000
043     0.17730     0.26447    050    0.97500
044     0.10250     0.18858    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91610     1.01407     129    0.06250
001     0.91630     1.01428     130    0.08750
002     0.91590     1.01387     131    0.11250
003     0.91720     1.01519     132    0.13750
004     0.91830     1.01630     133    0.16250
005     0.91220     1.01012     134    0.18750
006     0.92000     1.01803     135    0.21250
007     0.91830     1.01630     136    0.23750
008     0.91690     1.01488     137    0.26250
009     0.91730     1.01529     138    0.28750
010     0.91300     1.01093     139    0.31250
011     0.91780     1.01580     140    0.33750
012     0.91820     1.01620     141    0.36250
013     0.92090     1.01894     142    0.38750
014     0.91960     1.01762     143    0.41250
015     0.91650     1.01448     144    0.43750
016     0.92020     1.01823     145    0.45250
