翼型实验数据

实验日期：2015年05月25日10:34:22
大气压(kPa)：100.1300  温度(℃)：25.90  密度： 1.16664kg/m^3
来流风速: 41.24m/s  攻角：-1.00  雷诺数：2.02E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0346kPa 来流静压：100.0426kPa 来流动压：992.0Pa
升力系数：0.4327 0.0001 0.0001   阻力系数： 0.0076

力矩系数：-0.1109 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91330     1.00873    001   0.00000
001     0.82340     0.91800    002   0.00050
002     0.72240     0.81607    003   0.00125
003     0.58980     0.68226    004   0.00250
004     0.36740     0.45781    005   0.00500
005     0.25960     0.34902    006   0.00750
006     0.06760     0.15525    007   0.01000
007     -0.05530     0.03122    008   0.01500
008     -0.23220     -0.14730    009   0.02500
009     -0.37710     -0.29353    010   0.05000
010     -0.63040     -0.54916    012   0.10000
011     -0.72790     -0.64756    013   0.12500
012     -0.81060     -0.73102    014   0.15000
013     -0.89570     -0.81690    015   0.17500
014     -0.91360     -0.83497    016   0.20000
015     -1.01220     -0.93447    017   0.22500
016     -1.09620     -1.01925    019   0.27500
017     -1.13300     -1.05638    021   0.32500
018     -1.14730     -1.07082    022   0.35000
019     -1.12370     -1.04700    023   0.37500
020     -1.12840     -1.05174    024   0.40000
021     -1.09690     -1.01995    025   0.42500
022     -1.05520     -0.97787    026   0.45000
023     -1.01650     -0.93881    027   0.47500
024     -0.97300     -0.89491    028   0.50000
025     -0.93250     -0.85404    029   0.52500
026     -0.77410     -0.69418    030   0.55000
027     -0.73520     -0.65493    031   0.57500
028     -0.69190     -0.61123    032   0.60000
029     -0.62750     -0.54624    033   0.62500
030     -0.59970     -0.51818    034   0.65000
031     -0.54690     -0.46490    035   0.67500
032     -0.49600     -0.41353    036   0.70000
033     -0.40750     -0.32421    038   0.75000
034     -0.32370     -0.23964    040   0.80000
035     -0.28410     -0.19968    041   0.82500
036     -0.25220     -0.16749    042   0.85000
037     -0.20960     -0.12449    043   0.87500
038     -0.18280     -0.09745    044   0.90000
039     -0.13950     -0.05375    045   0.92500
040     -0.09710     -0.01096    046   0.95000
041     0.02090     0.10812    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91500     1.01045    096    0.00000
001     0.82080     0.91538    095    0.00050
002     0.69980     0.79327    094    0.00125
003     0.55560     0.64774    093    0.00250
004     0.42960     0.52058    092    0.00500
005     0.24290     0.33217    091    0.00750
006     0.10950     0.19754    090    0.01000
007     -0.09680     -0.01066    089    0.01500
008     -0.20670     -0.12157    088    0.02500
009     -0.31340     -0.22925    087    0.05000
010     -0.41920     -0.33602    086    0.07500
011     -0.53480     -0.45268    084    0.12500
012     -0.57160     -0.48982    083    0.15000
013     -0.60330     -0.52181    082    0.17500
014     -0.62090     -0.53958    081    0.20000
015     -0.66060     -0.57964    080    0.22500
016     -0.67690     -0.59609    079    0.25000
017     -0.66440     -0.58348    078    0.27500
018     -0.63390     -0.55270    077    0.30000
019     -0.61890     -0.53756    076    0.32500
020     -0.63830     -0.55714    075    0.35000
021     -0.59790     -0.51636    074    0.37500
022     -0.55970     -0.47781    073    0.40000
023     -0.53050     -0.44834    072    0.42500
024     -0.50300     -0.42059    071    0.45000
025     -0.41340     -0.33017    070    0.47500
026     -0.35300     -0.26921    069    0.50000
027     -0.27930     -0.19484    068    0.52500
028     -0.22940     -0.14448    067    0.55000
029     -0.17590     -0.09048    066    0.57500
030     -0.11890     -0.03296    065    0.60000
031     -0.05910     0.02739    064    0.62500
032     -0.01760     0.06927    063    0.65000
033     0.03140     0.11872    062    0.67500
034     0.08790     0.17574    061    0.70000
035     0.13200     0.22025    060    0.72500
036     0.16570     0.25426    059    0.75000
037     0.23740     0.32662    056    0.82500
038     0.25890     0.34831    055    0.85000
039     0.25770     0.34710    054    0.87500
040     0.25730     0.34670    053    0.90000
041     0.24690     0.33620    052    0.92500
042     0.20870     0.29765    051    0.95000
043     0.18190     0.27061    050    0.97500
044     0.09490     0.18281    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.92100     1.01650     129    0.06250
001     0.92050     1.01600     130    0.08750
002     0.91920     1.01468     131    0.11250
003     0.92170     1.01721     132    0.13750
004     0.92110     1.01660     133    0.16250
005     0.91580     1.01125     134    0.18750
006     0.92210     1.01761     135    0.21250
007     0.92190     1.01741     136    0.23750
008     0.92020     1.01569     137    0.26250
009     0.92180     1.01731     138    0.28750
010     0.91760     1.01307     139    0.31250
011     0.92060     1.01610     140    0.33750
012     0.92160     1.01711     141    0.36250
013     0.92360     1.01912     142    0.38750
014     0.92240     1.01791     143    0.41250
015     0.91930     1.01478     144    0.43750
016     0.92200     1.01751     145    0.45250
017     0.92130     1.01680     146    0.46750
018     0.91910     1.01458     147    0.48250
019     0.92320     1.01872     148    0.49750
020     0.91840     1.01388     149    0.51250
021     0.92070     1.01620     150    0.52750
022     0.90640     1.00177     151    0.54250
023     0.92460     1.02013     152    0.55750
024     0.92000     1.01549     153    0.57250
025     0.92300     1.01852     154    0.58750
026     0.92100     1.01650     155    0.60250
027     0.92260     1.01811     156    0.61750
028     0.92080     1.01630     157    0.63250
029     0.91780     1.01327     158    0.64750
030     0.92070     1.01620     159    0.66250
031     0.91900     1.01448     160    0.67750
032     0.92080     1.01630     161    0.69250
033     0.91050     1.00590     162    0.70750
034     0.91840     1.01388     163    0.72250
035     0.91870     1.01418     164    0.73750
036     0.90500     1.00035     165    0.74750
037     0.91500     1.01045     166    0.75750
038     0.91750     1.01297     167    0.76750
039     0.91010     1.00550     168    0.77750
040     0.91550     1.01095     169    0.78750
041     0.91600     1.01145     170    0.79750
042     0.92120     1.01670     171    0.80750
043     0.91960     1.01509     172    0.81750
044     0.91450     1.00994     173    0.82750
045     0.91550     1.01095     174    0.83750
046     0.92200     1.01751     175    0.84750
047     0.91870     1.01418     176    0.85750
048     0.91550     1.01095     177    0.86750
049     0.91900     1.01448     178    0.87750
050     0.92090     1.01640     179    0.88750
051     0.91520     1.01065     180    0.89750
052     0.91750     1.01297     181    0.90750
053     0.91850     1.01398     182    0.91750
054     0.91350     1.00893     183    0.92750
055     0.91750     1.01297     184    0.93750
056     0.91480     1.01024     185    0.94750
057     0.92720     1.02276     186    0.95750
058     0.92060     1.01610     187    0.96750
059     0.91180     1.00722     188    0.97750
060     0.88820     0.98340     189    0.98750
