翼型实验数据

实验日期：2015年05月25日10:35:16
大气压(kPa)：100.1200  温度(℃)：25.90  密度： 1.16653kg/m^3
来流风速: 41.27m/s  攻角：1.00  雷诺数：2.02E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0230kPa 来流静压：100.0296kPa 来流动压：993.5Pa
升力系数：0.6865 -0.0001 -0.0001   阻力系数： 0.0081

力矩系数：-0.0997 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.75280     0.84829    001   0.00000
001     0.51280     0.60671    002   0.00050
002     0.35470     0.44757    003   0.00125
003     0.15990     0.25148    004   0.00250
004     -0.12920     -0.03952    005   0.00500
005     -0.25260     -0.16373    006   0.00750
006     -0.45190     -0.36434    007   0.01000
007     -0.56180     -0.47497    008   0.01500
008     -0.70410     -0.61820    009   0.02500
009     -0.80670     -0.72148    010   0.05000
010     -0.97220     -0.88807    012   0.10000
011     -1.03440     -0.95068    013   0.12500
012     -1.09250     -1.00916    014   0.15000
013     -1.16100     -1.07811    015   0.17500
014     -1.17120     -1.08838    016   0.20000
015     -1.24350     -1.16115    017   0.22500
016     -1.30100     -1.21903    019   0.27500
017     -1.31250     -1.23061    021   0.32500
018     -1.31660     -1.23474    022   0.35000
019     -1.28260     -1.20051    023   0.37500
020     -1.27430     -1.19216    024   0.40000
021     -1.23390     -1.15149    025   0.42500
022     -1.18510     -1.10237    026   0.45000
023     -1.14200     -1.05899    027   0.47500
024     -1.09920     -1.01590    028   0.50000
025     -0.95720     -0.87297    029   0.52500
026     -0.85730     -0.77241    030   0.55000
027     -0.82220     -0.73708    031   0.57500
028     -0.76500     -0.67950    032   0.60000
029     -0.69070     -0.60471    033   0.62500
030     -0.65660     -0.57039    034   0.65000
031     -0.59680     -0.51020    035   0.67500
032     -0.54030     -0.45332    036   0.70000
033     -0.44150     -0.35387    038   0.75000
034     -0.34950     -0.26127    040   0.80000
035     -0.30500     -0.21648    041   0.82500
036     -0.26910     -0.18034    042   0.85000
037     -0.22240     -0.13333    043   0.87500
038     -0.19230     -0.10303    044   0.90000
039     -0.14520     -0.05562    045   0.92500
040     -0.10010     -0.01023    046   0.95000
041     0.02060     0.11127    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.87240     0.96868    096    0.00000
001     0.92310     1.01971    095    0.00050
002     0.89470     0.99112    094    0.00125
003     0.82430     0.92026    093    0.00250
004     0.74710     0.84255    092    0.00500
005     0.61210     0.70666    091    0.00750
006     0.49360     0.58738    090    0.01000
007     0.28080     0.37318    089    0.01500
008     0.15250     0.24404    088    0.02500
009     0.01550     0.10613    087    0.05000
010     -0.12670     -0.03700    086    0.07500
011     -0.29510     -0.20651    084    0.12500
012     -0.34850     -0.26026    083    0.15000
013     -0.39570     -0.30777    082    0.17500
014     -0.42540     -0.33767    081    0.20000
015     -0.47790     -0.39051    080    0.22500
016     -0.50430     -0.41709    079    0.25000
017     -0.50560     -0.41840    078    0.27500
018     -0.48510     -0.39776    077    0.30000
019     -0.48090     -0.39353    076    0.32500
020     -0.50960     -0.42242    075    0.35000
021     -0.47610     -0.38870    074    0.37500
022     -0.44480     -0.35720    073    0.40000
023     -0.41980     -0.33203    072    0.42500
024     -0.39280     -0.30485    071    0.45000
025     -0.36510     -0.27697    070    0.47500
026     -0.29730     -0.20873    069    0.50000
027     -0.18960     -0.10032    068    0.52500
028     -0.15900     -0.06951    067    0.55000
029     -0.11560     -0.02583    066    0.57500
030     -0.06610     0.02400    065    0.60000
031     -0.01230     0.07815    064    0.62500
032     0.02580     0.11650    063    0.65000
033     0.07010     0.16109    062    0.67500
034     0.12280     0.21414    061    0.70000
035     0.16530     0.25692    060    0.72500
036     0.19650     0.28833    059    0.75000
037     0.26440     0.35667    056    0.82500
038     0.28370     0.37610    055    0.85000
039     0.28010     0.37248    054    0.87500
040     0.27720     0.36956    053    0.90000
041     0.26410     0.35637    052    0.92500
042     0.22070     0.31268    051    0.95000
043     0.18970     0.28148    050    0.97500
044     0.08780     0.17891    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91950     1.01609     129    0.06250
001     0.91960     1.01619     130    0.08750
002     0.91690     1.01347     131    0.11250
003     0.92040     1.01699     132    0.13750
004     0.92150     1.01810     133    0.16250
005     0.91430     1.01085     134    0.18750
006     0.92230     1.01890     135    0.21250
007     0.92250     1.01910     136    0.23750
008     0.91970     1.01629     137    0.26250
009     0.92290     1.01951     138    0.28750
010     0.91670     1.01327     139    0.31250
011     0.92100     1.01760     140    0.33750
012     0.92110     1.01770     141    0.36250
013     0.92270     1.01931     142    0.38750
014     0.92320     1.01981     143    0.41250
015     0.91860     1.01518     144    0.43750
016     0.92220     1.01880     145    0.45250
