翼型实验数据

实验日期：2015年05月25日10:44:44
大气压(kPa)：100.1200  温度(℃)：26.10  密度： 1.16575kg/m^3
来流风速: 40.88m/s  攻角：22.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0742kPa 来流静压：100.1001kPa 来流动压：974.1Pa
升力系数：1.2085 -0.1179 -0.1179   阻力系数： 0.2918

力矩系数：-0.0742 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.58250     -2.63273    001   0.00000
001     -2.62080     -2.67208    002   0.00050
002     -2.59650     -2.64711    003   0.00125
003     -2.58990     -2.64033    004   0.00250
004     -2.60380     -2.65461    005   0.00500
005     -2.57940     -2.62954    006   0.00750
006     -2.55150     -2.60087    007   0.01000
007     -2.76670     -2.82199    008   0.01500
008     -2.55250     -2.60190    009   0.02500
009     -2.62820     -2.67968    010   0.05000
010     -2.18820     -2.22759    012   0.10000
011     -1.78370     -1.81197    013   0.12500
012     -1.42090     -1.43920    014   0.15000
013     -1.11620     -1.12612    015   0.17500
014     -0.78480     -0.78562    016   0.20000
015     -0.68530     -0.68338    017   0.22500
016     -0.64220     -0.63910    019   0.27500
017     -0.64130     -0.63817    021   0.32500
018     -0.64080     -0.63766    022   0.35000
019     -0.64230     -0.63920    023   0.37500
020     -0.65190     -0.64906    024   0.40000
021     -0.65130     -0.64845    025   0.42500
022     -0.65540     -0.65266    026   0.45000
023     -0.66160     -0.65903    027   0.47500
024     -0.66700     -0.66458    028   0.50000
025     -0.67160     -0.66930    029   0.52500
026     -0.67970     -0.67763    030   0.55000
027     -0.68500     -0.68307    031   0.57500
028     -0.69490     -0.69324    032   0.60000
029     -0.70510     -0.70372    033   0.62500
030     -0.70930     -0.70804    034   0.65000
031     -0.71610     -0.71503    035   0.67500
032     -0.71850     -0.71749    036   0.70000
033     -0.72360     -0.72273    038   0.75000
034     -0.72380     -0.72294    040   0.80000
035     -0.72580     -0.72499    041   0.82500
036     -0.73190     -0.73126    042   0.85000
037     -0.72780     -0.72705    043   0.87500
038     -0.72500     -0.72417    044   0.90000
039     -0.72210     -0.72119    045   0.92500
040     -0.71290     -0.71174    046   0.95000
041     -0.68530     -0.68338    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.62610     -2.67752    096    0.00000
001     -2.46990     -2.51703    095    0.00050
002     -1.59610     -1.61921    094    0.00125
003     -0.97740     -0.98351    093    0.00250
004     -0.53680     -0.53080    092    0.00500
005     -0.04720     -0.02774    091    0.00750
006     0.31960     0.34914    090    0.01000
007     0.77290     0.81490    089    0.01500
008     0.91740     0.96337    088    0.02500
009     0.97380     1.02132    087    0.05000
010     0.93760     0.98413    086    0.07500
011     0.76380     0.80555    084    0.12500
012     0.67750     0.71688    083    0.15000
013     0.59390     0.63098    082    0.17500
014     0.52690     0.56214    081    0.20000
015     0.43330     0.46596    080    0.22500
016     0.36970     0.40062    079    0.25000
017     0.30600     0.33517    078    0.27500
018     0.26020     0.28811    077    0.30000
019     0.21410     0.24074    076    0.32500
020     0.13740     0.16193    075    0.35000
021     0.11780     0.14179    074    0.37500
022     0.09750     0.12093    073    0.40000
023     0.07080     0.09350    072    0.42500
024     0.05190     0.07408    071    0.45000
025     0.04340     0.06535    070    0.47500
026     0.04750     0.06956    069    0.50000
027     0.06650     0.08908    068    0.52500
028     0.06970     0.09237    067    0.55000
029     0.07920     0.10213    066    0.57500
030     0.09420     0.11754    065    0.60000
031     0.11160     0.13542    064    0.62500
032     0.11940     0.14344    063    0.65000
033     0.13840     0.16296    062    0.67500
034     0.15600     0.18104    061    0.70000
035     0.19490     0.22101    060    0.72500
036     0.21720     0.24392    059    0.75000
037     0.21450     0.24115    056    0.82500
038     0.21570     0.24238    055    0.85000
039     0.17880     0.20447    054    0.87500
040     0.14010     0.16471    053    0.90000
041     0.08080     0.10378    052    0.92500
042     -0.04720     -0.02774    051    0.95000
043     -0.19190     -0.17642    050    0.97500
044     -0.69000     -0.68821    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.96890     1.01629     129    0.06250
001     0.97040     1.01783     130    0.08750
002     0.96790     1.01526     131    0.11250
003     0.96960     1.01700     132    0.13750
004     0.97100     1.01844     133    0.16250
005     0.96500     1.01228     134    0.18750
006     0.97220     1.01968     135    0.21250
007     0.97110     1.01855     136    0.23750
008     0.97000     1.01742     137    0.26250
009     0.97110     1.01855     138    0.28750
010     0.96570     1.01300     139    0.31250
011     0.97220     1.01968     140    0.33750
012     0.97160     1.01906     141    0.36250
013     0.97360     1.02111     142    0.38750
014     0.97300     1.02050     143    0.41250
015     0.96960     1.01700     144    0.43750
016     0.97180     1.01927     145    0.45250
017     0.96680     1.01413     146    0.46750
018     0.96760     1.01495     147    0.48250
019     0.97260     1.02009     148    0.49750
020     0.96780     1.01516     149    0.51250
021     0.96680     1.01413     150    0.52750
022     0.95500     1.00200     151    0.54250
023     0.96570     1.01300     152    0.55750
024     0.95610     1.00313     153    0.57250
025     0.95080     0.99769     154    0.58750
026     0.94400     0.99070     155    0.60250
027     0.93730     0.98382     156    0.61750
028     0.92440     0.97056     157    0.63250
029     0.89810     0.94354     158    0.64750
030     0.87430     0.91909     159    0.66250
031     0.83400     0.87768     160    0.67750
032     0.80580     0.84870     161    0.69250
033     0.77720     0.81932     162    0.70750
034     0.76930     0.81120     163    0.72250
035     0.75090     0.79229     164    0.73750
036     0.72670     0.76743     165    0.74750
037     0.72360     0.76424     166    0.75750
038     0.68760     0.72725     167    0.76750
039     0.65490     0.69366     168    0.77750
040     0.65710     0.69592     169    0.78750
041     0.63450     0.67269     170    0.79750
042     0.62840     0.66643     171    0.80750
043     0.61760     0.65533     172    0.81750
044     0.57220     0.60868     173    0.82750
045     0.56730     0.60365     174    0.83750
046     0.54400     0.57971     175    0.84750
047     0.52630     0.56152     176    0.85750
