翼型实验数据

实验日期：2015年05月25日10:33:06
大气压(kPa)：100.1300  温度(℃)：25.80  密度： 1.16703kg/m^3
来流风速: 41.24m/s  攻角：-4.00  雷诺数：2.02E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0376kPa 来流静压：100.0454kPa 来流动压：992.2Pa
升力系数：0.0517 0.0005 0.0005   阻力系数： 0.0071

力矩系数：-0.1257 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.76820     0.86164    001   0.00000
001     0.90120     0.99607    002   0.00050
002     0.92160     1.01669    003   0.00125
003     0.90370     0.99860    004   0.00250
004     0.82000     0.91400    005   0.00500
005     0.75790     0.85123    006   0.00750
006     0.61950     0.71135    007   0.01000
007     0.49920     0.58976    008   0.01500
008     0.32870     0.41743    009   0.02500
009     0.15790     0.24480    010   0.05000
010     -0.17470     -0.09136    012   0.10000
011     -0.30890     -0.22700    013   0.12500
012     -0.42000     -0.33929    014   0.15000
013     -0.52540     -0.44582    015   0.17500
014     -0.56290     -0.48372    016   0.20000
015     -0.68080     -0.60288    017   0.22500
016     -0.79620     -0.71952    019   0.27500
017     -0.86600     -0.79006    021   0.32500
018     -0.89410     -0.81847    022   0.35000
019     -0.88780     -0.81210    023   0.37500
020     -0.90780     -0.83231    024   0.40000
021     -0.88990     -0.81422    025   0.42500
022     -0.86070     -0.78471    026   0.45000
023     -0.83680     -0.76055    027   0.47500
024     -0.79830     -0.72164    028   0.50000
025     -0.75670     -0.67959    029   0.52500
026     -0.72590     -0.64846    030   0.55000
027     -0.61860     -0.54001    031   0.57500
028     -0.57170     -0.49261    032   0.60000
029     -0.52150     -0.44187    033   0.62500
030     -0.50540     -0.42560    034   0.65000
031     -0.46180     -0.38153    035   0.67500
032     -0.41980     -0.33908    036   0.70000
033     -0.34630     -0.26480    038   0.75000
034     -0.27590     -0.19364    040   0.80000
035     -0.24200     -0.15938    041   0.82500
036     -0.21590     -0.13300    042   0.85000
037     -0.17890     -0.09560    043   0.87500
