翼型实验数据

实验日期：2015年05月25日10:34:23
大气压(kPa)：100.1300  温度(℃)：25.90  密度： 1.16664kg/m^3
来流风速: 41.24m/s  攻角：-1.00  雷诺数：2.02E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0334kPa 来流静压：100.0415kPa 来流动压：991.9Pa
升力系数：0.4332 0.0001 0.0001   阻力系数： 0.0077

力矩系数：-0.1107 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91310     1.00976    001   0.00000
001     0.82180     0.91771    002   0.00050
002     0.72120     0.81629    003   0.00125
003     0.58780     0.68179    004   0.00250
004     0.36620     0.45838    005   0.00500
005     0.25870     0.35000    006   0.00750
006     0.06600     0.15572    007   0.01000
007     -0.05670     0.03201    008   0.01500
008     -0.23220     -0.14493    009   0.02500
009     -0.37640     -0.29031    010   0.05000
010     -0.63050     -0.54649    012   0.10000
011     -0.72770     -0.64449    013   0.12500
012     -0.81090     -0.72837    014   0.15000
013     -0.89590     -0.81407    015   0.17500
014     -0.91270     -0.83101    016   0.20000
015     -1.01200     -0.93112    017   0.22500
016     -1.09490     -1.01470    019   0.27500
017     -1.13200     -1.05210    021   0.32500
018     -1.14620     -1.06642    022   0.35000
019     -1.12380     -1.04384    023   0.37500
020     -1.12770     -1.04777    024   0.40000
021     -1.09630     -1.01611    025   0.42500
022     -1.05420     -0.97367    026   0.45000
023     -1.01570     -0.93485    027   0.47500
024     -0.97330     -0.89210    028   0.50000
025     -0.93230     -0.85077    029   0.52500
026     -0.77260     -0.68976    030   0.55000
027     -0.73470     -0.65155    031   0.57500
028     -0.69190     -0.60840    032   0.60000
029     -0.62670     -0.54266    033   0.62500
030     -0.59930     -0.51504    034   0.65000
031     -0.54560     -0.46090    035   0.67500
032     -0.49540     -0.41029    036   0.70000
033     -0.40620     -0.32035    038   0.75000
034     -0.32320     -0.23667    040   0.80000
035     -0.28410     -0.19725    041   0.82500
036     -0.25150     -0.16439    042   0.85000
037     -0.20860     -0.12113    043   0.87500
038     -0.18280     -0.09512    044   0.90000
039     -0.13860     -0.05056    045   0.92500
040     -0.09610     -0.00771    046   0.95000
041     0.02140     0.11075    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91590     1.01258    096    0.00000
001     0.82200     0.91791    095    0.00050
002     0.70190     0.79683    094    0.00125
003     0.55800     0.65175    093    0.00250
004     0.43210     0.52482    092    0.00500
005     0.24560     0.33679    091    0.00750
006     0.11210     0.20219    090    0.01000
007     -0.09420     -0.00580    089    0.01500
008     -0.20470     -0.11720    088    0.02500
009     -0.30970     -0.22306    087    0.05000
010     -0.41700     -0.33124    086    0.07500
011     -0.53280     -0.44799    084    0.12500
012     -0.56950     -0.48499    083    0.15000
013     -0.60040     -0.51615    082    0.17500
014     -0.61910     -0.53500    081    0.20000
015     -0.65780     -0.57402    080    0.22500
016     -0.67580     -0.59216    079    0.25000
017     -0.66370     -0.57997    078    0.27500
018     -0.63220     -0.54821    077    0.30000
019     -0.61820     -0.53409    076    0.32500
020     -0.63640     -0.55244    075    0.35000
021     -0.59640     -0.51211    074    0.37500
022     -0.55790     -0.47330    073    0.40000
023     -0.52920     -0.44436    072    0.42500
024     -0.50140     -0.41633    071    0.45000
025     -0.41220     -0.32640    070    0.47500
026     -0.35120     -0.26490    069    0.50000
027     -0.27740     -0.19050    068    0.52500
028     -0.22800     -0.14069    067    0.55000
029     -0.17440     -0.08665    066    0.57500
030     -0.11740     -0.02919    065    0.60000
031     -0.05970     0.02899    064    0.62500
032     -0.01600     0.07304    063    0.65000
033     0.03220     0.12164    062    0.67500
034     0.08790     0.17780    061    0.70000
035     0.13260     0.22286    060    0.72500
036     0.16630     0.25684    059    0.75000
037     0.23850     0.32963    056    0.82500
038     0.25960     0.35090    055    0.85000
039     0.25890     0.35020    054    0.87500
040     0.25920     0.35050    053    0.90000
041     0.24790     0.33911    052    0.92500
042     0.20950     0.30039    051    0.95000
043     0.18240     0.27307    050    0.97500
044     0.09590     0.18586    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91790     1.01460     129    0.06250
001     0.91900     1.01571     130    0.08750
002     0.91710     1.01379     131    0.11250
003     0.91930     1.01601     132    0.13750
004     0.91960     1.01631     133    0.16250
005     0.91400     1.01067     134    0.18750
006     0.92160     1.01833     135    0.21250
007     0.92050     1.01722     136    0.23750
008     0.91820     1.01490     137    0.26250
009     0.92170     1.01843     138    0.28750
010     0.91560     1.01228     139    0.31250
011     0.91970     1.01641     140    0.33750
012     0.92050     1.01722     141    0.36250
013     0.92240     1.01914     142    0.38750
014     0.92240     1.01914     143    0.41250
015     0.91850     1.01520     144    0.43750
016     0.92070     1.01742     145    0.45250
017     0.91930     1.01601     146    0.46750
018     0.91710     1.01379     147    0.48250
019     0.92100     1.01772     148    0.49750
020     0.91690     1.01359     149    0.51250
021     0.91860     1.01530     150    0.52750
022     0.90590     1.00250     151    0.54250
023     0.92260     1.01934     152    0.55750
024     0.91640     1.01309     153    0.57250
025     0.92120     1.01793     154    0.58750
026     0.91980     1.01651     155    0.60250
027     0.92020     1.01692     156    0.61750
028     0.92010     1.01682     157    0.63250
029     0.91650     1.01319     158    0.64750
030     0.91900     1.01571     159    0.66250
031     0.91710     1.01379     160    0.67750
032     0.91930     1.01601     161    0.69250
033     0.90910     1.00573     162    0.70750
034     0.91550     1.01218     163    0.72250
035     0.91820     1.01490     164    0.73750
036     0.90420     1.00079     165    0.74750
037     0.91500     1.01167     166    0.75750
038     0.91670     1.01339     167    0.76750
039     0.90810     1.00472     168    0.77750
040     0.91410     1.01077     169    0.78750
041     0.91390     1.01057     170    0.79750
042     0.92080     1.01752     171    0.80750
043     0.91700     1.01369     172    0.81750
044     0.91230     1.00895     173    0.82750
045     0.91440     1.01107     174    0.83750
046     0.91950     1.01621     175    0.84750
047     0.91710     1.01379     176    0.85750
048     0.91400     1.01067     177    0.86750
049     0.91760     1.01430     178    0.87750
