翼型实验数据

实验日期：2015年05月25日10:34:48
大气压(kPa)：100.1200  温度(℃)：25.90  密度： 1.16653kg/m^3
来流风速: 41.21m/s  攻角：0.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0191kPa 来流静压：100.0286kPa 来流动压：990.5Pa
升力系数：0.5643 0.0000 0.0000   阻力系数： 0.0076

力矩系数：-0.1058 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.85760     0.95804    001   0.00000
001     0.68920     0.78760    002   0.00050
002     0.55750     0.65431    003   0.00125
003     0.39050     0.48529    004   0.00250
004     0.13070     0.22235    005   0.00500
005     0.01480     0.10505    006   0.00750
006     -0.18410     -0.09626    007   0.01000
007     -0.30230     -0.21589    008   0.01500
008     -0.46520     -0.38076    009   0.02500
009     -0.58880     -0.50586    010   0.05000
010     -0.80170     -0.72133    012   0.10000
011     -0.88240     -0.80301    013   0.12500
012     -0.95200     -0.87345    014   0.15000
013     -1.02990     -0.95229    015   0.17500
014     -1.04170     -0.96423    016   0.20000
015     -1.12940     -1.05299    017   0.22500
016     -1.20010     -1.12455    019   0.27500
017     -1.22330     -1.14803    021   0.32500
018     -1.23430     -1.15916    022   0.35000
019     -1.20470     -1.12920    023   0.37500
020     -1.20320     -1.12769    024   0.40000
021     -1.16670     -1.09074    025   0.42500
022     -1.12120     -1.04469    026   0.45000
023     -1.08040     -1.00340    027   0.47500
024     -1.03720     -0.95968    028   0.50000
025     -0.97000     -0.89167    029   0.52500
026     -0.80750     -0.72720    030   0.55000
027     -0.78130     -0.70068    031   0.57500
028     -0.73090     -0.64967    032   0.60000
029     -0.66030     -0.57822    033   0.62500
030     -0.62970     -0.54725    034   0.65000
031     -0.57330     -0.49017    035   0.67500
032     -0.51960     -0.43582    036   0.70000
033     -0.42520     -0.34028    038   0.75000
034     -0.33840     -0.25243    040   0.80000
035     -0.29660     -0.21012    041   0.82500
036     -0.26190     -0.17500    042   0.85000
037     -0.21810     -0.13067    043   0.87500
038     -0.18870     -0.10092    044   0.90000
039     -0.14380     -0.05547    045   0.92500
040     -0.09980     -0.01094    046   0.95000
041     0.01990     0.11021    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91690     1.01806    096    0.00000
001     0.89760     0.99852    095    0.00050
002     0.82200     0.92201    094    0.00125
003     0.71340     0.81209    093    0.00250
004     0.61090     0.70835    092    0.00500
005     0.44860     0.54409    091    0.00750
006     0.32100     0.41495    090    0.01000
007     0.10630     0.19765    089    0.01500
008     -0.01610     0.07377    088    0.02500
009     -0.13970     -0.05132    087    0.05000
010     -0.26710     -0.18026    086    0.07500
011     -0.41180     -0.32671    084    0.12500
012     -0.45720     -0.37266    083    0.15000
013     -0.49640     -0.41234    082    0.17500
014     -0.52060     -0.43683    081    0.20000
015     -0.56720     -0.48399    080    0.22500
016     -0.58930     -0.50636    079    0.25000
017     -0.58390     -0.50090    078    0.27500
018     -0.56010     -0.47681    077    0.30000
019     -0.55010     -0.46669    076    0.32500
020     -0.57360     -0.49047    075    0.35000
