翼型实验数据

实验日期：2015年05月25日10:45:08
大气压(kPa)：100.1200  温度(℃)：26.10  密度： 1.16575kg/m^3
来流风速: 40.98m/s  攻角：23.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0885kPa 来流静压：100.1097kPa 来流动压：978.8Pa
升力系数：1.2110 -0.1192 -0.1192   阻力系数： 0.2808

力矩系数：-0.0829 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.58250     -2.63400    001   0.00000
001     -2.62080     -2.67320    002   0.00050
002     -2.59650     -2.64833    003   0.00125
003     -2.58990     -2.64158    004   0.00250
004     -2.60380     -2.65580    005   0.00500
005     -2.57940     -2.63083    006   0.00750
006     -2.55150     -2.60228    007   0.01000
007     -2.76670     -2.82251    008   0.01500
008     -2.55250     -2.60330    009   0.02500
009     -2.62820     -2.68077    010   0.05000
010     -2.02550     -2.06399    012   0.10000
011     -1.58610     -1.61433    013   0.12500
012     -1.17110     -1.18963    014   0.15000
013     -0.86060     -0.87187    015   0.17500
014     -0.66010     -0.66669    016   0.20000
015     -0.66760     -0.67437    017   0.22500
016     -0.65710     -0.66362    019   0.27500
017     -0.65790     -0.66444    021   0.32500
018     -0.66000     -0.66659    022   0.35000
019     -0.66290     -0.66956    023   0.37500
020     -0.67330     -0.68020    024   0.40000
021     -0.67340     -0.68030    025   0.42500
022     -0.67790     -0.68491    026   0.45000
023     -0.68510     -0.69227    027   0.47500
024     -0.68960     -0.69688    028   0.50000
025     -0.69420     -0.70159    029   0.52500
026     -0.70060     -0.70814    030   0.55000
027     -0.70550     -0.71315    031   0.57500
028     -0.71370     -0.72154    032   0.60000
029     -0.72090     -0.72891    033   0.62500
030     -0.72480     -0.73290    034   0.65000
031     -0.73090     -0.73914    035   0.67500
032     -0.73430     -0.74262    036   0.70000
033     -0.73960     -0.74805    038   0.75000
034     -0.74050     -0.74897    040   0.80000
035     -0.74330     -0.75183    041   0.82500
036     -0.74800     -0.75664    042   0.85000
037     -0.74310     -0.75163    043   0.87500
038     -0.73860     -0.74702    044   0.90000
039     -0.73460     -0.74293    045   0.92500
040     -0.72660     -0.73474    046   0.95000
041     -0.70480     -0.71243    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -2.62610     -2.67862    096    0.00000
001     -2.56530     -2.61640    095    0.00050
002     -1.68120     -1.71165    094    0.00125
003     -1.04840     -1.06406    093    0.00250
004     -0.59910     -0.60427    092    0.00500
005     -0.09430     -0.08767    091    0.00750
006     0.28640     0.30192    090    0.01000
007     0.76480     0.79150    089    0.01500
008     0.92170     0.95207    088    0.02500
009     0.98940     1.02135    087    0.05000
010     0.96210     0.99341    086    0.07500
011     0.79320     0.82056    084    0.12500
012     0.70910     0.73450    083    0.15000
013     0.62550     0.64895    082    0.17500
014     0.55740     0.57925    081    0.20000
015     0.46410     0.48377    080    0.22500
016     0.39860     0.41674    079    0.25000
017     0.33300     0.34961    078    0.27500
018     0.28740     0.30295    077    0.30000
019     0.24020     0.25464    076    0.32500
020     0.16230     0.17492    075    0.35000
021     0.14090     0.15302    074    0.37500
022     0.11920     0.13082    073    0.40000
023     0.09100     0.10196    072    0.42500
024     0.07110     0.08159    071    0.45000
025     0.06030     0.07054    070    0.47500
026     0.06270     0.07300    069    0.50000
027     0.08120     0.09193    068    0.52500
028     0.08220     0.09295    067    0.55000
029     0.09250     0.10349    066    0.57500
030     0.10530     0.11659    065    0.60000
031     0.12250     0.13419    064    0.62500
032     0.13060     0.14248    063    0.65000
033     0.14950     0.16182    062    0.67500
034     0.16520     0.17789    061    0.70000
035     0.19170     0.20501    060    0.72500
036     0.22420     0.23827    059    0.75000
037     0.22150     0.23551    056    0.82500
038     0.22120     0.23520    055    0.85000
039     0.18240     0.19549    054    0.87500
040     0.14220     0.15435    053    0.90000
041     0.08230     0.09305    052    0.92500
