翼型实验数据

实验日期：2015年05月25日10:38:10
大气压(kPa)：100.1200  温度(℃)：25.90  密度： 1.16653kg/m^3
来流风速: 41.09m/s  攻角：7.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0111kPa 来流静压：100.0265kPa 来流动压：984.6Pa
升力系数：1.3494 -0.0016 -0.0016   阻力系数： 0.0134

力矩系数：-0.0515 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.87310     -0.79402    001   0.00000
001     -1.47020     -1.40186    002   0.00050
002     -1.70330     -1.63915    003   0.00125
003     -1.97220     -1.91288    004   0.00250
004     -2.32510     -2.27213    005   0.00500
005     -2.42200     -2.37077    006   0.00750
006     -2.51020     -2.46055    007   0.01000
007     -2.51810     -2.46860    008   0.01500
008     -2.40550     -2.35397    009   0.02500
009     -2.28640     -2.23273    010   0.05000
010     -2.05510     -1.99727    012   0.10000
011     -1.97330     -1.91400    013   0.12500
012     -1.93690     -1.87695    014   0.15000
013     -1.92270     -1.86249    015   0.17500
014     -1.89250     -1.83175    016   0.20000
015     -1.87240     -1.81129    017   0.22500
016     -1.82780     -1.76589    019   0.27500
017     -1.75440     -1.69117    021   0.32500
018     -1.73270     -1.66908    022   0.35000
019     -1.64820     -1.58306    023   0.37500
020     -1.61390     -1.54814    024   0.40000
021     -1.52720     -1.45988    025   0.42500
022     -1.43940     -1.37050    026   0.45000
023     -1.36100     -1.29069    027   0.47500
024     -1.27620     -1.20437    028   0.50000
025     -1.16300     -1.08913    029   0.52500
026     -1.05650     -0.98072    030   0.55000
027     -0.98170     -0.90457    031   0.57500
028     -0.89680     -0.81815    032   0.60000
029     -0.80740     -0.72714    033   0.62500
030     -0.74350     -0.66209    034   0.65000
031     -0.67050     -0.58778    035   0.67500
032     -0.59860     -0.51459    036   0.70000
033     -0.47190     -0.38561    038   0.75000
034     -0.35890     -0.27058    040   0.80000
035     -0.30720     -0.21795    041   0.82500
036     -0.26380     -0.17377    042   0.85000
037     -0.21480     -0.12389    043   0.87500
038     -0.17540     -0.08378    044   0.90000
039     -0.13510     -0.04276    045   0.92500
040     -0.10340     -0.01049    046   0.95000
041     -0.05080     0.04306    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.42650     -0.33939    096    0.00000
001     0.14950     0.24696    095    0.00050
002     0.47590     0.57923    094    0.00125
003     0.68010     0.78710    093    0.00250
004     0.79710     0.90620    092    0.00500
005     0.88460     0.99528    091    0.00750
006     0.90530     1.01635    090    0.01000
007     0.86550     0.97583    089    0.01500
008     0.78090     0.88971    088    0.02500
009     0.65740     0.76399    087    0.05000
010     0.49400     0.59765    086    0.07500
011     0.25850     0.35792    084    0.12500
012     0.17460     0.27251    083    0.15000
013     0.10040     0.19698    082    0.17500
014     0.04900     0.14465    081    0.20000
015     -0.02570     0.06861    080    0.22500
016     -0.07290     0.02056    079    0.25000
017     -0.10450     -0.01160    078    0.27500
018     -0.11400     -0.02128    077    0.30000
019     -0.13210     -0.03970    076    0.32500
020     -0.18130     -0.08979    075    0.35000
021     -0.16990     -0.07818    074    0.37500
022     -0.15900     -0.06708    073    0.40000
023     -0.15480     -0.06281    072    0.42500
024     -0.14190     -0.04968    071    0.45000
025     -0.12040     -0.02779    070    0.47500
026     -0.09080     0.00234    069    0.50000
027     -0.06380     0.02983    068    0.52500
028     -0.04090     0.05314    067    0.55000
029     0.03730     0.13274    066    0.57500
030     0.06570     0.16165    065    0.60000
031     0.10180     0.19840    064    0.62500
032     0.12390     0.22090    063    0.65000
033     0.15410     0.25164    062    0.67500
034     0.19690     0.29521    061    0.70000
035     0.23060     0.32952    060    0.72500
036     0.25320     0.35253    059    0.75000
037     0.30060     0.40078    056    0.82500
038     0.31460     0.41503    055    0.85000
039     0.30320     0.40342    054    0.87500
040     0.29270     0.39274    053    0.90000
041     0.26970     0.36932    052    0.92500
042     0.20970     0.30824    051    0.95000
043     0.15390     0.25144    050    0.97500
044     -0.04220     0.05182    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91070     1.02185     129    0.06250
001     0.91190     1.02307     130    0.08750
002     0.90950     1.02062     131    0.11250
003     0.91210     1.02327     132    0.13750
004     0.91110     1.02225     133    0.16250
005     0.90540     1.01645     134    0.18750
006     0.91340     1.02459     135    0.21250
007     0.91210     1.02327     136    0.23750
008     0.91120     1.02235     137    0.26250
009     0.91340     1.02459     138    0.28750
010     0.90710     1.01818     139    0.31250
011     0.91250     1.02368     140    0.33750
012     0.91240     1.02358     141    0.36250
013     0.91470     1.02592     142    0.38750
014     0.91330     1.02449     143    0.41250
015     0.91040     1.02154     144    0.43750
016     0.91270     1.02388     145    0.45250
017     0.91110     1.02225     146    0.46750
018     0.90940     1.02052     147    0.48250
019     0.91330     1.02449     148    0.49750
020     0.91040     1.02154     149    0.51250
021     0.91080     1.02195     150    0.52750
022     0.89610     1.00698     151    0.54250
023     0.91430     1.02551     152    0.55750
024     0.90870     1.01981     153    0.57250
025     0.91440     1.02561     154    0.58750
026     0.90990     1.02103     155    0.60250
027     0.91170     1.02286     156    0.61750
028     0.91360     1.02480     157    0.63250
029     0.90730     1.01838     158    0.64750
030     0.91060     1.02174     159    0.66250
031     0.90920     1.02032     160    0.67750
032     0.91060     1.02174     161    0.69250
033     0.89940     1.01034     162    0.70750
034     0.90840     1.01950     163    0.72250
035     0.90850     1.01961     164    0.73750
036     0.89560     1.00647     165    0.74750
037     0.90610     1.01716     166    0.75750
038     0.90670     1.01777     167    0.76750
039     0.90100     1.01197     168    0.77750
040     0.90690     1.01798     169    0.78750
041     0.90630     1.01737     170    0.79750
042     0.91090     1.02205     171    0.80750
043     0.90150     1.01248     172    0.81750
044     0.87970     0.99029     173    0.82750
045     0.85720     0.96738     174    0.83750
046     0.82060     0.93013     175    0.84750
047     0.78900     0.89796     176    0.85750
048     0.75110     0.85938     177    0.86750
049     0.72710     0.83495     178    0.87750
050     0.72880     0.83668     179    0.88750
051     0.74360     0.85174     180    0.89750
052     0.77380     0.88248     181    0.90750
