翼型实验数据

实验日期：2015年05月25日10:30:13
大气压(kPa)：100.1300  温度(℃)：25.70  密度： 1.16743kg/m^3
来流风速: 40.98m/s  攻角：-10.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0328kPa 来流静压：100.0526kPa 来流动压：980.2Pa
升力系数：-0.6683 0.0078 0.0078   阻力系数： 0.0441

力矩系数：-0.1135 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.93050     -0.87217    001   0.00000
001     -0.27280     -0.20011    002   0.00050
002     0.11450     0.19564    003   0.00125
003     0.43390     0.52201    004   0.00250
004     0.69150     0.78523    005   0.00500
005     0.79080     0.88670    006   0.00750
006     0.89040     0.98847    007   0.01000
007     0.87320     0.97090    008   0.01500
008     0.88380     0.98173    009   0.02500
009     0.79400     0.88997    010   0.05000
010     0.49120     0.58056    012   0.10000
011     0.34140     0.42749    013   0.12500
012     0.21190     0.29516    014   0.15000
013     0.09310     0.17377    015   0.17500
014     -0.00480     0.07373    016   0.20000
015     -0.10060     -0.02416    017   0.22500
016     -0.25550     -0.18244    019   0.27500
017     -0.37120     -0.30066    021   0.32500
018     -0.41990     -0.35043    022   0.35000
019     -0.44030     -0.37127    023   0.37500
020     -0.48440     -0.41633    024   0.40000
021     -0.49100     -0.42308    025   0.42500
022     -0.48720     -0.41919    026   0.45000
023     -0.49020     -0.42226    027   0.47500
024     -0.47830     -0.41010    028   0.50000
025     -0.44880     -0.37996    029   0.52500
026     -0.41900     -0.34951    030   0.55000
027     -0.39950     -0.32958    031   0.57500
028     -0.38050     -0.31017    032   0.60000
029     -0.35590     -0.28503    033   0.62500
030     -0.33620     -0.26490    034   0.65000
031     -0.29480     -0.22259    035   0.67500
032     -0.25670     -0.18366    036   0.70000
033     -0.22330     -0.14953    038   0.75000
034     -0.18320     -0.10856    040   0.80000
035     -0.16600     -0.09098    041   0.82500
036     -0.15550     -0.08025    042   0.85000
037     -0.13540     -0.05972    043   0.87500
038     -0.13380     -0.05808    044   0.90000
039     -0.11790     -0.04183    045   0.92500
040     -0.10860     -0.03233    046   0.95000
041     -0.06910     0.00803    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.35270     -1.30358    096    0.00000
001     -2.10110     -2.06832    095    0.00050
002     -2.38080     -2.35412    094    0.00125
003     -2.62900     -2.60774    093    0.00250
004     -2.61500     -2.59344    092    0.00500
005     -2.49480     -2.47061    091    0.00750
006     -2.65320     -2.63247    090    0.01000
007     -2.57060     -2.54807    089    0.01500
008     -2.50200     -2.47797    088    0.02500
009     -2.28040     -2.25153    087    0.05000
010     -1.97090     -1.93528    086    0.07500
011     -1.70690     -1.66552    084    0.12500
012     -1.61770     -1.57437    083    0.15000
013     -1.55600     -1.51132    082    0.17500
014     -1.40460     -1.35662    081    0.20000
015     -1.44670     -1.39964    080    0.22500
016     -1.38860     -1.34027    079    0.25000
017     -1.30390     -1.25372    078    0.27500
018     -1.19740     -1.14490    077    0.30000
019     -1.11060     -1.05620    076    0.32500
020     -1.07650     -1.02136    075    0.35000
021     -0.95190     -0.89404    074    0.37500
022     -0.83650     -0.77612    073    0.40000
023     -0.72810     -0.66535    072    0.42500
024     -0.60580     -0.54038    071    0.45000
025     -0.47360     -0.40530    070    0.47500
026     -0.35620     -0.28533    069    0.50000
027     -0.28180     -0.20931    068    0.52500
028     -0.25830     -0.18530    067    0.55000
029     -0.24680     -0.17355    066    0.57500
030     -0.24040     -0.16701    065    0.60000
031     -0.24330     -0.16997    064    0.62500
032     -0.24700     -0.17375    063    0.65000
033     -0.23610     -0.16261    062    0.67500
034     -0.23250     -0.15893    061    0.70000
035     -0.22610     -0.15240    060    0.72500
036     -0.22050     -0.14667    059    0.75000
037     -0.19680     -0.12246    056    0.82500
038     -0.18130     -0.10662    055    0.85000
039     -0.16910     -0.09415    054    0.87500
040     -0.14440     -0.06891    053    0.90000
041     -0.12130     -0.04531    052    0.92500
042     -0.09540     -0.01884    051    0.95000
043     -0.06700     0.01018    050    0.97500
044     -0.04450     0.03317    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91510     1.01371     129    0.06250
001     0.91410     1.01269     130    0.08750
002     0.91310     1.01167     131    0.11250
003     0.91420     1.01279     132    0.13750
004     0.91540     1.01402     133    0.16250
005     0.90950     1.00799     134    0.18750
006     0.91760     1.01627     135    0.21250
007     0.91570     1.01433     136    0.23750
008     0.91390     1.01249     137    0.26250
009     0.91520     1.01382     138    0.28750
010     0.90900     1.00748     139    0.31250
011     0.91570     1.01433     140    0.33750
012     0.91480     1.01341     141    0.36250
013     0.91820     1.01688     142    0.38750
014     0.91850     1.01719     143    0.41250
015     0.91420     1.01279     144    0.43750
016     0.91760     1.01627     145    0.45250
017     0.91540     1.01402     146    0.46750
018     0.91370     1.01228     147    0.48250
019     0.91960     1.01831     148    0.49750
020     0.91390     1.01249     149    0.51250
021     0.91340     1.01198     150    0.52750
022     0.90070     0.99900     151    0.54250
023     0.91830     1.01698     152    0.55750
024     0.91280     1.01136     153    0.57250
025     0.91710     1.01576     154    0.58750
026     0.91580     1.01443     155    0.60250
027     0.91600     1.01463     156    0.61750
028     0.91670     1.01535     157    0.63250
029     0.91350     1.01208     158    0.64750
030     0.91460     1.01320     159    0.66250
031     0.91300     1.01157     160    0.67750
032     0.91360     1.01218     161    0.69250
033     0.90480     1.00319     162    0.70750
034     0.91200     1.01055     163    0.72250
035     0.91290     1.01146     164    0.73750
036     0.89920     0.99747     165    0.74750
037     0.91120     1.00973     166    0.75750
038     0.91190     1.01044     167    0.76750
039     0.90350     1.00186     168    0.77750
040     0.90940     1.00789     169    0.78750
041     0.90910     1.00758     170    0.79750
042     0.91500     1.01361     171    0.80750
043     0.91190     1.01044     172    0.81750
044     0.90710     1.00554     173    0.82750
045     0.90860     1.00707     174    0.83750
046     0.91240     1.01095     175    0.84750
047     0.90880     1.00728     176    0.85750
048     0.90620     1.00462     177    0.86750
049     0.90740     1.00584     178    0.87750
050     0.90560     1.00401     179    0.88750
051     0.89650     0.99471     180    0.89750
052     0.89510     0.99328     181    0.90750
053     0.89180     0.98990     182    0.91750
054     0.87530     0.97304     183    0.92750
055     0.87220     0.96988     184    0.93750
056     0.86170     0.95915     185    0.94750
057     0.85810     0.95547     186    0.95750
058     0.83680     0.93370     187    0.96750
059     0.81490     0.91133     188    0.97750
060     0.80050     0.89661     189    0.98750
061     0.78320     0.87893     190    0.99750
062     0.77720     0.87280     191    1.00750
063     0.74970     0.84470     192    1.01750
064     0.71180     0.80598     193    1.02750
065     0.69280     0.78656     194    1.03750
066     0.68970     0.78339     195    1.04750
067     0.68160     0.77512     196    1.05750
068     0.68390     0.77747     197    1.06750
069     0.68000     0.77348     198    1.07750
070     0.68720     0.78084     199    1.08750
071     0.68900     0.78268     200    1.09750
072     0.69440     0.78820     201    1.10750
073     0.69970     0.79361     202    1.11750
074     0.70890     0.80301     203    1.12750
075     0.72240     0.81681     204    1.13750
076     0.73670     0.83142     205    1.15250
077     0.76840     0.86381     206    1.16750
078     0.80000     0.89610     207    1.18250
079     0.82690     0.92359     208    1.19750
080     0.85030     0.94750     209    1.21250
081     0.86520     0.96272     210    1.22750
082     0.88120     0.97907     211    1.24250
083     0.89660     0.99481     212    1.25750
084     0.90380     1.00217     213    1.27250
085     0.90490     1.00329     214    1.28750
086     0.91160     1.01014     215    1.30250
087     0.91120     1.00973     216    1.31750
088     0.90930     1.00779     217    1.33250
089     0.91090     1.00942     218    1.34750
090     0.91020     1.00871     219    1.36250
091     0.90640     1.00482     220    1.37750
092     0.90960     1.00809     221    1.39250
093     0.90940     1.00789     222    1.40750
094     0.91030     1.00881     223    1.42250
095     0.91080     1.00932     224    1.43750
096     0.90930     1.00779     225    1.46250
097     0.91580     1.01443     226    1.48750
098     0.91660     1.01525     227    1.51250
099     0.91110     1.00963     228    1.53750
100     0.90990     1.00840     229    1.56250
101     0.91080     1.00932     230    1.58750
102     0.91360     1.01218     231    1.61250
103     0.88910     0.98715     232    1.63750
104     0.91300     1.01157     233    1.66250
105     0.91590     1.01453     234    1.68750
106     0.90580     1.00421     235    1.71250
107     0.91070     1.00922     236    1.73750
108     0.90670     1.00513     237    1.76250
109     0.91230     1.01085     238    1.78750
110     0.91290     1.01146     239    1.81250

尾耙静压
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.11530     -0.03918      241    0.62500
001     -0.14500     -0.06953      242    0.93750
002     -0.12310     -0.04715      243    1.25000
003     -0.05200     0.02550      244    1.56250
