翼型实验数据

实验日期：2015年05月25日10:35:48
大气压(kPa)：100.1200  温度(℃)：25.90  密度： 1.16653kg/m^3
来流风速: 40.85m/s  攻角：2.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0065kPa 来流静压：100.0333kPa 来流动压：973.2Pa
升力系数：0.8195 -0.0003 -0.0003   阻力系数： 0.0089

力矩系数：-0.0935 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.57020     0.67358    001   0.00000
001     0.26180     0.35768    002   0.00050
002     0.08200     0.17351    003   0.00125
003     -0.13470     -0.04846    004   0.00250
004     -0.44490     -0.36620    005   0.00500
005     -0.56880     -0.49312    006   0.00750
006     -0.75940     -0.68835    007   0.01000
007     -0.85660     -0.78792    008   0.01500
008     -0.96600     -0.89998    009   0.02500
009     -1.03690     -0.97260    010   0.05000
010     -1.14330     -1.08159    012   0.10000
011     -1.18300     -1.12225    013   0.12500
012     -1.22480     -1.16507    014   0.15000
013     -1.28080     -1.22243    015   0.17500
014     -1.28700     -1.22878    016   0.20000
015     -1.34480     -1.28799    017   0.22500
016     -1.38680     -1.33101    019   0.27500
017     -1.38380     -1.32794    021   0.32500
018     -1.38090     -1.32496    022   0.35000
019     -1.34220     -1.28532    023   0.37500
020     -1.32650     -1.26924    024   0.40000
021     -1.28330     -1.22499    025   0.42500
022     -1.23460     -1.17511    026   0.45000
023     -1.19280     -1.13229    027   0.47500
024     -1.12700     -1.06489    028   0.50000
025     -0.96510     -0.89905    029   0.52500
026     -0.89120     -0.82336    030   0.55000
027     -0.84870     -0.77982    031   0.57500
028     -0.78720     -0.71683    032   0.60000
029     -0.70930     -0.63703    033   0.62500
030     -0.67240     -0.59924    034   0.65000
031     -0.61090     -0.53624    035   0.67500
032     -0.55300     -0.47693    036   0.70000
033     -0.44950     -0.37092    038   0.75000
034     -0.35510     -0.27422    040   0.80000
035     -0.31010     -0.22813    041   0.82500
036     -0.27220     -0.18930    042   0.85000
037     -0.22490     -0.14085    043   0.87500
038     -0.19250     -0.10767    044   0.90000
039     -0.14520     -0.05922    045   0.92500
040     -0.09820     -0.01107    046   0.95000
041     0.02060     0.11062    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.74880     0.85652    096    0.00000
001     0.88660     0.99767    095    0.00050
