翼型实验数据

实验日期：2015年05月25日10:30:35
大气压(kPa)：100.1400  温度(℃)：25.70  密度： 1.16754kg/m^3
来流风速: 40.93m/s  攻角：-9.00  雷诺数：2.00E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0401kPa 来流静压：100.0624kPa 来流动压：977.8Pa
升力系数：-0.5816 0.0024 0.0024   阻力系数： 0.0152

力矩系数：-0.1268 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.55560     -0.49189    001   0.00000
001     0.01550     0.09273    002   0.00050
002     0.34000     0.42492    003   0.00125
003     0.59640     0.68739    004   0.00250
004     0.79150     0.88711    005   0.00500
005     0.85870     0.95590    006   0.00750
006     0.91080     1.00923    007   0.01000
007     0.86770     0.96511    008   0.01500
008     0.84120     0.93799    009   0.02500
009     0.72910     0.82323    010   0.05000
010     0.40840     0.49494    012   0.10000
011     0.25690     0.33985    013   0.12500
012     0.12830     0.20821    014   0.15000
013     0.00910     0.08618    015   0.17500
014     -0.07820     -0.00318    016   0.20000
015     -0.18100     -0.10842    017   0.22500
016     -0.33000     -0.26095    019   0.27500
017     -0.43930     -0.37283    021   0.32500
018     -0.48480     -0.41941    022   0.35000
019     -0.50150     -0.43651    023   0.37500
020     -0.54230     -0.47827    024   0.40000
021     -0.54560     -0.48165    025   0.42500
022     -0.53760     -0.47346    026   0.45000
023     -0.53600     -0.47182    027   0.47500
024     -0.52030     -0.45575    028   0.50000
025     -0.48720     -0.42187    029   0.52500
026     -0.45530     -0.38921    030   0.55000
027     -0.43210     -0.36546    031   0.57500
028     -0.41250     -0.34540    032   0.60000
029     -0.38300     -0.31520    033   0.62500
030     -0.33810     -0.26924    034   0.65000
031     -0.29950     -0.22972    035   0.67500
032     -0.27530     -0.20495    036   0.70000
033     -0.23240     -0.16103    038   0.75000
034     -0.18450     -0.11200    040   0.80000
035     -0.16310     -0.09009    041   0.82500
036     -0.14810     -0.07474    042   0.85000
037     -0.12250     -0.04853    043   0.87500
038     -0.11400     -0.03983    044   0.90000
039     -0.08880     -0.01403    045   0.92500
040     -0.06690     0.00838    046   0.95000
041     0.01140     0.08854    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -0.93390     -0.87914    096    0.00000
001     -1.63020     -1.59193    095    0.00050
002     -1.91360     -1.88204    094    0.00125
003     -2.16820     -2.14267    093    0.00250
