翼型实验数据

实验日期：2015年05月25日10:34:02
大气压(kPa)：100.1300  温度(℃)：25.90  密度： 1.16664kg/m^3
来流风速: 41.18m/s  攻角：-2.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0364kPa 来流静压：100.0473kPa 来流动压：989.1Pa
升力系数：0.3051 0.0003 0.0003   阻力系数： 0.0072

力矩系数：-0.1154 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.91490     1.01242    001   0.00000
001     0.89600     0.99338    002   0.00050
002     0.83060     0.92753    003   0.00125
003     0.73280     0.82905    004   0.00250
004     0.55310     0.64811    005   0.00500
005     0.45790     0.55224    006   0.00750
006     0.27700     0.37009    007   0.01000
007     0.15140     0.24362    008   0.01500
008     -0.02900     0.06197    009   0.02500
009     -0.18490     -0.09501    010   0.05000
010     -0.47340     -0.38552    012   0.10000
011     -0.58320     -0.49608    013   0.12500
012     -0.67800     -0.59154    014   0.15000
013     -0.77080     -0.68498    015   0.17500
014     -0.79290     -0.70723    016   0.20000
015     -0.90190     -0.81699    017   0.22500
016     -0.99550     -0.91124    019   0.27500
017     -1.04360     -0.95967    021   0.32500
018     -1.06310     -0.97931    022   0.35000
019     -1.04510     -0.96118    023   0.37500
020     -1.05530     -0.97145    024   0.40000
021     -1.02830     -0.94427    025   0.42500
022     -0.99070     -0.90641    026   0.45000
023     -0.95710     -0.87257    027   0.47500
024     -0.91380     -0.82897    028   0.50000
025     -0.87460     -0.78950    029   0.52500
026     -0.76850     -0.68266    030   0.55000
027     -0.68780     -0.60140    031   0.57500
028     -0.65310     -0.56646    032   0.60000
029     -0.59380     -0.50675    033   0.62500
030     -0.57020     -0.48299    034   0.65000
031     -0.51970     -0.43214    035   0.67500
032     -0.47250     -0.38461    036   0.70000
033     -0.38860     -0.30013    038   0.75000
034     -0.30980     -0.22078    040   0.80000
035     -0.27190     -0.18262    041   0.82500
036     -0.24170     -0.15221    042   0.85000
037     -0.20030     -0.11052    043   0.87500
038     -0.17610     -0.08615    044   0.90000
039     -0.13520     -0.04497    045   0.92500
040     -0.09460     -0.00409    046   0.95000
041     0.02160     0.11292    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.86590     0.96308    096    0.00000
001     0.69370     0.78968    095    0.00050
002     0.53420     0.62907    094    0.00125
003     0.36000     0.45367    093    0.00250
004     0.21530     0.30796    092    0.00500
005     0.01010     0.10134    091    0.00750
006     -0.12380     -0.03349    090    0.01000
007     -0.31330     -0.22431    089    0.01500
008     -0.40780     -0.31946    088    0.02500
009     -0.49230     -0.40455    087    0.05000
010     -0.57570     -0.48853    086    0.07500
011     -0.66090     -0.57432    084    0.12500
012     -0.68740     -0.60100    083    0.15000
013     -0.70940     -0.62315    082    0.17500
014     -0.72210     -0.63594    081    0.20000
015     -0.75450     -0.66857    080    0.22500
016     -0.76570     -0.67984    079    0.25000
017     -0.74640     -0.66041    078    0.27500
018     -0.70970     -0.62346    077    0.30000
019     -0.69000     -0.60362    076    0.32500
020     -0.70420     -0.61792    075    0.35000
021     -0.65980     -0.57321    074    0.37500
022     -0.62070     -0.53384    073    0.40000
023     -0.59220     -0.50514    072    0.42500
024     -0.52900     -0.44150    071    0.45000
025     -0.44880     -0.36075    070    0.47500
026     -0.39720     -0.30879    069    0.50000
027     -0.31640     -0.22743    068    0.52500
028     -0.26190     -0.17255    067    0.55000
029     -0.20510     -0.11535    066    0.57500
030     -0.14470     -0.05454    065    0.60000
031     -0.08230     0.00830    064    0.62500
032     -0.03740     0.05351    063    0.65000
033     0.01240     0.10365    062    0.67500
034     0.06920     0.16085    061    0.70000
035     0.11480     0.20676    060    0.72500
036     0.15000     0.24221    059    0.75000
037     0.22430     0.31702    056    0.82500
038     0.24560     0.33847    055    0.85000
039     0.24650     0.33938    054    0.87500
040     0.24700     0.33988    053    0.90000
041     0.23910     0.33193    052    0.92500
042     0.20300     0.29558    051    0.95000
043     0.17800     0.27040    050    0.97500
044     0.09700     0.18884    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
