翼型实验数据

实验日期：2015年05月25日10:39:39
大气压(kPa)：100.1200  温度(℃)：26.00  密度： 1.16614kg/m^3
来流风速: 41.11m/s  攻角：11.00  雷诺数：2.01E+006 马赫数：0.12  弦长：0.800000
来流总压：101.0235kPa 来流静压：100.0382kPa 来流动压：985.4Pa
升力系数：1.4039 -0.0068 -0.0068   阻力系数： 0.0348

力矩系数：-0.0487 0.0000 0.0000

翼型上表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.90030     -1.83484    001   0.00000
001     -2.59430     -2.53781    002   0.00050
002     -2.59650     -2.54004    003   0.00125
003     -2.58990     -2.53335    004   0.00250
004     -2.60380     -2.54743    005   0.00500
005     -2.57940     -2.52271    006   0.00750
006     -2.55150     -2.49445    007   0.01000
007     -2.76670     -2.71243    008   0.01500
008     -2.55250     -2.49547    009   0.02500
009     -2.62820     -2.57214    010   0.05000
010     -2.32170     -2.26169    012   0.10000
011     -2.20040     -2.13882    013   0.12500
012     -2.09230     -2.02932    014   0.15000
013     -2.04560     -1.98202    015   0.17500
014     -1.99830     -1.93411    016   0.20000
015     -1.92240     -1.85723    017   0.22500
016     -1.80210     -1.73538    019   0.27500
017     -1.64720     -1.57848    021   0.32500
018     -1.57980     -1.51021    022   0.35000
019     -1.46460     -1.39352    023   0.37500
020     -1.37820     -1.30600    024   0.40000
021     -1.24970     -1.17584    025   0.42500
022     -1.11020     -1.03454    026   0.45000
023     -0.98650     -0.90924    027   0.47500
024     -0.84360     -0.76450    028   0.50000
025     -0.72800     -0.64740    029   0.52500
026     -0.64820     -0.56657    030   0.55000
027     -0.61420     -0.53213    031   0.57500
028     -0.59690     -0.51461    032   0.60000
029     -0.59520     -0.51289    033   0.62500
030     -0.59480     -0.51248    034   0.65000
031     -0.59620     -0.51390    035   0.67500
032     -0.59870     -0.51643    036   0.70000
033     -0.60070     -0.51846    038   0.75000
034     -0.58510     -0.50266    040   0.80000
035     -0.57610     -0.49354    041   0.82500
036     -0.57660     -0.49405    042   0.85000
037     -0.56530     -0.48260    043   0.87500
038     -0.56730     -0.48463    044   0.90000
039     -0.55560     -0.47278    045   0.92500
040     -0.55260     -0.46974    046   0.95000
041     -0.51410     -0.43074    048   0.99000

翼型下表面1
序号  压力(kPa)   压力系数  测压通道  坐标
000     -1.33850     -1.26579    096    0.00000
001     -0.53560     -0.45252    095    0.00050
002     -0.03140     0.05819    094    0.00125
003     0.30670     0.40066    093    0.00250
004     0.52380     0.62056    092    0.00500
005     0.73060     0.83003    091    0.00750
006     0.84730     0.94824    090    0.01000
007     0.92610     1.02806    089    0.01500
008     0.89500     0.99656    088    0.02500
009     0.81000     0.91046    087    0.05000
010     0.66630     0.76490    086    0.07500
011     0.42760     0.52312    084    0.12500
012     0.33530     0.42963    083    0.15000
013     0.25280     0.34606    082    0.17500
014     0.19250     0.28498    081    0.20000
015     0.10680     0.19818    080    0.22500
016     0.05310     0.14378    079    0.25000
017     0.00860     0.09871    078    0.27500
018     -0.01320     0.07663    077    0.30000
019     -0.04260     0.04685    076    0.32500
020     -0.10170     -0.01302    075    0.35000
021     -0.10050     -0.01180    074    0.37500
022     -0.10070     -0.01200    073    0.40000
023     -0.10670     -0.01808    072    0.42500
024     -0.10410     -0.01545    071    0.45000
025     -0.09250     -0.00370    070    0.47500
026     -0.06790     0.02122    069    0.50000
027     -0.03730     0.05222    068    0.52500
028     -0.02080     0.06893    067    0.55000
029     -0.00010     0.08990    066    0.57500
030     0.03240     0.12282    065    0.60000
031     0.09030     0.18146    064    0.62500
032     0.10750     0.19889    063    0.65000
033     0.12850     0.22016    062    0.67500
034     0.16700     0.25915    061    0.70000
035     0.19600     0.28853    060    0.72500
036     0.21310     0.30585    059    0.75000
037     0.24260     0.33573    056    0.82500
038     0.24990     0.34312    055    0.85000
039     0.22670     0.31963    054    0.87500
040     0.20320     0.29582    053    0.90000
041     0.16110     0.25318    052    0.92500
042     0.06340     0.15422    051    0.95000
043     -0.04720     0.04219    050    0.97500
044     -0.44950     -0.36531    049    0.99000

尾耙总压
序号  压力(kPa)   压力系数  测压通道  坐标
000     0.92080     1.02269     129    0.06250
001     0.92170     1.02360     130    0.08750
002     0.91980     1.02168     131    0.11250
003     0.92360     1.02553     132    0.13750
004     0.92200     1.02390     133    0.16250
005     0.91770     1.01955     134    0.18750
006     0.92340     1.02532     135    0.21250
007     0.92330     1.02522     136    0.23750
008     0.92150     1.02340     137    0.26250
009     0.92350     1.02542     138    0.28750
010     0.91730     1.01914     139    0.31250
011     0.92300     1.02492     140    0.33750
012     0.92310     1.02502     141    0.36250
013     0.92520     1.02715     142    0.38750
014     0.92470     1.02664     143    0.41250
015     0.92160     1.02350     144    0.43750
016     0.92360     1.02553     145    0.45250
017     0.92200     1.02390     146    0.46750
018     0.92040     1.02228     147    0.48250
019     0.92260     1.02451     148    0.49750
020     0.92110     1.02299     149    0.51250
021     0.92240     1.02431     150    0.52750
022     0.90720     1.00891     151    0.54250
023     0.92600     1.02796     152    0.55750
024     0.91830     1.02016     153    0.57250
025     0.92520     1.02715     154    0.58750
026     0.92270     1.02461     155    0.60250
027     0.92430     1.02623     156    0.61750
028     0.92310     1.02502     157    0.63250
029     0.91940     1.02127     158    0.64750
030     0.92260     1.02451     159    0.66250
031     0.91730     1.01914     160    0.67750
